Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;DANIJEL MARUŠIÆ;ROBERT MATIÆ;TEA TOMAS;MARIO VUÈINIÆ;RUŽICA VUKOVAC
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SIKIREVCI;002;SIKIREVCI;ZGRADA OPÆINE SIKIREVCI , DVORANA ZA OKUPLJANJE GRAÐANA;SIKIREVCI, LJUDEVITA GAJA 4/A;274;194;194;186;8;86;14;36;12;38
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SIKIREVCI;003;SIKIREVCI;ZGRADA OPÆINE SIKIREVCI, DVORANA ZA OKUPLJANJE GRAÐANA;SIKIREVCI, LJUDEVITA GAJA 4/A;352;245;245;230;15;109;10;38;14;59
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SIKIREVCI;004;SIKIREVCI;ZGRADA OPÆINE SIKIREVCI, DVORANA ZA OKUPLJANJE GRAÐANA;SIKIREVCI, LJUDEVITA GAJA 4/A;441;295;295;285;10;122;19;65;20;59
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SIKIREVCI;005;JARUGE;DRUŠTVENI DOM U JARUGAMA;JARUGE, MIŠE JOSKIÆA 27;549;321;321;311;10;231;10;11;5;54
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SLAVONSKI ŠAMAC;001;SLAVONSKI ŠAMAC;PROSTORIJE OPÆINE SLAVONSKI ŠAMAC;SLAVONSKI ŠAMAC, KRALJA ZVONIMIRA 63;392;194;193;181;12;130;10;5;15;21
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SLAVONSKI ŠAMAC;002;SLAVONSKI ŠAMAC;DRUŠTVENI DOM U SLAVONSKOM ŠAMCU;SLAVONSKI ŠAMAC, KRALJA ZVONIMIRA 55;481;210;210;192;18;100;10;10;31;41
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SLAVONSKI ŠAMAC;003;KRUŠEVICA;"OSNOVNA ŠKOLA  ""JOSIP KOZARAC"" SLAVONSKI ŠAMAC U KRUŠEVICI";KRUŠEVICA, TRG STJEPANA RADIÆA 3;425;167;167;163;4;107;7;10;5;34
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;SLAVONSKI ŠAMAC;004;KRUŠEVICA;"OSNOVNA ŠKOLA ""JOSIP KOZARAC"" SLAVONSKI ŠAMAC U KRUŠEVICI";KRUŠEVICA, TRG STJEPANA RADIÆA 3;508;182;182;173;9;117;6;8;3;39
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;STARA GRADIŠKA;001;STARA GRADIŠKA;ZGRADA OPÆINE;TRG HRVATSKIH BRANITELJA 1;234;128;128;119;9;49;6;9;28;27
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;STARA GRADIŠKA;002;DONJI VAROŠ;MJESNI DOM DONJI VAROŠ;DONJI VAROŠ 70;255;137;137;132;5;61;3;9;28;31
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;STARA GRADIŠKA;003;GORNJI VAROŠ;MJESNI DOM GORNJI VAROŠ;GORNJI VAROŠ 44A;204;114;114;100;14;60;2;5;9;24
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;STARA GRADIŠKA;004;USKOCI;MJESNI DOM USKOCI;USKOCI 23;77;47;47;44;3;22;1;3;9;9
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;STARA GRADIŠKA;005;NOVI VAROŠ;MJESNI DOM NOVI VAROŠ;NOVI VAROŠ 62;163;61;61;56;5;34;3;1;5;13
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;STARA GRADIŠKA;006;GREÐANI;MJESNI DOM GREÐANI;GREÐANI 133;141;69;69;57;12;32;1;4;17;3
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;STARO PETROVO SELO;001;VRBOVA;DRUŠTVENI DOM VRBOVA;VRBOVA;744;280;280;272;8;199;10;14;11;38
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;STARO PETROVO SELO;002;KOMARNICA;DRUŠTVENI DOM KOMARNICA;KOMARNICA;186;101;101;98;3;67;3;9;7;12
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;STARO PETROVO SELO;003;BLAŽEVIÆ DOL;DRUŠTVENI DOM BLAŽEVIÆ DOL;BLAŽEVIÆ DOL;124;50;50;48;2;41;0;2;1;4
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;STARO PETROVO SELO;004;GODINJAK;"OŠ ""IVAN GORAN KOVAÈIÆ""";GODINJAK;546;304;304;292;12;202;4;20;32;34
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;STARO PETROVO SELO;005;TISOVAC;"OSNOVNA ŠKOLA ""IVAN GORAN KOVAÈIÆ"", PODRUÈNI ODJEL TISOVAC";TISOVAC;287;170;170;168;2;133;12;8;7;8
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;STARO PETROVO SELO;006;LAZE;OSNOVNA ŠKOLA VLADIMIR NAZOR ADŽAMOVCI;LAZE;249;121;121;117;4;97;2;3;4;11
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;STARO PETROVO SELO;007;GORNJI CRNOGOVCI;"DRUŠTVENI DOM ""STRAŽA"" GORNJI CRNOGOVCI";GORNJI CRNOGOVCI;88;43;43;42;1;32;0;1;1;8
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;STARO PETROVO SELO;008;DONJI CRNOGOVCI;DRUŠTVENI DOM DONJI CRNOGOVCI;DONJI CRNOGOVCI;91;60;60;58;2;42;1;5;2;8
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;STARO PETROVO SELO;009;STARO PETROVO SELO;VATROGASNI DOM STARO PETROVO SELO;FRANKOPANSKA 4;762;344;344;328;16;224;11;22;29;42
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;STARO PETROVO SELO;010;STARO PETROVO SELO;DRUŠTVENI DOM STARO PETROVO SELO;MATIJE GUPCA 31;603;316;316;301;15;217;15;21;19;29
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;STARO PETROVO SELO;011;ŠTIVICA;VATROGASNI DOM ŠTIVICA;ŠTIVICA;403;210;210;206;4;170;3;8;7;18
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;STARO PETROVO SELO;012;OŠTRI VRH;DRUŠTVENI DOM OŠTRI VRH;OŠTRI VRH;131;82;82;78;4;59;2;2;3;12
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;STARO PETROVO SELO;013;VLADISOVO;PRIVATNA KUÆA MILANA VUKOVIÆA;VLADISOVO 4;6;4;4;4;0;2;0;1;0;1
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VELIKA KOPANICA;001;VELIKA KOPANICA;VATROGASNI DOM VELIKA KOPANICA;VELIKA KOPANICA, VLADIMIRA NAZORA 4;359;150;150;145;5;78;3;2;7;55
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VELIKA KOPANICA;002;VELIKA KOPANICA;PROSTORIJA KUD-A VELIKA KOPANICA;VELIKA KOPANICA, VLADIMIRA NAZORA 1;404;205;205;198;7;91;3;7;5;92
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VELIKA KOPANICA;003;VELIKA KOPANICA;"OSNOVNA ŠKOLA ""IVAN FILIPOVIÆ"" VELIKA KOPANICA";VELIKA KOPANICA, TRG PRESVETOG TROJSTVA 15;473;225;225;206;19;89;2;4;6;105
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VELIKA KOPANICA;004;VELIKA KOPANICA;MATIÈNI URED VELIKA KOPANICA;VELIKA KOPANICA, VLADIMIRA NAZORA 1;250;145;145;140;5;61;2;8;2;67
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VELIKA KOPANICA;005;DIVOŠEVCI;MJESNI DOM DIVOŠEVCI;DIVOŠEVCI 40;233;144;144;139;5;103;3;3;4;26
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VELIKA KOPANICA;006;MALA KOPANICA;MJESNI DOM U MALOJ KOPANICI;MALA KOPANICA 52;132;72;72;72;0;44;0;3;0;25
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VELIKA KOPANICA;007;BERAVCI;"OSNOVNA ŠKOLA ""IVAN FILIPOVIÆ"" PODRUÈNA ŠKOLA U BERAVCIMA";BERAVCI 83;340;125;125;121;4;60;3;4;1;53
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VELIKA KOPANICA;008;BERAVCI;"OSNOVNA ŠKOLA ""IVAN FILIPOVIÆ"" PODRUÈNA ŠKOLA U BERAVCIMA";BERAVCI 83;335;137;137;131;6;61;4;2;6;58
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VELIKA KOPANICA;009;KUPINA;"OSNOVNA ŠKOLA ""STJEPAN RADIÆ"" PODRUÈNA ŠKOLA U KUPINI";KUPINA  BB;195;117;117;115;2;66;4;5;1;39
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VRBJE;001;BODOVALJCI;DRUŠTVENI DOM BODOVALJCI;BODOVALJCI 85 B;427;148;148;145;3;115;6;2;14;8
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VRBJE;002;VRBJE;DRUŠTVENI DOM VRBJE;VRBJE, KRALJA TOMISLAVA 2;413;130;130;123;7;86;3;12;8;14
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VRBJE;003;SIÈICE;VATROGASNI DOM SIÈICE;SIÈICE 130;353;99;99;88;11;58;3;10;4;13
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VRBJE;004;DOLINA;DRUŠTVENI DOM DOLINA;DOLINA BB;210;87;87;79;8;72;1;2;3;1
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VRBJE;005;MAÈKOVAC;DRUŠTVENI DOM MAÈKOVAC;MAÈKOVAC BB;232;59;59;59;0;41;1;3;7;7
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VRBJE;006;SAVSKI BOK;DRUŠTVENI DOM SAVSKI BOK;SAVSKI BOK BB;54;11;11;11;0;10;0;1;0;0
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VRBJE;007;VISOKA GREDA;"OSNOVNA ŠKOLA ""MATO LOVRAK"", PODRUÈNA ŠKOLA VISOKA GREDA";VISOKA GREDA 19;194;41;41;38;3;31;1;0;3;3
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VRPOLJE;001;VRPOLJE;"OSNOVNA ŠKOLA ""IVAN MEŠTROVIÆ"" VRPOLJE";VRPOLJE, JOSIPA BANA JELAÈIÆA 42;757;221;221;207;14;112;8;2;15;70
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VRPOLJE;002;VRPOLJE;OPÆINA VRPOLJE;VRPOLJE, TRG DR. FRANJE TUÐMANA 1;727;254;254;240;14;131;9;11;25;64
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VRPOLJE;003;ÈAJKOVCI;DRUŠTVENI DOM ÈAJKOVCI;ÈAJKOVCI, TRG DR. FRANJE TUÐMANA 16;554;216;216;208;8;120;10;17;12;49
12;BRODSKO-POSAVSKA ŽUPANIJA;opæina;VRPOLJE;004;STARI PERKOVCI;"OŠ ""IVAN MEŠTROVIÆ"" VRPOLJE, PODRUÈNA ŠKOLA STARI PERKOVCI";STARI PERKOVCI, STJEPANA RADIÆA 19;853;467;467;450;17;367;4;11;18;50
