Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DOMOVINSKI POKRET - DP;DUSPARA MIRKO - NEZAVISNA LISTA - DUSPARA MIRKO - NL;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA KONZERVATIVNA STRANKA - HKS, HRVATSKA STRANKA PRAVA - HSP;HRVATSKA DEMOKRŠĆANSKA STRANKA - HDS;HRVATSKA SELJAČKA STRANKA - HSS, STRANKA UMIROVLJENIKA - SU;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS;MOST;SNAGA SLAVONIJE I BARANJE - Snaga SiB;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;REŠETARI;003;BUKOVICA;DOM U BUKOVICI;BUKOVICA;130;71;71;66;5;3;0;10;1;7;44;0;0;1
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;REŠETARI;004;ADŽAMOVCI;DJEČJI VRTIĆ ČAROBNI SVIJET U REŠETARIMA;ADŽAMOVCI, S. RADIĆA 1;489;215;215;209;6;6;3;53;1;5;135;1;1;4
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;REŠETARI;005;ZAPOLJE;DOM U ZAPOLJU;IVANA ZAPOLJSKOG 88;345;150;150;140;10;6;2;30;2;15;79;3;1;2
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;REŠETARI;006;BRĐANI;DOM U BRĐANIMA;BRĐANI;205;82;82;78;4;11;1;17;1;8;37;1;1;1
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;REŠETARI;007;DREŽNIK;DOM U DREŽNIKU;DREŽNIK;330;142;142;142;0;11;4;27;0;4;92;2;1;1
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;REŠETARI;008;GUNJAVCI;OSNOVNA ŠKOLA U GUNJAVCIMA;HRVATSKIH BRANITELJA;335;164;164;161;3;4;0;26;2;10;113;3;0;3
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SIBINJ;001;SIBINJ;"OSNOVNA ŠKOLA ""SIBINJSKIH ŽRTAVA"" SIBINJ";SIBINJ, 108. BRIGADE ZNG 4;805;361;361;335;26;45;89;128;6;17;3;32;2;13
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SIBINJ;002;SIBINJ;"OSNOVNA ŠKOLA ""SIBINJSKIH ŽRTAVA"" SIBINJ";SIBINJ, 108. BRIGADE ZNG 4;829;404;404;381;23;58;54;198;0;16;5;23;6;21
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SIBINJ;003;SIBINJ;"OSNOVNA ŠKOLA ""SIBINJSKIH ŽRTAVA"" SIBINJ";SIBINJ, 108. BRIGADE ZNG 4;759;343;343;326;17;44;78;134;3;3;9;24;9;22
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SIBINJ;004;GROMAČNIK;DRUŠTVENI DOM GROMAČNIK;GROMAČNIK, DR. FRANJE TUĐMANA 98;456;179;179;172;7;20;54;69;2;9;0;5;5;8
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SIBINJ;005;BARTOLOVCI;DRUŠTVENI DOM BARTOLOVCI;BARTOLOVCI, HRVATSKIH BRANITELJA 86/C;613;252;252;239;13;40;77;94;1;3;2;8;5;9
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SIBINJ;006;SLOBODNICA;"OSNOVNA ŠKOLA ""SIBINJSKIH ŽRTAVA"" SIBINJ";SLOBODNICA, TRG SVETOG MARKA 4;608;231;231;214;17;22;53;88;2;9;2;15;3;20
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SIBINJ;007;SLOBODNICA;VATROGASNI DOM U SLOBODNICI;SLOBODNICA, TRG SVETOG MARKA 11;750;303;303;285;18;41;78;118;2;6;5;5;10;20
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SIBINJ;008;JAKAČINA;DRUŠTVENI DOM JAKAČINA;JAKAČINA MALA 37;105;55;55;50;5;9;16;22;0;1;0;0;0;2
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SIBINJ;009;GRGUREVIĆI;OSNOVNA ŠKOLA GRGUREVIĆI;GRGUREVIĆI 29;146;61;61;59;2;11;12;28;0;2;0;3;1;2
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SIBINJ;010;RAVAN;OSNOVNA ŠKOLA RAVAN;RAVAN BR. 30;226;95;95;87;8;7;10;58;1;4;0;0;0;7
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SIBINJ;011;GORNJI ANDRIJEVCI;DRUŠTVENI DOM GORNJI ANDRIJEVCI;GORNJI ANDRIJEVCI 81;392;189;189;180;9;21;34;95;2;11;0;5;5;7
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SIBINJ;012;GRIŽIĆI;OSNOVNA ŠKOLA GRIŽIĆI;GRIŽIĆI BR. 9;94;38;38;37;1;12;4;17;0;3;0;0;0;1
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SIKIREVCI;001;SIKIREVCI;ZGRADA OPĆINE SIKIREVCI, DVORANA ZA OKUPLJANJE GRAĐANA;SIKIREVCI, LJUDEVITA GAJA 4/A;360;258;258;245;13;52;49;97;3;25;0;6;2;11
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SIKIREVCI;002;SIKIREVCI;ZGRADA OPĆINE SIKIREVCI , DVORANA ZA OKUPLJANJE GRAĐANA;SIKIREVCI, LJUDEVITA GAJA 4/A;274;193;193;183;10;36;35;71;1;18;5;3;3;11
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SIKIREVCI;003;SIKIREVCI;ZGRADA OPĆINE SIKIREVCI, DVORANA ZA OKUPLJANJE GRAĐANA;SIKIREVCI, LJUDEVITA GAJA 4/A;352;245;245;235;10;60;43;79;3;19;2;14;2;13
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SIKIREVCI;004;SIKIREVCI;ZGRADA OPĆINE SIKIREVCI, DVORANA ZA OKUPLJANJE GRAĐANA;SIKIREVCI, LJUDEVITA GAJA 4/A;441;295;295;285;10;56;65;97;5;28;4;9;5;16
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SIKIREVCI;005;JARUGE;DRUŠTVENI DOM U JARUGAMA;JARUGE, MIŠE JOSKIĆA 27;549;321;321;305;16;52;32;201;1;5;1;5;3;5
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SLAVONSKI ŠAMAC;001;SLAVONSKI ŠAMAC;PROSTORIJE OPĆINE SLAVONSKI ŠAMAC;SLAVONSKI ŠAMAC, KRALJA ZVONIMIRA 63;392;194;193;180;13;21;15;116;1;7;7;3;2;8
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SLAVONSKI ŠAMAC;002;SLAVONSKI ŠAMAC;DRUŠTVENI DOM U SLAVONSKOM ŠAMCU;SLAVONSKI ŠAMAC, KRALJA ZVONIMIRA 55;481;210;210;192;18;38;20;84;0;8;8;8;2;24
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SLAVONSKI ŠAMAC;003;KRUŠEVICA;"OSNOVNA ŠKOLA  ""JOSIP KOZARAC"" SLAVONSKI ŠAMAC U KRUŠEVICI";KRUŠEVICA, TRG STJEPANA RADIĆA 3;425;167;167;160;7;39;11;91;1;4;2;5;0;7
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;SLAVONSKI ŠAMAC;004;KRUŠEVICA;"OSNOVNA ŠKOLA ""JOSIP KOZARAC"" SLAVONSKI ŠAMAC U KRUŠEVICI";KRUŠEVICA, TRG STJEPANA RADIĆA 3;508;182;182;175;7;34;16;103;3;4;7;1;1;6
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;STARA GRADIŠKA;001;STARA GRADIŠKA;ZGRADA OPĆINE;TRG HRVATSKIH BRANITELJA 1;234;128;128;114;14;24;5;43;2;6;2;6;1;25
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;STARA GRADIŠKA;002;DONJI VAROŠ;MJESNI DOM DONJI VAROŠ;DONJI VAROŠ 70;255;137;137;130;7;29;7;56;1;8;3;0;0;26
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;STARA GRADIŠKA;003;GORNJI VAROŠ;MJESNI DOM GORNJI VAROŠ;GORNJI VAROŠ 44A;204;114;114;105;9;20;3;58;0;12;2;1;1;8
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;STARA GRADIŠKA;004;USKOCI;MJESNI DOM USKOCI;USKOCI 23;77;47;47;44;3;8;1;18;0;1;3;2;1;10
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;STARA GRADIŠKA;005;NOVI VAROŠ;MJESNI DOM NOVI VAROŠ;NOVI VAROŠ 62;163;61;61;57;4;12;0;31;0;5;2;3;0;4
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;STARA GRADIŠKA;006;GREĐANI;MJESNI DOM GREĐANI;GREĐANI 133;141;69;69;57;12;2;2;23;3;4;1;1;0;21
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;STARO PETROVO SELO;001;VRBOVA;DRUŠTVENI DOM VRBOVA;VRBOVA;744;280;280;269;11;24;10;161;3;32;24;4;3;8
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;STARO PETROVO SELO;002;KOMARNICA;DRUŠTVENI DOM KOMARNICA;KOMARNICA;186;101;101;97;4;7;1;53;6;4;19;2;1;4
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;STARO PETROVO SELO;003;BLAŽEVIĆ DOL;DRUŠTVENI DOM BLAŽEVIĆ DOL;BLAŽEVIĆ DOL;124;50;50;49;1;2;1;36;1;6;3;0;0;0
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;STARO PETROVO SELO;004;GODINJAK;"OŠ ""IVAN GORAN KOVAČIĆ""";GODINJAK;546;304;304;298;6;22;8;92;12;16;138;3;0;7
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;STARO PETROVO SELO;005;TISOVAC;"OSNOVNA ŠKOLA ""IVAN GORAN KOVAČIĆ"", PODRUČNI ODJEL TISOVAC";TISOVAC;287;170;170;166;4;8;2;89;5;7;52;0;0;3
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;STARO PETROVO SELO;006;LAZE;OSNOVNA ŠKOLA VLADIMIR NAZOR ADŽAMOVCI;LAZE;249;121;121;118;3;14;1;81;1;2;16;1;1;1
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;STARO PETROVO SELO;007;GORNJI CRNOGOVCI;"DRUŠTVENI DOM ""STRAŽA"" GORNJI CRNOGOVCI";GORNJI CRNOGOVCI;88;43;43;42;1;8;0;26;0;2;5;1;0;0
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;STARO PETROVO SELO;008;DONJI CRNOGOVCI;DRUŠTVENI DOM DONJI CRNOGOVCI;DONJI CRNOGOVCI;91;60;60;60;0;5;2;30;4;1;17;0;0;1
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;STARO PETROVO SELO;009;STARO PETROVO SELO;VATROGASNI DOM STARO PETROVO SELO;FRANKOPANSKA 4;762;344;344;333;11;31;12;169;42;17;40;3;1;18
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;STARO PETROVO SELO;010;STARO PETROVO SELO;DRUŠTVENI DOM STARO PETROVO SELO;MATIJE GUPCA 31;603;316;316;301;15;23;10;153;28;14;54;8;1;10
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;STARO PETROVO SELO;011;ŠTIVICA;VATROGASNI DOM ŠTIVICA;ŠTIVICA;403;210;210;204;6;13;1;139;8;10;22;5;0;6
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;STARO PETROVO SELO;012;OŠTRI VRH;DRUŠTVENI DOM OŠTRI VRH;OŠTRI VRH;131;82;82;79;3;8;1;50;1;10;4;1;1;3
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;STARO PETROVO SELO;013;VLADISOVO;PRIVATNA KUĆA MILANA VUKOVIĆA;VLADISOVO 4;6;4;4;4;0;1;0;2;1;0;0;0;0;0
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VELIKA KOPANICA;001;VELIKA KOPANICA;VATROGASNI DOM VELIKA KOPANICA;VELIKA KOPANICA, VLADIMIRA NAZORA 4;359;150;150;143;7;55;11;69;0;2;0;0;1;5
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VELIKA KOPANICA;002;VELIKA KOPANICA;PROSTORIJA KUD-A VELIKA KOPANICA;VELIKA KOPANICA, VLADIMIRA NAZORA 1;404;205;205;198;7;88;18;75;2;6;1;0;2;6
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VELIKA KOPANICA;003;VELIKA KOPANICA;"OSNOVNA ŠKOLA ""IVAN FILIPOVIĆ"" VELIKA KOPANICA";VELIKA KOPANICA, TRG PRESVETOG TROJSTVA 15;473;225;225;207;18;103;10;81;0;4;1;1;0;7
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VELIKA KOPANICA;004;VELIKA KOPANICA;MATIČNI URED VELIKA KOPANICA;VELIKA KOPANICA, VLADIMIRA NAZORA 1;250;145;145;140;5;61;11;54;1;7;0;3;0;3
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VELIKA KOPANICA;005;DIVOŠEVCI;MJESNI DOM DIVOŠEVCI;DIVOŠEVCI 40;233;144;144;137;7;22;11;95;0;3;0;1;2;3
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VELIKA KOPANICA;006;MALA KOPANICA;MJESNI DOM U MALOJ KOPANICI;MALA KOPANICA 52;132;72;72;68;4;28;3;35;0;1;0;0;1;0
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VELIKA KOPANICA;007;BERAVCI;"OSNOVNA ŠKOLA ""IVAN FILIPOVIĆ"" PODRUČNA ŠKOLA U BERAVCIMA";BERAVCI 83;340;125;125;121;4;54;8;51;2;4;0;1;0;1
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VELIKA KOPANICA;008;BERAVCI;"OSNOVNA ŠKOLA ""IVAN FILIPOVIĆ"" PODRUČNA ŠKOLA U BERAVCIMA";BERAVCI 83;335;137;137;127;10;53;9;55;1;2;0;1;1;5
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VELIKA KOPANICA;009;KUPINA;"OSNOVNA ŠKOLA ""STJEPAN RADIĆ"" PODRUČNA ŠKOLA U KUPINI";KUPINA  BB;195;112;112;110;2;40;12;54;2;2;0;0;0;0
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VRBJE;001;BODOVALJCI;DRUŠTVENI DOM BODOVALJCI;BODOVALJCI 85 B;427;148;148;144;4;7;3;86;1;16;13;1;3;14
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VRBJE;002;VRBJE;DRUŠTVENI DOM VRBJE;VRBJE, KRALJA TOMISLAVA 2;413;130;130;125;5;19;2;68;1;8;16;2;3;6
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VRBJE;003;SIČICE;VATROGASNI DOM SIČICE;SIČICE 130;353;99;99;92;7;10;1;48;1;8;21;1;1;1
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VRBJE;004;DOLINA;DRUŠTVENI DOM DOLINA;DOLINA BB;210;87;87;78;9;6;3;52;0;11;2;1;0;3
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VRBJE;005;MAČKOVAC;DRUŠTVENI DOM MAČKOVAC;MAČKOVAC BB;232;59;59;58;1;8;2;25;1;16;2;0;0;4
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VRBJE;006;SAVSKI BOK;DRUŠTVENI DOM SAVSKI BOK;SAVSKI BOK BB;54;10;10;10;0;2;1;5;0;2;0;0;0;0
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VRBJE;007;VISOKA GREDA;"OSNOVNA ŠKOLA ""MATO LOVRAK"", PODRUČNA ŠKOLA VISOKA GREDA";VISOKA GREDA 19;194;41;41;37;4;3;1;26;0;2;1;2;0;2
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VRPOLJE;001;VRPOLJE;"OSNOVNA ŠKOLA ""IVAN MEŠTROVIĆ"" VRPOLJE";VRPOLJE, JOSIPA BANA JELAČIĆA 42;757;221;221;213;8;71;6;103;1;1;1;5;4;21
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VRPOLJE;002;VRPOLJE;OPĆINA VRPOLJE;VRPOLJE, TRG DR. FRANJE TUĐMANA 1;727;254;254;240;14;64;12;115;3;5;1;6;7;27
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VRPOLJE;003;ČAJKOVCI;DRUŠTVENI DOM ČAJKOVCI;ČAJKOVCI, TRG DR. FRANJE TUĐMANA 16;554;216;216;207;9;45;18;109;2;6;3;10;1;13
12;BRODSKO-POSAVSKA ŽUPANIJA;općina;VRPOLJE;004;STARI PERKOVCI;"OŠ ""IVAN MEŠTROVIĆ"" VRPOLJE, PODRUČNA ŠKOLA STARI PERKOVCI";STARI PERKOVCI, STJEPANA RADIĆA 19;853;467;467;440;27;50;21;335;5;4;3;4;3;15
