Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;RADIMIR ÈAÈIÆ;ANÐELKO STRIÈAK
05;VARAŽDINSKA ŽUPANIJA;opæina;PETRIJANEC;004;MAJERJE;PROSTORIJE DRUŠTVENOG DOMA;STJEPANA RADIÆA 113;591;162;162;151;11;75;76
05;VARAŽDINSKA ŽUPANIJA;opæina;PETRIJANEC;005;DRUŽBINEC;PROSTORIJE DRUŠTVENOG DOMA;DRAVSKA 8;414;127;127;124;3;49;75
05;VARAŽDINSKA ŽUPANIJA;opæina;PETRIJANEC;006;ZELENDVOR;PROSTORIJA TVRTKE ZELENDVOR D.D.;GROFOVA BOMBELLES BB;103;32;32;32;0;22;10
05;VARAŽDINSKA ŽUPANIJA;opæina;PETRIJANEC;007;STRMEC PODRAVSKI;PROSTORIJE DRUŠTVENOG DOMA;BRAÆE RADIÆA 92;536;192;192;181;11;68;113
05;VARAŽDINSKA ŽUPANIJA;opæina;PETRIJANEC;008;DONJE VRATNO - DIO;PRIVATNA KUÆA IVANA ORŠOŠA;DONJE VRATNO - DIO 58;270;69;69;66;3;20;46
05;VARAŽDINSKA ŽUPANIJA;opæina;SRAÈINEC;001;SRAÈINEC;PROSTORIJE OSNOVNE ŠKOLE SRAÈINEC (PRIZEMLJE);VARAŽDINSKA 98;983;542;542;507;35;245;262
05;VARAŽDINSKA ŽUPANIJA;opæina;SRAÈINEC;002;SRAÈINEC;PROSTORIJE UDRUGE UMIROVLJENIKA;TRG SV. MIHAELA 1;1126;616;616;586;30;287;299
05;VARAŽDINSKA ŽUPANIJA;opæina;SRAÈINEC;003;SRAÈINEC;PROSTORIJE DOMA KULTURE SRAÈINEC (VELIKA DVORANA U PRIZEMLJU);VARAŽDINSKA 273;1223;819;819;769;50;343;426
05;VARAŽDINSKA ŽUPANIJA;opæina;SRAÈINEC;004;SVIBOVEC PODRAVSKI;PROSTORIJE TURISTIÈKO KULTURNO INFORMATIVNOG CENTRA (TKIC-A);DRAVSKA 71 C;787;489;489;465;24;231;234
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;001;HRŽENICA - 1;DRUŠTVENI DOM;ULICA BRAÆE RADIÆ 54;276;70;70;69;1;40;29
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;002;HRŽENICA - 2;PROSTORIJE NK RADNIÈKI;LUDBREŠKA 30;410;90;90;89;1;53;36
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;003;KOMARNICA LUDBREŠKA;DRUŠTVENI DOM;KOMARNICA LUDBREŠKA 61A;129;66;66;63;3;48;15
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;004;SVETI ÐURÐ;DRUŠTVENI DOM;ULICA BRAÆE RADIÆ 32;513;137;137;129;8;75;54
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;005;LUKA LUDBREŠKA;DRUŠTVENI DOM;LUKA LUDBREŠKA 74;184;59;59;57;2;41;16
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;006;KARLOVEC LUDBREŠKI;DRUŠTVENI DOM;LUG 1;417;81;81;81;0;57;24
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;007;PRILES;DRUŠTVENI DOM;PRILES 45B;187;80;80;79;1;63;16
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;008;OBRANKOVEC;DRUŠTVENI DOM;OBRANKOVEC 1B;108;25;25;23;2;14;9
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;009;SESVETE LUDBREŠKE;PROSTORIJE MJESNOG ODBORA;VINOGRADSKA ULICA 17;381;58;58;56;2;40;16
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;010;STRUGA;DRUŠTVENI DOM;STRUGA 114;365;82;82;75;7;49;26
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ILIJA;001;BELETINEC;PROSTORIJE DRUŠTVENOG DOMA U BELETINCU - VELIKA SALA LIJEVO;STJEPANA RADIÆA 19;799;325;325;319;6;71;248
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ILIJA;002;DOLJAN;PROSTORIJE DRUŠTVENOG DOMA U DOLJANU;ŽELJEZNIÈKI NASIP 1;340;144;144;140;4;94;46
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ILIJA;003;KRIŽANEC;KONTEJNER U KRIŽANCU;LJUDEVITA GAJA BB;260;78;78;75;3;28;47
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ILIJA;004;BELETINEC;PROSTORIJE DRUŠTVENOG DOMA U BELETINCU - VELIKA SALA DESNO;STJEPANA RADIÆA 19;202;89;89;86;3;26;60
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ILIJA;005;SEKETIN;PROSTORIJE DRUŠTVENOG DOMA;VLADIMIRA NAZORA 68;323;104;104;98;6;33;65
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ILIJA;006;SVETI ILIJA;CENTAR UMIROVLJENIKA, VINOGRADARA I GOSPODARSTVENIKA;VILIMA CECELJA 3;490;165;165;162;3;76;86
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ILIJA;007;TOMAŠEVEC BIŠKUPEÈKI;KONTEJNER U TOMAŠEVCU BIŠKUPEÈKOM;AUGUSTA ŠENOE BB;294;91;91;87;4;39;48
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ILIJA;008;ŽIGROVEC;KONTEJNER U ŽIGROVCU;VLADIMIRA NAZORA BB;191;109;109;97;12;31;66
05;VARAŽDINSKA ŽUPANIJA;opæina;TRNOVEC BARTOLOVEÈKI;001;TRNOVEC;PROSTORIJE OSNOVNE ŠKOLE TRNOVEC;BARTOLOVEÈKA ULICA 55;907;354;354;330;24;199;131
05;VARAŽDINSKA ŽUPANIJA;opæina;TRNOVEC BARTOLOVEÈKI;002;TRNOVEC;PROSTORIJE ŠKOLSKE SPORTSKE DVORANE;TRNOVEC, BARTOLOVEÈKA ULICA 55;884;322;322;298;24;162;136
05;VARAŽDINSKA ŽUPANIJA;opæina;TRNOVEC BARTOLOVEÈKI;003;TRNOVEC;PROSTORIJE VATROGASNOG DOMA, BIRALIŠTE 1;ŠIROKE LEDINE 6;862;417;417;401;16;232;169
05;VARAŽDINSKA ŽUPANIJA;opæina;TRNOVEC BARTOLOVEÈKI;004;TRNOVEC;PROSTORIJE VATROGASNOG DOMA, BIRALIŠTE 2;ŠIROKE LEDINE 6;951;421;421;396;25;186;210
05;VARAŽDINSKA ŽUPANIJA;opæina;TRNOVEC BARTOLOVEÈKI;005;BARTOLOVEC;PROSTORIJE DRUŠTVENOG DOMA;VARAŽDINSKA ULICA 75;647;265;265;254;11;130;124
05;VARAŽDINSKA ŽUPANIJA;opæina;TRNOVEC BARTOLOVEÈKI;006;ŠTEFANEC;PROSTORIJE DRUŠTVENOG DOMA;LUDBREŠKA ULICA 59;319;148;148;135;13;62;73
05;VARAŽDINSKA ŽUPANIJA;opæina;TRNOVEC BARTOLOVEÈKI;007;ŽABNIK;PROSTORIJE DRUŠTVENOG DOMA ŽABNIK;SPORTSKA ULICA 6;133;91;91;86;5;45;41
05;VARAŽDINSKA ŽUPANIJA;opæina;TRNOVEC BARTOLOVEÈKI;008;ŠEMOVEC;PROSTORIJE DRUŠTVENOG DOMA;KOPRIVNIÈKA ULICA 80 A;721;410;410;392;18;213;179
05;VARAŽDINSKA ŽUPANIJA;opæina;TRNOVEC BARTOLOVEÈKI;009;ZAMLAKA;PROSTORIJE DRUŠTVENOG DOMA;AGRARNA ULICA 5;342;155;155;147;8;48;99
05;VARAŽDINSKA ŽUPANIJA;opæina;VELIKI BUKOVEC;001;VELIKI BUKOVEC;DRUŠTVENI DOM;DRAVSKA ULICA 44A;556;123;123;121;2;67;54
05;VARAŽDINSKA ŽUPANIJA;opæina;VELIKI BUKOVEC;002;KAPELA PODRAVSKA;DRUŠTVENI DOM;KAPELA PODRAVSKA 114A;358;111;111;105;6;59;46
05;VARAŽDINSKA ŽUPANIJA;opæina;VELIKI BUKOVEC;003;DUBOVICA;DRUŠTVENI DOM;DUBOVICA 46;238;89;89;85;4;59;26
05;VARAŽDINSKA ŽUPANIJA;opæina;VIDOVEC;001;VIDOVEC;PROSTORIJE OSNOVNE ŠKOLE U VIDOVCU, SPORTSKA DVORANA;ŠKOLSKA ULICA 4;917;545;545;526;19;175;351
05;VARAŽDINSKA ŽUPANIJA;opæina;VIDOVEC;002;VIDOVEC;PROSTORIJE OPÆINE VIDOVEC;TRG SVETOG VIDA 9;898;460;460;437;23;169;268
05;VARAŽDINSKA ŽUPANIJA;opæina;VIDOVEC;003;DOMITROVEC;PROSTORIJE ETNO KUÆE U DOMITROVCU;GLAVNA ULICA 32;419;228;228;221;7;88;133
05;VARAŽDINSKA ŽUPANIJA;opæina;VIDOVEC;004;TUŽNO;PROSTORIJE OSNOVNE ŠKOLE TUŽNO;VARAŽDINSKA ULICA 16;785;400;400;388;12;136;252
05;VARAŽDINSKA ŽUPANIJA;opæina;VIDOVEC;005;NEDELJANEC;PROSTORIJE DRUŠTVENOG DOMA;VARAŽDINSKA ULICA 168;710;355;354;344;10;130;214
05;VARAŽDINSKA ŽUPANIJA;opæina;VIDOVEC;006;NEDELJANEC;PROSTORIJE PODRUÈNE ŠKOLE NEDELJANEC;VARAŽDINSKA ULICA 108;634;339;339;317;22;134;183
05;VARAŽDINSKA ŽUPANIJA;opæina;VINICA;001;VINICA;PROSTORIJE VATROGASNOG DOMA;OPEÈKA 2;875;496;496;478;18;172;306
05;VARAŽDINSKA ŽUPANIJA;opæina;VINICA;002;GORNJE LADANJE;PROSTORIJE PODRUÈNE ŠKOLE;ŠKOLSKA BB;767;386;386;364;22;139;225
05;VARAŽDINSKA ŽUPANIJA;opæina;VINICA;003;MARÈAN;PROSTORIJE DRUŠTVENOG DOMA;VINIÈKA 5;477;279;279;249;30;99;150
05;VARAŽDINSKA ŽUPANIJA;opæina;VINICA;004;GORUŠEVNJAK;PROSTORIJE DRUŠTVENOG DOMA;GORUŠEVNJAK BB;95;51;51;48;3;14;34
05;VARAŽDINSKA ŽUPANIJA;opæina;VINICA;005;PEŠÆENICA VINIÈKA;PROSTORIJE DRUŠTVENOG DOMA;PEŠÈENICA VINIÈKA BB;110;69;69;65;4;38;27
05;VARAŽDINSKA ŽUPANIJA;opæina;VINICA;006;DONJE VRATNO;PROSTORIJE VATROGASNOG DOMA;LJUDEVITA GAJA BB;227;153;153;146;7;58;88
05;VARAŽDINSKA ŽUPANIJA;opæina;VINICA;007;VINICA BREG;"PROSTORIJE BIVŠE ŠKOLE ""PATAÈIÆ""";VINICA BREG BB;214;102;102;98;4;45;53
05;VARAŽDINSKA ŽUPANIJA;opæina;VISOKO;001;KRAÈEVEC;PRIVATNI OBJEKT U VL. MARTINE VIDAK;KRAÈEVEC BB;86;60;60;60;0;2;58
05;VARAŽDINSKA ŽUPANIJA;opæina;VISOKO;002;ÐURINOVEC;VATROGASNI DOM;ÐURINOVEC 46;114;73;73;72;1;0;72
05;VARAŽDINSKA ŽUPANIJA;opæina;VISOKO;003;VINIÈNO;POSLOVNE PROSTORIJE TRGOVAÈKOG DRUŠTVA OMEGA D.O.O.;VINIÈNO 4A;211;100;100;97;3;10;87
05;VARAŽDINSKA ŽUPANIJA;opæina;VISOKO;004;PRESEÈNO VISOÈKO;VATROGASNI DOM;PRESEÈNO VISOÈKO 19 A;136;84;84;83;1;14;69
05;VARAŽDINSKA ŽUPANIJA;opæina;VISOKO;005;VRH VISOÈKI;OBITELJSKA KUÆA IVANA STRIÈAKA;VRH VISOÈKI 23;82;50;50;49;1;4;45
05;VARAŽDINSKA ŽUPANIJA;opæina;VISOKO;006;VISOKO;DRUŠTVENI DOM - SALA ZA SASTANKE;VISOKO 20;407;223;223;216;7;16;200
05;VARAŽDINSKA ŽUPANIJA;opæina;VISOKO;007;ÈANJEVO;VATROGASNI DOM;ÈANJEVO 26/C;141;89;89;89;0;7;82
