Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;DOMOVINSKI POKRET - DP;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, HRVATSKA SELJAÈKA STRANKA - HSS, HRVATSKA STRANKA PRAVA - HSP, HRVATSKA KONZERVATIVNA STRANKA - HKS, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, HRVATSKA STRANKA UMIROVLJENIKA - HSU;MOST;NARODNA STRANKA - REFORMISTI - REFORMISTI, HRVATSKA SELJAÈKA STRANKA BRAÆE RADIÆ - HSS BRAÆE RADIÆ;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, CENTAR, HRVATSKI LABURISTI - STRANKA RADA - LABURISTI, HRVATSKA DEMOKRATSKA REGIONALNA STRANKA - HDRS, ZELENA ALTERNATIVA - ODRŽIVI RAZVOJ HRVATSKE - Zelena alternativa - ORaH;STRANKA UMIROVLJENIKA - SU;KANDIDACIJSKA LISTA GRUPE BIRAÈA -  IVO ŽINIÆ
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;DVOR;007;ZRINSKI BRÐANI;DRUŠTVENI DOM;ZRINSKI BRÐANI BB;241;139;139;128;11;2;5;1;18;85;11;3;3
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;DVOR;008;GRMUŠANI;PROSTORIJE DRUŠTVENOG DOMA;GRMUŠANI BB;351;161;161;155;6;13;2;8;32;82;13;2;3
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;DVOR;009;RUJEVAC;DRUŠTVENE PROSTORIJE U ZGRADI ŠKOLE;RUJEVAC;195;91;91;87;4;1;7;0;15;53;5;6;0
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;DVOR;010;DONJI ŽIROVAC;PROSTORIJE DRUŠTVENOG DOMA;DONJI ŽIROVAC BB;112;25;25;25;0;1;2;0;1;20;1;0;0
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;DVOR;011;DONJA STUPNICA;PROSTORIJE DRUŠTVENOG DOMA;DONJA STUPNICA;177;79;79;70;9;5;2;0;6;48;9;0;0
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;DVOR;012;STRUGA BANSKA;PROSTORIJE DRUŠTVENOG DOMA;STRUGA BANSKA;190;106;106;103;3;34;56;0;0;2;5;3;3
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;GVOZD;001;VRGINMOST;ZGRADA OPÆINE GVOZD - VIJEÆNICA;TRG DR.FRANJE TUÐMANA 6;948;380;380;337;43;55;157;10;2;69;20;6;18
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;GVOZD;002;VRGINMOST;OSNOVNA ŠKOLA GVOZD;KRALJA PETRA SVAÈIÆA 21;358;130;130;120;10;5;12;3;3;85;11;1;0
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;GVOZD;003;CREVARSKA STRANA;"ZGRADA BIVŠEG RESTORANA ""ANTONIO""";CREVARSKA STRANA 56A;131;46;46;40;6;2;7;1;0;20;6;2;2
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;GVOZD;004;BOVIÆ;DRUŠTVENI DOM BOVIÆ;BOVIÆ 110C;431;122;122;116;6;9;11;4;0;69;18;2;3
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;GVOZD;005;GORNJA ÈEMERNICA;"POSLOVNA ZGRADA ""REFUL MARINE"" D.O.O.";GORNJA ÈEMERNICA 6;283;91;91;84;7;0;10;0;1;54;7;5;7
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;GVOZD;006;SLAVSKO POLJE;DRUŠTVENI DOM;SLAVSKO POLJE 94;253;130;130;119;11;2;10;1;0;92;11;2;1
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;GVOZD;007;DUGO SELO LASINJSKO;BIVŠA OSNOVNA ŠKOLA;DUGO SELO LASINJSKO 50;208;20;20;17;3;0;1;0;0;12;4;0;0
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;HRVATSKA DUBICA;001;HRVATSKA DUBICA;ZGRADA HRVATSKOG DOMA;VJEKOSLAVA VENKA 3;536;308;308;289;19;39;116;18;6;45;42;7;16
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;HRVATSKA DUBICA;002;HRVATSKA DUBICA;ZGRADA NA NOGOMETNOM IGRALIŠTU;PETRA ZRINSKOG 36 B;239;126;126;114;12;9;75;5;3;0;10;3;9
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;HRVATSKA DUBICA;003;BAÆIN;HRVATSKI DOM BAÆIN;BAÆIN 88;162;112;112;105;7;9;76;9;0;0;4;0;7
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;HRVATSKA DUBICA;004;CEROVLJANI;HRVATSKI DOM CEROVLJANI;CEROVLJANI 104 A;153;80;80;75;5;11;56;3;0;0;4;0;1
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;HRVATSKA DUBICA;005;SLABINJA;OBITELJSKA KUÆA IVE UDOVIÈIÆA;SLABINJA 96 B;271;138;138;131;7;14;79;5;3;21;7;0;2
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;HRVATSKA DUBICA;006;ŽIVAJA;ZGRADA HRVATSKOG DOMA;ŽIVAJA 147;223;97;97;90;7;17;28;4;0;23;6;3;9
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;JASENOVAC;001;JASENOVAC;PRIZEMNE PROSTORIJE OPÆINE JASENOVAC (PROSTORIJE UDRUGE UMIROVLJENIKA);TRG KRALJA PETRA SVAÈIÆA 19;510;370;370;351;19;52;182;30;4;8;46;7;22
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;JASENOVAC;002;KOŠUTARICA;PUÈKI DOM;KOŠUTARICA;214;150;150;144;6;27;96;6;1;0;6;1;7
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;JASENOVAC;003;MLAKA;PODRUÈNA ŠKOLA MLAKA;MLAKA;37;14;14;13;1;0;6;0;0;1;4;1;1
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;JASENOVAC;004;UŠTICA;PODRUÈNA ŠKOLA UŠTICA;UŠTICA;128;78;78;76;2;15;45;2;2;1;7;3;1
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;JASENOVAC;005;VIŠNJICA;PUÈKI DOM VIŠNJICA;VIŠNJICA;124;87;87;83;4;4;76;0;2;0;0;0;1
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;JASENOVAC;006;TANAC;PUÈKI DOM TANAC;TANAC;87;74;74;71;3;8;53;2;1;0;3;3;1
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;JASENOVAC;007;DRENOV BOK;VATROGASNI DOM;DRENOV BOK;75;62;62;61;1;10;38;2;1;1;7;2;0
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;JASENOVAC;008;KRAPJE;VATROGASNI DOM;KRAPJE;106;69;69;67;2;7;43;3;1;0;6;6;1
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;JASENOVAC;009;PUSKA;VATROGASNI DOM;PUSKA;243;136;136;127;9;8;87;8;1;1;9;3;10
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;JASENOVAC;010;TREBEŽ;PUÈKI DOM TREBEŽ;TREBEŽ;44;27;27;26;1;1;15;5;0;0;1;1;3
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LEKENIK;001;LETOVANIÆ;ZGRADA DVD LETOVANIÆ;LETOVANIÆ BB;475;222;222;208;14;8;141;5;3;3;30;5;13
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LEKENIK;002;STARI BROD;HRVATSKI DOM STARI BROD;STARI BROD;152;66;66;65;1;7;34;2;3;1;11;4;3
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LEKENIK;003;STARI FARKAŠIÆ;HRVATSKI DOM STARI FARKAŠIÆ;STARI FARKAŠIÆ;99;49;49;49;0;4;21;3;0;1;11;2;7
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LEKENIK;004;DUŽICA;HRVATSKI DOM DUŽICA;DUŽICA;312;141;141;134;7;12;81;2;5;0;22;4;8
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LEKENIK;005;PETROVEC;"PROSTORIJE SPORTSKE UDRUGE ""STJEPAN GRGAC""";PETROVEC BB;286;140;140;135;5;20;72;6;3;2;22;3;7
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LEKENIK;006;ŽAŽINA;VATROGASNI DOM;ŽAŽINA;264;136;136;132;4;14;61;8;8;3;27;2;9
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LEKENIK;007;POLJANA LEKENIÈKA;HRVATSKI DOM;POLJANA LEKENIÈKA;221;142;142;138;4;6;91;6;6;1;15;6;7
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LEKENIK;008;GORNJI VUKOJEVAC;HRVATSKI DOM;GORNJI VUKOJEVAC;57;38;38;38;0;3;15;0;5;0;9;1;5
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LEKENIK;009;DONJI VUKOJEVAC;DRUŠTVENI DOM JOSIP BIREK;DONJI VUKOJEVAC;429;185;185;171;14;21;63;20;7;4;42;5;9
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LEKENIK;010;BREŽANE LEKENIÈKE;LOVAÈKA KUÆA;BREŽANE LEKENIÈKE;236;93;93;88;5;20;24;8;3;4;17;6;6
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LEKENIK;011;CERJE LETOVANIÈKO;PODRUÈNA ŠKOLA;CERJE LETOVANIÈKO;60;22;22;20;2;2;3;1;2;0;11;0;1
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LEKENIK;012;LEKENIK;ZGRADA OPÆINE LEKENIK;ZAGREBAÈKA 44;709;381;381;361;20;54;156;25;5;4;84;10;23
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LEKENIK;013;LEKENIK;SLUŽBENE PROSTORIJE OTP - BANKE;ZAGREBAÈKA 77A;820;414;414;387;27;55;133;49;10;7;81;8;44
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LEKENIK;014;PEŠÆENICA;VATROGASNI DOM PEŠÆENICA;PEŠÆENICA;733;328;328;312;16;31;127;26;12;3;87;6;20
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LEKENIK;015;BRKIŠEVINA;MJESNI ODBOR BRKIŠEVINA - KONTEJNER;BRKIŠEVINA;67;24;24;23;1;5;8;0;2;0;3;0;5
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LEKENIK;016;ŠIŠINEC;HRVATSKI DOM;ŠIŠINEC;55;25;25;24;1;3;7;1;0;0;5;0;8
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LIPOVLJANI;001;LIPOVLJANI;ZGRADA OPÆINE;TRG HRVATSKIH BRANITELJA 3;709;402;402;375;27;70;123;34;19;5;97;15;12
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LIPOVLJANI;002;LIPOVLJANI;ZGRADA NOVE KNJIŽNICE;TRG HRVATSKIH BRANITELJA 14;585;318;318;302;16;46;110;13;18;0;76;18;21
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LIPOVLJANI;003;LIPOVLJANI;ZGRADA  OPÆINE;TRG HRVATSKIH BRANITELJA 3;507;257;257;232;25;32;96;13;14;0;57;11;9
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LIPOVLJANI;004;KRIVAJ;DRUŠTVENI DOM;KRIVAJ;227;124;124;118;6;10;53;5;6;2;36;4;2
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LIPOVLJANI;005;KRALJEVA VELIKA;DRUŠTVENI DOM;KRALJEVA VELIKA;340;147;147;133;14;27;68;5;6;0;19;3;5
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;LIPOVLJANI;006;PILJENICE;DRUŠTVENI DOM;PILJENICE;287;129;129;125;4;31;62;8;5;1;11;3;4
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MAJUR;001;MAJUR;STARA ZGRADA OPÆINE MAJUR;SVETOG MIHOVILA 2;297;160;160;148;12;16;102;9;3;1;12;3;2
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MAJUR;002;STUBALJ;DRUŠTVENI DOM;STUBALJ;148;103;103;95;8;14;60;10;1;0;5;2;3
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MAJUR;003;GRABOŠTANI;DRUŠTVENI DOM;GRABOŠTANI;105;65;65;57;8;8;32;3;2;0;5;3;4
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MAJUR;004;GORNJI HRASTOVAC;DRUŠTVENI DOM;GORNJI HRASTOVAC;154;69;69;62;7;5;21;4;2;16;8;3;3
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MAJUR;005;MRAÈAJ;OSNOVNA ŠKOLA MRAÈAJ;MRAÈAJ;30;20;20;20;0;1;13;0;2;0;3;0;1
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MAJUR;006;SVINICA;DRUŠTVENI DOM SVINICA;SVINICA;76;53;53;52;1;2;9;2;8;21;6;4;0
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MAJUR;007;VELIKO KRÈEVO;DRUŠTVENI DOM KRÈEVO;VELIKO KRÈEVO;66;38;38;33;5;1;9;1;0;14;5;2;1
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MAJUR;008;SREDNJA MEMINSKA;BIVŠA TRGOVINA;SREDNJA MEMINSKA;52;14;14;12;2;2;1;1;0;5;2;1;0
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MARTINSKA VES;001;TIŠINA KAPTOLSKA;DRUŠTVENI DOM;TIŠINA KAPTOLSKA;207;96;96;93;3;12;61;2;4;1;7;6;0
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MARTINSKA VES;002;BOK PALANJEÈKI;DRUŠTVENI DOM;BOK PALANJEÈKI;116;53;53;51;2;5;37;2;2;1;3;0;1
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MARTINSKA VES;003;STRELEÈKO;DRUŠTVENI DOM;STRELEÈKO;169;73;73;69;4;7;37;6;1;0;15;3;0
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MARTINSKA VES;004;STRELEÈKO NASELJE;PRIVATNA KUÆA IVICE JEZDEC;MARJANA CELJAKA P/N 47;228;90;90;82;8;6;60;4;0;0;10;1;1
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MARTINSKA VES;005;ŽIRÈICA;VATROGASNI DOM;ŽIRÈICA;104;55;55;55;0;5;41;3;1;0;4;0;1
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MARTINSKA VES;006;TIŠINA ERDEDSKA;DRUŠTVENI DOM;TIŠINA ERDEDSKA;223;113;113;108;5;7;82;3;2;0;7;4;3
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MARTINSKA VES;007;SETUŠ;DRUŠTVENI DOM;SETUŠ;109;67;67;67;0;4;52;4;2;0;2;2;1
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MARTINSKA VES;008;MAHOVO;PODRUÈNA ŠKOLA;MAHOVO;202;127;127;121;6;10;93;3;3;0;6;3;3
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MARTINSKA VES;009;DESNA MARTINSKA VES;"DOM KULTURE ""STJEPAN RADIÆ""";DESNA MARTINSKA VES;263;133;133;125;8;9;83;9;0;1;12;6;5
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MARTINSKA VES;010;DESNO TREBARJEVO;"SPOMEN DOM ""BRAÆA RADIÆ""";DESNO TREBARJEVO;247;123;123;115;8;14;88;3;3;0;5;0;2
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MARTINSKA VES;011;DESNO ŽELJEZNO;DRUŠTVENI DOM;DESNO ŽELJEZNO;137;61;61;58;3;3;37;2;1;0;7;5;3
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MARTINSKA VES;012;JEZERO POSAVSKO;DRUŠTVENI DOM;JEZERO POSAVSKO;54;27;27;27;0;0;14;2;1;0;6;3;1
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MARTINSKA VES;013;DESNI DUBROVÈAK;DRUŠTVENI DOM;DESNI DUBROVÈAK;77;39;39;36;3;6;17;6;2;0;4;0;1
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MARTINSKA VES;014;LIJEVA MARTINSKA VES;DRUŠTVENI DOM;LIJEVA MARTINSKA VES;248;144;144;142;2;9;109;2;5;0;11;3;3
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MARTINSKA VES;015;LIJEVO TREBARJEVO;"PROSTORIJE MOTO UDRUGE ""WILD RIVER"", LIJEVO TREBARJEVO";LIJEVO TREBARJEVO 5;46;24;24;24;0;2;19;0;1;0;0;0;2
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;MARTINSKA VES;016;LIJEVA LUKA;DRUŠTVENI DOM;LIJEVA LUKA;164;93;93;89;4;15;51;0;2;0;12;2;7
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;001;LETINA GORNJA;DVD DOM;LETINA GORNJA 38A;76;39;39;37;2;5;19;2;0;0;5;1;5
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;002;GREDA SUNJSKA;"DOM ""SELJAÈKE SLOGE""";GREDA SUNJSKA 99;357;193;193;181;12;18;121;10;3;1;15;0;13
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;003;SUNJA1;RIBIÈKI DOM;TRG KRALJA TOMISLAVA 5B, SUNJA;653;373;373;340;33;24;166;20;20;8;50;9;43
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;004;SUNJA2;DRUŠTVENI DOM;TRG KRALJA TOMISLAVA 5A, SUNJA;594;361;361;334;27;26;173;13;11;7;56;15;33
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;005;KRIVAJ SUNJSKI;DRUŠTVENI DOM;KRIVAJ SUNJSKI 30;88;60;60;58;2;0;45;2;1;0;4;3;3
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;006;ŽREME;PRIVATNA KUÆA IVICE KOŠKOVIÆA;ŽREME 28;45;37;37;34;3;1;21;1;0;0;0;1;10
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;007;SELIŠÆE SUNJSKO;DOM DVD-A;SELIŠÆE SUNJSKO 45;92;53;53;51;2;8;35;0;1;2;2;0;3
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;008;BOBOVAC;DRUŠTVENI DOM;BOBOVAC 162;258;159;159;148;11;19;100;5;4;2;13;2;3
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;009;CRKVENI BOK;DRUŠTVENI DOM;CRKVENI BOK 126A;249;106;106;94;12;2;9;5;4;43;22;6;3
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;010;ŠAŠ;DRUŠTVENI DOM;ŠAŠ 71A;266;86;86;77;9;4;30;6;5;11;14;1;6
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;011;SLOVINCI;DOM DVD-A;SLOVINCI 87/A;124;68;68;60;8;3;23;8;3;7;8;3;5
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;012;TIMARCI;DRUŠTVENI DOM;TIMARCI 48A;98;50;50;45;5;1;22;2;0;6;9;1;4
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;013;PAPIÆI;DRUŠTVENI DOM PAPIÆI;PAPIÆI 14 A;188;78;78;65;13;1;12;2;4;20;17;4;5
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;014;STAZA;DRUŠTVENI DOM;STAZA 86/C;167;108;108;104;4;13;63;8;2;0;12;4;2
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;015;DONJI HRASTOVAC;DRUŠTVENI DOM;DONJI HRASTOVAC 187/A;185;73;73;69;4;2;30;1;3;11;15;4;3
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;016;DRLJAÈA;PRIVATNA KUÆA MARIJANA GRBCA;DRLJAÈA 31;456;204;204;183;21;36;49;29;8;20;12;9;20
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;017;BRÐANI CESTA;PRIVATNA KUÆA STIPE JOZIÆA;BRÐANI CESTA 26A;274;114;114;108;6;12;38;13;1;25;13;0;6
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;018;BRÐANI KOSA;DRUŠTVENI DOM;BRÐANI KOSA 1F;65;41;41;39;2;2;25;1;0;2;4;2;3
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;019;KINJAÈKA;DRUŠTVENI DOM;KINJAÈKA 45A;191;74;74;71;3;4;28;2;0;17;10;2;8
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;020;BESTRMA;DRUŠTVENI DOM;BESTRMA BB;104;39;39;36;3;2;10;4;1;10;5;1;3
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;SUNJA;021;VELIKA GRADUSA;DRUŠTVENI DOM;VELIKA GRADUSA 27;152;58;58;52;6;1;3;1;7;32;7;0;1
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;TOPUSKO;001;TOPUSKO;SREDNJA ŠKOLA TOPUSKO;ŠKOLSKA 14;756;382;382;362;20;17;176;16;4;35;67;6;41
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;TOPUSKO;002;TOPUSKO;SREDNJA ŠKOLA TOPUSKO;ŠKOLSKA 14;307;145;145;139;6;10;91;5;1;4;8;1;19
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;TOPUSKO;003;HRVATSKO SELO;DRUŠTVENI DOM HRVATSKO SELO;HRVATSKO SELO 77A;267;152;152;147;5;9;101;5;3;0;6;5;18
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;TOPUSKO;004;TOPUSKO;SREDNJA ŠKOLA TOPUSKO;ŠKOLSKA 14;209;68;68;59;9;6;7;1;2;31;8;0;4
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;TOPUSKO;005;KATINOVAC;KUÆA BISERKE MALOBABIÆ;KATINOVAC 37;215;98;98;90;8;0;36;3;3;20;16;5;7
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;TOPUSKO;006;PERNA;PROSTOR BIVŠE TRGOVINE;PERNA 127;182;86;86;76;10;2;3;2;1;53;9;0;6
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;TOPUSKO;007;PONIKVARI;ZGRADA DOBROVOLJNOG VATROGASNOG DRUŠTVA TOPUSKO;PONIKVARI 77A;440;179;177;166;11;5;111;5;2;3;14;1;25
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;TOPUSKO;008;STARO SELO TOPUSKO;DRUŠTVENI DOM STARO SELO TOPUSKO;STARO SELO TOPUSKO 142;109;55;55;50;5;0;15;2;5;13;10;1;4
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;VELIKA LUDINA;001;MUSTAFINA KLADA;DRUŠTVENI DOM MUSTAFINA KLADA;MUSTAFINA KLADA 37A;119;62;62;59;3;2;31;4;1;0;15;1;5
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;VELIKA LUDINA;002;KOMPATOR;DRUŠTVENI DOM KOMPATOR;KOMPATOR 28A;63;39;39;33;6;3;18;2;2;0;5;3;0
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;VELIKA LUDINA;003;RUŠKOVICA;DRUŠTVENI DOM RUŠKOVICA;RUŠKOVICA 27;38;27;27;26;1;5;14;3;0;0;2;1;1
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;VELIKA LUDINA;004;MALA LUDINA;DRUŠTVENI DOM MALA LUDINA;MALA LUDINA, MOSLAVAÈKA 46;118;65;65;62;3;9;26;5;10;1;8;1;2
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;VELIKA LUDINA;005;GRABRIÈINA;OSNOVNA ŠKOLA GRABRIÈINA;ÈAZMANSKA 15;22;8;8;8;0;1;1;0;0;0;3;1;2
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;VELIKA LUDINA;006;VIDRENJAK;"SELJAÈKI DOM ""MIJO STUPARIÆ""";MIJE STUPARIÆA 30;410;230;230;218;12;34;99;7;7;2;41;6;22
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;VELIKA LUDINA;007;OKOLI;DRUŠTVENI DOM OKOLI;OKOLI, CRKVENA ULICA 86;230;109;109;101;8;9;40;9;4;0;25;1;13
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;VELIKA LUDINA;008;VELIKA LUDINA;DRUŠTVENI DOM VELIKA LUDINA;OBRTNIÈKA 3;617;377;377;354;23;55;169;19;20;0;78;7;6
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;VELIKA LUDINA;009;GRABROV POTOK;DRUŠTVENI DOM GRABROV POTOK;GRABROV POTOK, ZAGREBAÈKA ULICA 10;99;66;66;60;6;10;25;1;3;1;15;0;5
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;VELIKA LUDINA;010;GORNJA VLAHINIÈKA;DRUŠTVENI DOM GORNJA VLAHINIÈKA;MOSLAVAÈKA 32;218;111;111;106;5;7;50;10;5;0;22;2;10
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;VELIKA LUDINA;011;LUDINICA;PRIVATNA KUÆA JOSIPA LISECA;JELENGRADSKA 21;15;8;8;7;1;0;3;1;0;0;3;0;0
03;SISAÈKO-MOSLAVAÈKA ŽUPANIJA;opæina;VELIKA LUDINA;012;KATOLIÈKO SELIŠÆE;DRUŠTVENI DOM KATOLIÈKO SELIŠÆE;MOSLAVAÈKIH VINOGRADA 64;136;53;53;44;9;8;14;0;4;0;14;3;1
