Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DUŠAN BJELAJAC;MIRJANA OLUIĆ;MILAN VUKELIĆ
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LIPOVLJANI;001;LIPOVLJANI;ZGRADA OPĆINE;TRG HRVATSKIH BRANITELJA 3;16;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LIPOVLJANI;002;LIPOVLJANI;ZGRADA NOVE KNJIŽNICE;TRG HRVATSKIH BRANITELJA 14;10;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LIPOVLJANI;003;LIPOVLJANI;ZGRADA  OPĆINE;TRG HRVATSKIH BRANITELJA 3;7;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LIPOVLJANI;004;KRIVAJ;DRUŠTVENI DOM;KRIVAJ;4;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LIPOVLJANI;005;KRALJEVA VELIKA;DRUŠTVENI DOM;KRALJEVA VELIKA;6;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LIPOVLJANI;006;PILJENICE;DRUŠTVENI DOM;PILJENICE;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;001;MAJUR;STARA ZGRADA OPĆINE MAJUR;SVETOG MIHOVILA 2;12;1;1;1;0;0;0;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;002;STUBALJ;DRUŠTVENI DOM;STUBALJ;2;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;003;GRABOŠTANI;DRUŠTVENI DOM;GRABOŠTANI;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;004;GORNJI HRASTOVAC;DRUŠTVENI DOM;GORNJI HRASTOVAC;52;24;24;21;3;7;10;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;005;MRAČAJ;OSNOVNA ŠKOLA MRAČAJ;MRAČAJ;4;2;2;2;0;1;1;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;006;SVINICA;DRUŠTVENI DOM SVINICA;SVINICA;65;39;39;38;1;11;26;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;007;VELIKO KRČEVO;DRUŠTVENI DOM KRČEVO;VELIKO KRČEVO;39;23;23;21;2;11;9;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;008;SREDNJA MEMINSKA;BIVŠA TRGOVINA;SREDNJA MEMINSKA;44;10;10;10;0;4;5;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;001;TIŠINA KAPTOLSKA;DRUŠTVENI DOM;TIŠINA KAPTOLSKA;2;1;1;0;1;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;002;BOK PALANJEČKI;DRUŠTVENI DOM;BOK PALANJEČKI;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;003;STRELEČKO;DRUŠTVENI DOM;STRELEČKO;3;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;004;STRELEČKO NASELJE;PRIVATNA KUĆA IVICE JEZDEC;MARJANA CELJAKA P/N 47;8;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;005;ŽIRČICA;VATROGASNI DOM;ŽIRČICA;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;006;TIŠINA ERDEDSKA;DRUŠTVENI DOM;TIŠINA ERDEDSKA;1;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;007;SETUŠ;DRUŠTVENI DOM;SETUŠ;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;008;MAHOVO;PODRUČNA ŠKOLA;MAHOVO;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;009;DESNA MARTINSKA VES;"DOM KULTURE ""STJEPAN RADIĆ""";DESNA MARTINSKA VES;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;010;DESNO TREBARJEVO;"SPOMEN DOM ""BRAĆA RADIĆ""";DESNO TREBARJEVO;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;011;DESNO ŽELJEZNO;DRUŠTVENI DOM;DESNO ŽELJEZNO;1;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;012;JEZERO POSAVSKO;DRUŠTVENI DOM;JEZERO POSAVSKO;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;013;DESNI DUBROVČAK;DRUŠTVENI DOM;DESNI DUBROVČAK;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;014;LIJEVA MARTINSKA VES;DRUŠTVENI DOM;LIJEVA MARTINSKA VES;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;015;LIJEVO TREBARJEVO;"PROSTORIJE MOTO UDRUGE ""WILD RIVER"", LIJEVO TREBARJEVO";LIJEVO TREBARJEVO 5;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;016;LIJEVA LUKA;DRUŠTVENI DOM;LIJEVA LUKA;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;001;LETINA GORNJA;DVD DOM;LETINA GORNJA 38A;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;002;GREDA SUNJSKA;"DOM ""SELJAČKE SLOGE""";GREDA SUNJSKA 99;1;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;003;SUNJA1;RIBIČKI DOM;TRG KRALJA TOMISLAVA 5B, SUNJA;51;18;18;18;0;7;9;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;004;SUNJA2;DRUŠTVENI DOM;TRG KRALJA TOMISLAVA 5A, SUNJA;42;13;13;13;0;7;6;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;005;KRIVAJ SUNJSKI;DRUŠTVENI DOM;KRIVAJ SUNJSKI 30;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;006;ŽREME;PRIVATNA KUĆA IVICE KOŠKOVIĆA;ŽREME 28;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;007;SELIŠĆE SUNJSKO;DOM DVD-A;SELIŠĆE SUNJSKO 45;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;008;BOBOVAC;DRUŠTVENI DOM;BOBOVAC 162;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;009;CRKVENI BOK;DRUŠTVENI DOM;CRKVENI BOK 126A;135;78;78;75;3;31;41;3
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;010;ŠAŠ;DRUŠTVENI DOM;ŠAŠ 71A;70;24;24;20;4;8;8;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;011;SLOVINCI;DOM DVD-A;SLOVINCI 87/A;38;26;26;20;6;6;10;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;012;TIMARCI;DRUŠTVENI DOM;TIMARCI 48A;12;7;7;7;0;2;5;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;013;PAPIĆI;DRUŠTVENI DOM PAPIĆI;PAPIĆI 14 A;69;39;39;31;8;12;18;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;014;STAZA;DRUŠTVENI DOM;STAZA 86/C;1;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;015;DONJI HRASTOVAC;DRUŠTVENI DOM;DONJI HRASTOVAC 187/A;50;24;24;24;0;9;13;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;016;DRLJAČA;PRIVATNA KUĆA MARIJANA GRBCA;DRLJAČA 31;76;43;43;39;4;12;27;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;017;BRĐANI CESTA;PRIVATNA KUĆA STIPE JOZIĆA;BRĐANI CESTA 26A;85;39;39;36;3;14;21;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;018;BRĐANI KOSA;DRUŠTVENI DOM;BRĐANI KOSA 1F;12;9;9;9;0;6;2;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;019;KINJAČKA;DRUŠTVENI DOM;KINJAČKA 45A;59;23;23;23;0;6;17;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;020;BESTRMA;DRUŠTVENI DOM;BESTRMA BB;25;7;7;6;1;3;3;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;021;VELIKA GRADUSA;DRUŠTVENI DOM;VELIKA GRADUSA 27;84;44;44;41;3;14;22;5
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;001;TOPUSKO;SREDNJA ŠKOLA TOPUSKO;ŠKOLSKA 14;234;67;67;63;4;21;30;12
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;002;TOPUSKO;SREDNJA ŠKOLA TOPUSKO;ŠKOLSKA 14;41;8;8;8;0;3;4;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;003;HRVATSKO SELO;DRUŠTVENI DOM HRVATSKO SELO;HRVATSKO SELO 77A;7;1;1;0;1;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;004;TOPUSKO;SREDNJA ŠKOLA TOPUSKO;ŠKOLSKA 14;164;53;53;47;6;13;31;3
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;005;KATINOVAC;KUĆA BISERKE MALOBABIĆ;KATINOVAC 37;101;48;48;45;3;8;28;9
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;006;PERNA;PROSTOR BIVŠE TRGOVINE;PERNA 127;168;78;78;72;6;13;51;8
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;007;PONIKVARI;ZGRADA DOBROVOLJNOG VATROGASNOG DRUŠTVA TOPUSKO;PONIKVARI 77A;84;15;15;11;4;6;5;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;008;STARO SELO TOPUSKO;DRUŠTVENI DOM STARO SELO TOPUSKO;STARO SELO TOPUSKO 142;66;29;29;27;2;4;18;5
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;001;MUSTAFINA KLADA;DRUŠTVENI DOM MUSTAFINA KLADA;MUSTAFINA KLADA 37A;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;002;KOMPATOR;DRUŠTVENI DOM KOMPATOR;KOMPATOR 28A;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;003;RUŠKOVICA;DRUŠTVENI DOM RUŠKOVICA;RUŠKOVICA 27;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;004;MALA LUDINA;DRUŠTVENI DOM MALA LUDINA;MALA LUDINA, MOSLAVAČKA 46;1;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;005;GRABRIČINA;OSNOVNA ŠKOLA GRABRIČINA;ČAZMANSKA 15;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;006;VIDRENJAK;"SELJAČKI DOM ""MIJO STUPARIĆ""";MIJE STUPARIĆA 30;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;007;OKOLI;DRUŠTVENI DOM OKOLI;OKOLI, CRKVENA ULICA 86;1;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;008;VELIKA LUDINA;DRUŠTVENI DOM VELIKA LUDINA;OBRTNIČKA 3;2;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;009;GRABROV POTOK;DRUŠTVENI DOM GRABROV POTOK;GRABROV POTOK, ZAGREBAČKA ULICA 10;1;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;010;GORNJA VLAHINIČKA;DRUŠTVENI DOM GORNJA VLAHINIČKA;MOSLAVAČKA 32;3;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;011;LUDINICA;PRIVATNA KUĆA JOSIPA LISECA;JELENGRADSKA 21;0;0;0;0;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;012;KATOLIČKO SELIŠĆE;DRUŠTVENI DOM KATOLIČKO SELIŠĆE;MOSLAVAČKIH VINOGRADA 64;1;0;0;0;0;0;0;0
