Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DANIEL BERDAIS;IVAN CELJAK;LUCA GAŠPAR ŠAKO;ADELINA IVKOVIĆ;DAMIR MARKUŠ;IVO ŽINIĆ
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;001;LETOVANIĆ;ZGRADA DVD LETOVANIĆ;LETOVANIĆ BB;475;222;222;208;14;30;150;5;2;6;15
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;002;STARI BROD;HRVATSKI DOM STARI BROD;STARI BROD;152;66;66;65;1;14;33;4;2;6;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;003;STARI FARKAŠIĆ;HRVATSKI DOM STARI FARKAŠIĆ;STARI FARKAŠIĆ;99;49;49;48;1;8;26;2;2;2;8
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;004;DUŽICA;HRVATSKI DOM DUŽICA;DUŽICA;312;141;141;135;6;26;84;0;5;5;15
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;005;PETROVEC;"PROSTORIJE SPORTSKE UDRUGE ""STJEPAN GRGAC""";PETROVEC BB;286;140;140;135;5;25;72;5;5;13;15
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;006;ŽAŽINA;VATROGASNI DOM;ŽAŽINA;264;136;136;134;2;30;63;12;9;10;10
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;007;POLJANA LEKENIČKA;HRVATSKI DOM;POLJANA LEKENIČKA;221;142;142;138;4;18;89;7;4;6;14
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;008;GORNJI VUKOJEVAC;HRVATSKI DOM;GORNJI VUKOJEVAC;57;38;38;38;0;10;15;0;2;2;9
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;009;DONJI VUKOJEVAC;DRUŠTVENI DOM JOSIP BIREK;DONJI VUKOJEVAC;429;185;185;174;11;36;83;24;7;12;12
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;010;BREŽANE LEKENIČKE;LOVAČKA KUĆA;BREŽANE LEKENIČKE;236;93;93;88;5;16;32;9;5;19;7
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;011;CERJE LETOVANIČKO;PODRUČNA ŠKOLA;CERJE LETOVANIČKO;60;22;22;20;2;10;7;0;0;2;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;012;LEKENIK;ZGRADA OPĆINE LEKENIK;ZAGREBAČKA 44;709;381;381;361;20;90;163;17;10;49;32
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;013;LEKENIK;SLUŽBENE PROSTORIJE OTP - BANKE;ZAGREBAČKA 77A;820;414;414;388;26;106;161;29;9;39;44
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;014;PEŠĆENICA;VATROGASNI DOM PEŠĆENICA;PEŠĆENICA;733;328;328;312;16;91;136;22;6;31;26
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;015;BRKIŠEVINA;MJESNI ODBOR BRKIŠEVINA - KONTEJNER;BRKIŠEVINA;67;24;24;23;1;4;9;1;0;3;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;016;ŠIŠINEC;HRVATSKI DOM;ŠIŠINEC;55;25;25;24;1;5;7;0;0;3;9
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LIPOVLJANI;001;LIPOVLJANI;ZGRADA OPĆINE;TRG HRVATSKIH BRANITELJA 3;709;402;402;377;25;116;147;26;8;57;23
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LIPOVLJANI;002;LIPOVLJANI;ZGRADA NOVE KNJIŽNICE;TRG HRVATSKIH BRANITELJA 14;585;318;318;300;18;104;122;10;4;36;24
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LIPOVLJANI;003;LIPOVLJANI;ZGRADA  OPĆINE;TRG HRVATSKIH BRANITELJA 3;507;257;257;237;20;88;99;5;2;28;15
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LIPOVLJANI;004;KRIVAJ;DRUŠTVENI DOM;KRIVAJ;227;124;124;119;5;46;51;3;0;12;7
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LIPOVLJANI;005;KRALJEVA VELIKA;DRUŠTVENI DOM;KRALJEVA VELIKA;340;147;147;135;12;20;71;6;1;26;11
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LIPOVLJANI;006;PILJENICE;DRUŠTVENI DOM;PILJENICE;287;129;129;123;6;19;65;7;2;24;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;001;MAJUR;STARA ZGRADA OPĆINE MAJUR;SVETOG MIHOVILA 2;297;160;160;146;14;14;112;4;2;10;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;002;STUBALJ;DRUŠTVENI DOM;STUBALJ;148;103;103;92;11;6;62;5;1;9;9
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;003;GRABOŠTANI;DRUŠTVENI DOM;GRABOŠTANI;105;65;65;60;5;4;45;0;1;4;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;004;GORNJI HRASTOVAC;DRUŠTVENI DOM;GORNJI HRASTOVAC;154;69;69;63;6;18;23;5;5;3;9
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;005;MRAČAJ;OSNOVNA ŠKOLA MRAČAJ;MRAČAJ;30;20;20;19;1;5;14;0;0;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;006;SVINICA;DRUŠTVENI DOM SVINICA;SVINICA;76;53;53;50;3;15;20;2;7;1;5
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;007;VELIKO KRČEVO;DRUŠTVENI DOM KRČEVO;VELIKO KRČEVO;66;38;38;30;8;12;11;2;0;3;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;008;SREDNJA MEMINSKA;BIVŠA TRGOVINA;SREDNJA MEMINSKA;52;15;15;14;1;7;4;0;1;2;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;001;TIŠINA KAPTOLSKA;DRUŠTVENI DOM;TIŠINA KAPTOLSKA;207;96;96;91;5;8;77;0;1;5;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;002;BOK PALANJEČKI;DRUŠTVENI DOM;BOK PALANJEČKI;116;53;53;53;0;6;41;0;0;6;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;003;STRELEČKO;DRUŠTVENI DOM;STRELEČKO;169;73;73;71;2;11;52;1;0;7;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;004;STRELEČKO NASELJE;PRIVATNA KUĆA IVICE JEZDEC;MARJANA CELJAKA P/N 47;228;90;90;85;5;8;68;2;1;5;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;005;ŽIRČICA;VATROGASNI DOM;ŽIRČICA;104;57;57;56;1;3;46;2;0;2;3
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;006;TIŠINA ERDEDSKA;DRUŠTVENI DOM;TIŠINA ERDEDSKA;223;113;113;111;2;7;92;1;1;3;7
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;007;SETUŠ;DRUŠTVENI DOM;SETUŠ;109;67;67;67;0;1;56;4;1;3;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;008;MAHOVO;PODRUČNA ŠKOLA;MAHOVO;202;127;127;121;6;6;99;2;0;9;5
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;009;DESNA MARTINSKA VES;"DOM KULTURE ""STJEPAN RADIĆ""";DESNA MARTINSKA VES;263;134;134;127;7;13;94;3;3;8;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;010;DESNO TREBARJEVO;"SPOMEN DOM ""BRAĆA RADIĆ""";DESNO TREBARJEVO;247;123;123;119;4;7;95;3;2;8;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;011;DESNO ŽELJEZNO;DRUŠTVENI DOM;DESNO ŽELJEZNO;137;61;61;57;4;4;44;3;2;0;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;012;JEZERO POSAVSKO;DRUŠTVENI DOM;JEZERO POSAVSKO;54;27;27;27;0;9;17;0;0;0;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;013;DESNI DUBROVČAK;DRUŠTVENI DOM;DESNI DUBROVČAK;77;39;39;36;3;5;16;7;2;5;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;014;LIJEVA MARTINSKA VES;DRUŠTVENI DOM;LIJEVA MARTINSKA VES;248;144;144;140;4;12;115;3;0;7;3
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;015;LIJEVO TREBARJEVO;"PROSTORIJE MOTO UDRUGE ""WILD RIVER"", LIJEVO TREBARJEVO";LIJEVO TREBARJEVO 5;46;24;24;24;0;2;20;0;0;1;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;016;LIJEVA LUKA;DRUŠTVENI DOM;LIJEVA LUKA;164;93;93;89;4;18;60;0;0;6;5
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;001;LETINA GORNJA;DVD DOM;LETINA GORNJA 38A;76;39;39;37;2;6;21;1;3;1;5
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;002;GREDA SUNJSKA;"DOM ""SELJAČKE SLOGE""";GREDA SUNJSKA 99;357;193;193;177;16;18;126;7;1;12;13
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;003;SUNJA1;RIBIČKI DOM;TRG KRALJA TOMISLAVA 5B, SUNJA;653;373;373;349;24;57;198;12;11;18;53
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;004;SUNJA2;DRUŠTVENI DOM;TRG KRALJA TOMISLAVA 5A, SUNJA;594;361;361;333;28;56;193;12;8;19;45
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;005;KRIVAJ SUNJSKI;DRUŠTVENI DOM;KRIVAJ SUNJSKI 30;88;60;60;56;4;1;44;1;1;0;9
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;006;ŽREME;PRIVATNA KUĆA IVICE KOŠKOVIĆA;ŽREME 28;45;37;37;35;2;1;22;0;0;0;12
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;007;SELIŠĆE SUNJSKO;DOM DVD-A;SELIŠĆE SUNJSKO 45;92;53;53;50;3;4;37;1;2;4;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;008;BOBOVAC;DRUŠTVENI DOM;BOBOVAC 162;258;159;159;150;9;11;101;7;2;16;13
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;009;CRKVENI BOK;DRUŠTVENI DOM;CRKVENI BOK 126A;249;106;106;96;10;55;22;2;3;4;10
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;010;ŠAŠ;DRUŠTVENI DOM;ŠAŠ 71A;266;86;86;78;8;23;33;3;4;4;11
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;011;SLOVINCI;DOM DVD-A;SLOVINCI 87/A;124;68;68;58;10;11;28;5;4;2;8
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;012;TIMARCI;DRUŠTVENI DOM;TIMARCI 48A;98;50;50;44;6;7;26;1;2;2;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;013;PAPIĆI;DRUŠTVENI DOM PAPIĆI;PAPIĆI 14 A;188;78;78;68;10;33;17;5;3;1;9
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;014;STAZA;DRUŠTVENI DOM;STAZA 86/C;167;108;108;107;1;15;73;4;2;11;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;015;DONJI HRASTOVAC;DRUŠTVENI DOM;DONJI HRASTOVAC 187/A;185;73;73;71;2;20;38;1;2;3;7
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;016;DRLJAČA;PRIVATNA KUĆA MARIJANA GRBCA;DRLJAČA 31;456;204;204;183;21;43;71;20;16;11;22
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;017;BRĐANI CESTA;PRIVATNA KUĆA STIPE JOZIĆA;BRĐANI CESTA 26A;274;128;128;122;6;42;49;15;7;2;7
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;018;BRĐANI KOSA;DRUŠTVENI DOM;BRĐANI KOSA 1F;65;41;41;39;2;6;28;1;0;2;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;019;KINJAČKA;DRUŠTVENI DOM;KINJAČKA 45A;191;74;74;70;4;16;34;4;1;2;13
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;020;BESTRMA;DRUŠTVENI DOM;BESTRMA BB;104;39;39;34;5;12;10;3;1;2;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;021;VELIKA GRADUSA;DRUŠTVENI DOM;VELIKA GRADUSA 27;152;58;58;49;9;19;15;3;6;0;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;001;TOPUSKO;SREDNJA ŠKOLA TOPUSKO;ŠKOLSKA 14;756;382;382;363;19;90;170;10;6;18;69
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;002;TOPUSKO;SREDNJA ŠKOLA TOPUSKO;ŠKOLSKA 14;307;147;147;144;3;13;92;4;1;6;28
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;003;HRVATSKO SELO;DRUŠTVENI DOM HRVATSKO SELO;HRVATSKO SELO 77A;267;152;152;148;4;11;99;2;0;10;26
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;004;TOPUSKO;SREDNJA ŠKOLA TOPUSKO;ŠKOLSKA 14;209;67;67;54;13;18;20;2;4;2;8
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;005;KATINOVAC;KUĆA BISERKE MALOBABIĆ;KATINOVAC 37;215;100;100;93;7;23;48;3;8;1;10
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;006;PERNA;PROSTOR BIVŠE TRGOVINE;PERNA 127;182;86;86;72;14;22;25;10;2;1;12
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;007;PONIKVARI;ZGRADA DOBROVOLJNOG VATROGASNOG DRUŠTVA TOPUSKO;PONIKVARI 77A;440;201;199;186;13;20;134;2;2;4;24
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;008;STARO SELO TOPUSKO;DRUŠTVENI DOM STARO SELO TOPUSKO;STARO SELO TOPUSKO 142;109;55;55;48;7;13;15;3;2;0;15
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;001;MUSTAFINA KLADA;DRUŠTVENI DOM MUSTAFINA KLADA;MUSTAFINA KLADA 37A;119;62;62;59;3;16;26;5;2;0;10
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;002;KOMPATOR;DRUŠTVENI DOM KOMPATOR;KOMPATOR 28A;63;39;39;36;3;6;21;2;0;1;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;003;RUŠKOVICA;DRUŠTVENI DOM RUŠKOVICA;RUŠKOVICA 27;38;27;27;27;0;2;15;3;0;3;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;004;MALA LUDINA;DRUŠTVENI DOM MALA LUDINA;MALA LUDINA, MOSLAVAČKA 46;118;65;65;64;1;9;28;6;4;11;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;005;GRABRIČINA;OSNOVNA ŠKOLA GRABRIČINA;ČAZMANSKA 15;22;8;8;7;1;4;1;0;0;0;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;006;VIDRENJAK;"SELJAČKI DOM ""MIJO STUPARIĆ""";MIJE STUPARIĆA 30;410;230;230;221;9;49;116;1;2;32;21
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;007;OKOLI;DRUŠTVENI DOM OKOLI;OKOLI, CRKVENA ULICA 86;230;109;109;104;5;23;44;11;1;9;16
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;008;VELIKA LUDINA;DRUŠTVENI DOM VELIKA LUDINA;OBRTNIČKA 3;617;377;377;355;22;83;177;14;10;59;12
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;009;GRABROV POTOK;DRUŠTVENI DOM GRABROV POTOK;GRABROV POTOK, ZAGREBAČKA ULICA 10;99;66;66;58;8;15;25;2;0;9;7
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;010;GORNJA VLAHINIČKA;DRUŠTVENI DOM GORNJA VLAHINIČKA;MOSLAVAČKA 32;218;111;111;104;7;26;50;5;1;7;15
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;011;LUDINICA;PRIVATNA KUĆA JOSIPA LISECA;JELENGRADSKA 21;15;9;9;8;1;3;2;2;1;0;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;012;KATOLIČKO SELIŠĆE;DRUŠTVENI DOM KATOLIČKO SELIŠĆE;MOSLAVAČKIH VINOGRADA 64;136;53;53;44;9;14;21;0;0;4;5
