Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;CENTAR;KANDIDACIJSKA LISTA GRUPE BIRAČA -  IVAN ČEHOK;DOMOVINSKI POKRET - DP;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, HRVATSKA STRANKA UMIROVLJENIKA - HSU;HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, HRVATSKA SELJAČKA STRANKA BRAĆE RADIĆ - HSS BRAĆE RADIĆ, DEMOKRATSKA KNEGINEČKA STRANKA - DKS, BLOK UMIROVLJENICI ZAJEDNO - BUZ;MOST, HRVATSKI SUVERENISTI, HRAST - POKRET ZA USPJEŠNU HRVATSKU;NARODNA STRANKA - REFORMISTI - REFORMISTI, STRANKA HRVATSKIH UMIROVLJENIKA - UMIROVLJENICI - UMIROVLJENICI;KANDIDACIJSKA LISTA GRUPE BIRAČA -  DAVOR PATAFTA;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
05;VARAŽDINSKA ŽUPANIJA;općina;KLENOVNIK;002;KLENOVNIK - 2;OSNOVNA ŠKOLA - BIR.2;KLENOVNIK;306;184;184;178;6;3;10;1;36;60;4;48;3;13
05;VARAŽDINSKA ŽUPANIJA;općina;KLENOVNIK;003;PLEMENŠĆINA;KUĆA SLAVKA BUNIĆA (STJEPANA);PLEMENŠĆINA 44;86;56;56;55;1;0;10;5;4;21;1;13;0;1
05;VARAŽDINSKA ŽUPANIJA;općina;KLENOVNIK;004;KLENOVNIK - 3;OSNOVNA ŠKOLA - BIR.3;KLENOVNIK;107;59;59;55;4;0;4;2;11;18;2;13;0;5
05;VARAŽDINSKA ŽUPANIJA;općina;KLENOVNIK;005;LIPOVNIK;KUĆA KOLAČKO PETRA (PROSTOR BIVŠEG LOKALA OLIMPIJA);LIPOVNIK 25;306;187;187;185;2;0;10;3;56;66;6;43;0;1
05;VARAŽDINSKA ŽUPANIJA;općina;KLENOVNIK;006;DUBRAVEC - 1;KUĆA SREDNOSELEC DRAŽENA;DUBRAVEC 78;177;100;100;94;6;0;3;2;27;21;5;27;2;7
05;VARAŽDINSKA ŽUPANIJA;općina;KLENOVNIK;007;DUBRAVEC - 2;KUĆA ANTUNA GOLUBA;DUBRAVEC 47;169;113;113;110;3;2;11;2;30;41;3;13;0;8
05;VARAŽDINSKA ŽUPANIJA;općina;LJUBEŠĆICA;001;BIRAČKO MJESTO BROJ 1. U LJUBEŠĆICI;OSNOVNA ŠKOLA LJUBEŠĆICA;ZAGREBAČKA 22;432;217;217;211;6;6;5;6;147;3;3;16;4;21
05;VARAŽDINSKA ŽUPANIJA;općina;LJUBEŠĆICA;002;BIRAČKO MJESTO BROJ 2. U LJUBEŠĆICI;OSNOVNA ŠKOLA LJUBEŠĆICA;ZAGREBAČKA 22;650;326;326;311;15;6;22;14;188;7;7;28;10;29
05;VARAŽDINSKA ŽUPANIJA;općina;LJUBEŠĆICA;003;KAPELA KALNIČKA;DRUŠTVENI DOM;KAPELA KALNIČKA 20 A;208;119;119;116;3;1;4;0;81;3;3;14;0;10
05;VARAŽDINSKA ŽUPANIJA;općina;LJUBEŠĆICA;004;RAKOVEC;DRUŠTVENA KUĆICA;RAKOVEC;106;65;65;63;2;1;1;0;39;2;2;8;2;8
05;VARAŽDINSKA ŽUPANIJA;općina;LJUBEŠĆICA;005;LJUBELJ;DRUŠTVENA KUĆICA;LJUBELJ;78;42;42;40;2;0;0;0;30;1;2;4;0;3
05;VARAŽDINSKA ŽUPANIJA;općina;LJUBEŠĆICA;006;LJUBELJ KALNIČKI;DRUŠTVENI DOM;LJUBELJ KALNIČKI 24 C;86;62;62;57;5;2;1;0;44;2;1;3;0;4
05;VARAŽDINSKA ŽUPANIJA;općina;MALI BUKOVEC;001;MALI BUKOVEC - 1;DRUŠTVENI DOM;ULICA MIHOVILA PAVLEKA MIŠKINE 19;353;182;182;176;6;5;20;2;25;17;14;80;2;11
05;VARAŽDINSKA ŽUPANIJA;općina;MALI BUKOVEC;002;MALI BUKOVEC - 2;ZGRADA OPĆINE- 1.KAT;ULICA MIHOVILA PAVLEKA MIŠKINE 14;237;120;120;110;10;0;17;7;20;7;5;42;3;9
05;VARAŽDINSKA ŽUPANIJA;općina;MALI BUKOVEC;003;ŽUPANEC;DRUŠTVENI DOM;ŽUPANEC 56A;144;58;58;54;4;3;2;2;19;0;4;22;0;2
05;VARAŽDINSKA ŽUPANIJA;općina;MALI BUKOVEC;004;NOVO SELO PODRAVSKO;DRUŠTVENI DOM;NOVO SELO PODRAVSKO 1A;156;78;78;76;2;1;9;2;18;1;2;32;3;8
05;VARAŽDINSKA ŽUPANIJA;općina;MALI BUKOVEC;005;SVETI PETAR;DRUŠTVENI DOM;HARAMBAŠINA ULICA 1;497;228;228;216;12;2;18;12;69;9;11;85;2;8
05;VARAŽDINSKA ŽUPANIJA;općina;MALI BUKOVEC;006;MARTINIĆ;DRUŠTVENI DOM;MARTINIĆ 7;121;65;65;62;3;2;1;2;24;7;3;19;1;3
05;VARAŽDINSKA ŽUPANIJA;općina;MALI BUKOVEC;007;LUNJKOVEC;DRUŠTVENI DOM;LUNJKOVEC 4;162;99;99;89;10;0;7;7;17;5;13;28;1;11
05;VARAŽDINSKA ŽUPANIJA;općina;MARTIJANEC;001;RIVALNO;DRUŠTVENI DOM;RIVALNO 12;70;31;31;30;1;0;2;0;12;1;0;14;0;1
05;VARAŽDINSKA ŽUPANIJA;općina;MARTIJANEC;002;SLANJE;VATROGASNI DOM;SLANJE,ULICA BRAĆE RADIĆ 79;413;162;162;154;8;1;6;4;38;3;3;81;4;14
05;VARAŽDINSKA ŽUPANIJA;općina;MARTIJANEC;003;KRIŽOVLJAN;DRUŠTVENI DOM;KRIŽOVLJAN 20;217;117;117;112;5;5;6;1;49;8;8;27;2;6
05;VARAŽDINSKA ŽUPANIJA;općina;MARTIJANEC;004;MARTIJANEC;DRUŠTVENI DOM;MARTIJANEC,VARAŽDINSKA 88;324;160;160;153;7;0;7;8;52;1;3;58;9;15
05;VARAŽDINSKA ŽUPANIJA;općina;MARTIJANEC;005;SUDOVČINA;DRUŠTVENI DOM;SUDOVČINA,PLITVIČKA 2;282;158;158;152;6;2;13;4;30;8;7;74;5;9
05;VARAŽDINSKA ŽUPANIJA;općina;MARTIJANEC;006;VRBANOVEC;DRUŠTVENI DOM;VRBANOVEC,ULICA BRIGADE BRAĆE RADIĆ 75;523;269;269;257;12;0;33;7;54;7;4;125;11;16
05;VARAŽDINSKA ŽUPANIJA;općina;MARTIJANEC;007;HRASTOVLJAN;DRUŠTVENI DOM;HRASTOVLJAN 84;321;129;129;124;5;3;8;9;43;6;3;41;2;9
05;VARAŽDINSKA ŽUPANIJA;općina;MARTIJANEC;008;ČIČKOVINA;DRUŠTVENI DOM;ČIČKOVINA 2;152;80;80;73;7;1;7;5;15;2;4;32;1;6
05;VARAŽDINSKA ŽUPANIJA;općina;MARTIJANEC;009;MADARAŠEVEC;DRUŠTVENI DOM;MADARAŠEVEC 14 A;150;68;68;67;1;0;6;9;17;0;0;29;0;6
05;VARAŽDINSKA ŽUPANIJA;općina;MARUŠEVEC;001;DONJE LADANJE;DRUŠTVENI DOM;DONJE LADANJE;906;441;441;418;23;7;57;12;80;82;11;91;24;54
05;VARAŽDINSKA ŽUPANIJA;općina;MARUŠEVEC;002;ČALINEC;DOM KULTURE;ČALINEC;314;137;137;129;8;1;17;8;26;13;0;31;3;30
05;VARAŽDINSKA ŽUPANIJA;općina;MARUŠEVEC;003;CERJE NEBOJSE;DRUŠTVENI DOM;CERJE NEBOJSE;357;193;193;182;11;2;21;7;33;10;8;40;3;58
05;VARAŽDINSKA ŽUPANIJA;općina;MARUŠEVEC;004;MARUŠEVEC - 1;DRUŠTVENI DOM;MARUŠEVEC;373;188;188;172;16;0;44;5;20;32;4;46;1;20
05;VARAŽDINSKA ŽUPANIJA;općina;MARUŠEVEC;005;ČALINEC;"OSNOVNA ŠKOLA ""GUSTAV KRKLEC""";ČALINEC;485;247;247;239;8;1;31;5;45;14;8;78;12;45
05;VARAŽDINSKA ŽUPANIJA;općina;MARUŠEVEC;006;MARUŠEVEC - 2;ZDRAVSTVENA AMBULANTA;MARUŠEVEC;275;130;130;128;2;1;26;3;26;15;4;29;3;21
05;VARAŽDINSKA ŽUPANIJA;općina;MARUŠEVEC;007;GREDA;DRUŠTVENI DOM;GREDA;428;188;188;177;11;0;22;8;20;21;3;55;5;43
05;VARAŽDINSKA ŽUPANIJA;općina;MARUŠEVEC;008;JURKETINEC;DRUŠTVENI DOM;JURKETINEC;351;201;201;194;7;1;33;5;57;17;5;38;6;32
05;VARAŽDINSKA ŽUPANIJA;općina;MARUŠEVEC;009;BIKOVEC;DRUŠTVENI DOM;BIKOVEC;186;94;94;90;4;1;11;0;11;11;3;34;4;15
05;VARAŽDINSKA ŽUPANIJA;općina;MARUŠEVEC;010;NOVAKI;DRUŠTVENI DOM;NOVAKI;440;210;209;202;7;0;38;5;40;40;4;44;3;28
05;VARAŽDINSKA ŽUPANIJA;općina;MARUŠEVEC;011;DRUŠKOVEC - 1;DRUŠTVENI DOM;DRUŠKOVEC;297;113;113;111;2;0;11;6;28;25;1;21;0;19
05;VARAŽDINSKA ŽUPANIJA;općina;MARUŠEVEC;012;DRUŠKOVEC - 2;PODRUČNA ŠKOLA;DRUŠKOVEC;185;68;68;67;1;0;7;2;12;5;5;12;4;20
05;VARAŽDINSKA ŽUPANIJA;općina;MARUŠEVEC;013;BRODAROVEC;KUĆA ŽELJKA IVANČEVIĆA;BRODAROVEC 14;167;60;60;59;1;0;9;3;20;9;4;11;0;3
05;VARAŽDINSKA ŽUPANIJA;općina;MARUŠEVEC;014;KORENJAK;KUĆA SUZANE PIŽETA;KORENJAK 34;66;43;43;42;1;0;10;2;9;4;0;8;1;8
05;VARAŽDINSKA ŽUPANIJA;općina;MARUŠEVEC;015;SELNIK;KUĆA ANDRIJE KORPARA;SELNIK 127;318;130;130;126;4;2;14;2;33;9;7;29;3;27
05;VARAŽDINSKA ŽUPANIJA;općina;PETRIJANEC;001;PETRIJANEC;PROSTORIJE DRUŠTVENOG DOMA;TRG SV. PETRA 8;484;300;300;286;14;1;18;5;97;22;8;30;4;101
05;VARAŽDINSKA ŽUPANIJA;općina;PETRIJANEC;002;PETRIJANEC;PROSTORIJE MATIČNOG UREDA;VLADIMIRA NAZORA 106;691;426;426;415;11;1;40;18;106;29;13;65;11;132
05;VARAŽDINSKA ŽUPANIJA;općina;PETRIJANEC;003;NOVA VES PETRIJANEČKA;PROSTORIJE DRUŠTVENOG DOMA;LJUDEVITA GAJA 1;735;443;443;429;14;1;49;19;90;26;12;100;5;127
05;VARAŽDINSKA ŽUPANIJA;općina;PETRIJANEC;004;MAJERJE;PROSTORIJE DRUŠTVENOG DOMA;STJEPANA RADIĆA 113;591;371;371;354;17;1;30;20;59;27;11;48;14;144
05;VARAŽDINSKA ŽUPANIJA;općina;PETRIJANEC;005;DRUŽBINEC;PROSTORIJE DRUŠTVENOG DOMA;DRAVSKA 8;414;268;268;257;11;3;30;4;76;13;5;30;5;91
05;VARAŽDINSKA ŽUPANIJA;općina;PETRIJANEC;006;ZELENDVOR;PROSTORIJA TVRTKE ZELENDVOR D.D.;GROFOVA BOMBELLES BB;103;74;74;70;4;0;6;2;16;4;2;18;0;22
05;VARAŽDINSKA ŽUPANIJA;općina;PETRIJANEC;007;STRMEC PODRAVSKI;PROSTORIJE DRUŠTVENOG DOMA;BRAĆE RADIĆA 92;538;353;353;344;9;9;18;6;122;20;6;45;7;111
05;VARAŽDINSKA ŽUPANIJA;općina;PETRIJANEC;008;DONJE VRATNO - DIO;PRIVATNA KUĆA IVANA ORŠOŠA;DONJE VRATNO - DIO 58;270;161;161;161;0;3;0;3;146;0;1;1;0;7
05;VARAŽDINSKA ŽUPANIJA;općina;SRAČINEC;001;SRAČINEC;PROSTORIJE OSNOVNE ŠKOLE SRAČINEC (PRIZEMLJE);VARAŽDINSKA 98;984;520;519;497;22;10;55;22;51;182;16;122;6;33
05;VARAŽDINSKA ŽUPANIJA;općina;SRAČINEC;002;SRAČINEC;PROSTORIJE UDRUGE UMIROVLJENIKA;TRG SV. MIHAELA 1;1126;599;599;578;21;1;55;10;60;212;19;155;18;48
05;VARAŽDINSKA ŽUPANIJA;općina;SRAČINEC;003;SRAČINEC;PROSTORIJE DOMA KULTURE SRAČINEC (VELIKA DVORANA U PRIZEMLJU);VARAŽDINSKA 273;1224;765;765;747;18;5;44;26;70;321;17;187;20;57
05;VARAŽDINSKA ŽUPANIJA;općina;SRAČINEC;004;SVIBOVEC PODRAVSKI;PROSTORIJE TURISTIČKO KULTURNO INFORMATIVNOG CENTRA (TKIC-A);DRAVSKA 71 C;787;411;410;400;10;4;28;8;35;178;7;116;4;20
05;VARAŽDINSKA ŽUPANIJA;općina;SVETI ĐURĐ;001;HRŽENICA - 1;DRUŠTVENI DOM;ULICA BRAĆE RADIĆ 54;277;133;133;125;8;1;7;2;28;28;3;43;3;10
05;VARAŽDINSKA ŽUPANIJA;općina;SVETI ĐURĐ;002;HRŽENICA - 2;PROSTORIJE NK RADNIČKI;LUDBREŠKA 30;411;170;170;166;4;4;6;5;32;32;7;63;5;12
05;VARAŽDINSKA ŽUPANIJA;općina;SVETI ĐURĐ;003;KOMARNICA LUDBREŠKA;DRUŠTVENI DOM;KOMARNICA LUDBREŠKA 61A;129;84;84;78;6;1;4;2;11;17;2;16;3;22
05;VARAŽDINSKA ŽUPANIJA;općina;SVETI ĐURĐ;004;SVETI ĐURĐ;DRUŠTVENI DOM;ULICA BRAĆE RADIĆ 32;513;243;243;238;5;5;16;8;45;57;14;60;7;26
05;VARAŽDINSKA ŽUPANIJA;općina;SVETI ĐURĐ;005;LUKA LUDBREŠKA;DRUŠTVENI DOM;LUKA LUDBREŠKA 74;185;73;73;73;0;0;5;5;4;16;3;25;2;13
05;VARAŽDINSKA ŽUPANIJA;općina;SVETI ĐURĐ;006;KARLOVEC LUDBREŠKI;DRUŠTVENI DOM;LUG 1;416;184;184;174;10;4;26;8;24;43;4;51;0;14
05;VARAŽDINSKA ŽUPANIJA;općina;SVETI ĐURĐ;007;PRILES;DRUŠTVENI DOM;PRILES 45B;187;132;132;127;5;2;4;3;16;33;2;48;7;12
05;VARAŽDINSKA ŽUPANIJA;općina;SVETI ĐURĐ;008;OBRANKOVEC;DRUŠTVENI DOM;OBRANKOVEC 1B;108;53;53;49;4;1;8;3;11;4;0;15;2;5
05;VARAŽDINSKA ŽUPANIJA;općina;SVETI ĐURĐ;009;SESVETE LUDBREŠKE;PROSTORIJE MJESNOG ODBORA;VINOGRADSKA ULICA 17;381;170;170;159;11;2;15;5;29;13;9;51;6;29
05;VARAŽDINSKA ŽUPANIJA;općina;SVETI ĐURĐ;010;STRUGA;DRUŠTVENI DOM;STRUGA 114;365;167;167;162;5;2;14;7;14;44;3;43;6;29
05;VARAŽDINSKA ŽUPANIJA;općina;SVETI ILIJA;001;BELETINEC;PROSTORIJE DRUŠTVENOG DOMA U BELETINCU - VELIKA SALA LIJEVO;STJEPANA RADIĆA 19;797;485;485;466;19;5;33;10;281;11;17;53;15;41
05;VARAŽDINSKA ŽUPANIJA;općina;SVETI ILIJA;002;DOLJAN;PROSTORIJE DRUŠTVENOG DOMA U DOLJANU;ŽELJEZNIČKI NASIP 1;339;262;262;252;10;1;27;4;39;12;5;127;6;31
05;VARAŽDINSKA ŽUPANIJA;općina;SVETI ILIJA;003;KRIŽANEC;KONTEJNER U KRIŽANCU;LJUDEVITA GAJA BB;259;135;135;128;7;1;17;8;41;7;8;31;7;8
05;VARAŽDINSKA ŽUPANIJA;općina;SVETI ILIJA;004;BELETINEC;PROSTORIJE DRUŠTVENOG DOMA U BELETINCU - VELIKA SALA DESNO;STJEPANA RADIĆA 19;202;133;133;131;2;3;13;1;78;3;2;12;4;15
05;VARAŽDINSKA ŽUPANIJA;općina;SVETI ILIJA;005;SEKETIN;PROSTORIJE DRUŠTVENOG DOMA;VLADIMIRA NAZORA 68;323;173;173;166;7;2;20;7;67;6;11;34;3;16
05;VARAŽDINSKA ŽUPANIJA;općina;SVETI ILIJA;006;SVETI ILIJA;CENTAR UMIROVLJENIKA, VINOGRADARA I GOSPODARSTVENIKA;VILIMA CECELJA 3;490;281;281;276;5;3;29;10;96;10;9;80;8;31
05;VARAŽDINSKA ŽUPANIJA;općina;SVETI ILIJA;007;TOMAŠEVEC BIŠKUPEČKI;KONTEJNER U TOMAŠEVCU BIŠKUPEČKOM;AUGUSTA ŠENOE BB;296;162;162;147;15;4;19;4;35;10;5;39;7;24
05;VARAŽDINSKA ŽUPANIJA;općina;SVETI ILIJA;008;ŽIGROVEC;KONTEJNER U ŽIGROVCU;VLADIMIRA NAZORA BB;191;145;145;139;6;8;15;7;63;6;10;20;4;6
05;VARAŽDINSKA ŽUPANIJA;općina;TRNOVEC BARTOLOVEČKI;001;TRNOVEC;PROSTORIJE OSNOVNE ŠKOLE TRNOVEC;BARTOLOVEČKA ULICA 55;906;375;375;353;22;4;43;8;69;27;14;75;31;82
05;VARAŽDINSKA ŽUPANIJA;općina;TRNOVEC BARTOLOVEČKI;002;TRNOVEC;PROSTORIJE ŠKOLSKE SPORTSKE DVORANE;TRNOVEC, BARTOLOVEČKA ULICA 55;884;357;357;351;6;8;35;11;84;34;12;78;18;71
05;VARAŽDINSKA ŽUPANIJA;općina;TRNOVEC BARTOLOVEČKI;003;TRNOVEC;PROSTORIJE VATROGASNOG DOMA, BIRALIŠTE 1;ŠIROKE LEDINE 6;862;416;416;396;20;6;51;12;79;20;18;128;18;64
05;VARAŽDINSKA ŽUPANIJA;općina;TRNOVEC BARTOLOVEČKI;004;TRNOVEC;PROSTORIJE VATROGASNOG DOMA, BIRALIŠTE 2;ŠIROKE LEDINE 6;952;421;421;396;25;8;41;17;96;42;18;83;23;68
05;VARAŽDINSKA ŽUPANIJA;općina;TRNOVEC BARTOLOVEČKI;005;BARTOLOVEC;PROSTORIJE DRUŠTVENOG DOMA;VARAŽDINSKA ULICA 75;646;296;296;285;11;5;42;4;63;18;10;73;4;66
05;VARAŽDINSKA ŽUPANIJA;općina;TRNOVEC BARTOLOVEČKI;006;ŠTEFANEC;PROSTORIJE DRUŠTVENOG DOMA;LUDBREŠKA ULICA 59;319;159;159;153;6;5;16;4;37;8;8;30;8;37
05;VARAŽDINSKA ŽUPANIJA;općina;TRNOVEC BARTOLOVEČKI;007;ŽABNIK;PROSTORIJE DRUŠTVENOG DOMA ŽABNIK;SPORTSKA ULICA 6;133;92;92;89;3;0;10;3;16;4;3;23;2;28
05;VARAŽDINSKA ŽUPANIJA;općina;TRNOVEC BARTOLOVEČKI;008;ŠEMOVEC;PROSTORIJE DRUŠTVENOG DOMA;KOPRIVNIČKA ULICA 80 A;722;415;415;403;12;8;40;10;81;45;8;130;8;73
05;VARAŽDINSKA ŽUPANIJA;općina;TRNOVEC BARTOLOVEČKI;009;ZAMLAKA;PROSTORIJE DRUŠTVENOG DOMA;AGRARNA ULICA 5;342;167;167;157;10;0;14;3;57;9;5;29;6;34
05;VARAŽDINSKA ŽUPANIJA;općina;VELIKI BUKOVEC;001;VELIKI BUKOVEC;DRUŠTVENI DOM;DRAVSKA ULICA 44A;556;213;213;197;16;3;15;6;53;13;12;54;12;29
05;VARAŽDINSKA ŽUPANIJA;općina;VELIKI BUKOVEC;002;KAPELA PODRAVSKA;DRUŠTVENI DOM;KAPELA PODRAVSKA 114A;358;184;184;178;6;1;13;6;63;12;13;48;3;19
05;VARAŽDINSKA ŽUPANIJA;općina;VELIKI BUKOVEC;003;DUBOVICA;DRUŠTVENI DOM;DUBOVICA 46;238;151;151;142;9;1;15;6;37;3;6;60;7;7
05;VARAŽDINSKA ŽUPANIJA;općina;VIDOVEC;001;VIDOVEC;PROSTORIJE OSNOVNE ŠKOLE U VIDOVCU, SPORTSKA DVORANA;ŠKOLSKA ULICA 4;918;514;514;492;22;5;76;11;169;42;16;120;9;44
05;VARAŽDINSKA ŽUPANIJA;općina;VIDOVEC;002;VIDOVEC;PROSTORIJE OPĆINE VIDOVEC;TRG SVETOG VIDA 9;899;438;438;417;21;8;69;13;137;22;21;85;18;44
05;VARAŽDINSKA ŽUPANIJA;općina;VIDOVEC;003;DOMITROVEC;PROSTORIJE ETNO KUĆE U DOMITROVCU;GLAVNA ULICA 32;419;199;199;188;11;1;42;3;47;24;6;41;4;20
05;VARAŽDINSKA ŽUPANIJA;općina;VIDOVEC;004;TUŽNO;PROSTORIJE OSNOVNE ŠKOLE TUŽNO;VARAŽDINSKA ULICA 16;786;421;421;403;18;7;49;5;159;37;21;62;19;44
05;VARAŽDINSKA ŽUPANIJA;općina;VIDOVEC;005;NEDELJANEC;PROSTORIJE DRUŠTVENOG DOMA;VARAŽDINSKA ULICA 168;710;373;372;362;10;8;59;10;96;26;16;75;20;52
05;VARAŽDINSKA ŽUPANIJA;općina;VIDOVEC;006;NEDELJANEC;PROSTORIJE PODRUČNE ŠKOLE NEDELJANEC;VARAŽDINSKA ULICA 108;633;358;358;348;10;10;57;10;92;28;18;61;19;53
05;VARAŽDINSKA ŽUPANIJA;općina;VINICA;001;VINICA;PROSTORIJE VATROGASNOG DOMA;OPEČKA 2;876;447;447;432;15;2;45;11;165;72;10;70;13;44
05;VARAŽDINSKA ŽUPANIJA;općina;VINICA;002;GORNJE LADANJE;PROSTORIJE PODRUČNE ŠKOLE;ŠKOLSKA BB;768;379;379;369;10;4;32;10;125;49;14;76;12;47
05;VARAŽDINSKA ŽUPANIJA;općina;VINICA;003;MARČAN;PROSTORIJE DRUŠTVENOG DOMA;VINIČKA 5;478;279;279;269;10;4;23;7;78;71;9;48;6;23
05;VARAŽDINSKA ŽUPANIJA;općina;VINICA;004;GORUŠEVNJAK;PROSTORIJE DRUŠTVENOG DOMA;GORUŠEVNJAK BB;95;69;69;68;1;0;8;1;25;11;3;8;0;12
05;VARAŽDINSKA ŽUPANIJA;općina;VINICA;005;PEŠĆENICA VINIČKA;PROSTORIJE DRUŠTVENOG DOMA;PEŠČENICA VINIČKA BB;111;67;67;65;2;1;2;2;22;14;2;11;2;9
05;VARAŽDINSKA ŽUPANIJA;općina;VINICA;006;DONJE VRATNO;PROSTORIJE VATROGASNOG DOMA;LJUDEVITA GAJA BB;227;144;144;137;7;1;11;5;51;22;7;26;3;11
05;VARAŽDINSKA ŽUPANIJA;općina;VINICA;007;VINICA BREG;"PROSTORIJE BIVŠE ŠKOLE ""PATAČIĆ""";VINICA BREG BB;214;111;111;108;3;1;9;4;24;24;5;24;3;14
05;VARAŽDINSKA ŽUPANIJA;općina;VISOKO;001;KRAČEVEC;PRIVATNI OBJEKT U VL. MARTINE VIDAK;KRAČEVEC BB;86;62;62;62;0;0;1;6;45;1;0;7;1;1
05;VARAŽDINSKA ŽUPANIJA;općina;VISOKO;002;ĐURINOVEC;VATROGASNI DOM;ĐURINOVEC 46;114;70;70;65;5;1;0;0;62;0;0;1;0;1
05;VARAŽDINSKA ŽUPANIJA;općina;VISOKO;003;VINIČNO;POSLOVNE PROSTORIJE TRGOVAČKOG DRUŠTVA OMEGA D.O.O.;VINIČNO 4A;210;109;109;105;4;0;2;3;80;1;2;7;0;10
05;VARAŽDINSKA ŽUPANIJA;općina;VISOKO;004;PRESEČNO VISOČKO;VATROGASNI DOM;PRESEČNO VISOČKO 19 A;136;84;84;82;2;0;3;0;67;2;0;7;0;3
05;VARAŽDINSKA ŽUPANIJA;općina;VISOKO;005;VRH VISOČKI;OBITELJSKA KUĆA IVANA STRIČAKA;VRH VISOČKI 23;82;47;47;45;2;0;2;3;34;0;0;5;0;1
05;VARAŽDINSKA ŽUPANIJA;općina;VISOKO;006;VISOKO;DRUŠTVENI DOM - SALA ZA SASTANKE;VISOKO 20;408;236;236;231;5;1;4;5;181;3;3;15;1;18
05;VARAŽDINSKA ŽUPANIJA;općina;VISOKO;007;ČANJEVO;VATROGASNI DOM;ČANJEVO 26/C;141;93;93;92;1;0;4;2;78;2;2;1;0;3
