Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;ALTERNATIVA 101 - ALTERNATIVA, AKCIJA MLADIH - AM;CENTAR;DOMOVINSKI POKRET - DP;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA STRANKA PRAVA - HSP;HRVATSKA DEMOKRŠĆANSKA STRANKA - HDS, HRVATSKA SELJAČKA STRANKA - STJEPAN RADIĆ - HSS - SR, STRANKA UMIROVLJENIKA - SU;KANDIDACIJSKA LISTA GRUPE BIRAČA -  TOMISLAV MAMIĆ;MOST;NEZAVISNA LISTA MLADIH - NLM, PAMETNO ZA SPLIT I DALMACIJU, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;RADNIČKA FRONTA - RF, SOCIJALISTIČKA RADNIČKA PARTIJA HRVATSKE - SRP;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP;ŽELJKO KERUM - HRVATSKA GRAĐANSKA STRANKA - HGS
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;089;SPLIT;O.Š. RAVNE NJIVE;SARAJEVSKA 30;709;249;249;243;6;4;51;13;44;4;16;31;22;5;26;27
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;090;SPLIT;O.Š. RAVNE NJIVE;SARAJEVSKA 30;817;323;323;314;9;12;46;34;58;2;16;29;27;7;35;48
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;091;SPLIT;GRADSKI KOTAR RAVNE NJIVE;HERCEGOVAČKA 40;1207;552;552;533;19;7;87;29;118;11;24;57;47;6;69;78
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;092;SPLIT;O.Š. RAVNE NJIVE;SARAJEVSKA 30;662;277;277;269;8;2;39;24;58;7;10;32;32;4;27;34
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;093;SPLIT;GRADSKI KOTAR SPINUT;A.G.MATOŠA 29;920;451;451;440;11;4;75;27;78;3;17;37;61;4;102;32
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;094;SPLIT;GRADSKI KOTAR SPINUT;A.G.MATOŠA 29;861;437;437;421;16;4;94;23;63;3;16;45;53;7;82;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;095;SPLIT;O.Š. SPINUT;TESLINA 12;735;356;355;343;12;3;61;11;73;0;12;21;49;6;83;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;096;SPLIT;GRADSKI KOTAR SPINUT;A.G.MATOŠA 29;729;360;357;349;8;4;73;14;70;3;16;27;42;3;80;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;097;SPLIT;O.Š. SPINUT;TESLINA 12;538;258;258;253;5;4;79;6;32;1;10;12;40;3;58;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;098;SPLIT;ELEKTROTEHNIČKA ŠKOLA;TESLINA 2;727;365;365;352;13;10;83;11;41;3;12;18;54;7;90;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;099;SPLIT;O.Š. SPINUT;TESLINA 12;786;387;387;378;9;7;79;15;50;4;25;31;54;4;91;18
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;100;SPLIT;O.Š. SPINUT;TESLINA 12;832;414;414;403;11;7;81;15;47;5;13;37;50;5;117;26
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;101;SPLIT;O.Š. SPLIT III;BRUNE BUŠIĆA 6;834;418;418;409;9;7;86;15;111;9;22;25;53;7;50;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;102;SPLIT;O.Š. SPLIT III;BRUNE BUŠIĆA 6;829;376;376;359;17;1;76;18;54;4;14;30;49;7;83;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;103;SPLIT;O.Š. SPLIT III;BRUNE BUŠIĆA 6;773;378;378;365;13;3;64;21;72;4;15;28;39;11;74;34
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;104;SPLIT;GRADSKI KOTAR SPLIT III;GETALDIĆEVA 13;742;347;347;338;9;5;67;16;49;8;9;33;51;8;58;34
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;105;SPLIT;GRADSKI KOTAR SPLIT III;GETALDIĆEVA 13;671;315;315;306;9;6;56;15;63;5;23;26;40;5;55;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;106;SPLIT;O.Š. SPLIT III;BRUNE BUŠIĆA 6;883;352;352;348;4;3;68;28;56;3;24;28;46;7;48;37
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;107;SPLIT;FESB;RUĐERA BOŠKOVIĆA;955;390;390;383;7;5;82;19;78;4;24;44;31;4;50;42
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;108;SPLIT;FAKULTET GRAĐEVINSKIH ZNANOSTI;MATICE HRVATSKE 15;624;284;277;264;13;5;49;21;62;4;17;20;21;3;39;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;109;SPLIT;FESB;RUĐERA BOŠKOVIĆA;930;388;388;372;16;6;61;24;64;1;18;35;38;5;81;39
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;110;SPLIT;O.Š. SUĆIDAR;PERIVOJ ANE ROJE 1;1084;409;408;396;12;4;63;46;100;5;19;35;32;1;28;63
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;111;SPLIT;O.Š. SUĆIDAR;PERIVOJ ANE ROJE 1;1298;514;514;499;15;5;93;29;130;7;25;64;49;0;38;59
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;112;SPLIT;O.Š. SUĆIDAR;PERIVOJ ANE ROJE 1;788;297;297;290;7;6;49;26;61;2;12;31;26;6;36;35
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;113;SPLIT;O.Š. SUĆIDAR;PERIVOJ ANE ROJE 1;823;347;346;335;11;1;67;14;56;5;16;27;32;8;76;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;114;SPLIT;O.Š. SUĆIDAR;PERIVOJ ANE ROJE 1;1065;360;360;355;5;9;53;27;103;0;13;42;31;7;26;44
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;115;SPLIT;O.Š. SUĆIDAR;PERIVOJ ANE ROJE 1;1105;429;429;420;9;4;70;28;124;6;20;53;35;4;31;45
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;116;SPLIT;O.Š. SUĆIDAR;PERIVOJ ANE ROJE 1;1219;521;521;504;17;7;85;33;97;7;33;51;44;6;60;81
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;117;SPLIT;O.Š. SUĆIDAR;PERIVOJ ANE ROJE 1;843;337;337;325;12;4;55;26;54;2;20;33;36;1;45;49
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;118;SPLIT;O.Š. TRSTENIK;DINKA ŠIMUNOVIĆA 22;1008;477;477;467;10;3;87;29;87;5;36;44;58;3;66;49
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;119;SPLIT;O.Š. TRSTENIK;DINKA ŠIMUNOVIĆA 22;811;395;395;384;11;3;88;26;62;3;18;36;32;8;76;32
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;120;SPLIT;O.Š. TRSTENIK;DINKA ŠIMUNOVIĆA 22;933;414;413;401;12;5;73;22;80;13;22;31;64;3;54;34
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;121;SPLIT;GRADSKI KOTAR TRSTENIK;PUT TRSTENIKA 1;863;381;381;368;13;3;76;15;71;3;18;26;42;5;68;41
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;122;SPLIT;GRADSKI KOTAR TRSTENIK;PUT TRSTENIKA 1;1163;492;492;482;10;5;89;44;81;3;23;45;60;2;86;44
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;123;SPLIT;O.Š. TRSTENIK;DINKA ŠIMUNOVIĆA 22;1094;479;479;472;7;6;70;26;123;3;17;47;54;5;88;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;124;SPLIT;KRUH SV.ANTE;SINOVČIĆA 6;922;365;365;360;5;4;59;24;70;7;21;35;40;7;51;42
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;125;SPLIT;KLUB DVORANA;SINOVČIĆA 6;775;313;313;299;14;4;45;20;74;6;4;33;37;2;31;43
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;126;SPLIT;DJEČJI VRTIĆ TAMARIN;NAZOROV PRILAZ 20;747;374;373;367;6;5;49;16;66;4;37;30;42;6;60;52
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;127;SPLIT;O.Š. MARJAN;GAJEVA 1;859;319;319;309;10;2;55;11;74;2;16;33;32;9;37;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;128;SPLIT;O.Š. MARJAN;GAJEVA 1;885;390;390;380;10;11;73;13;82;3;7;37;58;2;48;46
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;129;SPLIT;O.Š. BRDA;BRDA 2;970;421;421;410;11;5;32;31;112;1;20;65;19;2;27;96
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;130;SPLIT;O.Š.BRDA;BRDA 2;1030;413;412;406;6;1;42;18;91;6;14;68;31;2;35;98
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;131;SPLIT;O.Š.BRDA;BRDA 2;933;460;460;448;12;5;44;33;120;11;16;54;30;5;30;100
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;132;SPLIT;O.Š.BRDA;BRDA 2;998;442;442;433;9;6;46;28;123;4;16;51;26;2;30;101
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;133;SPLIT;O.Š.BRDA;BRDA 2;991;419;419;407;12;6;58;18;91;7;24;30;32;0;45;96
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;134;SPLIT;O.Š.MEJAŠI;MEJAŠI 20;1637;707;707;681;26;6;58;53;295;9;27;76;42;8;25;82
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;135;SPLIT;O.Š.MEJAŠI;MEJAŠI 20;1146;488;488;477;11;4;37;44;192;4;22;60;43;0;16;55
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;136;SPLIT;O.Š.MEJAŠI;MEJAŠI 20;869;364;364;352;12;5;38;25;160;9;19;32;7;0;17;40
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;137;SPLIT;O.Š.MEJAŠI;MEJAŠI 20;1106;498;498;478;20;2;47;36;198;6;16;66;34;1;15;57
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;138;SPLIT;OŠ MEJAŠI;MEJAŠI 20;1294;705;705;686;19;10;115;48;187;5;26;108;82;4;34;67
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;139;SPLIT;O.Š.MEJAŠI;MEJAŠI 20;1647;742;741;718;23;3;70;44;290;10;30;98;57;3;39;74
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;140;SPLIT;O.Š.RAVNE NJIVE;SARAJEVSKA 30;1011;451;451;441;10;6;46;39;114;6;14;59;34;5;43;75
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;141;SPLIT;O.Š.RAVNE NJIVE;SARAJEVSKA 30;931;362;362;351;11;3;35;14;118;5;11;47;20;2;32;64
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;142;SPLIT;O.Š.RAVNE NJIVE;SARAJEVSKA 30;1071;459;459;446;13;3;26;48;150;5;14;85;16;2;21;76
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;143;SPLIT;GRADSKI KOTAR SIROBUJA;MANDIČEVA 30;1112;451;449;435;14;3;45;35;158;6;23;54;27;1;11;72
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;144;SPLIT;GRADSKI KOTAR SIROBUJA;MANDIĆEVA 34;1353;623;622;604;18;4;43;55;257;9;29;95;33;1;12;66
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;145;SPLIT;GRADSKI KOTAR ŠINE;JOSIPOVA 2;1538;573;572;558;14;1;45;63;203;4;32;118;7;2;22;61
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;146;SPLIT;O.Š.VISOKA;VRH VISOKE 8;1624;670;670;656;14;3;97;54;203;0;30;67;48;4;49;101
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;147;SPLIT;GRADSKI KOTAR VISOKA;CESTA MIRA 3;1285;605;605;592;13;4;98;34;203;5;41;59;42;2;35;69
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;148;SPLIT;O.Š.VISOKA;VRH VISOKE 8;1300;533;533;525;8;3;41;35;250;3;21;64;29;0;15;64
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;149;SPLIT;OŠ ŽNJAN-PAZDIGRAD;PAZDIGRADSKA 1;1205;542;542;530;12;6;117;48;123;3;31;60;44;0;48;50
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;150;SPLIT;OŠ ŽNJAN-PAZDIGRAD;PAZDIGRADSKA 1;1145;521;521;508;13;4;91;41;131;5;36;54;42;1;50;53
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;151;SPLIT;OŠ ŽNJAN-PAZDIGRAD;PAZDIGRADSKA 1;1648;703;703;690;13;9;127;37;157;10;42;64;93;5;99;47
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;152;SPLIT;OŠ ŽNJAN-PAZDIGRAD;PAZDIGRADSKA 1;1292;585;584;570;14;3;105;47;140;10;27;56;66;4;50;62
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;153;SITNO DONJE;DRUŠTVENI DOM SITNO DONJE;HRVATSKIH DRAGOVOLJACA 48;238;147;147;141;6;1;6;9;79;2;3;13;1;0;4;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;154;SITNO GORNJE;DRUŠTVENI DOM SITNO GORNJE;SITNO GORNJE;219;127;127;124;3;1;9;5;54;5;2;14;10;1;4;19
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;155;SITNO GORNJE-SIROTKOVIĆI;DRUŠTVENI DOM SIROTKOVIĆI;SITNO GORNJE;134;82;82;81;1;1;8;7;30;10;3;5;3;0;0;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;156;KAMEN;MJESNI ODBOR KAMEN;SV.MIHOVILA 5;1578;649;649;633;16;2;60;67;265;7;28;67;35;1;29;72
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;157;SRINJINE;MJESNI ODBOR SRINJINE;SRINJINE;578;230;230;226;4;2;13;15;82;22;6;21;5;0;10;50
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;158;SRINJINE-TVRČIĆI;MJESNI ODBOR TVRČIĆI-SRINJINE;SRINJINE;426;188;187;185;2;1;20;30;65;2;8;11;6;1;13;28
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;159;STOBREČ;O.Š.STOBREČ;IVANKOVA 13;1478;572;572;552;20;2;57;53;208;7;34;86;31;0;21;53
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;160;STOBREČ;O.Š.STOBREČ;IVANKOVA 13;1196;513;513;499;14;3;71;44;140;2;26;60;19;2;48;84
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;161;ŽRNOVNICA;DOM KULTURE KOREŠNICA;KOREŠNICA;1307;512;512;493;19;3;66;33;128;3;35;60;61;3;50;51
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;162;ŽRNOVNICA;MJESNI ODBOR ŽRNOVNICA;ŽRNOVNICA;1475;573;573;555;18;8;64;47;152;6;17;69;71;5;52;64
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;163;SLATINE;MJESNI ODBOR SLATINE;DUBOKE GARME 2;1130;409;409;386;23;2;39;29;161;8;8;32;12;4;38;53
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;STARI GRAD;001;STARI GRAD;"OSNOVNA ŠKOLA ""PETAR HEKTOROVIĆ""";OBALA DR. FRANJE TUĐMANA 1;1089;611;611;570;41;19;33;21;179;8;7;68;72;10;115;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;STARI GRAD;002;STARI GRAD;HRVATSKI DOM - ČITOVNICA;NOVO RIVA 2;919;492;492;465;27;16;31;14;161;6;12;32;54;2;118;19
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;STARI GRAD;003;DOL;DOM MLADEŽI U DOLU;DOL;294;178;178;163;15;5;10;4;64;1;5;16;15;1;28;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;STARI GRAD;004;VRBANJ;DOM MATIJE IVANIĆA;VRBANJ;457;234;234;215;19;6;5;6;88;4;4;20;19;3;32;28
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SUPETAR;001;SUPETAR I.;KLUPSKE PROSTORIJE KŠR ARBUN (STARI RIBAR);HRVATSKIH VELIKANA 1;892;530;530;501;29;53;34;7;155;3;7;46;18;7;133;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SUPETAR;002;SUPETAR II.;"""GRADSKA VIJEĆNICA""";SUPETAR;1055;614;614;584;30;58;33;10;174;5;10;53;31;5;162;43
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SUPETAR;003;SUPETAR III.;"SREDNJA ŠKOLA ""BRAČ""";SUPETAR, KRALJA PETRA KREŠIMIRA IV 2;1305;641;641;610;31;62;42;16;130;7;12;44;42;6;212;37
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SUPETAR;004;ŠKRIP;ZADRUŽNI DOM;ŠKRIP;177;126;126;121;5;7;4;4;40;1;0;7;7;2;40;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SUPETAR;005;MIRCA;PROSTORIJE BOĆARSKOG KLUBA;MIRCA;382;223;223;211;12;10;9;5;81;1;3;8;11;6;61;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SUPETAR;006;SPLITSKA;PUČKI DOM;SPLITSKA;411;155;155;148;7;8;15;4;39;3;6;12;7;0;45;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;001;BIRAČKO MJESTO 1. BUDIMIRI;OŠ BUDIMIRI;BUDIMIRI;112;63;63;56;7;3;0;4;28;1;2;11;6;0;0;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;002;BIRAČKO MJESTO 2. UGLJANE;O.Š. UGLJANE;UGLJANE;311;168;168;162;6;1;3;9;44;9;6;65;7;0;8;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;003;BIRAČKO MJESTO 3. NOVA SELA;OŠ NOVA SELA (STARA ŠKOLA);NOVA SELA;103;64;64;62;2;2;0;5;29;1;0;19;1;0;1;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;004;BIRAČKO MJESTO 4. ČAPORICE;OŠ ČAPORICE;ČAPORICE;318;198;198;189;9;3;11;8;103;2;4;26;13;0;5;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;005;BIRAČKO MJESTO 5. STRMENDOLAC;KUĆA MIŠE MARASOVIĆA - STRMENDOLAC;STRMENDOLAC;156;89;89;82;7;1;1;9;27;1;1;27;9;0;3;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;006;BIRAČKO MJESTO 6. VEDRINE;OŠ VEDRINE;VEDRINE;733;498;498;482;16;11;7;23;204;10;12;111;39;3;17;45
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;007;BIRAČKO MJESTO 7.TRILJ;KINO DVORANA TRILJ;TRILJ;667;428;428;407;21;4;8;18;161;9;3;113;22;1;26;42
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;008;BIRAČKO MJESTO 8.BISKO;OŠ BISKO;BISKO;312;193;193;182;11;6;4;13;99;2;1;27;4;1;14;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;009;BIRAČKO MJESTO 9. VOJNIĆ;OŠ VOJNIĆ;VOJNIĆ;446;242;242;236;6;4;1;27;89;7;5;61;16;0;1;25
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;010;BIRAČKO MJESTO 10. GARDUN;OŠ GARDUN;GARDUN;69;38;38;33;5;2;0;0;14;0;2;7;2;1;1;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;011;BIRAČKO MJESTO 11.TRILJ;OŠ TRILJ;TRILJ;1160;746;746;712;34;12;18;43;297;9;24;163;33;2;35;76
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;012;BIRAČKO MJESTO 12. KOŠUTE;OŠ KOŠUTE;KOŠUTE;1507;932;932;892;40;6;3;86;362;15;10;254;31;5;6;114
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;013;BIRAČKO MJESTO 13. GRAB;OŠ GRAB;GRAB;688;472;472;449;23;20;9;14;241;4;6;83;15;2;18;37
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;014;BIRAČKO MJESTO 14. JABUKA;OŠ JABUKA;JABUKA;224;144;144;138;6;4;9;4;46;7;0;36;4;3;21;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;015;BIRAČKO MJESTO 15. VELIĆ;OŠ VELIĆ;VELIĆ;253;168;168;159;9;3;2;2;82;0;1;42;8;0;2;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;016;BIRAČKO MJESTO 16. VRPOLJE;OŠ VRPOLJE;VRPOLJE;104;53;53;48;5;0;1;5;24;1;2;12;2;1;0;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;017;BIRAČKO MJESTO 17.STRIZIREP;O.Š STRIZIREP, STRIZIREP;STRIZIREP;42;17;17;16;1;0;0;2;12;0;0;0;2;0;0;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;018;BIRAČKO MJESTO 18. TIJARICA;OŠ TIJARICA;TIJARICA;457;194;194;185;9;8;0;17;77;3;2;31;9;0;8;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;019;BIRAČKO MJESTO 19. KAMENSKO;O.Š. KAMENSKO, KAMENSKO;KAMENSKO;124;42;42;42;0;2;1;0;30;0;0;5;0;0;0;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;020;BIRAČKO MJESTO 20. ROŽE;KUĆA VLASNIKA MARIJANA PAVLINUŠIĆA;ROŽE;48;17;17;17;0;1;0;3;10;0;0;1;0;0;1;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;021;BIRAČKO MJESTO 21. VOŠTANE;ŽUPNA KUĆA;VOŠTANE;126;34;34;34;0;0;2;7;14;0;3;6;0;0;0;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;022;BIRAČKO MJESTO 22. ČAČVINA;OŠ ČAČVINA;ČAČVINA;66;37;37;34;3;1;1;4;23;0;0;3;0;0;0;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;001;BIRAČKO MJESTO BROJ 1. U PLANOM;"DJEČJI VRTIĆ TROGIR, MATIČNI DJEČJI VRTIĆ ""LEPTIRIĆ""";CESTA PLANO 70;580;357;357;337;20;4;19;8;105;11;4;40;12;2;100;32
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;002;BIRAČKO MJESTO BROJ 2. U TROGIRU, TRAVARICA I;"SŠ ""IVAN LUCIĆ""";PUT MULINA 2B;1256;682;682;653;29;7;23;38;205;11;19;80;29;7;170;64
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;003;BIRAČKO MJESTO BROJ 3. U TROGIRU, TRAVARICA II;"SŠ ""IVAN LUCIĆ""";PUT MULINA 2B;813;434;434;410;24;5;30;16;92;8;8;48;32;1;134;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;004;BIRAČKO MJESTO BROJ 4. U TROGIRU, TRAVARICA III;"SŠ ""IVAN LUCIĆ""";PUT MULINA 2B;733;415;414;379;35;12;15;15;92;5;5;56;19;1;133;26
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;005;BIRAČKO MJESTO BROJ 5. U TROGIRU, TRAVARICA IV;"SŠ ""IVAN LUCIĆ""";PUT MULINA 2B;710;384;384;363;21;7;22;14;75;5;14;51;29;5;117;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;006;BIRAČKO MJESTO BROJ 6. U TROGIRU, TRAVARICA V;"SSŠ ""BLAŽ JURJEV TROGIRANIN""";FRANJE TUĐMANA 1;779;446;446;425;21;8;16;24;94;4;12;41;31;14;156;25
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;007;BIRAČKO MJESTO BROJ 7. U TROGIRU, TRAVARICA VI;"SSŠ ""BLAŽ JURJEV TROGIRANIN""";FRANJE TUĐMANA 1;791;421;421;401;20;6;19;27;143;13;8;49;23;3;78;32
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;008;BIRAČKO MJESTO BROJ 8. U TROGIRU, TRAVARICA VII;"SSŠ ""BLAŽ JURJEV TROGIRANIN""";FRANJE TUĐMANA 1;918;528;528;509;19;3;22;16;136;0;20;66;27;5;156;58
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;009;BIRAČKO MJESTO BROJ 9. U TROGIRU (GRAD);"OŠ ""PETAR BERISLAVIĆ""";OBALA BANA BERISLAVIĆA 16;719;385;385;360;25;9;23;13;93;11;4;46;22;6;103;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;010;BIRAČKO MJESTO BROJ 10. U TROGIRU,ČIOVO I;"DJEČJI VRTIĆ TROGIR, PODRUČNI DJEČJI VRTIĆ ""MASLINA""";SV. PETRA 8;954;460;460;441;19;5;24;18;94;7;7;60;30;2;158;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;011;BIRAČKO MJESTO BROJ 11. U TROGIRU, ČIOVO II;PROSTOR LOVAČKE UDRUGE TROGIR;OBALA KRALJA ZVONIMIRA 16;407;238;238;215;23;5;10;8;42;7;7;17;23;1;85;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;012;BIRAČKO MJESTO BROJ 12. ČIOVO III;KUĆA PUOVIĆ;OBALA KRALJA ZVONIMIRA 15;840;463;463;441;22;4;18;8;118;6;5;57;18;4;158;45
