Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;BLAŽENKO BOBAN;TONI JURIŠIĆ-SOKIĆ;IVICA KUKAVICA;RANKO OSTOJIĆ;ANTE PRANIĆ;MATE ŠIMUNDIĆ
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;124;SPLIT;KRUH SV.ANTE;SINOVČIĆA 6;922;365;365;357;8;112;30;33;82;73;27
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;125;SPLIT;KLUB DVORANA;SINOVČIĆA 6;775;313;313;296;17;94;31;32;57;51;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;126;SPLIT;DJEČJI VRTIĆ TAMARIN;NAZOROV PRILAZ 20;747;374;374;362;12;95;34;24;90;83;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;127;SPLIT;O.Š. MARJAN;GAJEVA 1;859;319;319;302;17;83;30;39;70;65;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;128;SPLIT;O.Š. MARJAN;GAJEVA 1;885;390;390;372;18;109;31;27;91;92;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;129;SPLIT;O.Š. BRDA;BRDA 2;970;421;421;404;17;160;62;56;43;42;41
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;130;SPLIT;O.Š.BRDA;BRDA 2;1030;413;412;396;16;135;53;41;58;71;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;131;SPLIT;O.Š.BRDA;BRDA 2;933;460;460;444;16;158;87;38;50;62;49
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;132;SPLIT;O.Š.BRDA;BRDA 2;998;442;442;426;16;154;66;57;44;63;42
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;133;SPLIT;O.Š.BRDA;BRDA 2;991;419;419;402;17;141;66;45;68;58;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;134;SPLIT;O.Š.MEJAŠI;MEJAŠI 20;1637;707;707;683;24;351;50;61;59;101;61
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;135;SPLIT;O.Š.MEJAŠI;MEJAŠI 20;1146;488;483;464;19;225;34;54;32;61;58
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;136;SPLIT;O.Š.MEJAŠI;MEJAŠI 20;869;364;364;353;11;186;29;39;36;30;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;137;SPLIT;O.Š.MEJAŠI;MEJAŠI 20;1106;498;498;471;27;233;30;56;42;61;49
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;138;SPLIT;OŠ MEJAŠI;MEJAŠI 20;1294;705;705;675;30;239;48;93;84;145;66
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;139;SPLIT;O.Š.MEJAŠI;MEJAŠI 20;1647;742;740;718;22;352;53;93;76;94;50
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;140;SPLIT;O.Š.RAVNE NJIVE;SARAJEVSKA 30;1011;451;451;433;18;149;45;50;80;63;46
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;141;SPLIT;O.Š.RAVNE NJIVE;SARAJEVSKA 30;931;331;331;319;12;152;39;53;18;34;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;142;SPLIT;O.Š.RAVNE NJIVE;SARAJEVSKA 30;1071;459;459;446;13;189;47;75;35;38;62
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;143;SPLIT;GRADSKI KOTAR SIROBUJA;MANDIČEVA 30;1112;451;451;432;19;201;54;52;33;37;55
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;144;SPLIT;GRADSKI KOTAR SIROBUJA;MANDIĆEVA 34;1353;623;621;599;22;311;41;69;28;82;68
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;145;SPLIT;GRADSKI KOTAR ŠINE;JOSIPOVA 2;1538;573;572;556;16;235;36;112;47;57;69
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;146;SPLIT;O.Š.VISOKA;VRH VISOKE 8;1624;670;670;645;25;245;67;87;91;91;64
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;147;SPLIT;GRADSKI KOTAR VISOKA;CESTA MIRA 3;1285;605;605;579;26;244;50;59;78;101;47
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;148;SPLIT;O.Š.VISOKA;VRH VISOKE 8;1300;533;533;521;12;300;27;66;31;58;39
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;149;SPLIT;OŠ ŽNJAN-PAZDIGRAD;PAZDIGRADSKA 1;1205;542;541;521;20;157;40;59;105;91;69
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;150;SPLIT;OŠ ŽNJAN-PAZDIGRAD;PAZDIGRADSKA 1;1145;521;521;497;24;164;39;66;91;89;48
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;151;SPLIT;OŠ ŽNJAN-PAZDIGRAD;PAZDIGRADSKA 1;1648;703;703;680;23;197;34;75;172;150;52
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;152;SPLIT;OŠ ŽNJAN-PAZDIGRAD;PAZDIGRADSKA 1;1292;585;583;561;22;174;54;55;98;115;65
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;153;SITNO DONJE;DRUŠTVENI DOM SITNO DONJE;HRVATSKIH DRAGOVOLJACA 48;238;147;147;140;7;90;9;11;6;10;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;154;SITNO GORNJE;DRUŠTVENI DOM SITNO GORNJE;SITNO GORNJE;219;127;127;123;4;60;17;8;15;18;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;155;SITNO GORNJE-SIROTKOVIĆI;DRUŠTVENI DOM SIROTKOVIĆI;SITNO GORNJE;134;82;82;78;4;41;10;4;3;9;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;156;KAMEN;MJESNI ODBOR KAMEN;SV.MIHOVILA 5;1578;649;649;626;23;314;49;65;63;61;74
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;157;SRINJINE;MJESNI ODBOR SRINJINE;SRINJINE;578;230;230;224;6;111;26;25;22;24;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;158;SRINJINE-TVRČIĆI;MJESNI ODBOR TVRČIĆI-SRINJINE;SRINJINE;426;188;187;181;6;81;19;11;23;13;34
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;159;STOBREČ;O.Š.STOBREČ;IVANKOVA 13;1478;517;517;487;30;246;33;94;35;0;79
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;160;STOBREČ;O.Š.STOBREČ;IVANKOVA 13;1196;513;513;491;22;169;49;81;84;56;52
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;161;ŽRNOVNICA;DOM KULTURE KOREŠNICA;KOREŠNICA;1307;512;512;489;23;174;33;38;88;113;43
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;162;ŽRNOVNICA;MJESNI ODBOR ŽRNOVNICA;ŽRNOVNICA;1475;572;572;547;25;196;41;69;76;112;53
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;163;SLATINE;MJESNI ODBOR SLATINE;DUBOKE GARME 2;1130;409;409;383;26;197;27;22;68;36;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;STARI GRAD;001;STARI GRAD;"OSNOVNA ŠKOLA ""PETAR HEKTOROVIĆ""";OBALA DR. FRANJE TUĐMANA 1;1089;611;611;564;47;228;19;35;165;85;32
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;STARI GRAD;002;STARI GRAD;HRVATSKI DOM - ČITOVNICA;NOVO RIVA 2;919;492;492;463;29;192;12;14;154;67;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;STARI GRAD;003;DOL;DOM MLADEŽI U DOLU;DOL;294;178;178;160;18;79;6;11;39;18;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;STARI GRAD;004;VRBANJ;DOM MATIJE IVANIĆA;VRBANJ;457;234;234;213;21;105;8;12;48;28;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SUPETAR;001;SUPETAR I.;KLUPSKE PROSTORIJE KŠR ARBUN (STARI RIBAR);HRVATSKIH VELIKANA 1;892;530;530;497;33;219;20;28;182;31;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SUPETAR;002;SUPETAR II.;"""GRADSKA VIJEĆNICA""";SUPETAR;1055;614;614;573;41;233;24;41;215;47;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SUPETAR;003;SUPETAR III.;"SREDNJA ŠKOLA ""BRAČ""";SUPETAR, KRALJA PETRA KREŠIMIRA IV 2;1305;641;641;591;50;186;15;37;263;75;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SUPETAR;004;ŠKRIP;ZADRUŽNI DOM;ŠKRIP;177;126;126;117;9;52;5;2;46;9;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SUPETAR;005;MIRCA;PROSTORIJE BOĆARSKOG KLUBA;MIRCA;382;223;223;215;8;105;5;2;75;24;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SUPETAR;006;SPLITSKA;PUČKI DOM;SPLITSKA;411;155;155;146;9;47;3;15;67;10;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;001;BIRAČKO MJESTO 1. BUDIMIRI;OŠ BUDIMIRI;BUDIMIRI;112;62;62;57;5;36;5;7;2;6;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;002;BIRAČKO MJESTO 2. UGLJANE;O.Š. UGLJANE;UGLJANE;311;168;168;161;7;68;11;37;18;11;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;003;BIRAČKO MJESTO 3. NOVA SELA;OŠ NOVA SELA (STARA ŠKOLA);NOVA SELA;103;64;64;61;3;38;4;4;2;3;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;004;BIRAČKO MJESTO 4. ČAPORICE;OŠ ČAPORICE;ČAPORICE;318;198;198;190;8;129;8;14;10;17;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;005;BIRAČKO MJESTO 5. STRMENDOLAC;KUĆA MIŠE MARASOVIĆA - STRMENDOLAC;STRMENDOLAC;156;89;89;84;5;40;4;14;7;9;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;006;BIRAČKO MJESTO 6. VEDRINE;OŠ VEDRINE;VEDRINE;733;499;499;479;20;272;31;70;30;37;39
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;007;BIRAČKO MJESTO 7.TRILJ;KINO DVORANA TRILJ;TRILJ;667;428;428;400;28;200;39;44;50;37;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;008;BIRAČKO MJESTO 8.BISKO;OŠ BISKO;BISKO;312;193;193;187;6;111;9;14;19;8;26
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;009;BIRAČKO MJESTO 9. VOJNIĆ;OŠ VOJNIĆ;VOJNIĆ;446;242;242;237;5;129;7;48;6;14;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;010;BIRAČKO MJESTO 10. GARDUN;OŠ GARDUN;GARDUN;69;38;38;30;8;19;1;5;3;2;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;011;BIRAČKO MJESTO 11.TRILJ;OŠ TRILJ;TRILJ;1160;746;746;701;45;406;37;77;61;60;60
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;012;BIRAČKO MJESTO 12. KOŠUTE;OŠ KOŠUTE;KOŠUTE;1507;934;934;884;50;483;62;158;38;46;97
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;013;BIRAČKO MJESTO 13. GRAB;OŠ GRAB;GRAB;688;472;472;450;22;301;22;34;47;25;21
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;014;BIRAČKO MJESTO 14. JABUKA;OŠ JABUKA;JABUKA;224;144;144;137;7;69;2;19;33;11;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;015;BIRAČKO MJESTO 15. VELIĆ;OŠ VELIĆ;VELIĆ;253;168;168;162;6;93;23;22;3;14;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;016;BIRAČKO MJESTO 16. VRPOLJE;OŠ VRPOLJE;VRPOLJE;104;53;53;45;8;22;2;7;5;4;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;017;BIRAČKO MJESTO 17.STRIZIREP;O.Š STRIZIREP, STRIZIREP;STRIZIREP;42;17;17;16;1;12;0;0;0;0;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;018;BIRAČKO MJESTO 18. TIJARICA;OŠ TIJARICA;TIJARICA;457;194;194;181;13;116;13;13;11;8;20
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;019;BIRAČKO MJESTO 19. KAMENSKO;O.Š. KAMENSKO, KAMENSKO;KAMENSKO;124;42;42;41;1;36;1;1;1;1;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;020;BIRAČKO MJESTO 20. ROŽE;KUĆA VLASNIKA MARIJANA PAVLINUŠIĆA;ROŽE;48;17;17;17;0;12;1;1;0;0;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;021;BIRAČKO MJESTO 21. VOŠTANE;ŽUPNA KUĆA;VOŠTANE;126;34;34;34;0;18;1;3;0;2;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;022;BIRAČKO MJESTO 22. ČAČVINA;OŠ ČAČVINA;ČAČVINA;66;37;37;36;1;25;1;1;2;2;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;001;BIRAČKO MJESTO BROJ 1. U PLANOM;"DJEČJI VRTIĆ TROGIR, MATIČNI DJEČJI VRTIĆ ""LEPTIRIĆ""";CESTA PLANO 70;580;357;357;331;26;135;19;21;110;30;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;002;BIRAČKO MJESTO BROJ 2. U TROGIRU, TRAVARICA I;"SŠ ""IVAN LUCIĆ""";PUT MULINA 2B;1256;682;682;651;31;260;33;52;211;57;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;003;BIRAČKO MJESTO BROJ 3. U TROGIRU, TRAVARICA II;"SŠ ""IVAN LUCIĆ""";PUT MULINA 2B;813;434;434;410;24;120;17;31;173;43;26
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;004;BIRAČKO MJESTO BROJ 4. U TROGIRU, TRAVARICA III;"SŠ ""IVAN LUCIĆ""";PUT MULINA 2B;733;415;414;378;36;128;17;26;156;35;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;005;BIRAČKO MJESTO BROJ 5. U TROGIRU, TRAVARICA IV;"SŠ ""IVAN LUCIĆ""";PUT MULINA 2B;710;384;384;354;30;102;17;36;142;40;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;006;BIRAČKO MJESTO BROJ 6. U TROGIRU, TRAVARICA V;"SSŠ ""BLAŽ JURJEV TROGIRANIN""";FRANJE TUĐMANA 1;779;446;446;417;29;125;15;26;178;43;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;007;BIRAČKO MJESTO BROJ 7. U TROGIRU, TRAVARICA VI;"SSŠ ""BLAŽ JURJEV TROGIRANIN""";FRANJE TUĐMANA 1;791;421;421;393;28;166;19;27;103;45;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;008;BIRAČKO MJESTO BROJ 8. U TROGIRU, TRAVARICA VII;"SSŠ ""BLAŽ JURJEV TROGIRANIN""";FRANJE TUĐMANA 1;918;528;528;498;30;191;22;39;189;34;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;009;BIRAČKO MJESTO BROJ 9. U TROGIRU (GRAD);"OŠ ""PETAR BERISLAVIĆ""";OBALA BANA BERISLAVIĆA 16;719;385;385;362;23;126;22;23;134;39;18
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;010;BIRAČKO MJESTO BROJ 10. U TROGIRU,ČIOVO I;"DJEČJI VRTIĆ TROGIR, PODRUČNI DJEČJI VRTIĆ ""MASLINA""";SV. PETRA 8;954;460;460;432;28;135;8;35;181;50;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;011;BIRAČKO MJESTO BROJ 11. U TROGIRU, ČIOVO II;PROSTOR LOVAČKE UDRUGE TROGIR;OBALA KRALJA ZVONIMIRA 16;407;238;238;214;24;58;5;6;111;23;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;012;BIRAČKO MJESTO BROJ 12. ČIOVO III;KUĆA PUOVIĆ;OBALA KRALJA ZVONIMIRA 15;840;463;463;435;28;153;31;31;177;30;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;013;BIRAČKO MJESTO BROJ 13. U TROGIRU, ČIOVO IV;KUĆA PUOVIĆ;OBALA KRALJA ZVONIMIRA 15;893;408;407;384;23;164;28;35;106;24;27
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;014;BIRAČKO MJESTO BROJ 14. U ŽEDNOM;DRUŠTVENI DOM ŽEDNO;ŽEDNO;130;74;74;74;0;20;0;11;36;2;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;015;BIRAČKO MJESTO BROJ 15. U MASTRINCI;HOTEL SV. KRIŽ;DOMOVINSKE ZAHVALNOSTI 1;1006;423;423;387;36;185;8;30;104;39;21
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;016;BIRAČKO MJESTO BROJ 16. U ARBANIJI;MJESNI ODBOR;ARBANIJA;421;229;229;218;11;95;6;13;82;11;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;017;BIRAČKO MJESTO BROJ 17. U DRVENIKU MALOM;BIVŠA OŠ DRVENIK MALI;DRVENIK MALI;163;90;90;87;3;34;3;4;39;5;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;018;BIRAČKO MJESTO BROJ 18. U DRVENIKU VELIKOM;MJESNI ODBOR;TOĆ, DRVENIK VELIKI;255;106;106;100;6;39;7;5;38;6;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VIS;001;VIS;ZGRADA GRADA VISA;TRG 30. SVIBNJA 1992. BROJ 2;659;374;374;336;38;125;10;22;113;50;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VIS;002;VIS;HRVATSKI DOM;OBALA SV. JURJA 29;407;224;224;204;20;79;10;11;55;39;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VIS;003;VIS;ZORA KUT;TRG EUGENA KVATERNIKA 2;554;311;311;289;22;102;10;15;114;30;18
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VIS;004;PODSTRAŽJE;DOM PODSTRAŽJE;PODSTRAŽJE BB;257;123;123;117;6;32;3;1;62;9;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VIS;005;MARINJE ZEMLJE;DOM MARINJE ZEMLJE;MARINJE ZEMLJE BB;91;41;41;40;1;9;4;2;19;5;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;001;PRAPATNICE;OSNOVNA ŠKOLA;PRAPATNICE;154;109;109;107;2;38;0;0;2;67;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;002;PODPROLOG;OSNOVNA ŠKOLA;PODPROLOG;330;205;205;193;12;88;3;3;2;96;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;003;BANJA;KUĆA DRINKA GRANIĆA;BANJA 61;198;135;135;132;3;40;0;1;3;85;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;004;ORAH;OSNOVNA ŠKOLA;ORAH;225;141;141;141;0;48;0;1;6;83;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;005;VELIKI PROLOG;OSNOVNA ŠKOLA;VELIKI PROLOG;242;192;192;190;2;98;2;3;4;78;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;006;KOKORIĆI;OSNOVNA ŠKOLA;KOKORIĆI;117;85;85;85;0;21;1;0;3;60;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;007;DUSINA;ZGRADA OSNOVNE ŠKOLE;DUSINA;419;331;331;328;3;167;2;1;0;152;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;008;VRGORAC;ZGRADA GRADA VRGORCA-MALA VIJEĆNICA;VRGORAC;1878;1254;1254;1235;19;378;12;10;43;761;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;009;VLAKA;KUĆA NENE OKUKA;VLAKA 9;34;21;21;21;0;9;0;0;0;12;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;010;UMČANI;OSNOVNA ŠKOLA;UMČANI;177;119;119;115;4;23;0;1;4;87;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;011;MILOŠIĆI;KUĆA IVICE ERCEGA (TUĆO);VELIKI PROLOG 98A;129;85;85;84;1;23;1;0;1;57;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;012;KOTEZI;"ZGRADA BIVŠE OSNOVNE ŠKOLE (KLUB ZA OBARANJE RUKE ""MUSE""";KOTEZI;223;162;162;159;3;36;1;0;6;116;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;013;RAŠĆANE;ZGRADA MJESNOG ODBORA RAŠĆANE (PORED IGRALIŠTA);RAŠĆANE 115;97;58;58;57;1;19;0;1;2;34;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;014;POLJICA;ZGRADA LOVAČKE UDRUGE (PORED ŠKOLE);POLJICA;57;30;30;30;0;15;1;0;1;12;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;015;DUGE NJIVE;OSNOVNA ŠKOLA;DUGE NJIVE;77;50;50;47;3;8;0;0;0;38;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;016;KOZICA;ZADRUŽNI DOM;KOZICA;53;22;22;21;1;9;0;0;2;9;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;017;ŽLIBINA;KUĆA ZORE VULETIĆA;POLJICA KOZIČKA 148;75;37;37;34;3;31;1;0;0;0;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;018;DRAGLJANE;OSNOVNA ŠKOLA;DRAGLJANE;43;32;32;32;0;3;0;0;2;27;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;019;KLJENAK;KUĆA ANTE NIZIĆA;KLJENAK 9;50;31;31;30;1;2;0;0;3;25;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;020;DRAŽEVITIĆI;ZADRUŽNI DOM;DRAŽEVITIĆI;155;106;106;104;2;31;0;0;8;64;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;021;ZAVOJANE;ZADRUŽNI DOM;ZAVOJANE;173;117;117;113;4;53;0;0;8;51;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;022;MAJIĆI;KUĆA MIRA ŽIDIĆA - BLOKETARA;ZAVOJANE 18;55;44;44;44;0;3;0;0;1;37;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;023;MIJACA;OSNOVNA ŠKOLA;MIJACA;43;26;26;26;0;17;2;0;0;7;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;024;STILJA;OSNOVNA ŠKOLA;STILJA;260;176;176;170;6;91;5;1;4;67;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;025;VINA;KUĆA IVANA FRANIĆA POK. MARKA;VINA;99;73;73;72;1;41;0;0;3;27;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;026;RAVČA;OSNOVNA ŠKOLA;RAVČA;128;83;83;83;0;9;0;0;5;69;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;001;BIRAČKO MJESTO 1. VRLIKA;GRADSKA VIJEĆNICA;FRA. FILIPA GRABOVCA 6;519;312;312;301;11;198;10;21;27;23;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;002;BIRAČKO MJESTO 2. DONJE MAOVICE;"OBJEKT ZV. ""KULINA"", VL. PETAR MIŠIĆ";DONJE MAOVICE;267;77;77;74;3;51;2;4;5;4;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;003;BIRAČKO MJESTO 3. GORNJE MAOVICE;HRVATSKE TELEKOMUNIKACIJE;GORNJE MAOVICE;186;105;105;100;5;69;5;14;5;1;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;004;BIRAČKO MJESTO 4. GARJAK;PRIVATNA KUĆA U VLASNIŠTVU ZAHARIJE UZUN;GARJAK 20;65;28;28;28;0;13;3;2;5;3;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;005;BIRAČKO MJESTO 5. PODOSOJE;OBJEKT VL. DRAGAN MARINOVIĆ;PODOSOJE 6;212;85;85;85;0;61;2;7;5;1;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;006;BIRAČKO MJESTO 6. KOSORE;PRIVATNA KUĆA U VLASNIŠTVU MARIN LELAS;KOSORE 6A;159;88;88;85;3;53;2;10;4;8;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;007;BIRAČKO MJESTO 7. VINALIĆ;HRVATSKE TELEKOMUNIKACIJE;VINALIĆ;173;100;100;98;2;78;3;6;3;4;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;008;BIRAČKO MJESTO 8. JEŽEVIĆ;HRVATSKE TELEKOMUNIKACIJE;JEŽEVIĆ;237;126;126;124;2;81;5;14;9;3;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BAŠKA VODA;001;BAŠKA VODA;ZGRADA OPĆINE;OBALA SV.NIKOLE 65;1160;653;652;602;50;284;16;31;108;130;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;BAŠKA VODA;002;BAŠKA VODA;ZGRADA LUKE;OBALA SV. NIKOLE 2;908;525;525;499;26;270;22;36;58;97;16
