Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;ZLATKO KOMADINA;GARI CAPPELLI
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MALINSKA-DUBAŠNICA;002;MILOVČIĆI;PROSTORIJE DRUŠTVENOG DOMA;MILOVČIĆI 42;833;110;110;109;1;57;52
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MALINSKA-DUBAŠNICA;003;MALINSKA-DUBAŠNICA;PROST.PRIVATNOG STAMBENOG OBJEKTA;MALINSKA DUBAŠNICA, PORAT BR. 5 A;549;90;90;90;0;42;48
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MALINSKA-DUBAŠNICA;004;MALINSKA-DUBAŠNICA;"PROST. OŠ ""FRAN KRSTO FRANKOPAN""";BOGOVIĆI, STIPKINO 7;507;78;78;76;2;30;46
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MALINSKA-DUBAŠNICA;005;MALINSKA-DUBAŠNICA;PROST. OPĆINE MALINSKA-DUBAŠNICA;MALINSKA-DUB., LINA BOLMARČIĆA 22;1659;258;258;258;0;153;105
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;001;MATULJI;"OŠ ""ANDRIJE MOHOROVIČIĆ"" - LIJEVO";ŠETALIŠTE DRAGA GERVAISA 1;982;381;381;358;23;258;100
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;002;MATULJI;"OŠ ""ANDRIJE MOHOROVIČIĆ"" - DESNO";ŠETALIŠTE DRAGA GERVAISA 1;1097;399;399;388;11;255;133
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;003;BREGI;DOM BREGI;POŠČIĆI 57;632;257;257;252;5;177;75
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;004;MATULJI;OPĆINA MATULJI, ZGRADA OPĆINE MATULJI;TRG M. TITA 11;966;314;314;308;6;203;105
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;005;MATULJI;PROSTORIJE AMK-MATULJI;KASTAVSKA CESTA 4;1080;334;334;316;18;186;130
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;006;JUŠIĆI;DRUŠTVENI DOM;JUŠIĆI 42;776;306;306;298;8;203;95
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;007;RUKAVAC;"PODRUČNA ŠKOLA ""RUKAVAC""";RUKAVAC BB;1071;355;355;345;10;228;117
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;008;JURDANI;MJESNI URED JURDANI;JURDANI 64;563;204;204;200;4;141;59
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;009;KUĆELI;DOM BIŠKUPI;BIŠKUPI;112;52;52;47;5;41;6
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;010;PERMANI;DOM PERMANI;PERMANI 1;523;231;231;215;16;151;64
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;011;BREŠCA;"OŠ ""DRAGO GERVAIS""-BREŠCA";BREŠCA 6;324;130;130;125;5;80;45
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;012;VELI BRGUD;DOM VELI BRGUD;VELI BRGUD 62;475;187;187;184;3;134;50
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;013;ZVONEĆA;"PODRUČNA ŠKOLA ""ZVONEĆA""";ZVONEĆA 40;221;85;85;79;6;59;20
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;014;VELE MUNE;PROSTORIJE BIVŠE MJESNE ZAJEDNICE;VELE MUNE 2;222;89;89;88;1;56;32
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;015;RUPA;DRUŠTVENI DOM RUPA;RUPA 29;288;122;122;119;3;83;36
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;016;PASJAK;"KUD ""DANICA""";PASJAK 6O;118;48;48;48;0;23;25
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;017;ŠAPJANE;DOM ŠAPJANE;ŠAPJANE;161;97;97;90;7;63;27
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;018;BRDCE;ZGRADA BROJ  2;BRDCE;59;14;14;11;3;8;3
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;019;LIPA;MUZEJ LIPA;LIPA 35;113;54;54;53;1;39;14
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MATULJI;020;ŽEJANE;PODRUČNA ŠKOLA ŽEJANE;ŽEJANE 1;107;47;47;47;0;30;17
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MOŠĆENIČKA DRAGA;001;MOŠĆENIČKA DRAGA;OPĆINSKA VIJEĆNICA;TRG SLOBODE 7;632;182;182;181;1;122;59
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MOŠĆENIČKA DRAGA;002;MOŠĆENICE;ŠKOLA MOŠĆENICE, RAZRED;MOŠĆENICE;273;93;93;88;5;70;18
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MOŠĆENIČKA DRAGA;003;BRSEČ;ŠKOLA BRSEČ, RAZRED;BRSEČ;366;122;122;122;0;87;35
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MRKOPALJ;001;BIRAČKO MJESTO BR.1;DOM KULTURE MRKOPALJ;MRKOPALJ, NOVI VAROŠ 1;661;172;172;164;8;95;69
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;MRKOPALJ;002;BIRAČKO MJESTO BR.2;OSNOVNA ŠKOLA SUNGER;SUNGER, SUNGER 64 A;308;106;106;103;3;76;27
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;OMIŠALJ;001;OMIŠALJ;"KNJIŽNICA ""VID OMIŠLJANIN""";OMIŠALJ, PRIKEŠTE 13;595;152;152;150;2;106;44
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;OMIŠALJ;002;OMIŠALJ;VIJEĆNICA OPĆINE OMIŠALJ PRVI KAT LIJEVO;OMIŠALJ, PRIKEŠTE 13;1284;226;226;224;2;132;92
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;OMIŠALJ;003;NJIVICE;"PROSTORIJE MJESNOG ODBORA ""NJIVICE""";NJIVICE, RIBARSKA OBALA 10;531;112;112;108;4;56;52
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;OMIŠALJ;004;NJIVICE;PROSTORIJE DRUŠTVENOG CENTRA KIJAC;NJIVICE, CVJETNI TRG 8;731;168;168;162;6;113;49
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;PUNAT;001;STARA BAŠKA;PRIVATNI PROSTOR;STARA BAŠKA 80;141;86;86;82;4;40;42
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;PUNAT;002;PUNAT;ŠKOLSKA SPORTSKA DVORANA PODRUČNE ŠKOLE PUNAT;PUNAT, POD TOPOL 18;923;588;588;567;21;381;186
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;PUNAT;003;PUNAT;PROSTOR ZGRADE NARODNOG DOMA (VELIKA SALA );PUNAT, NOVI PUT 2;981;606;606;577;29;356;221
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;RAVNA GORA;001;BIRAČKO MJESTO BR. 1;DOM KULTURE RAVNA GORA;RAVNA GORA, IVANA GORANA KOVAČIĆA 138;675;227;227;224;3;111;113
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;RAVNA GORA;002;BIRAČKO MJESTO BR. 2;"SPC ""GORANKA"" RAVNA GORA";RAVNA GORA, I.G. KOVAČIĆA 174;694;217;217;214;3;120;94
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;RAVNA GORA;003;BIRAČKO MJESTO BR. 3;OSNOVNA ŠKOLA DR. B.MARKOVIĆA, PODRUČNA ŠKOLA STARA SUŠICA;STARA SUŠICA, KAROLINSKA CESTA 62;197;71;71;71;0;35;36
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;RAVNA GORA;004;BIRAČKO MJESTO BR. 4;VATROGASNI DOM STARI LAZ;STARI LAZ, STARI LAZ 80 A;156;59;59;59;0;33;26
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;RAVNA GORA;005;BIRAČKO MJESTO BR. 5;VATROGASNI DOM KUPJAK;KUPJAK, KUPJAK 86;201;65;65;64;1;27;37
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;SKRAD;001;BIRAČKO MJESTO BR. 1;DOM KULTURE SKRAD;SKRAD, JOSIPA BLAŽEVIĆA-BLAŽA 8A;864;301;301;291;10;148;143
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VINODOLSKA OPĆINA;001;BIRAČKO MJESTO BROJ 1, ODJELJAK 1;"PROSTORIJE ""DOM KULTURE"" BRIBIR";BRIBIR, BRIBIR 3/I;843;371;371;353;18;219;134
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VINODOLSKA OPĆINA;002;BIRAČKO MJESTO BROJ 2,ODJELJAK 2;"PROSTORIJE ""DOM KULTURE"" BRIBIR";BRIBIR, BRIBIR 3/I;695;301;301;290;11;155;135
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VINODOLSKA OPĆINA;003;BIRAČKO MJESTO BR. 3;"PROSTORIJE ""DOM KULTURE"" U GRIŽANIMA-BELGRAD";GRIŽANE 47;843;363;363;355;8;232;123
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VINODOLSKA OPĆINA;004;BIRAČKO MJESTO BR. 4;"PROSTORIJE ""DOM KULTURE"" TRIBALJ";TRIBALJ, TRIBALJ 31B;609;265;265;259;6;139;120
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VINODOLSKA OPĆINA;005;BIRAČKO MJESTO BR. 5;"PROSTORIJE ""DOM KULTURE"" DRIVENIK";DRIVENIK, DRIVENIK 6;302;115;115;115;0;61;54
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;001;MARINIĆI;"""DOM MARINIĆI""";MARINIĆI 9;1134;283;283;276;7;154;122
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;002;MARINIĆI;"""DOM MARINIĆI""";MARINIĆI 9;1136;288;288;281;7;152;129
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;003;MARINIĆI;"""DOM MARINIĆI""";MARINIĆI 9;1193;338;338;332;6;187;145
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;004;VIŠKOVO;"OŠ ""SVETI MATEJ""";VOZIŠĆE 13;1400;376;376;369;7;201;168
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;005;VIŠKOVO;"OŠ ""SVETI MATEJ""";VOZIŠĆE 13;1341;370;370;366;4;208;158
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;006;VIŠKOVO;"OŠ ""SVETI MATEJ""";VOZIŠĆE 13;1686;418;418;405;13;163;242
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;007;SROKI;"""VATROGASNI DOM""";GORNJI SROKI 53;1412;360;360;351;9;194;157
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;008;SROKI;"""VATROGASNI DOM""";GORNJI SROKI 53;1246;303;303;296;7;140;156
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;009;MARČELJI;"""STARA ŠKOLA MARČELJI""";MARČELJI 89;1066;305;305;298;7;121;177
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;010;MARČELJI;"""STARA ŠKOLA MARČELJI""";MARČELJI 89;1122;352;352;343;9;158;185
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VIŠKOVO;011;SARŠONI;"""STARA ŠKOLA SARŠONI""";SARŠONI BB;1520;440;440;415;25;220;195
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VRBNIK;001;VRBNIK;ZGRADA OPĆINE,  PRIZEMLJE;VRBNIK, TRG ŠKUJICA 7;857;259;259;257;2;95;162
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VRBNIK;002;RISIKA;ZGRADA STARE ŠKOLE;VRBNIK, RISIKA BB;180;34;34;34;0;22;12
08;PRIMORSKO-GORANSKA ŽUPANIJA;općina;VRBNIK;003;GARICA;ZGRADA STARE ŠKOLE;VRBNIK, GARICA BB;161;46;46;45;1;27;18
