Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;TOMISLAV TOMAŠEVIÆ;MIROSLAV ŠKORO
21;GRAD ZAGREB;grad;GRAD ZAGREB;305;JARUN;PROSTORIJE MJESNOG ODBORA;HRGOVIÆI 57A;1112;531;531;525;6;384;141
21;GRAD ZAGREB;grad;GRAD ZAGREB;306;JARUN;PROSTORIJE MJESNOG ODBORA;HRGOVIÆI 57A;1217;586;586;581;5;448;133
21;GRAD ZAGREB;grad;GRAD ZAGREB;307;JARUN;OŠ BARTOLA KAŠIÆA;VRISNIÈKA ULICA 4;1324;615;615;603;12;416;187
21;GRAD ZAGREB;grad;GRAD ZAGREB;308;JARUN;OŠ BARTOLA KAŠIÆA;VRISNIÈKA ULICA 4;1370;737;737;726;11;463;263
21;GRAD ZAGREB;grad;GRAD ZAGREB;309;JARUN;OŠ BARTOLA KAŠIÆA;VRISNIÈKA ULICA 4;1379;644;644;628;16;392;236
21;GRAD ZAGREB;grad;GRAD ZAGREB;310;JARUN;OŠ BARTOLA KAŠIÆA;VRISNIÈKA ULICA 4;1336;580;580;574;6;417;157
21;GRAD ZAGREB;grad;GRAD ZAGREB;311;JARUN;OŠ BARTOLA KAŠIÆA;VRISNIÈKA ULICA 4;1354;611;610;598;12;423;175
21;GRAD ZAGREB;grad;GRAD ZAGREB;312;JARUN;OŠ BARTOLA KAŠIÆA;VRISNIÈKA ULICA 4;1313;681;679;669;10;433;236
21;GRAD ZAGREB;grad;GRAD ZAGREB;313;KNEŽIJA;PROSTORIJE MJESNOG ODBORA;ALBAHARIJEVA ULICA 2;962;474;474;468;6;371;97
21;GRAD ZAGREB;grad;GRAD ZAGREB;314;KNEŽIJA;OŠ MATIJE GUPCA;ULICA DAVORINA BAZJANCA 2;1423;715;715;712;3;553;159
21;GRAD ZAGREB;grad;GRAD ZAGREB;315;KNEŽIJA;OŠ MATIJE GUPCA;ULICA DAVORINA BAZJANCA 2;1362;646;646;636;10;465;171
21;GRAD ZAGREB;grad;GRAD ZAGREB;316;KNEŽIJA;OŠ MATIJE GUPCA;ULICA DAVORINA BAZJANCA 2;1312;611;611;600;11;486;114
21;GRAD ZAGREB;grad;GRAD ZAGREB;317;KNEŽIJA;OŠ MATIJE GUPCA;ULICA DAVORINA BAZJANCA 2;1441;669;669;656;13;511;145
21;GRAD ZAGREB;grad;GRAD ZAGREB;318;KNEŽIJA;OŠ MATIJE GUPCA;ULICA DAVORINA BAZJANCA 2;1347;607;607;598;9;403;195
21;GRAD ZAGREB;grad;GRAD ZAGREB;319;KNEŽIJA;PROSTORIJE MJESNOG ODBORA;HORVAÆANSKA CESTA 54;1013;509;509;497;12;385;112
21;GRAD ZAGREB;grad;GRAD ZAGREB;320;PREÈKO;OŠ PREÈKO;DEKANIÆI 6;1242;580;580;566;14;401;165
21;GRAD ZAGREB;grad;GRAD ZAGREB;321;PREÈKO;OŠ PREÈKO;DEKANIÆI 6;1270;517;517;510;7;381;129
21;GRAD ZAGREB;grad;GRAD ZAGREB;322;PREÈKO;OŠ PREÈKO;DEKANIÆI 6;1325;618;617;606;11;433;173
21;GRAD ZAGREB;grad;GRAD ZAGREB;323;PREÈKO;OŠ PREÈKO;DEKANIÆI 6;1375;648;648;634;14;469;165
21;GRAD ZAGREB;grad;GRAD ZAGREB;324;PREÈKO;OŠ PREÈKO;DEKANIÆI 6;1233;580;580;571;9;418;153
21;GRAD ZAGREB;grad;GRAD ZAGREB;325;PREÈKO;OŠ PREÈKO;DEKANIÆI 6;1233;545;545;534;11;400;134
21;GRAD ZAGREB;grad;GRAD ZAGREB;326;PREÈKO;OŠ PREÈKO;DEKANIÆI 6;1218;501;501;486;15;332;154
21;GRAD ZAGREB;grad;GRAD ZAGREB;327;PREÈKO;OŠ NIKOLE TESLE;ULICA IVANA MATETIÆA RONJGOVA 67;1092;488;488;472;16;354;118
21;GRAD ZAGREB;grad;GRAD ZAGREB;328;PREÈKO;OŠ NIKOLE TESLE;ULICA IVANA MATETIÆA RONJGOVA 67;1104;529;529;523;6;431;92
21;GRAD ZAGREB;grad;GRAD ZAGREB;329;PREÈKO;OŠ NIKOLE TESLE;ULICA IVANA MATETIÆA RONJGOVA 67;1085;470;470;458;12;332;126
21;GRAD ZAGREB;grad;GRAD ZAGREB;330;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1253;581;581;571;10;404;167
21;GRAD ZAGREB;grad;GRAD ZAGREB;331;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1225;616;616;590;26;414;176
21;GRAD ZAGREB;grad;GRAD ZAGREB;332;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1264;639;639;628;11;449;179
21;GRAD ZAGREB;grad;GRAD ZAGREB;333;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1277;635;635;625;10;393;232
21;GRAD ZAGREB;grad;GRAD ZAGREB;334;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1247;611;611;604;7;452;152
21;GRAD ZAGREB;grad;GRAD ZAGREB;335;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1277;640;639;625;14;439;186
21;GRAD ZAGREB;grad;GRAD ZAGREB;336;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1271;648;648;630;18;409;221
21;GRAD ZAGREB;grad;GRAD ZAGREB;337;BAN KEGLEVIÆ;PROSTORIJE MJESNOG ODBORA;TRG FRANCUSKE REPUBLIKE 11;1218;623;623;609;14;479;130
21;GRAD ZAGREB;grad;GRAD ZAGREB;338;BAN KEGLEVIÆ;PROSTORIJE MJESNOG ODBORA;BLEIWEISOVA ULICA 24;1201;578;576;569;7;451;118
21;GRAD ZAGREB;grad;GRAD ZAGREB;339;BAN KEGLEVIÆ;PROSTORIJE MJESNOG ODBORA;BLEIWEISOVA ULICA 24;1117;593;592;584;8;438;146
21;GRAD ZAGREB;grad;GRAD ZAGREB;340;BARTOL KAŠIÆ;PROSTORIJE MJESNOG ODBORA;SELSKA CESTA 3;783;394;394;391;3;311;80
21;GRAD ZAGREB;grad;GRAD ZAGREB;341;BARTOL KAŠIÆ;PROSTORIJE MJESNOG ODBORA;SELSKA CESTA 3;695;324;324;314;10;240;74
21;GRAD ZAGREB;grad;GRAD ZAGREB;342;BARTOL KAŠIÆ;OŠ IVANA CANKARA;ULICA IVANA CANKARA 10;1384;644;644;638;6;499;139
21;GRAD ZAGREB;grad;GRAD ZAGREB;343;GORNJA KUSTOŠIJA;"DJEÈJI VRTIÆ ""PETAR PAN""";LENDAVSKA ULICA 7;1586;677;677;659;18;421;238
21;GRAD ZAGREB;grad;GRAD ZAGREB;344;GORNJA KUSTOŠIJA;OŠ KUSTOŠIJA;SOKOLSKA ULICA 7;1554;664;664;647;17;422;225
21;GRAD ZAGREB;grad;GRAD ZAGREB;345;GORNJA KUSTOŠIJA;OŠ KUSTOŠIJA - PODRUÈNA ŠKOLA GORNJA KUSTOŠIJA;KUSTOŠIJANSKA ULICA 272;1546;655;655;637;18;410;227
21;GRAD ZAGREB;grad;GRAD ZAGREB;346;GORNJA KUSTOŠIJA;OŠ KUSTOŠIJA - PODRUÈNA ŠKOLA GORNJA KUSTOŠIJA;KUSTOŠIJANSKA ULICA 272;1554;637;635;617;18;356;261
21;GRAD ZAGREB;grad;GRAD ZAGREB;347;JELENOVAC;PODRUÈNI URED ÈRNOMEREC;TRG FRANCUSKE REPUBLIKE 15;1437;681;681;665;16;459;206
21;GRAD ZAGREB;grad;GRAD ZAGREB;348;JELENOVAC;PODRUÈNI URED ÈRNOMEREC;TRG FRANCUSKE REPUBLIKE 15;1230;561;560;551;9;418;133
21;GRAD ZAGREB;grad;GRAD ZAGREB;349;KUSTOŠIJA - CENTAR;PROSTORIJE MJESNOG ODBORA;ILICA 259;1004;446;446;437;9;283;154
21;GRAD ZAGREB;grad;GRAD ZAGREB;350;KUSTOŠIJA - CENTAR;OŠ KUSTOŠIJA;SOKOLSKA ULICA 7;822;319;319;314;5;224;90
21;GRAD ZAGREB;grad;GRAD ZAGREB;351;KUSTOŠIJA - CENTAR;OŠ KUSTOŠIJA;SOKOLSKA ULICA 7;866;392;392;383;9;286;97
21;GRAD ZAGREB;grad;GRAD ZAGREB;352;MEDVEDGRAD;PROSTORIJE MJESNOG ODBORA;MIKULIÆI 189;700;349;349;341;8;209;132
21;GRAD ZAGREB;grad;GRAD ZAGREB;353;MEDVEDGRAD;DVORAC PONGRATZ;MIKULIÆI 133;1494;779;779;766;13;449;317
21;GRAD ZAGREB;grad;GRAD ZAGREB;354;MEDVEDGRAD;DJEÈJI VRTIÆ ŠUMSKA JAGODA;BIJENIK 164;865;412;412;400;12;253;147
21;GRAD ZAGREB;grad;GRAD ZAGREB;355;MEDVEDGRAD;DJEÈJI VRTIÆ ŠUMSKA JAGODA;BIJENIK 164;988;477;477;467;10;303;164
21;GRAD ZAGREB;grad;GRAD ZAGREB;356;SVETI DUH;PROSTORIJE MJESNOG ODBORA;SVETI DUH 26;1218;571;571;558;13;382;176
21;GRAD ZAGREB;grad;GRAD ZAGREB;357;SVETI DUH;OŠ MEDVEDGRAD;STRMA CESTA 15;1125;489;489;473;16;320;153
21;GRAD ZAGREB;grad;GRAD ZAGREB;358;SVETI DUH;OŠ MEDVEDGRAD;STRMA CESTA 15;1115;485;485;474;11;298;176
21;GRAD ZAGREB;grad;GRAD ZAGREB;359;SVETI DUH;OŠ MEDVEDGRAD;STRMA CESTA 15;1151;485;483;474;9;330;144
21;GRAD ZAGREB;grad;GRAD ZAGREB;360;SVETI DUH;PROSTORIJE MJESNOG ODBORA;DUNJEVAC 15A;1346;664;664;653;11;442;211
21;GRAD ZAGREB;grad;GRAD ZAGREB;361;ŠESTINSKI DOL-VRHOVEC;OŠ NAD LIPOM;NAD LIPOM 13/1;985;478;478;463;15;349;114
21;GRAD ZAGREB;grad;GRAD ZAGREB;362;ŠESTINSKI DOL-VRHOVEC;OŠ NAD LIPOM;NAD LIPOM 13/1;975;514;514;499;15;299;200
21;GRAD ZAGREB;grad;GRAD ZAGREB;363;ŠESTINSKI DOL-VRHOVEC;OŠ NAD LIPOM;NAD LIPOM 13/1;1001;475;475;463;12;346;117
21;GRAD ZAGREB;grad;GRAD ZAGREB;364;ŠESTINSKI DOL-VRHOVEC;OŠ PAVLEKA MIŠKINE;SVETI DUH 24;1020;511;511;504;7;381;123
21;GRAD ZAGREB;grad;GRAD ZAGREB;365;ŠESTINSKI DOL-VRHOVEC;OŠ PAVLEKA MIŠKINE;SVETI DUH 24;1029;448;448;442;6;287;155
21;GRAD ZAGREB;grad;GRAD ZAGREB;366;ŠESTINSKI DOL-VRHOVEC;OŠ PAVLEKA MIŠKINE;SVETI DUH 24;1019;420;419;413;6;302;111
21;GRAD ZAGREB;grad;GRAD ZAGREB;367;BRANOVEC-JALŠEVEC;VATROGASNI DOM;BRANOVEÈKA CESTA 94;1018;400;400;392;8;186;206
21;GRAD ZAGREB;grad;GRAD ZAGREB;368;ÈUÈERJE;OŠ ÈUÈERJE;ÈUÈERSKA CESTA 382;1150;480;480;464;16;250;214
21;GRAD ZAGREB;grad;GRAD ZAGREB;369;ÈUÈERJE;OŠ ÈUÈERJE;ÈUÈERSKA CESTA 382;1127;386;386;372;14;240;132
21;GRAD ZAGREB;grad;GRAD ZAGREB;370;DANKOVEC;OŠ ÈUÈERJE-PODRUÈNA ŠKOLA DANKOVEC;SLANOVEÈKA CESTA 19;1254;535;535;526;9;280;246
21;GRAD ZAGREB;grad;GRAD ZAGREB;371;DANKOVEC;OŠ ÈUÈERJE-PODRUÈNA ŠKOLA DANKOVEC;SLANOVEÈKA CESTA 19;1240;471;471;453;18;262;191
21;GRAD ZAGREB;grad;GRAD ZAGREB;372;DUBEC;OŠ ANTUNA MIHANOVIÆA;DUBEÈKA ULICA 5;1215;547;547;536;11;308;228
21;GRAD ZAGREB;grad;GRAD ZAGREB;373;DUBEC;OŠ ANTUNA MIHANOVIÆA;DUBEÈKA ULICA 5;1210;542;542;524;18;241;283
21;GRAD ZAGREB;grad;GRAD ZAGREB;374;DUBEC;PROSTORIJE MJESNOG ODBORA;ULICA RUDOLFA IVANKOVIÆA 34;1313;545;545;523;22;272;251
21;GRAD ZAGREB;grad;GRAD ZAGREB;375;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARÈEVIÆA;ULICA SV. LEOPOLDA MANDIÆA 55;1249;611;611;598;13;321;277
21;GRAD ZAGREB;grad;GRAD ZAGREB;376;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARÈEVIÆA;ULICA SV. LEOPOLDA MANDIÆA 55;1281;562;562;548;14;225;323
21;GRAD ZAGREB;grad;GRAD ZAGREB;377;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARÈEVIÆA;ULICA SV. LEOPOLDA MANDIÆA 55;1317;642;642;631;11;325;306
21;GRAD ZAGREB;grad;GRAD ZAGREB;378;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARÈEVIÆA;ULICA SV. LEOPOLDA MANDIÆA 55;1292;567;567;558;9;351;207
21;GRAD ZAGREB;grad;GRAD ZAGREB;379;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARÈEVIÆA;ULICA SV. LEOPOLDA MANDIÆA 55;1269;586;586;572;14;310;262
21;GRAD ZAGREB;grad;GRAD ZAGREB;380;GORNJA DUBRAVA;DJEÈJI VRTIÆ RADOST;LJUBIJSKA ULICA 79A;988;470;470;459;11;229;230
21;GRAD ZAGREB;grad;GRAD ZAGREB;381;GORNJA DUBRAVA;DJEÈJI VRTIÆ RADOST;LJUBIJSKA ULICA 79A;1002;406;406;403;3;196;207
21;GRAD ZAGREB;grad;GRAD ZAGREB;382;GORNJA DUBRAVA;DJEÈJI VRTIÆ RADOST;LJUBIJSKA ULICA 79A;1073;447;447;437;10;263;174
21;GRAD ZAGREB;grad;GRAD ZAGREB;383;GORNJA DUBRAVA;OŠ ŽUTI BRIJEG;VRTNJAKOVEÈKA ULICA 8;1511;598;598;584;14;323;261
21;GRAD ZAGREB;grad;GRAD ZAGREB;384;GORNJA DUBRAVA;PROSTORIJE MJESNOG ODBORA;DRAVSKA ULICA 4;1200;539;539;531;8;295;236
21;GRAD ZAGREB;grad;GRAD ZAGREB;385;GRANEŠINA;VATROGASNI DOM GRANEŠINA;GRANEŠINA 18;865;383;383;374;9;137;237
21;GRAD ZAGREB;grad;GRAD ZAGREB;386;GRANEŠINA;PROSTORIJE MJESNOG ODBORA;SUNEKOVA ULICA 135;862;427;427;421;6;37;384
21;GRAD ZAGREB;grad;GRAD ZAGREB;387;GRANEŠINSKI NOVAKI;PROSTORIJE MJESNOG ODBORA;NOVAÈKA ULICA 200;1432;606;605;599;6;288;311
21;GRAD ZAGREB;grad;GRAD ZAGREB;388;KLAKA;OŠ MATE LOVRAKA;ALEJA BLAŽA JURIŠIÆA 13;1381;615;615;605;10;364;241
21;GRAD ZAGREB;grad;GRAD ZAGREB;389;KLAKA;OŠ MATE LOVRAKA;ALEJA BLAŽA JURIŠIÆA 13;1292;561;561;550;11;301;249
21;GRAD ZAGREB;grad;GRAD ZAGREB;390;KLAKA;OŠ MATE LOVRAKA;ALEJA BLAŽA JURIŠIÆA 13;1197;496;496;490;6;326;164
21;GRAD ZAGREB;grad;GRAD ZAGREB;391;KLAKA;OŠ MATE LOVRAKA;ALEJA BLAŽA JURIŠIÆA 13;1265;490;490;480;10;93;387
21;GRAD ZAGREB;grad;GRAD ZAGREB;392;KLAKA;OŠ MATE LOVRAKA;ALEJA BLAŽA JURIŠIÆA 13;1254;504;504;493;11;211;282
21;GRAD ZAGREB;grad;GRAD ZAGREB;393;KLAKA;DJEÈJI VRTIÆ PÈELICA;ULICA JOSIPA HAMMA 2;1025;481;481;471;10;279;192
21;GRAD ZAGREB;grad;GRAD ZAGREB;394;KLAKA;PROSTORIJE MJESNOG ODBORA;ULICA ZDENKA ŠKREBA 3;1165;446;445;435;10;223;212
21;GRAD ZAGREB;grad;GRAD ZAGREB;395;MIROŠEVEC;PROSTORIJE MJESNOG ODBORA;MIROŠEVEÈKA CESTA 131;1621;706;706;691;15;319;372
21;GRAD ZAGREB;grad;GRAD ZAGREB;396;NOVOSELEC;PROSTORIJE MJESNOG ODBORA;NOVOSELEÈKI PUT 181;1513;642;642;630;12;235;395
21;GRAD ZAGREB;grad;GRAD ZAGREB;397;OPOROVEC;PROSTORIJE MJESNOG ODBORA;OPOROVEÈKI VINOGRADI 20;1289;541;541;531;10;255;276
21;GRAD ZAGREB;grad;GRAD ZAGREB;398;OPOROVEC;PROSTORIJE MJESNOG ODBORA;OPOROVEÈKI VINOGRADI 20;1290;567;567;552;15;212;340
21;GRAD ZAGREB;grad;GRAD ZAGREB;399;POLJANICE;PROSTORIJE MJESNOG ODBORA;DUBRAVA 203;1318;631;631;612;19;335;277
21;GRAD ZAGREB;grad;GRAD ZAGREB;400;POLJANICE;DJEÈJI VRTIÆ SUNCE;TREÆE POLJANICE 2;1297;610;610;599;11;288;311
21;GRAD ZAGREB;grad;GRAD ZAGREB;401;POLJANICE;DJEÈJI VRTIÆ SUNCE;TREÆE POLJANICE 2;1379;628;628;614;14;279;335
21;GRAD ZAGREB;grad;GRAD ZAGREB;402;STUDENTSKI GRAD;OŠ VJENCESLAVA NOVAKA;ULICA VILE VELEBITA 15A;1519;646;646;643;3;432;211
21;GRAD ZAGREB;grad;GRAD ZAGREB;403;STUDENTSKI GRAD;OŠ VJENCESLAVA NOVAKA;ULICA VILE VELEBITA 15A;1491;724;724;711;13;446;265
21;GRAD ZAGREB;grad;GRAD ZAGREB;404;STUDENTSKI GRAD;PROSTORIJE MJESNOG ODBORA;ULICA VILE VELEBITA 10/3;1015;460;460;454;6;247;207
21;GRAD ZAGREB;grad;GRAD ZAGREB;405;STUDENTSKI GRAD;PROSTORIJE MJESNOG ODBORA;ULICA VILE VELEBITA 10/3;1033;422;422;416;6;270;146
21;GRAD ZAGREB;grad;GRAD ZAGREB;406;STUDENTSKI GRAD;PREHRAMBENO-TEHNOLOŠKA ŠKOLA;ULICA GJURE PREJCA 2;1056;515;515;504;11;343;161
21;GRAD ZAGREB;grad;GRAD ZAGREB;407;TRNOVÈICA;OŠ A.B. ŠIMIÆA;KROTOVICA 15;941;452;452;440;12;155;285
21;GRAD ZAGREB;grad;GRAD ZAGREB;408;TRNOVÈICA;OŠ A.B. ŠIMIÆA;KROTOVICA 15;919;399;399;395;4;109;286
21;GRAD ZAGREB;grad;GRAD ZAGREB;409;TRNOVÈICA;PROSTORIJE MJESNOG ODBORA;TRNOVÈICA 2A;1196;604;604;590;14;177;413
21;GRAD ZAGREB;grad;GRAD ZAGREB;410;ZELENI BRIJEG;TENISKI KLUB MIROŠEVEÈINA;MIROŠEVEÈKI BRIJEG 45;883;418;418;412;6;253;159
21;GRAD ZAGREB;grad;GRAD ZAGREB;411;ÈULINEC;PROSTORIJE MJESNOG ODBORA;ULICA BADEMA 2A;809;341;341;328;13;178;150
21;GRAD ZAGREB;grad;GRAD ZAGREB;412;ÈULINEC;PROSTORIJE MJESNOG ODBORA;ULICA BADEMA 2A;887;432;432;426;6;261;165
21;GRAD ZAGREB;grad;GRAD ZAGREB;413;DONJA DUBRAVA;OŠ MARIJE JURIÆ ZAGORKE;ŠTEFANOVEÈKA CESTA 67;1433;607;607;592;15;278;314
21;GRAD ZAGREB;grad;GRAD ZAGREB;414;DONJA DUBRAVA;OŠ MARIJE JURIÆ ZAGORKE;ŠTEFANOVEÈKA CESTA 67;1450;650;650;639;11;339;300
21;GRAD ZAGREB;grad;GRAD ZAGREB;415;IVAN MAŽURANIÆ;OŠ IVANA MAŽURANIÆA;JAVORINSKA ULICA 5;1297;652;652;643;9;332;311
21;GRAD ZAGREB;grad;GRAD ZAGREB;416;IVAN MAŽURANIÆ;OŠ IVANA MAŽURANIÆA;JAVORINSKA ULICA 5;1208;531;527;507;20;252;255
21;GRAD ZAGREB;grad;GRAD ZAGREB;417;IVAN MAŽURANIÆ;DOM ZDRAVLJA ZAGREB-ISTOK AMBULANTA;SLAVONSKA ULICA 35;1505;730;730;717;13;336;381
21;GRAD ZAGREB;grad;GRAD ZAGREB;418;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;1215;514;513;508;5;280;228
21;GRAD ZAGREB;grad;GRAD ZAGREB;419;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;1226;442;442;438;4;203;235
21;GRAD ZAGREB;grad;GRAD ZAGREB;420;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;1198;526;526;514;12;345;169
21;GRAD ZAGREB;grad;GRAD ZAGREB;421;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;1257;531;531;515;16;294;221
21;GRAD ZAGREB;grad;GRAD ZAGREB;422;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;1248;551;551;533;18;301;232
21;GRAD ZAGREB;grad;GRAD ZAGREB;423;NOVI RETKOVEC;PROSTORIJE MJESNOG ODBORA;ULICA BREZA 26;1238;528;527;519;8;316;203
21;GRAD ZAGREB;grad;GRAD ZAGREB;424;RESNIÈKI GAJ;PROSTORIJE MJESNOG ODBORA;ÈULINEÈKA CESTA 230;310;121;121;120;1;58;62
21;GRAD ZAGREB;grad;GRAD ZAGREB;425;STARI RETKOVEC;PROSTORIJE MJESNOG ODBORA;I. RETKOVEC 2A;1222;428;428;423;5;174;249
21;GRAD ZAGREB;grad;GRAD ZAGREB;426;STARI RETKOVEC;OŠ SESVETSKA SOPNICA;SOPNIÈKA ULICA 69;1178;448;448;446;2;147;299
21;GRAD ZAGREB;grad;GRAD ZAGREB;427;30. SVIBNJA 1990.;PROSTORIJE MJESNOG ODBORA;VINODOLSKA ULICA 23;1315;508;508;497;11;235;262
21;GRAD ZAGREB;grad;GRAD ZAGREB;428;30. SVIBNJA 1990.;PROSTORIJE MJESNOG ODBORA;VINODOLSKA ULICA 23;1361;516;516;504;12;225;279
21;GRAD ZAGREB;grad;GRAD ZAGREB;429;30. SVIBNJA 1990.;PROSTORIJE MJESNOG ODBORA;VINODOLSKA ULICA 23;1244;542;542;532;10;230;302
21;GRAD ZAGREB;grad;GRAD ZAGREB;430;30. SVIBNJA 1990.;PROSTORIJE MJESNOG ODBORA;VINODOLSKA ULICA 23;1346;492;492;478;14;234;244
21;GRAD ZAGREB;grad;GRAD ZAGREB;431;TRNAVA;PROSTORIJE MJESNOG ODBORA;RESNIÈKI PUT 1A;1132;478;478;468;10;243;225
21;GRAD ZAGREB;grad;GRAD ZAGREB;432;TRNAVA;PROSTORIJE MJESNOG ODBORA;RESNIÈKI PUT 1A;1103;466;466;454;12;214;240
21;GRAD ZAGREB;grad;GRAD ZAGREB;433;TRNAVA;PROSTORIJE MJESNOG ODBORA;RESNIÈKI PUT 1A;1118;430;430;415;15;214;201
21;GRAD ZAGREB;grad;GRAD ZAGREB;434;TRNAVA;DJEÈJI VRTIÆ JABUKA;RESNIÈKI PUT 88;1355;467;467;461;6;206;255
21;GRAD ZAGREB;grad;GRAD ZAGREB;435;TRNAVA;DJEÈJI VRTIÆ JABUKA;RESNIÈKI PUT 88;1296;476;475;468;7;187;281
21;GRAD ZAGREB;grad;GRAD ZAGREB;436;TRNAVA;DJEÈJI VRTIÆ JABUKA;RESNIÈKI PUT 88;1301;502;502;484;18;285;199
21;GRAD ZAGREB;grad;GRAD ZAGREB;437;MALEŠNICA;PROSTORIJE MJESNOG ODBORA;ULICA IVANE BRLIÆ - MAŽURANIÆ 18;1410;676;676;664;12;400;264
21;GRAD ZAGREB;grad;GRAD ZAGREB;438;MALEŠNICA;OŠ MALEŠNICA;ULICA ANTE TOPIÆ - MIMARE 36;1306;602;602;592;10;379;213
21;GRAD ZAGREB;grad;GRAD ZAGREB;439;MALEŠNICA;OŠ MALEŠNICA;ULICA ANTE TOPIÆ - MIMARE 36;1339;584;584;568;16;351;217
21;GRAD ZAGREB;grad;GRAD ZAGREB;440;MALEŠNICA;OŠ MALEŠNICA;ULICA ANTE TOPIÆ - MIMARE 36;1354;619;619;606;13;376;230
21;GRAD ZAGREB;grad;GRAD ZAGREB;441;MALEŠNICA;OŠ MALEŠNICA;ULICA ANTE TOPIÆ - MIMARE 36;1369;635;635;615;20;397;218
21;GRAD ZAGREB;grad;GRAD ZAGREB;442;MALEŠNICA;OŠ MALEŠNICA;ULICA ANTE TOPIÆ - MIMARE 36;1320;605;605;587;18;365;222
21;GRAD ZAGREB;grad;GRAD ZAGREB;443;DONJA KUSTOŠIJA;OŠ OTONA IVEKOVIÆA;ULICA STJEPKA PASANCA 3;1183;535;535;527;8;346;181
21;GRAD ZAGREB;grad;GRAD ZAGREB;444;DONJA KUSTOŠIJA;OŠ OTONA IVEKOVIÆA;ULICA STJEPKA PASANCA 3;999;458;458;446;12;275;171
21;GRAD ZAGREB;grad;GRAD ZAGREB;445;DONJA KUSTOŠIJA;OŠ OTONA IVEKOVIÆA;ULICA STJEPKA PASANCA 3;993;452;452;445;7;276;169
21;GRAD ZAGREB;grad;GRAD ZAGREB;446;STENJEVEC-JUG;GIMNAZIJA LUCIJANA VRANJANINA;TRG HRVATSKIH PAVLINA 1;1264;542;542;531;11;341;190
21;GRAD ZAGREB;grad;GRAD ZAGREB;447;STENJEVEC-JUG;GIMNAZIJA LUCIJANA VRANJANINA;TRG HRVATSKIH PAVLINA 1;1233;564;564;553;11;294;259
21;GRAD ZAGREB;grad;GRAD ZAGREB;448;STENJEVEC-JUG;GIMNAZIJA LUCIJANA VRANJANINA;TRG HRVATSKIH PAVLINA 1;1193;515;515;508;7;319;189
21;GRAD ZAGREB;grad;GRAD ZAGREB;449;STENJEVEC-JUG;GIMNAZIJA LUCIJANA VRANJANINA;TRG HRVATSKIH PAVLINA 1;1188;544;544;531;13;314;217
21;GRAD ZAGREB;grad;GRAD ZAGREB;450;STENJEVEC-JUG;DRUŠTVENI DOM STENJEVEC;SAMOBORSKA CESTA 71/1;1156;495;494;486;8;338;148
21;GRAD ZAGREB;grad;GRAD ZAGREB;451;STENJEVEC-JUG;DRUŠTVENI DOM STENJEVEC;SAMOBORSKA CESTA 71/1;1195;531;529;523;6;386;137
21;GRAD ZAGREB;grad;GRAD ZAGREB;452;ŠPANSKO-JUG;OŠ ŠPANSKO ORANICE;DJEÈJI TRG 1;1123;604;604;587;17;406;181
21;GRAD ZAGREB;grad;GRAD ZAGREB;453;ŠPANSKO-JUG;OŠ ŠPANSKO ORANICE;DJEÈJI TRG 1;1109;557;557;546;11;401;145
21;GRAD ZAGREB;grad;GRAD ZAGREB;454;ŠPANSKO-JUG;OŠ ŠPANSKO ORANICE;DJEÈJI TRG 1;1128;563;563;557;6;367;190
21;GRAD ZAGREB;grad;GRAD ZAGREB;455;ŠPANSKO-JUG;OŠ ŠPANSKO ORANICE;DJEÈJI TRG 1;1165;609;609;601;8;408;193
21;GRAD ZAGREB;grad;GRAD ZAGREB;456;ŠPANSKO-JUG;OŠ ŠPANSKO ORANICE;DJEÈJI TRG 1;1113;667;667;660;7;441;219
21;GRAD ZAGREB;grad;GRAD ZAGREB;457;ŠPANSKO-JUG;OŠ TITUŠA BREZOVAÈKOG;ŠPANSKO 1;1308;656;656;640;16;437;203
21;GRAD ZAGREB;grad;GRAD ZAGREB;458;ŠPANSKO-JUG;OŠ TITUŠA BREZOVAÈKOG;ŠPANSKO 1;1302;639;639;629;10;442;187
