Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DAVOR FILIPOVIĆ;JOŠKO KLISOVIĆ;ANKA MRAK-TARITAŠ;DAVOR NAĐI;JELENA PAVIČIĆ VUKIČEVIĆ;VESNA ŠKARE OŽBOLT;MIROSLAV ŠKORO;ŽELJKO TOKIĆ;TOMISLAV TOMAŠEVIĆ;ZVONIMIR TROSKOT
21;GRAD ZAGREB;grad;GRAD ZAGREB;255;ANTUN MIHANOVIĆ;OŠ JULIJA KLOVIĆA;NOVA CESTA 133;1330;629;629;619;10;58;38;8;10;45;35;52;0;352;21
21;GRAD ZAGREB;grad;GRAD ZAGREB;256;ANTUN MIHANOVIĆ;OŠ JULIJA KLOVIĆA;NOVA CESTA 133;1153;580;580;573;7;48;53;7;19;33;20;56;0;320;17
21;GRAD ZAGREB;grad;GRAD ZAGREB;257;CIGLENICA;SREDNJA ŠKOLA - CENTAR ZA ODGOJ I OBRAZOVANJE;ZAGORSKA ULICA 14;1354;589;589;571;18;64;47;9;8;52;43;49;1;277;21
21;GRAD ZAGREB;grad;GRAD ZAGREB;258;CIGLENICA;SREDNJA ŠKOLA - CENTAR ZA ODGOJ I OBRAZOVANJE;ZAGORSKA ULICA 14;1351;628;628;618;10;55;49;1;9;51;33;64;2;331;23
21;GRAD ZAGREB;grad;GRAD ZAGREB;259;CIGLENICA;SREDNJA ŠKOLA - CENTAR ZA ODGOJ I OBRAZOVANJE;ZAGORSKA ULICA 14;1388;610;610;601;9;38;39;4;13;66;32;68;4;314;23
21;GRAD ZAGREB;grad;GRAD ZAGREB;260;DR ANTE STARČEVIĆ;OŠ VOLTINO;VINKOVAČKA ULICA 1;1144;465;465;458;7;27;35;1;9;35;26;61;1;247;16
21;GRAD ZAGREB;grad;GRAD ZAGREB;261;DR ANTE STARČEVIĆ;OŠ VOLTINO;VINKOVAČKA ULICA 1;1133;504;504;497;7;50;34;4;11;31;21;55;2;275;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;262;DR ANTE STARČEVIĆ;OŠ VOLTINO;VINKOVAČKA ULICA 1;1136;494;491;484;7;42;37;3;8;30;33;56;0;256;19
21;GRAD ZAGREB;grad;GRAD ZAGREB;263;DR ANTE STARČEVIĆ;OŠ VOLTINO;VINKOVAČKA ULICA 1;1151;573;573;563;10;40;51;7;10;36;33;50;2;316;18
21;GRAD ZAGREB;grad;GRAD ZAGREB;264;DR ANTE STARČEVIĆ;OŠ VOLTINO;VINKOVAČKA ULICA 1;1102;463;463;449;14;33;29;8;11;30;30;49;2;239;18
21;GRAD ZAGREB;grad;GRAD ZAGREB;265;LJUBLJANICA;OŠ LJUBLJANICA;SVETOIVANSKA ULICA 33;1407;657;657;649;8;64;41;9;22;61;28;70;1;327;26
21;GRAD ZAGREB;grad;GRAD ZAGREB;266;LJUBLJANICA;OŠ LJUBLJANICA;SVETOIVANSKA ULICA 33;1305;673;671;664;7;53;49;6;12;49;28;69;3;361;34
21;GRAD ZAGREB;grad;GRAD ZAGREB;267;NIKOLA TESLA;ŠPORTSKA GIMNAZIJA;SELSKA CESTA 119;1231;500;500;496;4;30;34;1;10;24;19;56;3;294;25
21;GRAD ZAGREB;grad;GRAD ZAGREB;268;NIKOLA TESLA;ŠPORTSKA  GIMNAZIJA;SELSKA CESTA 119;1207;575;575;571;4;62;34;5;21;33;19;56;3;318;20
21;GRAD ZAGREB;grad;GRAD ZAGREB;269;NIKOLA TESLA;ŠPORTSKA GIMNAZIJA;SELSKA CESTA 119;1298;703;703;697;6;49;70;11;14;56;25;64;1;384;23
21;GRAD ZAGREB;grad;GRAD ZAGREB;270;PONGRAČEVO;OŠ LJUBLJANICA;SVETOIVANSKA ULICA 33;1128;547;547;539;8;43;30;7;18;38;24;60;4;295;20
21;GRAD ZAGREB;grad;GRAD ZAGREB;271;PONGRAČEVO;OŠ LJUBLJANICA;SVETOIVANSKA ULICA 33;1363;668;668;662;6;48;57;6;25;31;29;55;0;379;32
21;GRAD ZAGREB;grad;GRAD ZAGREB;272;PONGRAČEVO;OŠ LJUBLJANICA;SVETOIVANSKA ULICA 33;1565;706;706;700;6;72;43;6;10;52;41;77;1;373;25
21;GRAD ZAGREB;grad;GRAD ZAGREB;273;PONGRAČEVO;OŠ LJUBLJANICA;SVETOIVANSKA ULICA 33;1649;746;746;735;11;63;40;10;16;57;27;60;4;432;26
21;GRAD ZAGREB;grad;GRAD ZAGREB;274;RUDEŠ;OŠ RUDEŠ;JABLANSKA ULICA 51;1405;577;574;566;8;51;37;4;13;37;29;84;2;275;34
21;GRAD ZAGREB;grad;GRAD ZAGREB;275;RUDEŠ;OŠ RUDEŠ;JABLANSKA ULICA 51;1394;703;703;696;7;63;43;7;11;64;37;95;1;327;48
21;GRAD ZAGREB;grad;GRAD ZAGREB;276;RUDEŠ;OŠ RUDEŠ;JABLANSKA ULICA 51;1429;685;685;674;11;87;42;3;17;86;31;80;0;295;33
21;GRAD ZAGREB;grad;GRAD ZAGREB;277;RUDEŠ;OŠ RUDEŠ;JABLANSKA ULICA 51;1400;576;576;568;8;63;36;6;20;85;33;79;1;210;35
21;GRAD ZAGREB;grad;GRAD ZAGREB;278;RUDEŠ;OŠ RUDEŠ;JABLANSKA ULICA 51;1409;662;662;655;7;54;57;6;11;54;31;85;1;322;34
21;GRAD ZAGREB;grad;GRAD ZAGREB;279;RUDEŠ;OŠ RUDEŠ;JABLANSKA ULICA 51;1387;571;563;556;7;53;45;4;5;71;33;44;2;275;24
21;GRAD ZAGREB;grad;GRAD ZAGREB;280;SAMOBORČEK;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1158;546;546;540;6;49;50;6;5;36;17;42;0;321;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;281;SAMOBORČEK;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1235;625;625;617;8;47;54;5;14;33;13;58;0;377;16
21;GRAD ZAGREB;grad;GRAD ZAGREB;282;SAMOBORČEK;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1265;599;599;588;11;31;49;6;16;41;22;47;3;362;11
21;GRAD ZAGREB;grad;GRAD ZAGREB;283;SILVIJE STRAHIMIR KRANJČEVIĆ;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1349;664;664;654;10;56;53;2;7;34;24;60;2;395;21
21;GRAD ZAGREB;grad;GRAD ZAGREB;284;SILVIJE STRAHIMIR KRANJČEVIĆ;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1336;693;693;688;5;64;69;11;18;56;25;58;2;375;10
21;GRAD ZAGREB;grad;GRAD ZAGREB;285;SILVIJE STRAHIMIR KRANJČEVIĆ;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1358;679;679;675;4;49;65;6;14;54;29;59;3;368;28
21;GRAD ZAGREB;grad;GRAD ZAGREB;286;SILVIJE STRAHIMIR KRANJČEVIĆ;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;1321;680;680;666;14;49;41;4;8;43;38;89;2;371;21
21;GRAD ZAGREB;grad;GRAD ZAGREB;287;STARA TREŠNJEVKA;IX. GIMNAZIJA;DOBOJSKA ULICA 12;1153;488;486;480;6;46;42;3;7;42;20;52;0;242;26
21;GRAD ZAGREB;grad;GRAD ZAGREB;288;STARA TREŠNJEVKA;IX. GIMNAZIJA;DOBOJSKA ULICA 12;1126;513;513;511;2;47;51;6;18;36;25;36;1;279;12
21;GRAD ZAGREB;grad;GRAD ZAGREB;289;STARA TREŠNJEVKA;IX. GIMNAZIJA;DOBOJSKA ULICA 12;1195;595;595;588;7;68;56;7;20;41;41;42;0;294;19
21;GRAD ZAGREB;grad;GRAD ZAGREB;290;STARA TREŠNJEVKA;IX. GIMNAZIJA;DOBOJSKA ULICA 12;1138;517;517;510;7;35;39;7;11;38;22;59;0;269;30
21;GRAD ZAGREB;grad;GRAD ZAGREB;291;STARA TREŠNJEVKA;IX. GIMNAZIJA;DOBOJSKA ULICA 12;1151;534;534;529;5;42;34;5;16;44;24;42;0;297;25
21;GRAD ZAGREB;grad;GRAD ZAGREB;292;GAJEVO;OŠ IVANA MEŠTROVIĆA;ULICA MARTINA PUŠTEKA 1;1195;561;561;554;7;49;50;4;18;47;30;63;1;262;30
21;GRAD ZAGREB;grad;GRAD ZAGREB;293;GAJEVO;OŠ IVANA MEŠTROVIĆA;ULICA MARTINA PUŠTEKA 1;1157;596;596;589;7;67;56;4;15;33;36;54;2;289;33
21;GRAD ZAGREB;grad;GRAD ZAGREB;294;GAJEVO;OŠ IVANA MEŠTROVIĆA;ULICA MARTINA PUŠTEKA 1;1211;678;678;674;4;73;75;8;16;33;23;70;2;322;52
21;GRAD ZAGREB;grad;GRAD ZAGREB;295;GAJEVO;OŠ IVANA MEŠTROVIĆA;ULICA MARTINA PUŠTEKA 1;1166;624;624;622;2;70;50;5;21;44;14;55;1;334;28
21;GRAD ZAGREB;grad;GRAD ZAGREB;296;GAJEVO;OŠ IVANA MEŠTROVIĆA;ULICA MARTINA PUŠTEKA 1;1179;564;564;558;6;42;55;5;11;44;25;69;2;282;23
21;GRAD ZAGREB;grad;GRAD ZAGREB;297;GAJEVO;OŠ IVANA MEŠTROVIĆA;ULICA MARTINA PUŠTEKA 1;1154;588;588;585;3;53;46;6;10;23;33;64;3;316;31
21;GRAD ZAGREB;grad;GRAD ZAGREB;298;HORVATI - SREDNJACI;OŠ JOSIPA RAČIĆA;SREDNJACI 30;1336;726;726;720;6;55;62;7;15;41;26;55;0;427;32
21;GRAD ZAGREB;grad;GRAD ZAGREB;299;HORVATI - SREDNJACI;OŠ JOSIPA RAČIĆA;SREDNJACI 30;1377;747;747;741;6;50;82;11;19;40;29;52;0;433;25
21;GRAD ZAGREB;grad;GRAD ZAGREB;300;HORVATI - SREDNJACI;OŠ JOSIPA RAČIĆA;SREDNJACI 30;1342;671;671;662;9;58;70;8;17;57;36;40;3;349;24
21;GRAD ZAGREB;grad;GRAD ZAGREB;301;HORVATI - SREDNJACI;OŠ JOSIPA RAČIĆA;SREDNJACI 30;1365;709;709;701;8;41;62;10;19;46;27;66;1;393;36
21;GRAD ZAGREB;grad;GRAD ZAGREB;302;HORVATI - SREDNJACI;OŠ JOSIPA RAČIĆA;SREDNJACI 30;1313;696;695;684;11;50;63;8;11;34;40;97;2;352;27
21;GRAD ZAGREB;grad;GRAD ZAGREB;303;HORVATI - SREDNJACI;OŠ JOSIPA RAČIĆA;SREDNJACI 30;1359;633;633;622;11;37;60;10;11;53;27;66;2;342;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;304;HORVATI - SREDNJACI;OŠ JOSIPA RAČIĆA;SREDNJACI 30;1438;710;710;703;7;76;88;7;13;50;24;63;3;346;33
21;GRAD ZAGREB;grad;GRAD ZAGREB;305;JARUN;PROSTORIJE MJESNOG ODBORA;HRGOVIĆI 57A;1114;501;501;497;4;54;41;2;13;22;13;45;1;276;30
21;GRAD ZAGREB;grad;GRAD ZAGREB;306;JARUN;PROSTORIJE MJESNOG ODBORA;HRGOVIĆI 57A;1216;562;562;562;0;61;60;5;13;26;25;46;0;300;26
21;GRAD ZAGREB;grad;GRAD ZAGREB;307;JARUN;OŠ BARTOLA KAŠIĆA;VRISNIČKA ULICA 4;1323;698;698;689;9;82;57;3;9;71;29;60;4;335;39
21;GRAD ZAGREB;grad;GRAD ZAGREB;308;JARUN;OŠ BARTOLA KAŠIĆA;VRISNIČKA ULICA 4;1369;759;759;752;7;77;61;5;11;50;39;102;2;352;53
21;GRAD ZAGREB;grad;GRAD ZAGREB;309;JARUN;OŠ BARTOLA KAŠIĆA;VRISNIČKA ULICA 4;1380;651;651;638;13;65;44;6;17;61;29;91;5;277;43
21;GRAD ZAGREB;grad;GRAD ZAGREB;310;JARUN;OŠ BARTOLA KAŠIĆA;VRISNIČKA ULICA 4;1336;602;600;595;5;70;62;3;8;37;23;64;0;300;28
21;GRAD ZAGREB;grad;GRAD ZAGREB;311;JARUN;OŠ BARTOLA KAŠIĆA;VRISNIČKA ULICA 4;1355;606;606;598;8;64;46;1;14;43;25;59;5;304;37
21;GRAD ZAGREB;grad;GRAD ZAGREB;312;JARUN;OŠ BARTOLA KAŠIĆA;VRISNIČKA ULICA 4;1313;681;681;663;18;62;52;2;6;37;38;76;2;332;56
21;GRAD ZAGREB;grad;GRAD ZAGREB;313;KNEŽIJA;PROSTORIJE MJESNOG ODBORA;ALBAHARIJEVA ULICA 2;963;460;460;454;6;29;53;2;7;35;15;30;0;270;13
21;GRAD ZAGREB;grad;GRAD ZAGREB;314;KNEŽIJA;OŠ MATIJE GUPCA;ULICA DAVORINA BAZJANCA 2;1424;730;729;720;9;51;78;8;9;38;20;71;1;430;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;315;KNEŽIJA;OŠ MATIJE GUPCA;ULICA DAVORINA BAZJANCA 2;1367;669;669;663;6;66;60;5;9;37;35;70;0;361;20
21;GRAD ZAGREB;grad;GRAD ZAGREB;316;KNEŽIJA;OŠ MATIJE GUPCA;ULICA DAVORINA BAZJANCA 2;1315;639;639;639;0;35;64;5;7;34;27;52;0;395;20
21;GRAD ZAGREB;grad;GRAD ZAGREB;317;KNEŽIJA;OŠ MATIJE GUPCA;ULICA DAVORINA BAZJANCA 2;1441;714;714;703;11;58;67;3;12;47;31;53;3;401;28
21;GRAD ZAGREB;grad;GRAD ZAGREB;318;KNEŽIJA;OŠ MATIJE GUPCA;ULICA DAVORINA BAZJANCA 2;1346;643;643;640;3;57;35;37;9;34;29;90;0;322;27
21;GRAD ZAGREB;grad;GRAD ZAGREB;319;KNEŽIJA;PROSTORIJE MJESNOG ODBORA;HORVAĆANSKA CESTA 54;1013;522;522;515;7;50;44;8;20;36;26;43;2;279;7
21;GRAD ZAGREB;grad;GRAD ZAGREB;320;PREČKO;OŠ PREČKO;DEKANIĆI 6;1241;619;618;608;10;64;60;8;10;59;27;65;4;298;13
21;GRAD ZAGREB;grad;GRAD ZAGREB;321;PREČKO;OŠ PREČKO;DEKANIĆI 6;1268;524;516;511;5;43;58;6;14;43;18;57;0;259;13
21;GRAD ZAGREB;grad;GRAD ZAGREB;322;PREČKO;OŠ PREČKO;DEKANIĆI 6;1324;627;627;620;7;66;44;3;15;50;31;67;3;310;31
21;GRAD ZAGREB;grad;GRAD ZAGREB;323;PREČKO;OŠ PREČKO;DEKANIĆI 6;1374;675;673;669;4;64;41;4;23;49;25;66;2;366;29
21;GRAD ZAGREB;grad;GRAD ZAGREB;324;PREČKO;OŠ PREČKO;DEKANIĆI 6;1233;616;616;613;3;49;48;4;24;51;29;64;6;318;20
21;GRAD ZAGREB;grad;GRAD ZAGREB;325;PREČKO;OŠ PREČKO;DEKANIĆI 6;1235;573;573;565;8;44;78;8;6;47;26;53;0;275;28
21;GRAD ZAGREB;grad;GRAD ZAGREB;326;PREČKO;OŠ PREČKO;DEKANIĆI 6;1217;514;514;503;11;47;31;5;10;44;38;70;1;237;20
21;GRAD ZAGREB;grad;GRAD ZAGREB;327;PREČKO;OŠ NIKOLE TESLE;ULICA IVANA MATETIĆA RONJGOVA 67;1094;499;499;485;14;39;52;7;6;50;20;55;0;240;16
21;GRAD ZAGREB;grad;GRAD ZAGREB;328;PREČKO;OŠ NIKOLE TESLE;ULICA IVANA MATETIĆA RONJGOVA 67;1105;571;571;563;8;37;60;9;9;39;34;53;2;293;27
21;GRAD ZAGREB;grad;GRAD ZAGREB;329;PREČKO;OŠ NIKOLE TESLE;ULICA IVANA MATETIĆA RONJGOVA 67;1087;496;496;482;14;51;45;2;9;39;15;55;3;244;19
21;GRAD ZAGREB;grad;GRAD ZAGREB;330;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1254;630;630;621;9;48;55;5;20;44;25;67;1;323;33
21;GRAD ZAGREB;grad;GRAD ZAGREB;331;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1224;615;615;606;9;62;46;4;14;46;16;58;2;324;34
21;GRAD ZAGREB;grad;GRAD ZAGREB;332;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1263;657;657;652;5;69;38;4;20;39;30;66;1;356;29
21;GRAD ZAGREB;grad;GRAD ZAGREB;333;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1277;653;653;647;6;60;50;7;15;49;28;94;1;301;42
21;GRAD ZAGREB;grad;GRAD ZAGREB;334;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1247;626;626;618;8;42;54;2;18;47;15;50;1;349;40
21;GRAD ZAGREB;grad;GRAD ZAGREB;335;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1278;668;665;650;15;64;63;3;18;46;29;73;0;318;36
21;GRAD ZAGREB;grad;GRAD ZAGREB;336;VRBANI;OŠ VRBANI;LISTOPADSKA ULICA 8;1270;649;649;637;12;78;61;4;12;50;32;93;3;275;29
21;GRAD ZAGREB;grad;GRAD ZAGREB;337;BAN KEGLEVIĆ;PROSTORIJE MJESNOG ODBORA;TRG FRANCUSKE REPUBLIKE 11;1217;648;647;636;11;52;45;10;5;39;21;50;1;396;17
21;GRAD ZAGREB;grad;GRAD ZAGREB;338;BAN KEGLEVIĆ;PROSTORIJE MJESNOG ODBORA;BLEIWEISOVA ULICA 24;1203;575;575;575;0;57;49;5;5;35;26;52;1;340;5
21;GRAD ZAGREB;grad;GRAD ZAGREB;339;BAN KEGLEVIĆ;PROSTORIJE MJESNOG ODBORA;BLEIWEISOVA ULICA 24;1116;594;593;589;4;54;56;7;13;40;23;49;1;327;19
21;GRAD ZAGREB;grad;GRAD ZAGREB;340;BARTOL KAŠIĆ;PROSTORIJE MJESNOG ODBORA;SELSKA CESTA 3;783;405;405;396;9;24;27;3;12;34;21;22;2;245;6
21;GRAD ZAGREB;grad;GRAD ZAGREB;341;BARTOL KAŠIĆ;PROSTORIJE MJESNOG ODBORA;SELSKA CESTA 3;694;311;311;304;7;27;22;4;10;17;10;28;1;181;4
21;GRAD ZAGREB;grad;GRAD ZAGREB;342;BARTOL KAŠIĆ;OŠ IVANA CANKARA;ULICA IVANA CANKARA 10;1382;697;697;692;5;57;65;16;7;51;32;54;1;394;15
21;GRAD ZAGREB;grad;GRAD ZAGREB;343;GORNJA KUSTOŠIJA;"DJEČJI VRTIĆ ""PETAR PAN""";LENDAVSKA ULICA 7;1587;642;642;635;7;76;44;3;13;77;28;95;4;276;19
21;GRAD ZAGREB;grad;GRAD ZAGREB;344;GORNJA KUSTOŠIJA;OŠ KUSTOŠIJA;SOKOLSKA ULICA 7;1554;699;699;690;9;65;57;4;22;51;28;117;3;316;27
21;GRAD ZAGREB;grad;GRAD ZAGREB;345;GORNJA KUSTOŠIJA;OŠ KUSTOŠIJA - PODRUČNA ŠKOLA GORNJA KUSTOŠIJA;KUSTOŠIJANSKA ULICA 272;1546;695;695;683;12;59;53;3;23;78;33;100;0;303;31
21;GRAD ZAGREB;grad;GRAD ZAGREB;346;GORNJA KUSTOŠIJA;OŠ KUSTOŠIJA - PODRUČNA ŠKOLA GORNJA KUSTOŠIJA;KUSTOŠIJANSKA ULICA 272;1554;711;711;701;10;75;50;3;27;61;55;111;3;283;33
21;GRAD ZAGREB;grad;GRAD ZAGREB;347;JELENOVAC;PODRUČNI URED ČRNOMEREC;TRG FRANCUSKE REPUBLIKE 15;1437;717;717;707;10;67;44;1;24;71;25;77;3;380;15
21;GRAD ZAGREB;grad;GRAD ZAGREB;348;JELENOVAC;PODRUČNI URED ČRNOMEREC;TRG FRANCUSKE REPUBLIKE 15;1229;607;605;597;8;48;46;4;10;43;31;55;0;345;15
21;GRAD ZAGREB;grad;GRAD ZAGREB;349;KUSTOŠIJA - CENTAR;PROSTORIJE MJESNOG ODBORA;ILICA 259;1007;465;465;458;7;61;33;4;11;37;20;49;3;220;20
21;GRAD ZAGREB;grad;GRAD ZAGREB;350;KUSTOŠIJA - CENTAR;OŠ KUSTOŠIJA;SOKOLSKA ULICA 7;823;341;341;335;6;38;26;8;7;23;9;46;0;171;7
21;GRAD ZAGREB;grad;GRAD ZAGREB;351;KUSTOŠIJA - CENTAR;OŠ KUSTOŠIJA;SOKOLSKA ULICA 7;866;410;410;401;9;36;33;7;9;21;24;43;0;216;12
21;GRAD ZAGREB;grad;GRAD ZAGREB;352;MEDVEDGRAD;PROSTORIJE MJESNOG ODBORA;MIKULIĆI 189;700;400;400;391;9;34;27;2;14;50;27;67;1;156;13
21;GRAD ZAGREB;grad;GRAD ZAGREB;353;MEDVEDGRAD;DVORAC PONGRATZ;MIKULIĆI 133;1495;793;793;779;14;81;39;1;21;78;31;117;1;352;58
21;GRAD ZAGREB;grad;GRAD ZAGREB;354;MEDVEDGRAD;DJEČJI VRTIĆ ŠUMSKA JAGODA;BIJENIK 164;865;433;433;427;6;30;33;4;12;51;21;65;0;195;16
21;GRAD ZAGREB;grad;GRAD ZAGREB;355;MEDVEDGRAD;DJEČJI VRTIĆ ŠUMSKA JAGODA;BIJENIK 164;987;520;520;514;6;61;28;5;23;58;21;58;4;234;22
21;GRAD ZAGREB;grad;GRAD ZAGREB;356;SVETI DUH;PROSTORIJE MJESNOG ODBORA;SVETI DUH 26;1219;617;616;608;8;64;66;5;10;48;24;60;2;309;20
21;GRAD ZAGREB;grad;GRAD ZAGREB;357;SVETI DUH;OŠ MEDVEDGRAD;STRMA CESTA 15;1124;507;507;504;3;46;43;10;20;24;25;55;1;259;21
21;GRAD ZAGREB;grad;GRAD ZAGREB;358;SVETI DUH;OŠ MEDVEDGRAD;STRMA CESTA 15;1115;506;506;503;3;53;43;2;21;37;21;65;0;235;26
21;GRAD ZAGREB;grad;GRAD ZAGREB;359;SVETI DUH;OŠ MEDVEDGRAD;STRMA CESTA 15;1152;519;516;507;9;52;29;5;29;47;22;49;0;254;20
21;GRAD ZAGREB;grad;GRAD ZAGREB;360;SVETI DUH;PROSTORIJE MJESNOG ODBORA;DUNJEVAC 15A;1344;688;687;676;11;43;56;4;21;54;39;104;2;330;23
21;GRAD ZAGREB;grad;GRAD ZAGREB;361;ŠESTINSKI DOL-VRHOVEC;OŠ NAD LIPOM;NAD LIPOM 13/1;986;493;493;487;6;47;39;4;10;35;23;55;1;261;12
21;GRAD ZAGREB;grad;GRAD ZAGREB;362;ŠESTINSKI DOL-VRHOVEC;OŠ NAD LIPOM;NAD LIPOM 13/1;974;532;532;526;6;93;30;7;10;39;12;67;1;250;17
21;GRAD ZAGREB;grad;GRAD ZAGREB;363;ŠESTINSKI DOL-VRHOVEC;OŠ NAD LIPOM;NAD LIPOM 13/1;1001;535;534;530;4;47;47;8;11;41;28;42;0;279;27
21;GRAD ZAGREB;grad;GRAD ZAGREB;364;ŠESTINSKI DOL-VRHOVEC;OŠ PAVLEKA MIŠKINE;SVETI DUH 24;1020;527;526;520;6;50;59;3;8;30;31;47;0;280;12
21;GRAD ZAGREB;grad;GRAD ZAGREB;365;ŠESTINSKI DOL-VRHOVEC;OŠ PAVLEKA MIŠKINE;SVETI DUH 24;1029;451;451;445;6;45;26;3;8;40;20;47;0;230;26
21;GRAD ZAGREB;grad;GRAD ZAGREB;366;ŠESTINSKI DOL-VRHOVEC;OŠ PAVLEKA MIŠKINE;SVETI DUH 24;1019;447;447;443;4;23;33;3;11;33;27;46;2;250;15
21;GRAD ZAGREB;grad;GRAD ZAGREB;367;BRANOVEC-JALŠEVEC;VATROGASNI DOM;BRANOVEČKA CESTA 94;1018;440;440;424;16;61;29;1;8;79;25;81;4;120;16
21;GRAD ZAGREB;grad;GRAD ZAGREB;368;ČUČERJE;OŠ ČUČERJE;ČUČERSKA CESTA 382;1149;578;578;568;10;36;33;1;7;123;64;90;2;202;10
21;GRAD ZAGREB;grad;GRAD ZAGREB;369;ČUČERJE;OŠ ČUČERJE;ČUČERSKA CESTA 382;1128;498;498;494;4;45;26;10;8;116;49;47;3;176;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;370;DANKOVEC;OŠ ČUČERJE-PODRUČNA ŠKOLA DANKOVEC;SLANOVEČKA CESTA 19;1254;636;636;622;14;56;40;3;9;129;51;87;7;226;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;371;DANKOVEC;OŠ ČUČERJE-PODRUČNA ŠKOLA DANKOVEC;SLANOVEČKA CESTA 19;1239;591;591;580;11;44;37;3;9;100;61;86;0;209;31
21;GRAD ZAGREB;grad;GRAD ZAGREB;372;DUBEC;OŠ ANTUNA MIHANOVIĆA;DUBEČKA ULICA 5;1215;570;570;564;6;66;59;8;10;75;41;75;7;207;16
21;GRAD ZAGREB;grad;GRAD ZAGREB;373;DUBEC;OŠ ANTUNA MIHANOVIĆA;DUBEČKA ULICA 5;1210;541;541;528;13;66;45;5;14;89;25;67;9;173;35
21;GRAD ZAGREB;grad;GRAD ZAGREB;374;DUBEC;PROSTORIJE MJESNOG ODBORA;ULICA RUDOLFA IVANKOVIĆA 34;1313;604;604;597;7;85;24;5;14;107;38;99;5;202;18
21;GRAD ZAGREB;grad;GRAD ZAGREB;375;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARČEVIĆA;ULICA SV. LEOPOLDA MANDIĆA 55;1252;615;615;606;9;69;49;4;17;71;40;116;7;219;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;376;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARČEVIĆA;ULICA SV. LEOPOLDA MANDIĆA 55;1282;518;518;514;4;56;30;8;5;88;34;105;4;163;21
21;GRAD ZAGREB;grad;GRAD ZAGREB;377;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARČEVIĆA;ULICA SV. LEOPOLDA MANDIĆA 55;1318;639;639;634;5;57;41;6;12;99;35;99;3;241;41
21;GRAD ZAGREB;grad;GRAD ZAGREB;378;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARČEVIĆA;ULICA SV. LEOPOLDA MANDIĆA 55;1295;582;582;574;8;59;63;3;18;56;27;86;1;234;27
21;GRAD ZAGREB;grad;GRAD ZAGREB;379;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARČEVIĆA;ULICA SV. LEOPOLDA MANDIĆA 55;1270;608;608;600;8;63;61;6;11;101;34;80;2;217;25
21;GRAD ZAGREB;grad;GRAD ZAGREB;380;GORNJA DUBRAVA;DJEČJI VRTIĆ RADOST;LJUBIJSKA ULICA 79A;989;464;464;452;12;77;24;0;9;48;29;69;1;161;34
21;GRAD ZAGREB;grad;GRAD ZAGREB;381;GORNJA DUBRAVA;DJEČJI VRTIĆ RADOST;LJUBIJSKA ULICA 79A;1000;397;397;391;6;27;22;1;5;56;34;93;0;138;15
21;GRAD ZAGREB;grad;GRAD ZAGREB;382;GORNJA DUBRAVA;DJEČJI VRTIĆ RADOST;LJUBIJSKA ULICA 79A;1073;454;451;444;7;52;25;3;11;63;34;56;8;178;14
21;GRAD ZAGREB;grad;GRAD ZAGREB;383;GORNJA DUBRAVA;OŠ ŽUTI BRIJEG;VRTNJAKOVEČKA ULICA 8;1512;620;620;614;6;68;30;3;8;85;22;104;14;243;37
21;GRAD ZAGREB;grad;GRAD ZAGREB;384;GORNJA DUBRAVA;PROSTORIJE MJESNOG ODBORA;DRAVSKA ULICA 4;1201;540;540;517;23;47;39;6;6;56;33;83;1;205;41
21;GRAD ZAGREB;grad;GRAD ZAGREB;385;GRANEŠINA;VATROGASNI DOM GRANEŠINA;GRANEŠINA 18;865;400;400;393;7;62;17;3;11;79;26;73;18;95;9
21;GRAD ZAGREB;grad;GRAD ZAGREB;386;GRANEŠINA;PROSTORIJE MJESNOG ODBORA;SUNEKOVA ULICA 135;863;396;396;390;6;53;7;1;0;195;6;103;1;16;8
