Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DAMIR BAJS NEZAVISNA LISTA - DAMIR BAJS NL, HRVATSKA STRANKA UMIROVLJENIKA - HSU, STRANKA UMIROVLJENIKA - SU, BLOK UMIROVLJENICI ZAJEDNO - BUZ, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, DEMOKRATI, NARODNA STRANKA - REFORMISTI - REFORMISTI, NEZAVISNI SELJACI HRVATSKE - NSH, GRAĐANSKO-LIBERALNI SAVEZ - GLAS, HRVATSKA SELJAČKA STRANKA BRAĆE RADIĆ - HSS BRAĆE RADIĆ, HRVATSKA SELJAČKA STRANKA - HSS;DEMOKRATSKI HSS - DHSS;DOMOVINSKI POKRET - DP;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ;HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;MOST;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;004;DOMANKUŠ;DRUŠTVENI DOM;DOMANKUŠ 44;195;68;68;68;0;14;0;10;36;7;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;005;GORNJE ROVIŠĆE;DRUŠTVENI DOM;GORNJE ROVIŠĆE 44;72;21;21;18;3;3;0;6;7;2;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;006;KAKINAC;VATROGASNI DOM;KAKINAC 32;47;23;23;23;0;4;1;0;18;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;007;KOVAČEVAC;VATROGASNI DOM;KOVAČEVAC 29;143;32;32;32;0;13;0;4;12;2;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;008;PODGORCI;DRUŠTVENI DOM;PODGORCI 68;328;138;138;133;5;22;0;4;82;16;0;9
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;009;TUK;VATROGASNI DOM;TUK 69;289;93;93;91;2;13;1;9;50;12;2;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;010;ŽABJAK;VATROGASNI DOM;ŽABJAK 40;350;119;119;118;1;31;3;10;54;14;6;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;011;KRALJEVAC;VATROGASNI DOM;KRALJEVAC 292;335;99;99;97;2;16;0;14;50;15;2;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ROVIŠĆE;012;LIPOVČANI;PRIVATNA KUĆA JOSIPA TUNIĆA;LIPOVČANI 14;38;22;22;22;0;3;0;0;9;10;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SEVERIN;001;SEVERIN;ZGRADA OPĆINE SEVERIN;SEVERIN 137;267;91;91;91;0;39;1;6;22;16;1;6
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SEVERIN;002;SEVERIN;PODRUČNA ŠKOLA U SEVERINU;SEVERIN 235;160;101;101;100;1;40;1;12;28;15;1;3
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SEVERIN;003;OROVAC;VATROGASNI DOM U OROVCU;OROVAC 49;258;165;165;161;4;90;4;7;32;21;1;6
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SIRAČ;001;SIRAČ;OPĆINA SIRAČ - UDRUGA UMIROVLJENIKA;STJEPANA RADIĆA 120;665;333;333;321;12;112;107;11;59;14;8;10
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SIRAČ;002;SIRAČ;OSNOVNA ŠKOLA U SIRAČU;VLADIMIRA  NAZORA 10;521;295;295;290;5;91;79;17;68;20;5;10
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SIRAČ;003;ŠIBOVAC;OSNOVNA ŠKOLA U ŠIBOVCU;ŠIBOVAC 16;186;78;78;76;2;30;24;2;14;2;1;3
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SIRAČ;004;MILJANOVAC;DOM KULTURE MILJANOVAC;MILJANOVAC 55;132;51;51;50;1;20;19;2;7;1;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SIRAČ;005;KIP;OSNOVNA ŠKOLA;KIP 40;132;64;64;60;4;14;17;3;23;3;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SIRAČ;006;PAKRANI;DOM KULTURE U PAKRANIMA;PAKRANI 54;104;28;28;28;0;14;1;5;7;0;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;SIRAČ;007;BIJELA;DOM KULTURE BIJELA;BIJELA 26;83;32;32;31;1;17;7;1;1;0;0;5
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠANDROVAC;001;LASOVAC;DRUŠTVENI DOM;LASOVAC 122;372;232;232;222;10;58;14;6;98;34;0;12
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠANDROVAC;002;RAVNEŠ;DRUŠTVENI DOM;RAVNEŠ 78;91;62;62;62;0;22;9;2;11;15;0;3
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠANDROVAC;003;KAŠLJAVAC;DRUŠTVENI DOM;KAŠLJAVAC 27;103;60;60;55;5;21;5;2;10;4;1;12
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠANDROVAC;004;PUPELICA;DRUŠTVENI DOM;PUPELICA 44;120;70;70;69;1;21;6;7;26;8;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠANDROVAC;005;JASENIK;DRUŠTVENI DOM;JASENIK 7;31;25;25;24;1;3;9;2;8;1;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠANDROVAC;006;ŠANDROVAC;DRUŠTVENI DOM-VELIKA SALA;BJELOVARSKA 6;530;372;372;359;13;117;23;9;70;130;4;6
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;001;NARTA;ZDRAVSTVENA AMBULANTA - NARTA;NARTA 294;205;77;77;77;0;14;4;3;22;29;0;5
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;002;NARTA;VARTOGASNI DOM NARTA;NARTA 180;339;108;108;104;4;35;2;5;28;27;1;6
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;003;ŠTEFANJE;DRUŠTVENI DOM ŠTEFANJE;ŠTEFANJE 61;233;114;114;112;2;19;5;6;52;24;3;3
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;004;ŠTEFANJE;DRUŠTVENI DOM ŠTEFANJE BRIJEG;ŠTEFANJE 236 A;54;30;30;30;0;8;2;3;12;5;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;005;STARO ŠTEFANJE;DRUŠTVENI DOM STARO ŠTEFANJE;STARO ŠTEFANJE 90;147;93;93;90;3;28;4;2;38;16;0;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;006;LAMINAC;DRUŠTVENI DOM LAMINAC;LAMINAC 133;245;96;96;93;3;34;9;2;21;23;0;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;007;BLATNICA;DRUŠTVENI DOM BLATNICA;BLATNICA 78;79;27;27;25;2;7;7;0;6;2;1;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;008;DONJA ŠUŠNJARA;DRUŠTVENI DOM DONJA ŠUŠNJARA;DONJA ŠUŠNJARA 67;101;63;63;61;2;13;2;2;42;2;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;009;GORNJA ŠUŠNJARA;DRUŠTVENI DOM GORNJA ŠUŠNJARA;GORNJA ŠUŠNJARA 24 A;25;11;11;11;0;6;0;1;3;1;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;010;STARINE;DRUŠTVENI DOM STARINE;STARINE 13;46;30;30;28;2;2;5;0;14;6;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ŠTEFANJE;011;DASKATICA;DRUŠTVENI DOM DASKATICA;DASKATICA 26;82;31;31;31;0;9;6;1;11;4;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA PISANICA;001;VELIKA PISANICA;DONJI MJESNI DOM;HRVATSKIH MUČENIKA 159;413;222;222;219;3;74;6;17;44;69;0;9
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA PISANICA;002;VELIKA PISANICA;GORNJI MJESNI DOM;TRG HRVATSKIH BRANITELJA 3;385;188;188;185;3;45;2;37;33;46;1;21
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA PISANICA;003;POLUM;MJESNI DOM;POLUM 15;33;20;20;20;0;3;2;1;3;4;0;7
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA PISANICA;004;BABINAC;MJESNI DOM;BABINAC 34;219;92;92;90;2;35;1;11;18;19;0;6
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA PISANICA;005;RIBNJAČKA;MJESNI DOM;RIBNJAČKA 38;109;52;52;48;4;11;0;3;22;10;0;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA PISANICA;006;NOVA PISANICA;MJESNI DOM;NOVA PISANICA 10;42;26;26;25;1;13;0;7;2;1;0;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA PISANICA;007;BAČKOVICA;MJESNI DOM;BAČKOVICA 60;42;13;13;13;0;7;0;1;0;0;0;5
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA PISANICA;008;ČAĐAVAC;MJESNI DOM;ČAĐAVAC 42;50;17;17;17;0;4;0;2;6;1;0;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA TRNOVITICA;001;VELIKA TRNOVITICA;MJESNI DOM;VELIKA TRNOVITICA 223 A;480;313;313;306;7;104;8;20;136;21;3;14
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA TRNOVITICA;002;MALA TRNOVITICA;MJESNI DOM;MALA TRNOVITICA 22 A;45;27;27;25;2;20;0;0;4;1;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA TRNOVITICA;003;NOVA PLOŠČICA;MJESNI DOM;NOVA PLOŠČICA 73;271;156;156;152;4;43;12;12;64;19;0;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA TRNOVITICA;004;GORNJA PLOŠČICA;MJESNI DOM;GORNJA PLOŠČICA 18 A;28;25;25;25;0;7;0;2;16;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA TRNOVITICA;005;GORNJA TRNOVITICA;MJESNI DOM;GORNJA TRNOVITICA 25;47;22;22;21;1;1;0;1;19;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA TRNOVITICA;006;MLINSKI VINOGRADI;MJESNI DOM;MLINSKI VINOGRADI 18 A;26;15;15;12;3;3;1;0;7;0;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA TRNOVITICA;007;VELIKA MLINSKA;MJESNI DOM;VELIKA MLINSKA 32 A;93;52;52;52;0;23;0;1;27;0;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA TRNOVITICA;008;MALA MLINSKA;MJESNI DOM;MALA MLINSKA 9 A;65;52;52;49;3;14;0;0;35;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;001;VELIKI GRĐEVAC;BIVŠA TRGOVINA DAVORKE ŠOJAT;IGNACA FRANCIŠKOVIĆA 38;303;178;178;175;3;74;0;28;39;28;2;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;002;VELIKI GRĐEVAC;OSNOVNA ŠKOLA MATE LOVRAKA;TRG M. LOVRAKA 11;431;267;267;259;8;120;8;27;62;19;5;18
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;003;VELIKI GRĐEVAC;POSLOVNI PROSTOR MILANA RAKOCIJE;V. NAZORA 55;223;139;139;137;2;74;0;12;29;9;3;10
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;004;PAVLOVAC;PODRUČNA ŠKOLA;KRALJA ZVONIMIRA 2;150;79;79;78;1;49;0;10;10;6;0;3
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;005;PAVLOVAC;POSLOVNI PROSTOR MILOVANA KUNDAKA;MATIJE GUPCA 86;162;109;109;107;2;76;1;4;10;9;3;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;006;PAVLOVAC;KUĆA DRAGICE RANOGAJEC;KOLODVORSKA  96;118;67;67;65;2;15;0;7;32;8;0;3
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;007;DONJA KOVAČICA;MJESNI DOM U DONJOJ KOVAČICI;DONJA KOVAČICA 53A;217;121;121;120;1;82;1;7;20;5;0;5
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;008;MALA PISANICA;MJESNI DOM U MALOJ PISANICI;MALA PISANICA 43;140;72;72;71;1;39;0;7;7;13;1;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;009;DRAŽICA;MJESNI DOM U DRAŽICI;DRAŽICA 71;104;62;62;61;1;27;0;3;30;0;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;010;GORNJA KOVAČICA;VATROGASNO SPREMIŠTE U G. KOVAČICI;GORNJA KOVAČICA 95;245;122;122;115;7;45;1;17;35;7;2;8
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;011;ZRINSKA;BIVŠA TRGOVINA U ZRINSKOJ;ZRINSKA 47;101;28;28;27;1;6;0;1;9;9;0;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;001;MARTINAC;DRUŠTVENI DOM;MARTINAC 33;102;53;53;49;4;28;2;3;6;8;0;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;002;MAGLENČA;DRUŠTVENI DOM;MAGLENČA 17;260;101;101;100;1;41;5;6;21;24;1;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;003;KEGLJEVAC;DRUŠTVENI DOM;KEGLJEVAC 24;41;24;24;22;2;5;0;4;4;8;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;004;VRBICA;DRUŠTVENI DOM;VRBICA 60;88;45;45;43;2;14;0;1;8;18;0;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;005;PAULOVAC;KONTEJNER;PAULOVAC;79;43;43;43;0;12;1;2;11;16;1;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;006;ĆURLOVAC;DRUŠTVENI DOM;ĆURLOVAC 101;218;142;142;140;2;65;9;15;21;29;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;007;DOMINKOVICA;DRUŠTVENI DOM;DOMINKOVICA 37;40;26;26;25;1;16;0;6;1;2;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;008;GRGINAC;DRUŠTVENI DOM;GRGINAC 60;177;91;91;87;4;33;3;11;6;24;3;7
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;009;MALO TROJSTVO;DRUŠTVENI DOM;MALO TROJSTVO 73;127;79;79;74;5;25;3;6;8;31;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;010;VIŠNJEVAC;DRUŠTVENI DOM;VIŠNJEVAC 52;88;53;53;52;1;30;1;5;5;10;0;1
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;011;VELIKO TROJSTVO;ZGRADA OPĆINE-MALA DVORANA;BRAĆE RADIĆ 28;999;510;510;491;19;141;21;35;50;216;6;22
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ZRINSKI TOPOLOVAC;001;ZRINSKI TOPOLOVAC;OPĆINSKI DOM;ZRINSKI TOPOLOVAC 274;448;331;331;325;6;39;10;22;173;77;1;3
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ZRINSKI TOPOLOVAC;002;JAKOPOVAC;VATROGASNI DOM;JAKOPOVAC 28;94;75;75;74;1;13;0;2;26;33;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ZRINSKI TOPOLOVAC;003;GORNJI KRIŽ;VATROGASNI DOM;GORNJI KRIŽ 34;98;75;75;71;4;12;1;0;18;40;0;0
