Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;DAMIR BAJS;IVAN BELJAN;DUBRAVKA DRAGAŠEVIÆ;SANDRA FRÈO;MARKO MARUŠIÆ
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;SIRAÈ;007;BIJELA;DOM KULTURE BIJELA;BIJELA 26;83;32;32;30;2;18;5;1;4;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ŠANDROVAC;001;LASOVAC;DRUŠTVENI DOM;LASOVAC 122;372;232;232;225;7;75;18;10;11;111
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ŠANDROVAC;002;RAVNEŠ;DRUŠTVENI DOM;RAVNEŠ 78;91;64;64;64;0;34;10;2;2;16
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ŠANDROVAC;003;KAŠLJAVAC;DRUŠTVENI DOM;KAŠLJAVAC 27;103;60;60;57;3;31;6;1;4;15
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ŠANDROVAC;004;PUPELICA;DRUŠTVENI DOM;PUPELICA 44;120;70;70;68;2;21;6;8;1;32
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ŠANDROVAC;005;JASENIK;DRUŠTVENI DOM;JASENIK 7;31;25;25;23;2;5;4;2;2;10
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ŠANDROVAC;006;ŠANDROVAC;DRUŠTVENI DOM-VELIKA SALA;BJELOVARSKA 6;530;372;372;357;15;144;38;11;9;155
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ŠTEFANJE;001;NARTA;ZDRAVSTVENA AMBULANTA - NARTA;NARTA 294;205;77;77;75;2;32;9;3;1;30
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ŠTEFANJE;002;NARTA;VARTOGASNI DOM NARTA;NARTA 180;339;108;108;104;4;47;4;5;7;41
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ŠTEFANJE;003;ŠTEFANJE;DRUŠTVENI DOM ŠTEFANJE;ŠTEFANJE 61;233;115;115;114;1;21;14;12;4;63
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ŠTEFANJE;004;ŠTEFANJE;DRUŠTVENI DOM ŠTEFANJE BRIJEG;ŠTEFANJE 236 A;54;30;30;30;0;11;5;3;0;11
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ŠTEFANJE;005;STARO ŠTEFANJE;DRUŠTVENI DOM STARO ŠTEFANJE;STARO ŠTEFANJE 90;147;94;94;90;4;33;7;0;1;49
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ŠTEFANJE;006;LAMINAC;DRUŠTVENI DOM LAMINAC;LAMINAC 133;245;96;96;91;5;38;13;0;4;36
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ŠTEFANJE;007;BLATNICA;DRUŠTVENI DOM BLATNICA;BLATNICA 78;79;32;32;30;2;9;7;1;2;11
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ŠTEFANJE;008;DONJA ŠUŠNJARA;DRUŠTVENI DOM DONJA ŠUŠNJARA;DONJA ŠUŠNJARA 67;101;64;64;63;1;20;3;1;0;39
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ŠTEFANJE;009;GORNJA ŠUŠNJARA;DRUŠTVENI DOM GORNJA ŠUŠNJARA;GORNJA ŠUŠNJARA 24 A;25;12;12;12;0;8;0;1;0;3
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ŠTEFANJE;010;STARINE;DRUŠTVENI DOM STARINE;STARINE 13;46;30;30;28;2;7;4;1;2;14
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ŠTEFANJE;011;DASKATICA;DRUŠTVENI DOM DASKATICA;DASKATICA 26;82;31;31;31;0;12;5;1;0;13
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKA PISANICA;001;VELIKA PISANICA;DONJI MJESNI DOM;HRVATSKIH MUÈENIKA 159;413;222;222;213;9;109;12;19;11;62
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKA PISANICA;002;VELIKA PISANICA;GORNJI MJESNI DOM;TRG HRVATSKIH BRANITELJA 3;385;190;190;188;2;75;4;39;21;49
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKA PISANICA;003;POLUM;MJESNI DOM;POLUM 15;33;20;20;20;0;6;2;0;7;5
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKA PISANICA;004;BABINAC;MJESNI DOM;BABINAC 34;219;92;92;90;2;51;1;14;7;17
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKA PISANICA;005;RIBNJAÈKA;MJESNI DOM;RIBNJAÈKA 38;109;52;52;48;4;12;2;2;3;29
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKA PISANICA;006;NOVA PISANICA;MJESNI DOM;NOVA PISANICA 10;42;26;26;25;1;13;0;9;1;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKA PISANICA;007;BAÈKOVICA;MJESNI DOM;BAÈKOVICA 60;42;13;13;13;0;10;0;0;3;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKA PISANICA;008;ÈAÐAVAC;MJESNI DOM;ÈAÐAVAC 42;50;20;20;20;0;9;0;2;4;5
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKA TRNOVITICA;001;VELIKA TRNOVITICA;MJESNI DOM;VELIKA TRNOVITICA 223 A;480;313;313;304;9;114;8;14;13;155
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKA TRNOVITICA;002;MALA TRNOVITICA;MJESNI DOM;MALA TRNOVITICA 22 A;45;27;27;25;2;21;0;0;0;4
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKA TRNOVITICA;003;NOVA PLOŠÈICA;MJESNI DOM;NOVA PLOŠÈICA 73;271;156;156;149;7;56;10;11;0;72
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKA TRNOVITICA;004;GORNJA PLOŠÈICA;MJESNI DOM;GORNJA PLOŠÈICA 18 A;28;25;25;25;0;10;0;0;0;15
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKA TRNOVITICA;005;GORNJA TRNOVITICA;MJESNI DOM;GORNJA TRNOVITICA 25;47;27;27;26;1;6;19;1;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKA TRNOVITICA;006;MLINSKI VINOGRADI;MJESNI DOM;MLINSKI VINOGRADI 18 A;26;16;16;14;2;4;1;0;0;9
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKA TRNOVITICA;007;VELIKA MLINSKA;MJESNI DOM;VELIKA MLINSKA 32 A;93;52;52;49;3;24;0;1;1;23
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKA TRNOVITICA;008;MALA MLINSKA;MJESNI DOM;MALA MLINSKA 9 A;65;52;52;50;2;14;0;1;0;35
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKI GRÐEVAC;001;VELIKI GRÐEVAC;BIVŠA TRGOVINA DAVORKE ŠOJAT;IGNACA FRANCIŠKOVIÆA 38;303;179;179;173;6;86;0;36;7;44
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKI GRÐEVAC;002;VELIKI GRÐEVAC;OSNOVNA ŠKOLA MATE LOVRAKA;TRG M. LOVRAKA 11;431;267;267;252;15;128;4;33;21;66
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKI GRÐEVAC;003;VELIKI GRÐEVAC;POSLOVNI PROSTOR MILANA RAKOCIJE;V. NAZORA 55;223;139;139;136;3;82;1;12;9;32
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKI GRÐEVAC;004;PAVLOVAC;PODRUÈNA ŠKOLA;KRALJA ZVONIMIRA 2;150;79;79;78;1;50;0;13;3;12
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKI GRÐEVAC;005;PAVLOVAC;POSLOVNI PROSTOR MILOVANA KUNDAKA;MATIJE GUPCA 86;162;110;110;108;2;82;0;6;6;14
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKI GRÐEVAC;006;PAVLOVAC;KUÆA DRAGICE RANOGAJEC;KOLODVORSKA  96;118;69;69;67;2;20;2;8;3;34
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKI GRÐEVAC;007;DONJA KOVAÈICA;MJESNI DOM U DONJOJ KOVAÈICI;DONJA KOVAÈICA 53A;217;121;121;120;1;87;0;8;4;21
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKI GRÐEVAC;008;MALA PISANICA;MJESNI DOM U MALOJ PISANICI;MALA PISANICA 43;140;72;72;70;2;44;1;12;4;9
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKI GRÐEVAC;009;DRAŽICA;MJESNI DOM U DRAŽICI;DRAŽICA 71;104;62;62;61;1;31;1;3;0;26
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKI GRÐEVAC;010;GORNJA KOVAÈICA;VATROGASNO SPREMIŠTE U G. KOVAÈICI;GORNJA KOVAÈICA 95;245;122;122;116;6;47;1;19;10;39
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKI GRÐEVAC;011;ZRINSKA;BIVŠA TRGOVINA U ZRINSKOJ;ZRINSKA 47;101;39;39;38;1;24;2;0;2;10
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKO TROJSTVO;001;MARTINAC;DRUŠTVENI DOM;MARTINAC 33;102;54;54;50;4;35;2;4;0;9
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKO TROJSTVO;002;MAGLENÈA;DRUŠTVENI DOM;MAGLENÈA 17;260;107;107;105;2;55;7;7;1;35
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKO TROJSTVO;003;KEGLJEVAC;DRUŠTVENI DOM;KEGLJEVAC 24;41;26;26;24;2;12;0;4;1;7
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKO TROJSTVO;004;VRBICA;DRUŠTVENI DOM;VRBICA 60;88;45;45;43;2;22;1;2;1;17
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKO TROJSTVO;005;PAULOVAC;KONTEJNER;PAULOVAC;79;43;43;43;0;15;1;2;1;24
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKO TROJSTVO;006;ÆURLOVAC;DRUŠTVENI DOM;ÆURLOVAC 101;218;142;142;139;3;71;13;13;3;39
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKO TROJSTVO;007;DOMINKOVICA;DRUŠTVENI DOM;DOMINKOVICA 37;40;26;26;25;1;17;0;6;0;2
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKO TROJSTVO;008;GRGINAC;DRUŠTVENI DOM;GRGINAC 60;177;91;91;85;6;44;3;12;7;19
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKO TROJSTVO;009;MALO TROJSTVO;DRUŠTVENI DOM;MALO TROJSTVO 73;127;79;79;70;9;28;6;8;1;27
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKO TROJSTVO;010;VIŠNJEVAC;DRUŠTVENI DOM;VIŠNJEVAC 52;88;53;53;51;2;33;2;5;1;10
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;VELIKO TROJSTVO;011;VELIKO TROJSTVO;ZGRADA OPÆINE-MALA DVORANA;BRAÆE RADIÆ 28;999;510;510;483;27;211;30;44;27;171
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ZRINSKI TOPOLOVAC;001;ZRINSKI TOPOLOVAC;OPÆINSKI DOM;ZRINSKI TOPOLOVAC 274;448;331;331;319;12;61;9;24;3;222
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ZRINSKI TOPOLOVAC;002;JAKOPOVAC;VATROGASNI DOM;JAKOPOVAC 28;94;75;75;74;1;18;3;3;2;48
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;opæina;ZRINSKI TOPOLOVAC;003;GORNJI KRIŽ;VATROGASNI DOM;GORNJI KRIŽ 34;98;75;75;71;4;27;1;3;1;39
