Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;SAŠA LUKIĆ;DRAGIŠA ŽUTINIĆ
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA PISANICA;004;BABINAC;MJESNI DOM;BABINAC 34;16;5;5;5;0;5;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA PISANICA;005;RIBNJAČKA;MJESNI DOM;RIBNJAČKA 38;12;1;1;1;0;1;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA PISANICA;006;NOVA PISANICA;MJESNI DOM;NOVA PISANICA 10;5;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA PISANICA;007;BAČKOVICA;MJESNI DOM;BAČKOVICA 60;19;4;4;4;0;4;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA PISANICA;008;ČAĐAVAC;MJESNI DOM;ČAĐAVAC 42;25;1;1;1;0;1;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA TRNOVITICA;001;VELIKA TRNOVITICA;MJESNI DOM;VELIKA TRNOVITICA 223 A;9;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA TRNOVITICA;002;MALA TRNOVITICA;MJESNI DOM;MALA TRNOVITICA 22 A;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA TRNOVITICA;003;NOVA PLOŠČICA;MJESNI DOM;NOVA PLOŠČICA 73;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA TRNOVITICA;004;GORNJA PLOŠČICA;MJESNI DOM;GORNJA PLOŠČICA 18 A;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA TRNOVITICA;005;GORNJA TRNOVITICA;MJESNI DOM;GORNJA TRNOVITICA 25;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA TRNOVITICA;006;MLINSKI VINOGRADI;MJESNI DOM;MLINSKI VINOGRADI 18 A;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA TRNOVITICA;007;VELIKA MLINSKA;MJESNI DOM;VELIKA MLINSKA 32 A;8;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKA TRNOVITICA;008;MALA MLINSKA;MJESNI DOM;MALA MLINSKA 9 A;22;1;1;1;0;1;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;001;VELIKI GRĐEVAC;BIVŠA TRGOVINA DAVORKE ŠOJAT;IGNACA FRANCIŠKOVIĆA 38;5;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;002;VELIKI GRĐEVAC;OSNOVNA ŠKOLA MATE LOVRAKA;TRG M. LOVRAKA 11;21;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;003;VELIKI GRĐEVAC;POSLOVNI PROSTOR MILANA RAKOCIJE;V. NAZORA 55;17;1;1;1;0;1;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;004;PAVLOVAC;PODRUČNA ŠKOLA;KRALJA ZVONIMIRA 2;19;2;2;2;0;2;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;005;PAVLOVAC;POSLOVNI PROSTOR MILOVANA KUNDAKA;MATIJE GUPCA 86;9;2;2;2;0;2;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;006;PAVLOVAC;KUĆA DRAGICE RANOGAJEC;KOLODVORSKA  96;2;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;007;DONJA KOVAČICA;MJESNI DOM U DONJOJ KOVAČICI;DONJA KOVAČICA 53A;13;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;008;MALA PISANICA;MJESNI DOM U MALOJ PISANICI;MALA PISANICA 43;11;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;009;DRAŽICA;MJESNI DOM U DRAŽICI;DRAŽICA 71;1;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;010;GORNJA KOVAČICA;VATROGASNO SPREMIŠTE U G. KOVAČICI;GORNJA KOVAČICA 95;29;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKI GRĐEVAC;011;ZRINSKA;BIVŠA TRGOVINA U ZRINSKOJ;ZRINSKA 47;5;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;001;MARTINAC;DRUŠTVENI DOM;MARTINAC 33;2;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;002;MAGLENČA;DRUŠTVENI DOM;MAGLENČA 17;2;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;003;KEGLJEVAC;DRUŠTVENI DOM;KEGLJEVAC 24;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;004;VRBICA;DRUŠTVENI DOM;VRBICA 60;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;005;PAULOVAC;KONTEJNER;PAULOVAC;1;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;006;ĆURLOVAC;DRUŠTVENI DOM;ĆURLOVAC 101;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;007;DOMINKOVICA;DRUŠTVENI DOM;DOMINKOVICA 37;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;008;GRGINAC;DRUŠTVENI DOM;GRGINAC 60;14;2;2;2;0;2;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;009;MALO TROJSTVO;DRUŠTVENI DOM;MALO TROJSTVO 73;2;2;2;2;0;2;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;010;VIŠNJEVAC;DRUŠTVENI DOM;VIŠNJEVAC 52;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;VELIKO TROJSTVO;011;VELIKO TROJSTVO;ZGRADA OPĆINE-MALA DVORANA;BRAĆE RADIĆ 28;12;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ZRINSKI TOPOLOVAC;001;ZRINSKI TOPOLOVAC;OPĆINSKI DOM;ZRINSKI TOPOLOVAC 274;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ZRINSKI TOPOLOVAC;002;JAKOPOVAC;VATROGASNI DOM;JAKOPOVAC 28;0;0;0;0;0;0;0
07;BJELOVARSKO-BILOGORSKA ŽUPANIJA;općina;ZRINSKI TOPOLOVAC;003;GORNJI KRIŽ;VATROGASNI DOM;GORNJI KRIŽ 34;0;0;0;0;0;0;0
