Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DAVOR DRETAR;ANĐELKO FEREK-JAMBREK;ŽELJKO KOLAR;ERNEST SVAŽIĆ
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;SVETI KRIŽ ZAČRETJE;014;MIRKOVEC;VATROGASNI DOM;MIRKOVEC;704;321;321;315;6;33;40;205;37
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;001;SVETI KRIŽ I;KUĆA KREŠIMIRA KOLETIĆA;SVETI KRIŽ 56;173;104;104;103;1;1;6;83;13
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;002;SVETI KRIŽ II;KUĆA ANKICE FEKEŽA;SVETI KRIŽ 205;213;119;119;118;1;4;4;96;14
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;003;TUHELJ;OSNOVNA ŠKOLA LIJEPA NAŠA TUHELJ;TUHELJ 54;181;108;108;106;2;8;1;74;23
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;004;TRSTENO;KUĆA ŠTEFANIJE I LJUDEVITA HUDIĆA;TRSTENO  1C;139;95;95;91;4;2;2;50;37
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;005;GLOGOVEC ZAGORSKI;KUĆA IVICE KUNŠTEKA;GLOGOVEC ZAGORSKI 4A;129;85;85;83;2;3;6;59;15
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;006;ČREŠNJEVEC;KUĆA RADE HORVATIN;ČREŠNJEVEC, ULICA STJEPANA PUKLJAKA 15D;224;113;113;109;4;14;2;74;19
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;007;TUHELJSKE TOPLICE;TERME TUHELJ D.O.O. - DVORAC MIHANOVIĆ;TUHELJSKE TOPLICE, ULICA LJUDEVITA GAJA 4;237;111;111;103;8;10;3;62;28
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;008;LENIŠĆE;KUĆA DRAGUTINA ORLOVIĆA;LENIŠĆE 49;89;50;50;48;2;2;2;27;17
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;009;PRISTAVA;KUĆA POK. EMILA GJURIĆA;PRISTAVA 135;196;130;130;127;3;3;7;85;32
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;010;PROSENIK;SELJAČKI DOM;PROSENIK;164;103;103;101;2;3;5;68;25
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;VELIKO TRGOVIŠĆE;001;VELIKO TRGOVIŠĆE;OSNOVNA ŠKOLA;VELIKO TRGOVIŠĆE;1115;543;543;528;15;72;20;275;161
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;VELIKO TRGOVIŠĆE;002;VELIKO TRGOVIŠĆE;DOM KULTURE;VELIKO TRGOVIŠĆE;370;125;125;122;3;9;9;59;45
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;VELIKO TRGOVIŠĆE;003;JALŠJE II;DRUŠTVENI DOM;JALŠJE;274;136;136;135;1;10;7;78;40
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;VELIKO TRGOVIŠĆE;004;DUBROVČAN;OSNOVNA ŠKOLA;DUBROVČAN;592;246;246;238;8;23;14;178;23
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;VELIKO TRGOVIŠĆE;005;DUBROVČAN;VATROGASNI DOM;DUBROVČAN;786;392;392;380;12;28;21;275;56
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;VELIKO TRGOVIŠĆE;006;STRMEC;OŠ STRMEC;STRMEC;277;117;117;112;5;2;5;77;28
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;VELIKO TRGOVIŠĆE;007;VIŽOVLJE;DRUŠTVENI DOM;VIŽOVLJE;192;112;112;110;2;10;5;76;19
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;VELIKO TRGOVIŠĆE;008;DRUŽILOVEC;DRUŠTVENI DOM;DRUŽILOVEC;346;141;141;136;5;14;6;95;21
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZAGORSKA SELA;001;POLJANA SUTLANSKA;VATROGASNI DOM;POLJANA SUTLANSKA;223;88;88;87;1;8;9;67;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZAGORSKA SELA;002;MILJANA;KUĆA IVANA ŠUMAK;MILJANA 16;86;37;37;35;2;1;1;28;5
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZAGORSKA SELA;003;PLAVIĆ;PROSTORIJE VATROGASNOG DOMA;PLAVIĆ;123;63;63;63;0;7;3;48;5
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZAGORSKA SELA;004;ZAGORSKA SELA;PROSTORIJE STARE ŠKOLE;ZAGORSKA SELA;289;115;115;111;4;7;13;81;10
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZAGORSKA SELA;005;BREZAKOVEC;KUĆA ŽELJKA KODRNJA;BREZAKOVEC 48;77;31;31;29;2;2;0;21;6
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZLATAR BISTRICA;001;ZLATAR BISTRICA;DOM KULTURE;ZAGORSKA 1;598;351;351;336;15;24;15;240;57
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZLATAR BISTRICA;002;ZLATAR BISTRICA;OSNOVNA ŠKOLA;VLADIMIRA NAZORA 10;614;382;382;375;7;33;23;210;109
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZLATAR BISTRICA;003;LOVREČAN;PROSTORIJE KORPAR JANKA;LOVREČAN 78;346;191;191;184;7;17;3;117;47
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZLATAR BISTRICA;004;VELEŠKOVEC;DRUŠTVENI DOM;VELEŠKOVEC;221;125;125;122;3;17;13;81;11
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZLATAR BISTRICA;005;LIPOVEC;DRUŠTVENI DOM;LIPOVEC;159;70;70;69;1;6;9;43;11
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZLATAR BISTRICA;006;ERVENIK;PROSTORIJE KUĆE POKOJNE GABRIJELE HABAN BASRAN (VLASNIK MIROSLAV HABAN);ERVENIK 40;152;73;73;72;1;3;4;45;20
