Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DEMOKRATSKI HSS - DHSS, HRVATSKA STRANKA PRAVA - HSP, HRVATSKA STRANKA SVIH ČAKAVACA KAJKAVACA I ŠTOKAVACA - HSSČKŠ;DOMOVINSKI POKRET - DP;KANDIDACIJSKA LISTA GRUPE BIRAČA -  ROBERT GREBLIČKI;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, AUTOHTONA - HRVATSKA SELJAČKA STRANKA - A - HSS, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, STRANKA UMIROVLJENIKA - SU, ZAGORSKA DEMOKRATSKA STRANKA - ZDS;HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, NARODNA STRANKA - REFORMISTI - REFORMISTI, HRVATSKA SELJAČKA STRANKA BRAĆE RADIĆ - HSS BRAĆE RADIĆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, HRVATSKA SELJAČKA STRANKA - HSS, HRVATSKA STRANKA UMIROVLJENIKA - HSU;KANDIDACIJSKA LISTA GRUPE BIRAČA -  VIKTOR ŠIMUNIĆ;ZAGORSKA STRANKA - ZS
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;PETROVSKO;009;SLATINA SVEDRUŠKA (DIO);KUĆA ORMUŽ BRANKA;SLATINA SVEDRUŠKA 5;193;112;112;109;3;0;19;0;41;6;39;3;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;PETROVSKO;010;SLATINA SVEDRUŠKA (DIO) I SVEDRUŽA GORNJA;PODRUČNA ŠKOLA U SLATINI (JUŽNA UČIONICA);SLATINA SVEDRUŠKA 38;261;160;160;156;4;2;8;4;33;21;82;5;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;PETROVSKO;011;GREDENEC;GARAŽA HRŠAK JOSIPA;GREDENEC 28;71;58;58;57;1;1;10;1;13;12;20;0;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;RADOBOJ;001;GORJANI SUTINSKI;KUĆA DRAGANIĆ IVANA;GORJANI SUTINSKI 73;111;73;73;70;3;1;3;7;16;36;5;0;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;RADOBOJ;002;GORNJA ŠEMNICA;PODRUČNA ŠKOLA GORNJA ŠEMNICA;GORNJA ŠEMNICA 64;496;347;347;340;7;3;37;29;103;61;95;10;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;RADOBOJ;003;BREGI RADOBOJSKI I KRALJEVEC RADOBOJSKI;PROSTORIJE STARE HIŽE;BREGI RADOBOJSKI 35;382;248;248;238;10;4;13;37;70;22;82;7;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;RADOBOJ;004;KRALJEVEC ŠEMNIČKI;KUĆA MLAKAR ZDRAVKA;KRALJEVEC ŠEMNIČKI 28 A;81;67;67;66;1;0;4;14;12;10;25;0;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;RADOBOJ;005;JAZVINE;PODRUČNA ŠKOLA JAZVINE;JAZVINE 12;308;221;221;213;8;3;17;43;42;25;68;13;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;RADOBOJ;006;OREHOVEC RADOBOJSKI;DRUŠTVENI DOM OREHOVEC RADOBOJSKI;OREHOVEC RADOBOJSKI 8;222;147;147;138;9;0;12;16;18;11;75;4;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;RADOBOJ;007;STRAHINJE RADOBOJSKO;KUĆA DRAGICE FRUK;STRAHINJE RADOBOJSKO 18;48;38;38;38;0;1;1;11;8;11;5;1;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;RADOBOJ;008;RADOBOJ I;ZGRADA OPĆINE RADOBOJ-ZAVIČAJNA ZBIRKA/PRIZEMLJE;RADOBOJ 34;429;299;299;288;11;5;19;49;48;85;70;11;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;RADOBOJ;009;RADOBOJ II;"OSNOVNA ŠKOLA ""SIDA KOŠUTIĆ"" RADOBOJ";RADOBOJ 21;569;373;373;362;11;6;25;41;51;77;145;14;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;STUBIČKE TOPLICE;001;STUBIČKE TOPLICE;VIJEĆNICA OPĆINE STUBIČKE TOPLICE;VIKTORA ŠIPEKA 16;811;405;405;397;8;5;45;35;74;15;167;53;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;STUBIČKE TOPLICE;002;STUBIČKE TOPLICE;OSNOVNA ŠKOLA VLADIMIR BOSNAR STUBIČKE TOPLICE;STRMEČKA CESTA 5A;852;478;477;460;17;9;39;31;79;12;212;76;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;STUBIČKE TOPLICE;003;STRMEC STUBIČKI;MJESNI DOM STRMEC STUBIČKI;STRMEC STUBIČKI 161;611;334;334;318;16;2;47;16;50;12;139;48;4
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;STUBIČKE TOPLICE;004;PILA;MJESNI DOM PILA;PILA 16;279;175;175;166;9;0;16;11;18;5;92;23;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;SVETI KRIŽ ZAČRETJE;001;TEMOVEC;PODRUČNA ŠKOLA;TEMOVEC BB;168;94;94;90;4;4;26;6;14;4;27;2;7
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;SVETI KRIŽ ZAČRETJE;002;ZLEĆ;KUĆA MIHOVILIĆ ŽELJKA;ZLEĆ 1D;120;74;74;71;3;0;3;0;19;5;38;3;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;SVETI KRIŽ ZAČRETJE;003;ŠTRUCLJEVO;DRUŠTVENI DOM;ŠTRUCLJEVO;281;134;134;131;3;2;7;0;34;9;71;6;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;SVETI KRIŽ ZAČRETJE;004;PUSTODOL ZAČRETSKI;KUĆA BLAGEC KRUNOSLAVA;PUSTODOL ZAČRETSKI 42B;273;121;121;118;3;3;8;0;41;16;45;3;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;SVETI KRIŽ ZAČRETJE;005;SVETI KRIŽ ZAČRETJE;ZGRADA OPĆINE;TRG HRVATSKE KRALJICE JELENE 1;767;391;391;381;10;5;28;11;76;64;166;24;7
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;SVETI KRIŽ ZAČRETJE;006;DONJA PAČETINA;KUĆA ZAVRŠKI MLADENA;DONJA PAČETINA 58;355;146;146;144;2;3;13;3;57;10;53;4;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;SVETI KRIŽ ZAČRETJE;007;DONJA PAČETINA;KUĆA DRAGČEVIĆ JANKA;DONJA PAČETINA 152;287;96;96;95;1;0;10;2;26;11;43;3;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;SVETI KRIŽ ZAČRETJE;008;DUKOVEC;KUĆA MARTINJAK STANKA;DUKOVEC 25;187;104;104;100;4;1;11;1;46;11;25;4;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;SVETI KRIŽ ZAČRETJE;009;ŠVALJKOVEC;KUĆA PETRAČIJA VIKTORA - RADIONA RIBICA;ŠVALJKOVEC 43A;509;212;212;203;9;3;24;1;48;18;88;17;4
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;SVETI KRIŽ ZAČRETJE;010;VRANKOVEC;KUĆA ČVEK BRANKA;VRANKOVEC 10D;214;92;92;90;2;1;12;1;23;2;44;4;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;SVETI KRIŽ ZAČRETJE;011;KOZJAK ZAČRETSKI;PODRUČNA ŠKOLA;KOZJAK ZAČRETSKI;294;74;74;71;3;1;13;0;15;8;27;5;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;SVETI KRIŽ ZAČRETJE;012;SEKIRIŠĆE;PODRUČNA ŠKOLA;SEKIRIŠĆE;300;78;78;75;3;0;18;0;25;0;26;2;4
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;SVETI KRIŽ ZAČRETJE;013;CIGLENICA ZAGORSKA;KUĆA CIGLENEČKI HRVOJA;CIGLENICA ZAGORSKA 7B;500;204;204;201;3;0;16;7;66;20;83;6;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;SVETI KRIŽ ZAČRETJE;014;MIRKOVEC;VATROGASNI DOM;MIRKOVEC;704;321;321;315;6;3;29;16;44;26;180;14;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;001;SVETI KRIŽ I;KUĆA KREŠIMIRA KOLETIĆA;SVETI KRIŽ 56;173;104;104;102;2;1;2;1;20;6;66;6;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;002;SVETI KRIŽ II;KUĆA ANKICE FEKEŽA;SVETI KRIŽ 205;213;118;118;113;5;2;2;3;19;3;83;1;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;003;TUHELJ;OSNOVNA ŠKOLA LIJEPA NAŠA TUHELJ;TUHELJ 54;181;108;108;104;4;3;7;1;29;0;63;0;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;004;TRSTENO;KUĆA ŠTEFANIJE I LJUDEVITA HUDIĆA;TRSTENO  1C;139;95;95;93;2;3;2;1;42;3;42;0;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;005;GLOGOVEC ZAGORSKI;KUĆA IVICE KUNŠTEKA;GLOGOVEC ZAGORSKI 4A;129;85;85;83;2;1;5;0;20;7;49;0;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;006;ČREŠNJEVEC;KUĆA RADE HORVATIN;ČREŠNJEVEC, ULICA STJEPANA PUKLJAKA 15D;224;113;113;109;4;2;9;5;20;3;68;2;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;007;TUHELJSKE TOPLICE;TERME TUHELJ D.O.O. - DVORAC MIHANOVIĆ;TUHELJSKE TOPLICE, ULICA LJUDEVITA GAJA 4;237;110;110;103;7;4;8;3;38;1;44;4;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;008;LENIŠĆE;KUĆA DRAGUTINA ORLOVIĆA;LENIŠĆE 49;89;50;50;49;1;0;1;1;21;1;23;1;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;009;PRISTAVA;KUĆA POK. EMILA GJURIĆA;PRISTAVA 135;196;130;130;125;5;1;4;4;40;7;67;1;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;TUHELJ;010;PROSENIK;SELJAČKI DOM;PROSENIK;164;101;101;95;6;1;2;1;30;7;51;3;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;VELIKO TRGOVIŠĆE;001;VELIKO TRGOVIŠĆE;OSNOVNA ŠKOLA;VELIKO TRGOVIŠĆE;1115;543;543;528;15;5;38;167;153;2;140;19;4
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;VELIKO TRGOVIŠĆE;002;VELIKO TRGOVIŠĆE;DOM KULTURE;VELIKO TRGOVIŠĆE;370;125;125;123;2;1;2;52;44;1;23;0;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;VELIKO TRGOVIŠĆE;003;JALŠJE II;DRUŠTVENI DOM;JALŠJE;274;136;136;135;1;2;4;55;29;3;39;2;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;VELIKO TRGOVIŠĆE;004;DUBROVČAN;OSNOVNA ŠKOLA;DUBROVČAN;592;246;246;236;10;3;9;95;23;2;98;3;3
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;VELIKO TRGOVIŠĆE;005;DUBROVČAN;VATROGASNI DOM;DUBROVČAN;786;392;392;380;12;6;17;204;38;7;104;4;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;VELIKO TRGOVIŠĆE;006;STRMEC;OŠ STRMEC;STRMEC;277;117;117;111;6;6;0;51;26;1;26;1;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;VELIKO TRGOVIŠĆE;007;VIŽOVLJE;DRUŠTVENI DOM;VIŽOVLJE;192;112;112;111;1;0;5;65;22;0;17;2;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;VELIKO TRGOVIŠĆE;008;DRUŽILOVEC;DRUŠTVENI DOM;DRUŽILOVEC;346;141;141;138;3;0;8;61;28;2;32;5;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZAGORSKA SELA;001;POLJANA SUTLANSKA;VATROGASNI DOM;POLJANA SUTLANSKA;223;88;88;88;0;0;8;5;5;14;56;0;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZAGORSKA SELA;002;MILJANA;KUĆA IVANA ŠUMAK;MILJANA 16;86;37;37;35;2;1;3;0;3;4;23;1;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZAGORSKA SELA;003;PLAVIĆ;PROSTORIJE VATROGASNOG DOMA;PLAVIĆ;123;63;63;62;1;1;5;0;7;2;46;1;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZAGORSKA SELA;004;ZAGORSKA SELA;PROSTORIJE STARE ŠKOLE;ZAGORSKA SELA;289;115;115;115;0;2;7;0;14;13;77;0;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZAGORSKA SELA;005;BREZAKOVEC;KUĆA ŽELJKA KODRNJA;BREZAKOVEC 48;77;31;31;30;1;1;1;1;4;5;16;2;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZLATAR BISTRICA;001;ZLATAR BISTRICA;DOM KULTURE;ZAGORSKA 1;598;351;351;338;13;0;18;2;59;16;197;40;6
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZLATAR BISTRICA;002;ZLATAR BISTRICA;OSNOVNA ŠKOLA;VLADIMIRA NAZORA 10;614;382;382;377;5;6;23;6;102;14;186;38;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZLATAR BISTRICA;003;LOVREČAN;PROSTORIJE KORPAR JANKA;LOVREČAN 78;346;191;191;179;12;2;10;2;50;3;103;7;2
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZLATAR BISTRICA;004;VELEŠKOVEC;DRUŠTVENI DOM;VELEŠKOVEC;221;125;125;122;3;1;15;1;15;10;70;10;0
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZLATAR BISTRICA;005;LIPOVEC;DRUŠTVENI DOM;LIPOVEC;159;70;70;68;2;0;7;2;9;6;39;4;1
02;KRAPINSKO-ZAGORSKA ŽUPANIJA;općina;ZLATAR BISTRICA;006;ERVENIK;PROSTORIJE KUĆE POKOJNE GABRIJELE HABAN BASRAN (VLASNIK MIROSLAV HABAN);ERVENIK 40;152;73;73;73;0;0;5;0;24;0;38;3;3
