Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;STJEPAN KOŽIĆ;MIHAEL ZMAJLOVIĆ
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;033;GORNJA LOMNICA;PROSTORIJE NK;GORNJA LOMNICA BB;464;87;87;78;9;60;18
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;034;GORNJE PODOTOČJE;DRUŠTVENI DOM;PODOTOČJE GORNJE 41;368;66;66;64;2;40;24
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;035;GRADIĆI;DRUŠTVENI DOM;GRADIĆI, GRADIĆKA 33;1737;319;319;309;10;230;79
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;036;GUDCI;DRUŠTVENI DOM;GUDCI 52 A;366;73;73;70;3;40;30
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;037;GUSTELNICA;DRUŠTVENI DOM;GUSTELNICA 14 A;87;14;14;13;1;9;4
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;038;JAGODNO;DRUŠTVENI DOM;JAGODNO 45;503;37;37;36;1;22;14
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;039;KOBILIĆ;DRUŠTVENI DOM;KOBILIĆ 74;506;126;126;125;1;104;21
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;040;KOSNICA;DRUŠTVENI DOM;PETINA 32;813;101;101;96;5;76;20
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;041;KOZJAČA;DRUŠTVENI DOM;KOZJAČA, ŠKOLSKA CESTA 6;279;72;72;68;4;55;13
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;042;KUČE;VATROGASNI DOM-NOVI;KUČE, PETROVA 24/1;1208;228;228;225;3;163;62
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;043;LAZINA;DRUŠTVENI DOM;LAZINA ČIČKA 24/1;491;70;70;67;3;40;27
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;044;LEKNENO-TRNJE;"SPORTSKI DOM NK ""BUDUĆNOST"" (NOGOMETNO IGRALIŠTE)";LEKNENO, VELIKOGORIČKA BB;386;58;58;56;2;46;10
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;045;LUKAVEC;DRUŠTVENI DOM;LUKAVEC, DOLENSKA 1;1092;227;227;220;7;143;77
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;046;MARKUŠEVEC;DRUŠTVENI DOM;MARKUŠEVEC 12 A;333;66;66;62;4;42;20
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;047;MIČEVEC;DRUŠTVENI DOM;MIČEVEC, TRG KARDINALA A. STEPINCA 7;1124;146;146;140;6;89;51
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;048;MRACLIN;VATROGASNI DOM;MRACLIN, BRAĆE RADIĆA 89 A;937;254;254;247;7;189;58
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;049;NOVO ČIČE;OSNOVNA ŠKOLA;NOVO ČIČE, TRG ANTUNA CVETKOVIĆA 27;1114;172;172;161;11;105;56
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;050;OGULINEC;DRUŠTVENI DOM;OGULINEC, OGULINEČKA 11 A;270;71;71;71;0;53;18
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;051;OKUJE;PROSTORIJE MJESNOG ODBORA;OKUJE BB;387;101;101;99;2;81;18
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;052;PETROVINA;DRUŠTVENI DOM;PETROVINA, PETROVINSKA ULICA 34 A;659;102;102;97;5;69;28
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;053;RAKITOVEC;VATROGASNI DOM;RAKITOVEC 310;527;112;112;110;2;79;31
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;054;RIBNICA;VATROGASNI DOM;RIBNICA, ULICA HRVATSKOG PROLJEĆA 87;791;121;121;117;4;74;43
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;055;SELNICA;PROSTORIJE MJESNOG ODBORA-KONTEJNER;SELNICA ŠČITARJEVSKA BB;440;86;86;85;1;70;15
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;056;SOP BUKEVSKI;PROSTORIJE MJESNOG ODBORA;SOP BUKEVSKI BB;69;28;28;28;0;23;5
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;057;STARO ČIČE;DRUŠTVENI DOM;STARO ČIČE, J. HABDELIĆA 21;648;126;126;124;2;76;48
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;058;STRMEC BUKEVSKI;KULTURNO-PROSVJETNI DOM;STRMEC BUKEVSKI 70;368;103;103;102;1;83;19
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;059;ŠČITARJEVO;OSNOVNA ŠKOLA;ŠČITARJEVO 104;1370;148;148;144;4;97;47
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;060;ŠILJAKOVINA;VATROGASNI DOM-NOVI;ŠILJAKOVINA, I. ŠABANA 2 C;599;96;96;94;2;73;21
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;061;TUROPOLJE;DRUŠTVENI DOM;TUROPOLJE, PROLETERSKA BB;671;119;119;116;3;84;32
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;062;VELIKA BUNA;DRUŠTVENI DOM;VELIKA BUNA, TUROPOLJSKO POSAVSKOG ODREDA  107;760;243;243;234;9;197;37
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;063;VELIKA BUNA;DRUŠTVENI DOM;MALA BUNA, MALOBUNSKA CESTA 2;224;65;65;63;2;60;3
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;064;VELIKA BUNA;DRUŠTVENI DOM;KLJUČIĆ BRDO, KLJUČIĆKA CESTA 80;180;26;26;26;0;19;7
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;065;VELIKA MLAKA;OSNOVNA ŠKOLA;VELIKA MLAKA, BRUNE BUŠIĆA 7;1648;258;258;254;4;145;109
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;066;VELIKA MLAKA;VATROGASNI DOM;VELIKA MLAKA, TRG MAJKE HRVATICE 17;1407;238;238;231;7;137;94
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;067;VUKOMERIĆ;DRUŠTVENI DOM;VUKOMERIĆ 17;115;13;13;12;1;8;4
01;ZAGREBAČKA ŽUPANIJA;grad;VELIKA GORICA;068;VUKOVINA;"NK ""BAN JELAČIĆ""";VUKOVINA, ŠKOLSKA ULICA 8A;906;201;201;197;4;154;43
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;001;VRBOVEC I;VELIKA GRADSKA VIJEĆNICA;TRG P. ZRINSKOG 9, VRBOVEC;701;206;206;203;3;58;145
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;002;VRBOVEC II;SALA UDRUŽENJA OBRTNIKA VRBOVEC;KRIŽEVAČKA 4, VRBOVEC;435;127;127;123;4;51;72
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;003;VRBOVEC III;DRUŠTVENI DOM U GRADEČKOJ ULICI;GRADEČKA 70, VRBOVEC;402;119;119;117;2;29;88
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;004;VRBOVEC IV;UDRUGA UMIROVLJENIKA;BRDO 3, VRBOVEC;667;138;138;131;7;53;78
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;005;VRBOVEC V;DVORANA PUČKOG OTVORENOG UČILIŠTA VRBOVEC;KOLODVORSKA 1, VRBOVEC;634;128;128;126;2;50;76
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;006;VRBOVEC VI;POSLOVNI PROSTOR KIRŠA;BUBANJ 10;790;253;253;247;6;95;152
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;007;VRBOVEC VII;DJEČJI VRTIĆ VRBOVEC, PODRUČNI OBJEKT;EUGENA DE PIENNESA 14 F, VRBOVEC;794;190;190;184;6;50;134
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;008;VRBOVEČKI PAVLOVEC;DRUŠTVENI DOM;VRBOVEČKI PAVLOVEC 75, VRBOVEC;322;89;89;83;6;40;43
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;009;MARTINSKA VES;DRUŠTVENI DOM;RADNIČKA 8, VRBOVEC;391;74;74;73;1;25;48
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;010;LUKA;DRUŠTVENI DOM;LUKA 46;766;149;149;148;1;60;88
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;011;NOVO SELO;DRUŠTVENI DOM;NOVO SELO BB;87;17;17;17;0;10;7
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;012;CELINE;VATROGASNI DOM;CELINE 54;797;250;250;248;2;93;155
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;013;CERJE;DRUŠTVENI DOM;CERJE 15;160;39;39;39;0;13;26
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;014;BRČEVEC;DRUŠTVENI DOM;BRČEVEC 46;467;93;93;92;1;44;48
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;015;POLJANA;DRUŠTVENI DOM;POLJANA 153;278;59;59;59;0;31;28
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;016;POLJANSKI LUG;DRUŠTVENI DOM;POLJANSKI LUG 11;314;89;89;86;3;41;45
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;017;PRILESJE;DRUŠTVENI DOM;PRILESJE 38;145;40;40;39;1;21;18
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;018;KONAK;DRUŠTVENI DOM;KONAK 12B;128;54;54;52;2;22;30
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;019;GORNJI TKALEC;VATROGASNI DOM;GORNJI TKALEC 47;228;36;36;36;0;26;10
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;020;ŽUNCI;VATROGASNI DOM;ŽUNCI 6;132;27;27;27;0;15;12
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;021;LOVREČKA VELIKA;KUĆA KATICE ŠEREMET;LOVREČKA VELIKA 21;172;52;52;52;0;22;30
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;022;GOSTOVIĆ;DRUŠTVENI DOM;GOSTOVIĆ 10;114;19;19;19;0;5;14
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;023;BANOVO;OSNOVNA ŠKOLA, UČIONICA BR. 1;BANOVO 13;92;27;27;27;0;12;15
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;024;PODOLEC;OSNOVNA ŠKOLA, UČIONICA BR. 2;BANOVO 13;132;12;12;12;0;8;4
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;025;LOVREČKA VAROŠ;DRUŠTVENI DOM;LOVREČKA VAROŠ 34;124;49;49;48;1;22;26
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;026;LUKOVO;DRUŠTVENI DOM;LUKOVO 78;154;37;37;37;0;23;14
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;027;TOPOLOVEC;KUĆA GORANA GREGURIĆA;TOPOLOVEC 5A;98;28;28;27;1;1;26
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;028;MARENIĆ;DRUŠTVENI DOM;MARENIĆ 28;108;20;20;19;1;15;4
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;029;LONJICA;VATROGASNI DOM;LONJICA 128;828;188;188;186;2;73;113
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;030;PESKOVEC;VATROGASNI DOM;PESKOVEC 39;250;55;55;55;0;19;36
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;031;GREDA;DRUŠTVENI DOM;GREDA 25;120;23;23;23;0;5;18
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;032;SAMOBOREC;DRUŠTVENI DOM;SAMOBOREC 11;86;47;47;47;0;26;21
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;033;GAJ;VATROGASNI DOM;GAJ 47;315;94;94;94;0;50;44
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;034;DIJANEŠ;DRUŠTVENI DOM;DIJANEŠ 61;133;32;32;32;0;15;17
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;035;KRKAČ;DRUŠTVENI DOM;KRKAČ BB;72;18;18;18;0;6;12
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;036;PIRAKOVEC;DRUŠTVENI DOM;PIRAKOVEC 13;118;32;32;32;0;13;19
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;037;DULEPSKA;DRUŠTVENI DOM;DULEPSKA 44;134;22;22;22;0;8;14
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;038;NEGOVEC;OSNOVNA ŠKOLA;NEGOVEC BB;134;35;35;35;0;18;17
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;039;VRHOVEC;DRUŠTVENI DOM;VRHOVEC 20;107;31;31;31;0;17;14
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;040;DONJI TKALEC;KUĆA ĐURE GLAVINCA;DONJI TKALEC 9;81;32;32;32;0;26;6
01;ZAGREBAČKA ŽUPANIJA;grad;VRBOVEC;041;HRUŠKOVICA;DRUŠTVENI DOM;MARENIĆ 28;50;13;13;13;0;8;5
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;001;HRUŠEVEC KUPLJENSKI;OSNOVNA ŠKOLA HRUŠEVEC KUPLJENSKI;HRUŠEVEC KUPLJENSKI, HRUŠEVEČKA CESTA 20;453;240;240;236;4;186;50
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;002;KUPLJENOVO;DRUŠTVENI DOM KUPLJENOVO;KUPLJENOVO, MATIJE GUPCA 57;638;330;330;318;12;198;120
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;003;POJATNO;VATROGASNI DOM POJATNO;POJATNO, MATIJE GUPCA 90;1005;496;496;483;13;295;188
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;004;ŠIBICE;DRUŠTVENI DOM ŠIBICE;ŠIBICE, ZAGREBAČKA 2;697;312;312;303;9;160;143
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;005;IVANEC BISTRANSKI;DRUŠTVENI DOM IVANEC;IVANEC BISTRANSKI, STUBIČKA 75;772;366;366;347;19;193;154
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;006;JABLANOVEC;PODRUČNA ŠKOLA JABLANOVEC;JABLANOVEC, STUBIČKA 198;1265;457;457;418;39;259;159
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;007;ZAPREŠIĆ;SREDNJA ŠKOLA BAN JOSIP JELAČIĆ;ZAPREŠIĆ, TRG DR. FRANJE TUĐMANA 1;1194;558;558;513;45;245;268
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;008;ZAPREŠIĆ;SREDNJA ŠKOLA BAN JOSIP JELAČIĆ;ZAPREŠIĆ, TRG DR. FRANJE TUĐMANA 1;1248;569;569;509;60;237;272
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;009;ZAPREŠIĆ;"OSNOVNA ŠKOLA ""LJUDEVITA GAJA""";ZAPREŠIĆ, LJUDEVITA GAJA 2;1053;457;457;432;25;264;168
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;010;ZAPREŠIĆ;"OSNOVNA ŠKOLA ""LJUDEVITA GAJA""";ZAPREŠIĆ, LJUDEVITA GAJA 2;1062;397;397;373;24;176;197
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;011;ZAPREŠIĆ;ZDRAVSTVENI CENTAR ZAPREŠIĆ SJEVER;ZAPREŠIĆ, MOKRIČKA 54;1048;411;411;388;23;216;172
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;012;ZAPREŠIĆ;ZDRAVSTVENI CENTAR ZAPREŠIĆ SJEVER;ZAPREŠIĆ, MOKRIČKA 54;956;352;352;331;21;181;150
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;013;ZAPREŠIĆ;ŠPORTSKO REKREACIJSKI CENTAR;ZAPREŠIĆ, VLADIMIRA NOVAKA 23;1170;498;497;474;23;241;233
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;014;ZAPREŠIĆ;POSLOVNI PROSTOR;"ZAPREŠIĆ, ANTE STARČEVIĆA 11 (""PAVUNA"" D.O.O.)";1054;413;413;385;28;194;191
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;015;ZAPREŠIĆ;KLUB UMIROVLJENIKA;ZAPREŠIĆ, ULICA PAVLA ŠTOOSA 2 (ULAZ SA ŠETNICE KARDINALA FRANJE KUHARIĆA);872;353;353;337;16;188;149
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;016;ZAPREŠIĆ;KLUB UMIROVLJENIKA;ZAPREŠIĆ, ULICA PAVLA ŠTOOSA 2 (ULAZ SA ŠETNICE KARDINALA FRANJE KUHARIĆA);978;387;387;371;16;178;193
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;017;ZAPREŠIĆ;"OSNOVNA ŠKOLA ""ANTUNA AUGUSTINČIĆA""";ZAPREŠIĆ, VLADIMIRA NAZORA 2 A;1174;531;531;507;24;262;245
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;018;ZAPREŠIĆ;UDRUGA UMIROVLJENIKA;ZAPREŠIĆ, TRG ŽRTAVA FAŠIZMA 8/I;832;314;314;289;25;141;148
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;019;ZAPREŠIĆ;DVORANA ZA JUDO;ZAPREŠIĆ, TRG ŽRTAVA FAŠIZMA 18;1195;483;483;459;24;215;244
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;020;ZAPREŠIĆ;UDRUŽENJE OBRTNIKA;ULICA KARDINALA ALOJZIJA STEPINCA 2;1226;552;552;526;26;266;260
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;021;ZAPREŠIĆ;POSLOVNI PROSTOR;ZAPREŠIĆ, JURE PETREKOVIĆA 10A;1169;525;524;492;32;309;183
01;ZAGREBAČKA ŽUPANIJA;grad;ZAPREŠIĆ;022;ZAPREŠIĆ;GRADSKA UPRAVA;ZAPREŠIĆ, NOVA ULICA 10;1020;519;519;498;21;284;214
01;ZAGREBAČKA ŽUPANIJA;općina;BEDENICA;001;BEDENICA;DRUŠTVENI DOM;BEDENICA 112;290;118;118;118;0;104;14
01;ZAGREBAČKA ŽUPANIJA;općina;BEDENICA;002;BELOSLAVEC;VATROGASNI DOM;BELOSLAVEC BB;206;65;65;63;2;57;6
01;ZAGREBAČKA ŽUPANIJA;općina;BEDENICA;003;TURKOVČINA;VATROGASNI DOM;TURKOVČINA BB;257;80;80;77;3;69;8
01;ZAGREBAČKA ŽUPANIJA;općina;BEDENICA;004;BOSNA;VATROGASNI DOM;BOSNA BB;79;35;35;35;0;29;6
01;ZAGREBAČKA ŽUPANIJA;općina;BEDENICA;005;OMAMNO;VATROGASNI DOM;OMAMNO BB;141;43;43;43;0;42;1
01;ZAGREBAČKA ŽUPANIJA;općina;BEDENICA;006;BIČAKI;VATROGASNI DOM;BEDENICA BB;119;63;63;62;1;54;8
01;ZAGREBAČKA ŽUPANIJA;općina;BISTRA;001;GORNJA BISTRA;DRUŠTVENI DOM GORNJA BISTRA;GORNJA BISTRA, DEDINJSKA 20;1369;120;120;114;6;75;39
01;ZAGREBAČKA ŽUPANIJA;općina;BISTRA;002;OBOROVO BISTRANSKO;DRUŠTVENI DOM U OBOROVU BISTRANSKOM;OBOROVO BISTRANSKO, FRANJE GULIĆA 24;782;101;101;96;5;55;41
01;ZAGREBAČKA ŽUPANIJA;općina;BISTRA;003;POLJANICA BISTRANSKA;KULTURNI CENTAR BISTRA;POLJANICA BISTRANSKA, BISTRANSKA 98;1122;130;130;126;4;86;40
01;ZAGREBAČKA ŽUPANIJA;općina;BISTRA;004;DONJA BISTRA;VATROGASNI DOM U DONJOJ BISTRI;DONJA BISTRA, BISTRANSKA 2;1413;132;132;131;1;74;57
01;ZAGREBAČKA ŽUPANIJA;općina;BISTRA;005;NOVAKI BISTRANSKI;DRUŠTVENI DOM U NOVAKIMA BISTRANSKIM;NOVAKI BISTRANSKI, SELSKA 43;658;104;104;104;0;58;46
01;ZAGREBAČKA ŽUPANIJA;općina;BISTRA;006;BUKOVJE BISTRANSKO;DRUŠTVENI DOM U BUKOVJU BISTRANSKOM;BUKOVJE BISTRANSKO, ZAGREBAČKA 1;333;39;39;38;1;33;5
01;ZAGREBAČKA ŽUPANIJA;općina;BRCKOVLJANI;001;BRCKOVLJANI;"DOM KULTURE ""AUGUST CESAREC""";STJEPANA RADIĆA 80, BRCKOVLJANI;1668;175;175;173;2;117;56
01;ZAGREBAČKA ŽUPANIJA;općina;BRCKOVLJANI;002;HREBINEC;DRUŠTVENI DOM;HREBINEČKA 81, HREBINEC;253;40;40;40;0;17;23
01;ZAGREBAČKA ŽUPANIJA;općina;BRCKOVLJANI;003;GRAČEC;DRUŠTVENI DOM;ZAGREBAČKA 29, GRAČEC;975;126;126;120;6;87;33
01;ZAGREBAČKA ŽUPANIJA;općina;BRCKOVLJANI;004;ŠTAKOROVEC;DRUŠTVENI DOM;ZAGREBAČKA ULICA 33, ŠTAKOROVEC;662;89;89;89;0;50;39
01;ZAGREBAČKA ŽUPANIJA;općina;BRCKOVLJANI;005;PRIKRAJ;"DJEČJI VRTIĆ ""DIDI""";S. RADIĆA 42, PRIKRAJ;601;67;67;67;0;48;19
01;ZAGREBAČKA ŽUPANIJA;općina;BRCKOVLJANI;006;GORNJA GREDA;DRUŠTVENI DOM;ZAGREBAČKA 69, GORNJA GREDA;570;59;59;56;3;36;20
01;ZAGREBAČKA ŽUPANIJA;općina;BRCKOVLJANI;007;LUPOGLAV;DRUŠTVENI DOM;I. HORVATIĆA 91, LUPOGLAV;907;107;107;106;1;72;34
01;ZAGREBAČKA ŽUPANIJA;općina;BRCKOVLJANI;008;PREČEC;DRUŠTVENI DOM;ZAGREBAČKA ULICA 52, PREČEC;161;30;30;29;1;16;13
01;ZAGREBAČKA ŽUPANIJA;općina;BRCKOVLJANI;009;TEDROVEC;DRUŠTVENI DOM;ZAGREBAČKA ULICA 47, TEDROVEC;81;18;18;17;1;15;2
01;ZAGREBAČKA ŽUPANIJA;općina;BRDOVEC;001;BRDOVEC;KINO-DVORANA BRDOVEC;BRDOVEC, TRG DR. FRANJE TUĐMANA 1;1306;433;433;420;13;255;165
01;ZAGREBAČKA ŽUPANIJA;općina;BRDOVEC;002;BRDOVEC;PREDVORJE KINO-DVORANE BRDOVEC;BRDOVEC, TRG DR. FRANJE TUĐMANA 1;1326;443;443;419;24;175;244
01;ZAGREBAČKA ŽUPANIJA;općina;BRDOVEC;003;JAVORJE;DRUŠTVENI DOM JAVORJE;JAVORJE, SAVSKA 5A;618;213;213;204;9;94;110
01;ZAGREBAČKA ŽUPANIJA;općina;BRDOVEC;004;PRIGORJE BRDOVEČKO;DRUŠTVENI DOM PRIGORJE BRDOVEČKO;PRIGORJE BRDOVEČKO, ŠKOLSKA 9;1259;388;388;367;21;170;197
01;ZAGREBAČKA ŽUPANIJA;općina;BRDOVEC;005;PRUDNICE;DRUŠTVENI DOM PRUDNICE;PRUDNICE, PRUDNIČKA CESTA 2;627;181;181;174;7;51;123
01;ZAGREBAČKA ŽUPANIJA;općina;BRDOVEC;006;ZDENCI BRDOVEČKI;DRUŠTVENI DOM ZDENCI BRDOVEČKI;ZDENCI BRDOVEČKI, ZDENAČKA 82;1087;377;377;356;21;148;208
01;ZAGREBAČKA ŽUPANIJA;općina;BRDOVEC;007;DRENJE BRDOVEČKO;DRUŠTVENI DOM DRENJE BRDOVEČKO;DRENJE BRDOVEČKO, VATROGASNA 1;553;231;231;225;6;105;120
01;ZAGREBAČKA ŽUPANIJA;općina;BRDOVEC;008;LADUČ;DRUŠTVENI DOM LADUČ;GORNJI LADUČ, ZAGREBAČKA 47;1501;441;441;419;22;211;208
01;ZAGREBAČKA ŽUPANIJA;općina;BRDOVEC;009;HARMICA;DRUŠTVENI DOM HARMICA;HARMICA, DUBRAVIČKA 6;220;102;102;99;3;50;49
01;ZAGREBAČKA ŽUPANIJA;općina;BRDOVEC;010;KLJUČ BRDOVEČKI;DRUŠTVENI DOM KLJUČ BRDOVEČKI;KLJUČ BRDOVEČKI, MOKRIČKA 47;495;166;166;164;2;83;81
01;ZAGREBAČKA ŽUPANIJA;općina;BRDOVEC;011;ŠENKOVEC;DRUŠTVENI DOM ŠENKOVEC;ŠENKOVEC, ZAGREBAČKA 44;614;174;174;171;3;71;100
01;ZAGREBAČKA ŽUPANIJA;općina;BRDOVEC;012;VUKOVO SELO;DRUŠTVENI DOM VUKOVO SELO;VUKOVO SELO, RIBIČKA 1;416;105;105;103;2;58;45
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;001;DUBRAVA I;KULTURNI CENTAR (DOLAREVO);UL. SVETE MARGARETE 4, DUBRAVA;391;100;100;98;2;53;45
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;002;DUBRAVA II;ZGRADA OPĆINE;UL. BRAĆE RADIĆ 2, DUBRAVA;582;118;118;114;4;79;35
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;003;ZETKAN;DRUŠTVENI DOM;ZETKAN;151;57;57;52;5;41;11
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;004;ZGALIŠĆE;DRUŠTVENI DOM;ZGALIŠĆE;117;29;29;29;0;23;6
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;005;NOVAKI;KUĆA HERMAN BOŽENE;NOVAKI 48;151;27;27;26;1;19;7
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;006;KUNĐEVAC;KUĆA JOVANKE KIŠUR;KUNĐEVAC 4;67;18;18;18;0;10;8
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;007;BREZJE;DRUŠTVENI DOM;BREZJE;92;26;26;24;2;20;4
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;008;GRABEREC;DRUŠTVENI DOM;GRABEREC;135;37;37;37;0;25;12
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;009;BAĐINEC;DRUŠTVENI DOM;BAĐINEC;116;26;26;26;0;22;4
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;010;ŽUKOVEC;DRUŠTVENI DOM;ŽUKOVEC;119;27;27;26;1;16;10
01;ZAGREBAČKA ŽUPANIJA;općina;DUBRAVA;011;SVINJAREC;DRUŠTVENI DOM;SVINJAREC;34;19;19;19;0;18;1
