Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;DOMOVINSKI POKRET - DP;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ;HRVATSKA SELJAÈKA STRANKA - HSS;HRVATSKA SELJAÈKA STRANKA - STJEPAN RADIÆ - HSS - SR, AUTOHTONA - HRVATSKA STRANKA PRAVA - A - HSP, HRVATSKA STRANKA REDA - HSR, HRVATSKA STRANKA SVIH ÈAKAVACA KAJKAVACA I ŠTOKAVACA - HSSÈKŠ;MOST;MREŽA NEZAVISNIH LISTA - MREŽA, HRVATSKA STRANKA UMIROVLJENIKA - HSU, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS;NEZAVISNI;KANDIDACIJSKA LISTA GRUPE BIRAÈA -  MARIO RAJN;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, GRAÐANSKO-LIBERALNI SAVEZ - GLAS
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SOKOLOVAC;004;HUDOVLJANI;DRUŠTVENI DOM;HUDOVLJANI;167;108;108;108;0;2;85;1;2;0;10;3;0;5
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SOKOLOVAC;005;PEŠÈENIK;STARA ŠKOLA;PEŠÈENIK;77;36;36;36;0;5;23;3;0;1;3;0;0;1
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SOKOLOVAC;006;DONJI MASLARAC;DRUŠTVENI DOM;DONJI MASLARAC;118;62;62;61;1;8;42;2;0;2;0;3;2;2
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SOKOLOVAC;007;MALA MUÈNA;DRUŠTVENI DOM;MALA MUÈNA;93;32;32;32;0;7;12;0;1;0;4;1;4;3
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SOKOLOVAC;008;MALA BRANJSKA;DRUŠTVENI DOM;MALA BRANJSKA;70;20;20;20;0;6;9;0;0;0;1;0;2;2
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SOKOLOVAC;009;LADISLAV SOKOLOVAÈKI;DRUŠTVENI DOM;LADISLAV SOKOLOVAÈKI;87;63;63;62;1;2;47;1;1;0;7;0;0;4
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SOKOLOVAC;010;MILIÈANI;DRUŠTVENI DOM;MILIÈANI;257;70;70;64;6;5;23;3;0;2;6;0;7;18
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SOKOLOVAC;011;TRNOVAC SOKOLOVAÈKI;DRUŠTVENI DOM;TRNOVAC SOKOLOVAÈKI;76;48;48;47;1;6;22;1;2;2;5;0;3;6
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SOKOLOVAC;012;MALI POGANAC;DRUŠTVENI DOM;MALI POGANAC;225;51;51;51;0;3;25;0;0;1;4;2;2;14
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SOKOLOVAC;013;VELIKA MUÈNA;HRVATSKI DOM;VELIKA MUÈNA;284;118;118;116;2;9;27;4;2;3;12;1;1;57
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SOKOLOVAC;014;DOMAJI;DRUŠTVENI DOM;DOMAJI;217;89;89;86;3;21;37;1;4;2;9;4;2;6
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI IVAN ŽABNO;001;BREZOVLJANI;DRUŠTVENI DOM BREZOVLJANI;BREZOVLJANI 121;241;126;126;122;4;8;43;4;6;2;7;4;8;40
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI IVAN ŽABNO;002;CEPIDLAK;VATROGASNI DOM CEPIDLAK;CEPIDLAK 130;121;54;54;51;3;19;7;1;0;0;10;1;7;6
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI IVAN ŽABNO;003;CIRKVENA;DOM KULTURE CIRKVENA;TRG SLOBODE 1;402;165;165;152;13;11;43;4;11;8;18;7;14;36
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI IVAN ŽABNO;004;HRSOVO;VATROGASNI DOM HRSOVO;HRSOVO 69;200;100;100;97;3;12;18;3;4;4;15;5;12;24
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI IVAN ŽABNO;005;KENÐELOVEC;DRUŠTVENI DOM KENÐELOVEC;KENÐELOVEC 93;141;87;87;84;3;9;25;5;2;3;9;2;12;17
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI IVAN ŽABNO;006;LADINEC;VATROGASNI DOM LADINEC;LADINEC 28;193;52;52;49;3;8;7;0;1;1;4;2;4;22
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI IVAN ŽABNO;007;MARKOVAC KRIŽEVAÈKI;DRUŠTVENI DOM MARKOVAC KRIŽEVAÈKI;MARKOVAC KRIŽEVAÈKI 21;116;68;68;66;2;11;24;1;1;1;9;6;8;5
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI IVAN ŽABNO;008;NOVI GLOG;VATROGASNI DOM NOVI GLOG;NOVI GLOG 34;268;88;88;85;3;8;14;5;0;2;15;2;10;29
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI IVAN ŽABNO;009;RAŠÆANI;KUÆA LASIÆ STJEPANA;RAŠÆANI 24;86;25;25;24;1;5;4;0;0;0;1;0;2;12
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI IVAN ŽABNO;010;SVETI IVAN ŽABNO;KINO SALA;TRG KARLA LUKAŠA 1;490;240;240;236;4;28;55;6;3;4;29;10;22;79
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI IVAN ŽABNO;011;SVETI IVAN ŽABNO;OPÆINSKA VIJEÆNICA;TRG KARLA LUKAŠA 11;524;254;254;245;9;27;25;4;1;13;34;12;28;101
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI IVAN ŽABNO;012;SVETI PETAR ÈVRSTEC;"PODRUÈNA ŠKOLA ""GRIGOR VITEZ""";PURGA 53;300;71;71;70;1;21;16;2;0;0;12;1;11;7
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI IVAN ŽABNO;013;SVETI PETAR ÈVRSTEC;DRUŠTVENI DOM ŠTEFANCI-IŠTOKI;ŠTEFANCI-IŠTOKI 12;169;48;48;44;4;9;5;0;1;1;5;0;17;6
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI IVAN ŽABNO;014;ŠKRINJARI;KUÆA GORDANE MILOŠ;ŠKRINJARI 86;155;52;52;49;3;6;10;2;0;0;11;7;2;11
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI IVAN ŽABNO;015;TREMA;VATROGASNI DOM TREMA - BUDILOVO;BUDILOVO 68;150;41;41;39;2;5;21;0;0;1;3;1;4;4
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI IVAN ŽABNO;016;TREMA;VATROGASNI DOM TREMA - DVORIŠÆE;DVORIŠÆE 112;161;87;87;85;2;4;7;2;4;2;12;7;25;22
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI IVAN ŽABNO;017;TREMA;DRUŠTVENI DOM TREMA - GORNJE SELO;GORNJE SELO 55;166;82;82;81;1;18;7;1;1;0;8;5;24;17
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI IVAN ŽABNO;018;TREMA;"PODRUÈNA ŠKOLA ""GRIGOR VITEZ""";GRUBIŠEVO 17;80;36;36;36;0;3;2;0;0;4;10;0;10;7
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI PETAR OREHOVEC;001;HIŽANOVEC;PODRUÈNA ŠKOLA HIŽANOVEC;HIŽANOVEC 18;273;150;150;144;6;3;33;0;2;4;12;4;3;83
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI PETAR OREHOVEC;002;VINAREC;DRUŠTVENI DOM U NASELJU VINAREC;VINAREC 101;132;93;93;91;2;4;19;1;2;1;32;4;7;21
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI PETAR OREHOVEC;003;SVETI  PETAR  OREHOVEC;OSNOVNA ŠKOLA SVETI PETAR OREHOVEC;SVETI PETAR OREHOVEC 90;479;277;277;268;9;9;59;1;1;12;24;6;12;144
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI PETAR OREHOVEC;004;MEÐA;DRUŠTVENI DOM U NASELJU MEÐA;MEÐA 82;145;74;74;73;1;0;10;1;0;0;20;0;1;41
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI PETAR OREHOVEC;005;ZAISTOVEC;VATROGASNI  DOM U NASELJU  ZAISTOVEC;BREGI 66;206;110;110;107;3;3;60;3;0;0;21;1;3;16
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI PETAR OREHOVEC;006;GORNJI  FODROVEC;PODRUÈNA ŠKOLA FODROVEC;GORNJI FODROVEC 26;273;140;140;138;2;2;53;2;1;0;15;16;19;30
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI PETAR OREHOVEC;007;MOKRICE MIHOLEÈKE;DRUŠTVENI  DOM MOKRICE MIHOLEÈKE;MOKRICE MIHOLEÈKE 34;283;199;199;190;9;4;129;0;0;1;31;2;10;13
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI PETAR OREHOVEC;008;MIHOLEC;VATROGASNI DOM MIHOLEC;MIHOLEC 50;430;200;200;194;6;7;58;6;2;5;50;2;10;54
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI PETAR OREHOVEC;009;GREGUROVEC;PODRUÈNA ŠKOLA GREGUROVEC;GREGUROVEC 65;263;133;133;129;4;3;25;7;1;1;34;8;11;39
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI PETAR OREHOVEC;010;KAPELA  RAVENSKA;VATROGASNI DOM U NASELJU KAPELA RAVENSKA;KAPELA RAVENSKA 33;116;60;60;58;2;2;21;1;0;0;12;0;10;12
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI PETAR OREHOVEC;011;DEDINA;DRUŠTVENI DOM U NASELJU DEDINA;BLAGAJI 3;162;75;75;74;1;3;22;0;0;1;3;2;2;41
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI PETAR OREHOVEC;012;BOÈKOVEC;DRUŠTVENI DOM U NASELJU BOÈKOVEC;BOÈKOVEC 60;338;151;151;147;4;3;20;3;4;0;15;1;6;95
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI PETAR OREHOVEC;013;SELANEC;DOM DRUŠTVA SPORTSKE REKREACIJE SELANEC;SELANEC 90;199;100;100;100;0;1;14;3;2;0;10;0;2;68
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;SVETI PETAR OREHOVEC;014;GUŠÈEROVEC;VATROGASNI  DOM U NASELJU GUŠÈEROVEC;GUŠÈEROVEC 23;204;67;67;67;0;3;13;1;1;0;16;3;11;19
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;VIRJE;001;VIRJE;VJERONAUÈNA DVORANA;ULICA LJUDEVITA GAJA 11, VIRJE;438;203;203;192;11;7;32;5;8;4;20;82;3;31
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;VIRJE;002;VIRJE;NOVI DRUŠTVENI DOM VIRJE, VELIKA DVORANA;TRG DR. FRANJE TUÐMANA BB, VIRJE;448;164;164;161;3;7;26;2;13;2;16;78;0;17
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;VIRJE;003;VIRJE;VATROGASNI DOM;ULICA FRANA LUGARIÆA 13, VIRJE;351;149;149;147;2;4;32;9;10;4;5;75;0;8
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;VIRJE;004;VIRJE;GALERIJA TIŠLJAR;ÐURE SUDETE 12, VIRJE;634;266;266;260;6;9;29;11;19;6;15;145;1;25
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;VIRJE;005;VIRJE;BIVŠA ZGRADA OPÆINE VIRJE;TRG STJEPANA RADIÆA 7, VIRJE;686;292;292;287;5;6;56;7;16;13;17;135;5;32
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;VIRJE;006;MIHOLJANEC;DRUŠTVENI DOM MIHOLJANEC;ULICA ANTUNA MIHANOVIÆA;231;93;93;91;2;2;16;1;4;1;4;46;1;16
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;VIRJE;007;ŠEMOVCI;ZGRADA MJESNOG ODBORA ŠEMOVCI;ULICA STJEPANA RADIÆA;405;199;199;194;5;2;60;2;7;2;5;102;1;13
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;VIRJE;008;HAMPOVICA;VATROGASNI DOM HAMPOVICA;ULICA ŠIMUNA PANDURA, HAMPOVICA;183;61;61;59;2;0;11;1;3;2;1;34;0;7
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;VIRJE;009;RAKITNICA;VATROGASNI DOM RAKITNICA;RAKITNICA;91;49;49;48;1;3;5;0;4;1;2;16;0;17
06;KOPRIVNIÈKO-KRIŽEVAÈKA ŽUPANIJA;opæina;VIRJE;010;DONJE ZDJELICE;VATROGASNI DOM DONJE ZDJELICE;DONJE ZDJELICE;64;26;26;26;0;4;8;0;0;0;5;7;0;2
