Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;MIRJANA HANŽEKOVIĆ;MLADEN KEŠER;DARKO KOREN;ŽELJKO LACKOVIĆ;ZDRAVKO MATOTAN
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;SVETI PETAR OREHOVEC;002;VINAREC;DRUŠTVENI DOM U NASELJU VINAREC;VINAREC 101;132;93;93;92;1;3;29;54;6;0
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;SVETI PETAR OREHOVEC;003;SVETI  PETAR  OREHOVEC;OSNOVNA ŠKOLA SVETI PETAR OREHOVEC;SVETI PETAR OREHOVEC 90;479;277;277;273;4;3;160;93;10;7
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;SVETI PETAR OREHOVEC;004;MEĐA;DRUŠTVENI DOM U NASELJU MEĐA;MEĐA 82;145;74;74;73;1;0;48;25;0;0
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;SVETI PETAR OREHOVEC;005;ZAISTOVEC;VATROGASNI  DOM U NASELJU  ZAISTOVEC;BREGI 66;206;110;110;107;3;2;25;79;1;0
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;SVETI PETAR OREHOVEC;006;GORNJI  FODROVEC;PODRUČNA ŠKOLA FODROVEC;GORNJI FODROVEC 26;273;140;140;138;2;2;34;86;16;0
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;SVETI PETAR OREHOVEC;007;MOKRICE MIHOLEČKE;DRUŠTVENI  DOM MOKRICE MIHOLEČKE;MOKRICE MIHOLEČKE 34;283;199;199;193;6;1;22;167;2;1
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;SVETI PETAR OREHOVEC;008;MIHOLEC;VATROGASNI DOM MIHOLEC;MIHOLEC 50;430;200;200;197;3;5;66;118;4;4
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;SVETI PETAR OREHOVEC;009;GREGUROVEC;PODRUČNA ŠKOLA GREGUROVEC;GREGUROVEC 65;263;133;133;131;2;1;48;70;11;1
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;SVETI PETAR OREHOVEC;010;KAPELA  RAVENSKA;VATROGASNI DOM U NASELJU KAPELA RAVENSKA;KAPELA RAVENSKA 33;116;60;60;58;2;0;12;46;0;0
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;SVETI PETAR OREHOVEC;011;DEDINA;DRUŠTVENI DOM U NASELJU DEDINA;BLAGAJI 3;162;75;75;75;0;4;44;24;3;0
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;SVETI PETAR OREHOVEC;012;BOČKOVEC;DRUŠTVENI DOM U NASELJU BOČKOVEC;BOČKOVEC 60;338;151;151;147;4;2;105;40;0;0
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;SVETI PETAR OREHOVEC;013;SELANEC;DOM DRUŠTVA SPORTSKE REKREACIJE SELANEC;SELANEC 90;199;100;100;100;0;0;76;21;1;2
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;SVETI PETAR OREHOVEC;014;GUŠČEROVEC;VATROGASNI  DOM U NASELJU GUŠČEROVEC;GUŠČEROVEC 23;204;67;67;67;0;2;30;32;3;0
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;VIRJE;001;VIRJE;VJERONAUČNA DVORANA;ULICA LJUDEVITA GAJA 11, VIRJE;438;203;203;198;5;3;26;62;100;7
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;VIRJE;002;VIRJE;NOVI DRUŠTVENI DOM VIRJE, VELIKA DVORANA;TRG DR. FRANJE TUĐMANA BB, VIRJE;448;166;166;163;3;6;19;49;84;5
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;VIRJE;003;VIRJE;VATROGASNI DOM;ULICA FRANA LUGARIĆA 13, VIRJE;351;149;149;146;3;7;9;45;78;7
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;VIRJE;004;VIRJE;GALERIJA TIŠLJAR;ĐURE SUDETE 12, VIRJE;634;266;266;262;4;7;26;61;162;6
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;VIRJE;005;VIRJE;BIVŠA ZGRADA OPĆINE VIRJE;TRG STJEPANA RADIĆA 7, VIRJE;686;294;294;289;5;6;38;84;146;15
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;VIRJE;006;MIHOLJANEC;DRUŠTVENI DOM MIHOLJANEC;ULICA ANTUNA MIHANOVIĆA;231;93;93;91;2;4;16;24;46;1
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;VIRJE;007;ŠEMOVCI;ZGRADA MJESNOG ODBORA ŠEMOVCI;ULICA STJEPANA RADIĆA;405;199;199;195;4;7;7;67;113;1
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;VIRJE;008;HAMPOVICA;VATROGASNI DOM HAMPOVICA;ULICA ŠIMUNA PANDURA, HAMPOVICA;183;61;61;61;0;1;5;11;42;2
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;VIRJE;009;RAKITNICA;VATROGASNI DOM RAKITNICA;RAKITNICA;91;49;49;47;2;2;19;8;18;0
06;KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA;općina;VIRJE;010;DONJE ZDJELICE;VATROGASNI DOM DONJE ZDJELICE;DONJE ZDJELICE;64;26;26;26;0;1;0;17;8;0
