Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;JESSICA ACQUAVITA;VALMER CUSMA
18;ISTARSKA ŽUPANIJA;opæina;TAR-VABRIGA - TORRE-ABREGA;003;ROŠINI;DRUŠTVENI DOM;ROŠINI 29/A;11;1;1;1;0;1;0
18;ISTARSKA ŽUPANIJA;opæina;TINJAN;001;TINJAN;"""DOM MLADIH TINJAN""";TINJAN 2;9;2;2;2;0;2;0
18;ISTARSKA ŽUPANIJA;opæina;TINJAN;002;KRINGA;DRUŠTVENI DOM KRINGA;KRINGA BB;3;2;2;2;0;1;1
18;ISTARSKA ŽUPANIJA;opæina;TINJAN;003;MUNTRILJ;DRUŠTVENI DOM MUNTRILJ;MUNTRILJ BB;7;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;VIŠNJAN - VISIGNANO;001;VIŠNJAN;KINO SALA;TRG SLOBODE,VIŠNJAN;75;9;9;9;0;4;5
18;ISTARSKA ŽUPANIJA;opæina;VIŠNJAN - VISIGNANO;002;CVITANI;ZGRADA BIVŠE ŠKOLE;CVITANI;10;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;VIŠNJAN - VISIGNANO;003;RAPAVEL;ZGRADA BIVŠE ŠKOLE;RAPAVEL;3;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;VIŠNJAN - VISIGNANO;004;MARKOVAC - SAN MARCO;DRUŠTVENE PROSTORIJE;MARKOVAC - SAN MARCO;49;7;7;7;0;2;5
18;ISTARSKA ŽUPANIJA;opæina;VIŠNJAN - VISIGNANO;005;VRANIÆI KOD VIŠNJANA;UREDSKI KONTEJNER PORED BOÆALIŠTA;VRANIÆI KOD VIŠNJANA;12;3;3;3;0;2;1
18;ISTARSKA ŽUPANIJA;opæina;VIŠNJAN - VISIGNANO;006;BAÈVA;UREDSKI KONTEJNER ISPRED CRKVE;BAÈVA;5;4;4;4;0;3;1
18;ISTARSKA ŽUPANIJA;opæina;VIŽINADA - VISINADA;001;VIŽINADA;VIJEÆNICA OPÆINE VIŽINADA;VIŽINADA 18A;89;36;36;36;0;24;12
18;ISTARSKA ŽUPANIJA;opæina;VIŽINADA - VISINADA;002;BRIG;ŽUPNI STAN;BRIG;10;5;5;4;1;3;1
18;ISTARSKA ŽUPANIJA;opæina;VRSAR - ORSERA;001;VRSAR;ZGRADA OPÆINE VRSAR;TRG DEGRASSI 1, VRSAR;30;4;4;4;0;0;4
18;ISTARSKA ŽUPANIJA;opæina;VRSAR - ORSERA;002;VRSAR;PROSTORIJE NK VRSAR;DALMATINSKA 64/A, VRSAR;35;12;12;12;0;9;3
18;ISTARSKA ŽUPANIJA;opæina;VRSAR - ORSERA;003;GRADINA;ZGRADA STARE ŠKOLE;GRADINA;8;1;1;1;0;1;0
18;ISTARSKA ŽUPANIJA;opæina;ŽMINJ;001;ŽMINJ;ZGRADA OPÆINE ŽMINJ;PAZINSKA 2G, ŽMINJ;12;1;1;1;0;1;0
18;ISTARSKA ŽUPANIJA;opæina;ŽMINJ;002;CERE;ZGRADA DOMA KULTURE CERE;CERE;3;1;1;1;0;0;1
18;ISTARSKA ŽUPANIJA;opæina;ŽMINJ;003;ŽMINJ;KINO SALA;ŽMINJ;7;0;0;0;0;0;0
18;ISTARSKA ŽUPANIJA;opæina;ŽMINJ;004;ŽMINJ;"ZGRADA OŠ ""VLADIMIR GORTAN""";ŽMINJ;2;0;0;0;0;0;0
