Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;AKCIJA MLADIH - AM, ALTERNATIVA 101 - ALTERNATIVA;DEMOKRATI, HRVATSKA SELJAČKA STRANKA - HSS, HRVATSKI LABURISTI - STRANKA RADA - LABURISTI;DOMOVINSKI POKRET - DP;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS;ISTARSKI DEMOKRATSKI SABOR - IDS, ISTARSKA STRANKA UMIROVLJENIKA - PARTITO ISTRIANO DEI PENSIONATI - ISU - PIP, ZELENI SAVEZ - ZELENI;MOST;MOŽEMO! - POLITIČKA PLATFORMA, ZELENA ALTERNATIVA - ODRŽIVI RAZVOJ HRVATSKE - Zelena alternativa - ORaH, NOVA LJEVICA - NL;RADNIČKA FRONTA - RF;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP;STRANKA UMIROVLJENIKA - SU, ŽIVI ZID, ISTARSKI DEMOKRATI - DEMOCRATICI ISTRIANI - ID - DI
18;ISTARSKA ŽUPANIJA;općina;LUPOGLAV;003;BREST POD UČKOM;ZGRADA STARE ŠKOLE;BREST POD UČKOM;35;18;18;17;1;1;0;1;0;0;10;1;2;0;1;1
18;ISTARSKA ŽUPANIJA;općina;LUPOGLAV;004;VRANJA;ZGRADA STARE ŠKOLE;VRANJA;85;27;27;26;1;0;0;0;1;2;19;1;1;0;2;0
18;ISTARSKA ŽUPANIJA;općina;LUPOGLAV;005;LESIŠĆINA;PRIVATNA KUĆA VL. JOSIP RAVNIĆ;LESIŠĆINA 10;60;27;27;26;1;1;0;5;3;1;14;0;1;0;0;1
18;ISTARSKA ŽUPANIJA;općina;LUPOGLAV;006;BOLJUN;BOLJUN 11;BOLJUN 11;55;21;21;21;0;0;0;0;8;2;10;0;1;0;0;0
18;ISTARSKA ŽUPANIJA;općina;LUPOGLAV;007;BOLJUNSKO POLJE;ZGRADA STARE ŠKOLE;BOLJUNSKO POLJE;117;38;38;33;5;0;0;0;7;2;16;4;1;0;3;0
18;ISTARSKA ŽUPANIJA;općina;MARČANA;001;DIVŠIĆI;DRUŠTVENI DOM;DIVŠIĆI;453;209;209;200;9;4;9;11;17;15;97;4;9;5;26;3
18;ISTARSKA ŽUPANIJA;općina;MARČANA;002;RAKALJ;DRUŠTVENI DOM;RAKALJ;414;229;229;222;7;9;21;8;9;33;82;6;16;2;31;5
18;ISTARSKA ŽUPANIJA;općina;MARČANA;003;KRNICA;DRUŠTVENI DOM;KRNICA;340;157;157;154;3;4;5;0;5;19;78;3;15;3;19;3
18;ISTARSKA ŽUPANIJA;općina;MARČANA;004;PERUŠKI;DRUŠTVENI DOM;PERUŠKI;204;120;120;117;3;1;2;1;8;10;77;1;4;2;10;1
18;ISTARSKA ŽUPANIJA;općina;MARČANA;005;MALI VAREŠKI;ZGRADA BIVŠE OŠ MALI VAREŠKI;MALI VAREŠKI;462;208;208;201;7;7;6;5;17;22;91;1;16;6;27;3
18;ISTARSKA ŽUPANIJA;općina;MARČANA;006;MARČANA;DRUŠTVENI DOM;MARČANA;1005;529;529;509;20;19;34;8;98;30;187;14;30;3;77;9
18;ISTARSKA ŽUPANIJA;općina;MARČANA;007;KUJIĆI;"ZGRADA NK ""MANJADVORCI""";KUJIĆI;198;129;129;124;5;2;4;0;17;8;77;2;2;2;7;3
18;ISTARSKA ŽUPANIJA;općina;MARČANA;008;LOBORIKA;ŽUPNA KUĆA;LOBORIKA;847;287;287;276;11;6;9;9;29;8;123;6;33;9;36;8
18;ISTARSKA ŽUPANIJA;općina;MEDULIN;001;MEDULIN - BIRAČKO MJESTO BR. 1;DRUŠTVENI DOM,  PROSTORIJA BR.1;CENTAR 58, MEDULIN;1461;676;676;638;38;39;29;17;130;22;169;25;101;8;86;12
18;ISTARSKA ŽUPANIJA;općina;MEDULIN;002;MEDULIN - BIRAČKO MJESTO BR. 2;DRUŠTVENI DOM,  PROSTORIJA BR.2;CENTAR 58, MEDULIN;1583;721;720;683;37;35;19;14;140;20;211;28;88;13;103;12
18;ISTARSKA ŽUPANIJA;općina;MEDULIN;003;BANJOLE - BIRAČKO MJESTO BR. 3;DRUŠTVENI DOM;ČIMULJE 24;970;557;557;535;22;26;35;10;72;19;166;13;98;15;77;4
18;ISTARSKA ŽUPANIJA;općina;MEDULIN;004;VINKURAN - BIRAČKO MJESTO BR. 4;ŠKOLA U VINKURANU;CENTAR 5, VINKURAN;821;451;450;430;20;15;73;9;56;17;125;6;58;7;59;5
18;ISTARSKA ŽUPANIJA;općina;MEDULIN;005;POMER - BIRAČKO MJESTO BR. 5;"ZGRADA ""ALBANEŽ D.O.O.""";POMER 1;415;227;227;222;5;11;24;2;26;11;81;4;21;6;33;3
18;ISTARSKA ŽUPANIJA;općina;MEDULIN;006;PJEŠČANA UVALA - BIRAČKO MJESTO BR. 6;DRUŠTVENI DOM PJEŠČANA UVALA;PJEŠČANA UVALA, II OGRANAK BB;551;300;300;285;15;12;15;8;40;14;86;13;48;9;38;2
18;ISTARSKA ŽUPANIJA;općina;MEDULIN;007;PREMANTURA - BIRAČKO MJESTO BR. 7;DRUŠTVENI DOM;SELO 120, PREMANTURA;786;391;391;381;10;20;25;11;69;20;119;7;54;7;46;3
18;ISTARSKA ŽUPANIJA;općina;MOTOVUN - MONTONA;001;MOTOVUN;U SJEDIŠTU OPĆINE  MOTOVUN;TRG ANDREA ANTICO 1;368;267;267;246;21;29;2;3;27;13;94;11;17;4;38;8
18;ISTARSKA ŽUPANIJA;općina;MOTOVUN - MONTONA;002;KALDIR;ZGRADA STARE ŠKOLE;KALDIR BB;189;160;160;152;8;18;8;5;22;5;58;2;6;3;18;7
18;ISTARSKA ŽUPANIJA;općina;MOTOVUN - MONTONA;003;BRKAČ;"U ZGRADI ""MENZA""  BRKAČ";BRKAČ 26D;117;83;83;80;3;7;0;2;10;1;29;15;3;0;11;2
18;ISTARSKA ŽUPANIJA;općina;MOTOVUN - MONTONA;004;SVETI BARTOL;ZGRADA STARE ŠKOLE U SVETOM BARTOLU;SVETI BARTOL BB;70;44;44;43;1;5;4;0;1;1;22;1;2;0;6;1
18;ISTARSKA ŽUPANIJA;općina;OPRTALJ - PORTOLE;001;OPRTALJ-POTROLE;ZGRADA OPĆINE OPRTALJ;MATKA LAGINJE 21, OPRTALJ;383;232;232;219;13;11;6;7;12;10;104;7;12;1;38;11
18;ISTARSKA ŽUPANIJA;općina;OPRTALJ - PORTOLE;002;LIVADE-LEVADE;MJESNA DVORANA LIVADE;LIVADE 4A;343;227;227;215;12;14;5;2;17;17;101;1;13;5;32;8
18;ISTARSKA ŽUPANIJA;općina;PIĆAN;001;PIĆAN;ZGRADA OPĆINE PIĆAN;PIĆAN  40;273;171;171;164;7;8;6;2;14;10;69;9;8;1;19;18
18;ISTARSKA ŽUPANIJA;općina;PIĆAN;002;KUKURINI;"ZGRADA LOVAČKOG DOMA  LD ""KAMENJARKA""";ČEHI 2 D;373;218;218;212;6;14;9;1;15;10;101;4;14;1;18;25
18;ISTARSKA ŽUPANIJA;općina;PIĆAN;003;ŠVIĆI;ZGRADA NA NOGOMETNOM IGRALIŠTU;ŠVIĆI 30E;143;99;99;96;3;9;5;3;10;7;43;1;1;1;4;12
18;ISTARSKA ŽUPANIJA;općina;PIĆAN;004;SVETA KATARINA;"ZGRADA PODRUČNE ŠKOLE O.Š.""V.NAZORA"" POTPIĆAN";SVETA KATARINA 111;460;285;285;274;11;8;17;3;24;12;155;8;11;3;20;13
18;ISTARSKA ŽUPANIJA;općina;PIĆAN;005;TUPLJAK;ZGRADA SPORTSKOG KOMPLEKSA TUPLJAK, TUPLJAK BB;TUPLJAK BB;243;108;108;106;2;8;4;2;3;1;64;6;5;2;5;6
18;ISTARSKA ŽUPANIJA;općina;RAŠA;001;DRENJE;PROSTORIJE BIVŠE OSNOVNE ŠKOLE;DRENJE;225;71;71;67;4;4;3;2;5;6;29;2;2;3;8;3
18;ISTARSKA ŽUPANIJA;općina;RAŠA;002;KOROMAČNO;PROSTORIJE UMIROVLJENIKA U DOMU KULTURE;KOROMAČNO;362;130;130;120;10;1;2;1;11;7;61;4;11;3;15;4
18;ISTARSKA ŽUPANIJA;općina;RAŠA;003;SVETI LOVREČ LABINSKI;PROSTORIJE BIVŠE TRGOVINE;SVETI LOVREČ LABINSKI;101;26;26;26;0;0;0;0;6;1;7;2;2;3;5;0
18;ISTARSKA ŽUPANIJA;općina;RAŠA;004;TRGET;PROSTORIJE MJESNOG ODBORA;TRGET;291;135;135;133;2;3;0;0;8;11;63;5;2;2;32;7
18;ISTARSKA ŽUPANIJA;općina;RAŠA;005;RAŠA;"PROSTORIJE OŠ""I.BATELIĆ"" RAŠA";RAŠA;791;325;325;306;19;13;3;2;28;25;159;13;14;4;41;4
18;ISTARSKA ŽUPANIJA;općina;RAŠA;006;RAŠA;"PROSTORIJE OSNOVNE ŠKOLE""I.BATELIĆ"" RAŠA";RAŠA;495;230;229;218;11;8;5;2;25;21;107;10;6;1;23;10
18;ISTARSKA ŽUPANIJA;općina;RAŠA;007;KUNJ;MONTAŽNI OBJEKT KUNJ;KUNJ;71;39;39;39;0;1;0;0;0;3;30;0;0;0;5;0
18;ISTARSKA ŽUPANIJA;općina;RAŠA;008;SVETI BARTUL;DRUŠTVENI DOM SV.BARTUL, SVETI BARTUL;SVETI BARTUL;430;183;183;180;3;6;2;3;6;15;104;6;7;5;23;3
18;ISTARSKA ŽUPANIJA;općina;SVETA NEDELJA;001;NEDEŠĆINA;"PROSTORIJE OŠ ""V.ŠIROLA PAJO"" NEDEŠĆINA";NEDEŠĆINA;559;282;282;274;8;9;20;3;19;14;146;5;12;4;32;10
18;ISTARSKA ŽUPANIJA;općina;SVETA NEDELJA;002;NEDEŠĆINA;"PROSTORIJE OŠ ""VITOMIR ŠIROLA PAJO"" NEDEŠĆINA";NEDEŠĆINA;436;148;148;140;8;3;11;2;2;3;85;3;12;3;14;2
18;ISTARSKA ŽUPANIJA;općina;SVETA NEDELJA;003;SVETI MARTIN;"PROSTORIJE OŠ ""V.ŠIROLA PAJO"" NEDEŠĆINA, PODRUČNA ŠKOLA SV. MARTIN";SVETI MARTIN;485;201;201;195;6;6;7;1;5;13;124;5;4;9;14;7
18;ISTARSKA ŽUPANIJA;općina;SVETA NEDELJA;004;SNAŠIĆI;DOM KULTURE SNAŠIĆI - BOĆARSKI KLUB;SNAŠIĆI;409;188;188;186;2;4;10;0;11;4;134;3;2;3;13;2
18;ISTARSKA ŽUPANIJA;općina;SVETA NEDELJA;005;ŠTRMAC;PROSTORIJE OBJEKTA NA ŠTRMCU,ŠTRMAC,ŠTRMAC 5 (PROSTORIJE NEKADAŠNJE GOSTIONICE);ŠTRMAC , ŠTRMAC 5;369;189;189;183;6;1;4;0;16;13;113;6;7;4;14;5
18;ISTARSKA ŽUPANIJA;općina;SVETA NEDELJA;006;ŠUMBER;DOM KULTURE;BALARINI , ŠUMBER;357;192;192;186;6;7;15;1;15;11;94;7;8;5;19;4
18;ISTARSKA ŽUPANIJA;općina;SVETI LOVREČ;001;SVETI LOVREČ;ZGRADA PLESNE SALE;ISTARSKA 5, SV. LOVREČ;696;330;330;318;12;12;7;9;28;11;181;11;11;5;36;7
18;ISTARSKA ŽUPANIJA;općina;SVETI LOVREČ;002;SELINA;"BOĆARSKI KLUB ""SELINA""";SELINA;168;71;71;70;1;2;2;1;1;1;51;1;4;1;5;1
18;ISTARSKA ŽUPANIJA;općina;SVETI PETAR U ŠUMI;001;SVETI PETAR U ŠUMI;ZGRADA ČITAONICE;SVETI PETAR U ŠUMI 06;865;651;651;603;48;46;10;9;208;28;172;34;50;9;23;14
18;ISTARSKA ŽUPANIJA;općina;SVETVINČENAT;001;SVETVINČENAT;DRUŠTVENI DOM SVETVINČENAT;SVETVINČENAT;486;236;236;225;11;7;7;1;21;9;127;5;14;7;19;8
18;ISTARSKA ŽUPANIJA;općina;SVETVINČENAT;002;BOKORDIĆI;ZGRADA STARE ŠKOLE;BOKORDIĆI;68;43;43;40;3;1;0;0;6;5;19;0;1;3;5;0
18;ISTARSKA ŽUPANIJA;općina;SVETVINČENAT;003;REŽANCI;ZGRADA STARE ŠKOLE;REŽANCI;220;127;127;117;10;5;3;1;33;5;24;7;11;3;18;7
18;ISTARSKA ŽUPANIJA;općina;SVETVINČENAT;004;ŠTOKOVCI;ZGRADA STARE ŠKOLE;ŠTOKOVCI;126;62;62;60;2;2;3;1;9;2;25;1;3;1;13;0
18;ISTARSKA ŽUPANIJA;općina;SVETVINČENAT;005;BIBIĆI;ZGRADA DRUŠTVENOG DOMA;BIBIĆI;115;60;60;54;6;0;1;1;8;3;32;1;2;1;5;0
18;ISTARSKA ŽUPANIJA;općina;SVETVINČENAT;006;SMOLJANCI;ZGRADA STARE ŠKOLE;SMOLJANCI;244;132;132;126;6;6;3;3;9;4;61;4;5;5;22;4
18;ISTARSKA ŽUPANIJA;općina;SVETVINČENAT;007;ČABRUNIĆI;DRUŠTVENA PROSTORIJA;ČABRUNIĆI;120;73;73;68;5;3;1;0;25;2;15;7;3;2;7;3
18;ISTARSKA ŽUPANIJA;općina;SVETVINČENAT;008;JURŠIĆI;DRUŠTVENI DOM;JURŠIĆI 1;502;222;222;210;12;4;12;3;40;9;78;5;22;3;29;5
18;ISTARSKA ŽUPANIJA;općina;TAR-VABRIGA - TORRE-ABREGA;001;TAR;OPĆINSKA VIJEĆNICA;ISTARSKA 8, TAR;1244;571;571;545;26;35;13;7;58;28;285;16;16;12;54;21
18;ISTARSKA ŽUPANIJA;općina;TAR-VABRIGA - TORRE-ABREGA;002;VABRIGA;ZGRADA DOPOLAVORO;SV. ANTONA 5, VABRIGA;456;230;230;221;9;6;2;1;21;13;127;3;7;2;32;7
18;ISTARSKA ŽUPANIJA;općina;TAR-VABRIGA - TORRE-ABREGA;003;ROŠINI;DRUŠTVENI DOM;ROŠINI 29/A;293;140;140;134;6;2;2;2;14;5;74;5;10;1;14;5
18;ISTARSKA ŽUPANIJA;općina;TINJAN;001;TINJAN;"""DOM MLADIH TINJAN""";TINJAN 2;734;365;365;349;16;15;5;3;41;11;128;15;21;21;83;6
18;ISTARSKA ŽUPANIJA;općina;TINJAN;002;KRINGA;DRUŠTVENI DOM KRINGA;KRINGA BB;443;282;282;270;12;7;3;5;29;7;135;5;3;3;66;7
18;ISTARSKA ŽUPANIJA;općina;TINJAN;003;MUNTRILJ;DRUŠTVENI DOM MUNTRILJ;MUNTRILJ BB;235;116;116;108;8;6;0;2;10;5;54;1;3;4;20;3
18;ISTARSKA ŽUPANIJA;općina;VIŠNJAN - VISIGNANO;001;VIŠNJAN;KINO SALA;TRG SLOBODE,VIŠNJAN;896;595;595;570;25;28;7;13;57;34;296;14;32;11;56;22
18;ISTARSKA ŽUPANIJA;općina;VIŠNJAN - VISIGNANO;002;CVITANI;ZGRADA BIVŠE ŠKOLE;CVITANI;219;125;125;119;6;13;4;5;16;5;52;4;3;4;10;3
18;ISTARSKA ŽUPANIJA;općina;VIŠNJAN - VISIGNANO;003;RAPAVEL;ZGRADA BIVŠE ŠKOLE;RAPAVEL;180;128;128;120;8;4;2;8;10;5;68;3;4;1;11;4
18;ISTARSKA ŽUPANIJA;općina;VIŠNJAN - VISIGNANO;004;MARKOVAC - SAN MARCO;DRUŠTVENE PROSTORIJE;MARKOVAC - SAN MARCO;240;184;184;171;13;13;10;4;17;5;90;5;3;4;13;7
18;ISTARSKA ŽUPANIJA;općina;VIŠNJAN - VISIGNANO;005;VRANIĆI KOD VIŠNJANA;UREDSKI KONTEJNER PORED BOĆALIŠTA;VRANIĆI KOD VIŠNJANA;244;157;157;151;6;6;2;0;17;9;91;7;5;2;5;7
18;ISTARSKA ŽUPANIJA;općina;VIŠNJAN - VISIGNANO;006;BAČVA;UREDSKI KONTEJNER ISPRED CRKVE;BAČVA;192;125;125;117;8;4;5;0;12;7;70;6;4;0;4;5
18;ISTARSKA ŽUPANIJA;općina;VIŽINADA - VISINADA;001;VIŽINADA;VIJEĆNICA OPĆINE VIŽINADA;VIŽINADA 18A;827;454;454;440;14;13;5;5;15;16;203;9;14;3;146;11
18;ISTARSKA ŽUPANIJA;općina;VIŽINADA - VISINADA;002;BRIG;ŽUPNI STAN;BRIG;175;116;116;111;5;9;2;2;4;1;46;2;2;2;37;4
18;ISTARSKA ŽUPANIJA;općina;VRSAR - ORSERA;001;VRSAR;ZGRADA OPĆINE VRSAR;TRG DEGRASSI 1, VRSAR;792;335;335;314;21;11;15;4;34;14;152;7;14;6;49;8
18;ISTARSKA ŽUPANIJA;općina;VRSAR - ORSERA;002;VRSAR;PROSTORIJE NK VRSAR;DALMATINSKA 64/A, VRSAR;867;373;373;359;14;7;17;12;58;9;176;10;17;9;37;7
18;ISTARSKA ŽUPANIJA;općina;VRSAR - ORSERA;003;GRADINA;ZGRADA STARE ŠKOLE;GRADINA;337;141;141;136;5;1;25;4;10;4;76;2;2;1;3;8
18;ISTARSKA ŽUPANIJA;općina;ŽMINJ;001;ŽMINJ;ZGRADA OPĆINE ŽMINJ;PAZINSKA 2G, ŽMINJ;864;499;499;471;28;19;18;9;71;38;171;23;26;13;66;17
18;ISTARSKA ŽUPANIJA;općina;ŽMINJ;002;CERE;ZGRADA DOMA KULTURE CERE;CERE;583;317;317;301;16;12;10;3;27;26;144;15;14;9;35;6
18;ISTARSKA ŽUPANIJA;općina;ŽMINJ;003;ŽMINJ;KINO SALA;ŽMINJ;733;350;350;324;26;25;9;2;53;20;135;8;22;9;26;15
18;ISTARSKA ŽUPANIJA;općina;ŽMINJ;004;ŽMINJ;"ZGRADA OŠ ""VLADIMIR GORTAN""";ŽMINJ;713;335;334;315;19;20;14;2;51;13;141;14;15;6;32;7
