Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;DANIJEL FERIÆ;IRENA HRSTIÆ;BORIS MILETIÆ;DIVNA RADOLOVIÆ ROSANDA
18;ISTARSKA ŽUPANIJA;opæina;SVETI LOVREÈ;001;SVETI LOVREÈ;ZGRADA PLESNE SALE;ISTARSKA 5, SV. LOVREÈ;696;330;330;317;13;46;42;201;28
18;ISTARSKA ŽUPANIJA;opæina;SVETI LOVREÈ;002;SELINA;"BOÆARSKI KLUB ""SELINA""";SELINA;168;71;71;71;0;7;1;56;7
18;ISTARSKA ŽUPANIJA;opæina;SVETI PETAR U ŠUMI;001;SVETI PETAR U ŠUMI;ZGRADA ÈITAONICE;SVETI PETAR U ŠUMI 06;865;651;651;598;53;75;277;208;38
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;001;SVETVINÈENAT;DRUŠTVENI DOM SVETVINÈENAT;SVETVINÈENAT;486;236;236;227;9;29;40;139;19
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;002;BOKORDIÆI;ZGRADA STARE ŠKOLE;BOKORDIÆI;68;43;43;36;7;8;6;16;6
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;003;REŽANCI;ZGRADA STARE ŠKOLE;REŽANCI;220;127;127;114;13;30;39;32;13
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;004;ŠTOKOVCI;ZGRADA STARE ŠKOLE;ŠTOKOVCI;126;62;62;58;4;13;13;25;7
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;005;BIBIÆI;ZGRADA DRUŠTVENOG DOMA;BIBIÆI;115;60;60;52;8;6;8;32;6
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;006;SMOLJANCI;ZGRADA STARE ŠKOLE;SMOLJANCI;244;132;132;122;10;29;21;64;8
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;007;ÈABRUNIÆI;DRUŠTVENA PROSTORIJA;ÈABRUNIÆI;120;73;73;67;6;14;27;20;6
18;ISTARSKA ŽUPANIJA;opæina;SVETVINÈENAT;008;JURŠIÆI;DRUŠTVENI DOM;JURŠIÆI 1;502;222;222;209;13;47;48;92;22
18;ISTARSKA ŽUPANIJA;opæina;TAR-VABRIGA - TORRE-ABREGA;001;TAR;OPÆINSKA VIJEÆNICA;ISTARSKA 8, TAR;1244;571;571;543;28;86;95;320;42
18;ISTARSKA ŽUPANIJA;opæina;TAR-VABRIGA - TORRE-ABREGA;002;VABRIGA;ZGRADA DOPOLAVORO;SV. ANTONA 5, VABRIGA;456;230;230;223;7;44;33;131;15
18;ISTARSKA ŽUPANIJA;opæina;TAR-VABRIGA - TORRE-ABREGA;003;ROŠINI;DRUŠTVENI DOM;ROŠINI 29/A;293;140;140;137;3;22;24;82;9
18;ISTARSKA ŽUPANIJA;opæina;TINJAN;001;TINJAN;"""DOM MLADIH TINJAN""";TINJAN 2;734;365;365;350;15;103;67;165;15
18;ISTARSKA ŽUPANIJA;opæina;TINJAN;002;KRINGA;DRUŠTVENI DOM KRINGA;KRINGA BB;441;280;280;268;12;76;44;139;9
18;ISTARSKA ŽUPANIJA;opæina;TINJAN;003;MUNTRILJ;DRUŠTVENI DOM MUNTRILJ;MUNTRILJ BB;235;116;116;112;4;35;18;54;5
18;ISTARSKA ŽUPANIJA;opæina;VIŠNJAN - VISIGNANO;001;VIŠNJAN;KINO SALA;TRG SLOBODE,VIŠNJAN;896;595;595;575;20;96;101;339;39
18;ISTARSKA ŽUPANIJA;opæina;VIŠNJAN - VISIGNANO;002;CVITANI;ZGRADA BIVŠE ŠKOLE;CVITANI;219;125;125;119;6;23;20;51;25
18;ISTARSKA ŽUPANIJA;opæina;VIŠNJAN - VISIGNANO;003;RAPAVEL;ZGRADA BIVŠE ŠKOLE;RAPAVEL;180;128;128;122;6;9;16;82;15
18;ISTARSKA ŽUPANIJA;opæina;VIŠNJAN - VISIGNANO;004;MARKOVAC - SAN MARCO;DRUŠTVENE PROSTORIJE;MARKOVAC - SAN MARCO;240;184;184;175;9;35;24;107;9
18;ISTARSKA ŽUPANIJA;opæina;VIŠNJAN - VISIGNANO;005;VRANIÆI KOD VIŠNJANA;UREDSKI KONTEJNER PORED BOÆALIŠTA;VRANIÆI KOD VIŠNJANA;244;157;157;148;9;14;34;88;12
18;ISTARSKA ŽUPANIJA;opæina;VIŠNJAN - VISIGNANO;006;BAÈVA;UREDSKI KONTEJNER ISPRED CRKVE;BAÈVA;192;125;125;119;6;13;24;73;9
18;ISTARSKA ŽUPANIJA;opæina;VIŽINADA - VISINADA;001;VIŽINADA;VIJEÆNICA OPÆINE VIŽINADA;VIŽINADA 18A;827;454;454;429;25;163;37;212;17
18;ISTARSKA ŽUPANIJA;opæina;VIŽINADA - VISINADA;002;BRIG;ŽUPNI STAN;BRIG;175;116;116;113;3;44;14;45;10
18;ISTARSKA ŽUPANIJA;opæina;VRSAR - ORSERA;001;VRSAR;ZGRADA OPÆINE VRSAR;TRG DEGRASSI 1, VRSAR;792;335;335;311;24;59;44;163;45
18;ISTARSKA ŽUPANIJA;opæina;VRSAR - ORSERA;002;VRSAR;PROSTORIJE NK VRSAR;DALMATINSKA 64/A, VRSAR;867;373;373;355;18;47;72;194;42
18;ISTARSKA ŽUPANIJA;opæina;VRSAR - ORSERA;003;GRADINA;ZGRADA STARE ŠKOLE;GRADINA;337;141;141;134;7;4;18;74;38
18;ISTARSKA ŽUPANIJA;opæina;ŽMINJ;001;ŽMINJ;ZGRADA OPÆINE ŽMINJ;PAZINSKA 2G, ŽMINJ;864;499;499;476;23;99;123;223;31
18;ISTARSKA ŽUPANIJA;opæina;ŽMINJ;002;CERE;ZGRADA DOMA KULTURE CERE;CERE;583;317;317;297;20;58;51;150;38
18;ISTARSKA ŽUPANIJA;opæina;ŽMINJ;003;ŽMINJ;KINO SALA;ŽMINJ;733;350;350;331;19;46;103;150;32
18;ISTARSKA ŽUPANIJA;opæina;ŽMINJ;004;ŽMINJ;"ZGRADA OŠ ""VLADIMIR GORTAN""";ŽMINJ;713;335;334;308;26;54;78;148;28
