Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;BLAŽENKO BOBAN;RANKO OSTOJIÆ
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;149;SPLIT;OŠ ŽNJAN-PAZDIGRAD;PAZDIGRADSKA 1;1206;556;556;513;43;259;254
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;150;SPLIT;OŠ ŽNJAN-PAZDIGRAD;PAZDIGRADSKA 1;1147;506;506;470;36;240;230
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;151;SPLIT;OŠ ŽNJAN-PAZDIGRAD;PAZDIGRADSKA 1;1648;712;711;666;45;297;369
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;152;SPLIT;OŠ ŽNJAN-PAZDIGRAD;PAZDIGRADSKA 1;1293;580;580;545;35;302;243
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;153;SITNO DONJE;DRUŠTVENI DOM SITNO DONJE;HRVATSKIH DRAGOVOLJACA 48;238;163;163;154;9;129;25
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;154;SITNO GORNJE;DRUŠTVENI DOM SITNO GORNJE;SITNO GORNJE;219;128;128;122;6;86;36
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;155;SITNO GORNJE-SIROTKOVIÆI;DRUŠTVENI DOM SIROTKOVIÆI;SITNO GORNJE;134;76;76;73;3;57;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;156;KAMEN;MJESNI ODBOR KAMEN;SV.MIHOVILA 5;1578;662;662;634;28;482;152
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;157;SRINJINE;MJESNI ODBOR SRINJINE;SRINJINE;578;238;238;221;17;146;75
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;158;SRINJINE-TVRÈIÆI;MJESNI ODBOR TVRÈIÆI-SRINJINE;SRINJINE;427;200;200;188;12;126;62
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;159;STOBREÈ;O.Š.STOBREÈ;IVANKOVA 13;1477;572;572;533;39;393;140
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;160;STOBREÈ;O.Š.STOBREÈ;IVANKOVA 13;1197;507;507;478;29;293;185
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;161;ŽRNOVNICA;DOM KULTURE KOREŠNICA;KOREŠNICA;1305;543;543;520;23;267;253
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;162;ŽRNOVNICA;MJESNI ODBOR ŽRNOVNICA;ŽRNOVNICA;1477;610;610;580;30;331;249
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SPLIT;163;SLATINE;MJESNI ODBOR SLATINE;DUBOKE GARME 2;1130;413;413;390;23;258;132
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;STARI GRAD;001;STARI GRAD;"OSNOVNA ŠKOLA ""PETAR HEKTOROVIÆ""";OBALA DR. FRANJE TUÐMANA 1;1089;231;231;226;5;106;120
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;STARI GRAD;002;STARI GRAD;HRVATSKI DOM - ÈITOVNICA;NOVO RIVA 2;918;195;195;187;8;93;94
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;STARI GRAD;003;DOL;DOM MLADEŽI U DOLU;DOL;294;83;83;80;3;58;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;STARI GRAD;004;VRBANJ;DOM MATIJE IVANIÆA;VRBANJ;457;110;110;103;7;69;34
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SUPETAR;001;SUPETAR I.;KLUPSKE PROSTORIJE KŠR ARBUN (STARI RIBAR);HRVATSKIH VELIKANA 1;890;223;223;219;4;117;102
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SUPETAR;002;SUPETAR II.;"""GRADSKA VIJEÆNICA""";SUPETAR;1054;226;226;222;4;102;120
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SUPETAR;003;SUPETAR III.;"SREDNJA ŠKOLA ""BRAÈ""";SUPETAR, KRALJA PETRA KREŠIMIRA IV 2;1304;244;244;241;3;86;155
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SUPETAR;004;ŠKRIP;ZADRUŽNI DOM;ŠKRIP;177;79;79;77;2;39;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SUPETAR;005;MIRCA;PROSTORIJE BOÆARSKOG KLUBA;MIRCA;382;105;105;102;3;55;47
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;SUPETAR;006;SPLITSKA;PUÈKI DOM;SPLITSKA;410;81;81;81;0;36;45
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;001;BIRAÈKO MJESTO 1. BUDIMIRI;OŠ BUDIMIRI;BUDIMIRI;112;67;67;64;3;51;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;002;BIRAÈKO MJESTO 2. UGLJANE;O.Š. UGLJANE;UGLJANE;311;162;162;158;4;119;39
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;003;BIRAÈKO MJESTO 3. NOVA SELA;OŠ NOVA SELA (STARA ŠKOLA);NOVA SELA;103;76;76;73;3;57;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;004;BIRAÈKO MJESTO 4. ÈAPORICE;OŠ ÈAPORICE;ÈAPORICE;317;216;216;197;19;159;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;005;BIRAÈKO MJESTO 5. STRMENDOLAC;KUÆA MIŠE MARASOVIÆA - STRMENDOLAC;STRMENDOLAC;156;86;86;79;7;62;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;006;BIRAÈKO MJESTO 6. VEDRINE;OŠ VEDRINE;VEDRINE;733;534;534;485;49;403;82
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;007;BIRAÈKO MJESTO 7.TRILJ;KINO DVORANA TRILJ;TRILJ;667;462;462;435;27;321;114
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;008;BIRAÈKO MJESTO 8.BISKO;OŠ BISKO;BISKO;312;206;206;190;16;145;45
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;009;BIRAÈKO MJESTO 9. VOJNIÆ;OŠ VOJNIÆ;VOJNIÆ;446;259;259;242;17;209;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;010;BIRAÈKO MJESTO 10. GARDUN;OŠ GARDUN;GARDUN;69;40;40;37;3;26;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;011;BIRAÈKO MJESTO 11.TRILJ;OŠ TRILJ;TRILJ;1160;753;753;700;53;544;156
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;012;BIRAÈKO MJESTO 12. KOŠUTE;OŠ KOŠUTE;KOŠUTE;1505;996;996;923;73;781;142
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;013;BIRAÈKO MJESTO 13. GRAB;OŠ GRAB;GRAB;686;507;507;480;27;382;98
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;014;BIRAÈKO MJESTO 14. JABUKA;OŠ JABUKA;JABUKA;223;146;146;137;9;75;62
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;015;BIRAÈKO MJESTO 15. VELIÆ;OŠ VELIÆ;VELIÆ;253;179;178;165;13;141;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;016;BIRAÈKO MJESTO 16. VRPOLJE;OŠ VRPOLJE;VRPOLJE;104;58;58;54;4;43;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;017;BIRAÈKO MJESTO 17.STRIZIREP;O.Š STRIZIREP, STRIZIREP;STRIZIREP;42;12;12;12;0;10;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;018;BIRAÈKO MJESTO 18. TIJARICA;OŠ TIJARICA;TIJARICA;457;211;211;200;11;163;37
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;019;BIRAÈKO MJESTO 19. KAMENSKO;O.Š. KAMENSKO, KAMENSKO;KAMENSKO;124;51;51;50;1;49;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;020;BIRAÈKO MJESTO 20. ROŽE;KUÆA VLASNIKA MARIJANA PAVLINUŠIÆA;ROŽE;48;27;27;25;2;24;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;021;BIRAÈKO MJESTO 21. VOŠTANE;ŽUPNA KUÆA;VOŠTANE;125;39;39;39;0;33;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TRILJ;022;BIRAÈKO MJESTO 22. ÈAÈVINA;OŠ ÈAÈVINA;ÈAÈVINA;66;38;38;32;6;30;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;001;BIRAÈKO MJESTO BROJ 1. U PLANOM;"DJEÈJI VRTIÆ TROGIR, MATIÈNI DJEÈJI VRTIÆ ""LEPTIRIÆ""";CESTA PLANO 70;580;121;121;116;5;52;64
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;002;BIRAÈKO MJESTO BROJ 2. U TROGIRU, TRAVARICA I;"SŠ ""IVAN LUCIÆ""";PUT MULINA 2B;1257;226;226;223;3;142;81
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;003;BIRAÈKO MJESTO BROJ 3. U TROGIRU, TRAVARICA II;"SŠ ""IVAN LUCIÆ""";PUT MULINA 2B;811;166;166;162;4;66;96
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;004;BIRAÈKO MJESTO BROJ 4. U TROGIRU, TRAVARICA III;"SŠ ""IVAN LUCIÆ""";PUT MULINA 2B;733;138;138;135;3;64;71
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;005;BIRAÈKO MJESTO BROJ 5. U TROGIRU, TRAVARICA IV;"SŠ ""IVAN LUCIÆ""";PUT MULINA 2B;709;131;131;130;1;48;82
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;006;BIRAÈKO MJESTO BROJ 6. U TROGIRU, TRAVARICA V;"SSŠ ""BLAŽ JURJEV TROGIRANIN""";FRANJE TUÐMANA 1;779;198;198;198;0;81;117
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;007;BIRAÈKO MJESTO BROJ 7. U TROGIRU, TRAVARICA VI;"SSŠ ""BLAŽ JURJEV TROGIRANIN""";FRANJE TUÐMANA 1;791;137;137;134;3;78;56
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;008;BIRAÈKO MJESTO BROJ 8. U TROGIRU, TRAVARICA VII;"SSŠ ""BLAŽ JURJEV TROGIRANIN""";FRANJE TUÐMANA 1;916;217;217;214;3;91;123
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;009;BIRAÈKO MJESTO BROJ 9. U TROGIRU (GRAD);"OŠ ""PETAR BERISLAVIÆ""";OBALA BANA BERISLAVIÆA 16;718;172;172;166;6;80;86
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;010;BIRAÈKO MJESTO BROJ 10. U TROGIRU,ÈIOVO I;"DJEÈJI VRTIÆ TROGIR, PODRUÈNI DJEÈJI VRTIÆ ""MASLINA""";SV. PETRA 8;954;165;165;163;2;63;100
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;011;BIRAÈKO MJESTO BROJ 11. U TROGIRU, ÈIOVO II;PROSTOR LOVAÈKE UDRUGE TROGIR;OBALA KRALJA ZVONIMIRA 16;407;98;98;93;5;30;63
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;012;BIRAÈKO MJESTO BROJ 12. ÈIOVO III;KUÆA PUOVIÆ;OBALA KRALJA ZVONIMIRA 15;841;198;198;195;3;86;109
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;013;BIRAÈKO MJESTO BROJ 13. U TROGIRU, ÈIOVO IV;KUÆA PUOVIÆ;OBALA KRALJA ZVONIMIRA 15;892;128;128;125;3;79;46
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;014;BIRAÈKO MJESTO BROJ 14. U ŽEDNOM;DRUŠTVENI DOM ŽEDNO;ŽEDNO;130;34;34;34;0;11;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;015;BIRAÈKO MJESTO BROJ 15. U MASTRINCI;HOTEL SV. KRIŽ;DOMOVINSKE ZAHVALNOSTI 1;1007;188;188;185;3;108;77
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;016;BIRAÈKO MJESTO BROJ 16. U ARBANIJI;MJESNI ODBOR;ARBANIJA;421;133;133;133;0;74;59
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;017;BIRAÈKO MJESTO BROJ 17. U DRVENIKU MALOM;BIVŠA OŠ DRVENIK MALI;DRVENIK MALI;163;48;48;48;0;21;27
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;TROGIR;018;BIRAÈKO MJESTO BROJ 18. U DRVENIKU VELIKOM;MJESNI ODBOR;TOÆ, DRVENIK VELIKI;255;75;75;73;2;27;46
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VIS;001;VIS;ZGRADA GRADA VISA;TRG 30. SVIBNJA 1992. BROJ 2;660;155;155;152;3;81;71
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VIS;002;VIS;HRVATSKI DOM;OBALA SV. JURJA 29;407;86;86;83;3;35;48
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VIS;003;VIS;ZORA KUT;TRG EUGENA KVATERNIKA 2;554;165;165;160;5;78;82
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VIS;004;PODSTRAŽJE;DOM PODSTRAŽJE;PODSTRAŽJE BB;258;77;77;77;0;24;53
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VIS;005;MARINJE ZEMLJE;DOM MARINJE ZEMLJE;MARINJE ZEMLJE BB;91;28;28;28;0;9;19
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;001;PRAPATNICE;OSNOVNA ŠKOLA;PRAPATNICE;153;50;50;50;0;36;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;002;PODPROLOG;OSNOVNA ŠKOLA;PODPROLOG;330;103;103;100;3;86;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;003;BANJA;KUÆA DRINKA GRANIÆA;BANJA 61;198;52;52;47;5;26;21
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;004;ORAH;OSNOVNA ŠKOLA;ORAH;225;67;67;65;2;37;28
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;005;VELIKI PROLOG;OSNOVNA ŠKOLA;VELIKI PROLOG;242;106;106;106;0;91;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;006;KOKORIÆI;OSNOVNA ŠKOLA;KOKORIÆI;116;48;48;48;0;35;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;007;DUSINA;ZGRADA OSNOVNE ŠKOLE;DUSINA;417;227;227;223;4;211;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;008;VRGORAC;ZGRADA GRADA VRGORCA-MALA VIJEÆNICA;VRGORAC;1878;433;433;423;10;240;183
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;009;VLAKA;KUÆA NENE OKUKA;VLAKA 9;34;19;19;19;0;11;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;010;UMÈANI;OSNOVNA ŠKOLA;UMÈANI;177;47;47;46;1;17;29
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;011;MILOŠIÆI;KUÆA IVICE ERCEGA (TUÆO);VELIKI PROLOG 98A;129;43;43;39;4;21;18
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;012;KOTEZI;"ZGRADA BIVŠE OSNOVNE ŠKOLE (KLUB ZA OBARANJE RUKE ""MUSE""";KOTEZI;223;67;67;65;2;38;27
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;013;RAŠÆANE;ZGRADA MJESNOG ODBORA RAŠÆANE (PORED IGRALIŠTA);RAŠÆANE 115;97;39;39;37;2;29;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;014;POLJICA;ZGRADA LOVAÈKE UDRUGE (PORED ŠKOLE);POLJICA;57;15;15;14;1;12;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;015;DUGE NJIVE;OSNOVNA ŠKOLA;DUGE NJIVE;77;39;39;37;2;12;25
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;016;KOZICA;ZADRUŽNI DOM;KOZICA;53;16;16;16;0;11;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;017;ŽLIBINA;KUÆA ZORE VULETIÆA;POLJICA KOZIÈKA 148;75;32;32;32;0;32;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;018;DRAGLJANE;OSNOVNA ŠKOLA;DRAGLJANE;43;23;23;22;1;5;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;019;KLJENAK;KUÆA ANTE NIZIÆA;KLJENAK 9;50;15;15;14;1;5;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;020;DRAŽEVITIÆI;ZADRUŽNI DOM;DRAŽEVITIÆI;155;52;52;50;2;25;25
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;021;ZAVOJANE;ZADRUŽNI DOM;ZAVOJANE;173;66;66;64;2;34;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;022;MAJIÆI;KUÆA MIRA ŽIDIÆA - BLOKETARA;ZAVOJANE 18;55;25;25;21;4;7;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;023;MIJACA;OSNOVNA ŠKOLA;MIJACA;43;20;20;20;0;19;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;024;STILJA;OSNOVNA ŠKOLA;STILJA;260;103;103;101;2;85;16
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;025;VINA;KUÆA IVANA FRANIÆA POK. MARKA;VINA;99;50;50;50;0;43;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRGORAC;026;RAVÈA;OSNOVNA ŠKOLA;RAVÈA;128;31;31;31;0;17;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;001;BIRAÈKO MJESTO 1. VRLIKA;GRADSKA VIJEÆNICA;FRA. FILIPA GRABOVCA 6;518;180;180;172;8;148;24
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;002;BIRAÈKO MJESTO 2. DONJE MAOVICE;"OBJEKT ZV. ""KULINA"", VL. PETAR MIŠIÆ";DONJE MAOVICE;267;42;42;40;2;37;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;003;BIRAÈKO MJESTO 3. GORNJE MAOVICE;HRVATSKE TELEKOMUNIKACIJE;GORNJE MAOVICE;185;60;60;54;6;50;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;004;BIRAÈKO MJESTO 4. GARJAK;PRIVATNA KUÆA U VLASNIŠTVU ZAHARIJE UZUN;GARJAK 20;65;14;14;14;0;12;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;005;BIRAÈKO MJESTO 5. PODOSOJE;OBJEKT VL. DRAGAN MARINOVIÆ;PODOSOJE 6;212;47;47;47;0;40;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;006;BIRAÈKO MJESTO 6. KOSORE;PRIVATNA KUÆA U VLASNIŠTVU MARIN LELAS;KOSORE 6A;159;59;59;55;4;45;10
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;007;BIRAÈKO MJESTO 7. VINALIÆ;HRVATSKE TELEKOMUNIKACIJE;VINALIÆ;173;75;75;72;3;72;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;grad;VRLIKA;008;BIRAÈKO MJESTO 8. JEŽEVIÆ;HRVATSKE TELEKOMUNIKACIJE;JEŽEVIÆ;237;64;64;62;2;57;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;BAŠKA VODA;001;BAŠKA VODA;ZGRADA OPÆINE;OBALA SV.NIKOLE 65;1160;284;284;279;5;178;101
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;BAŠKA VODA;002;BAŠKA VODA;ZGRADA LUKE;OBALA SV. NIKOLE 2;908;247;247;242;5;191;51
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;BAŠKA VODA;003;BAST;ŠKOLA BAST;BAST BR. 48;129;65;65;64;1;41;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;BAŠKA VODA;004;PROMAJNA;"OŠ ""PROMAJNA""";OBALA BR. 1;484;112;112;108;4;77;31
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;BAŠKA VODA;005;BRATUŠ;MOBILNA KUÆICA MJESNOG ODBORA BRATUŠ;BRATUŠ 29 A;103;51;51;49;2;40;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;BAŠKA VODA;006;KRVAVICA;URED MJESNOG ODBORA KRVAVICA;KRVAVICA BR. 55;236;84;84;80;4;42;38
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;BOL;001;BOL I.;ŠKOLA;BOL;1608;348;348;334;14;143;191
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;BOL;002;MURVICA;DOM;MURVICA;27;4;4;4;0;1;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;BRELA;001;GORNJA BRELA;PROSTOR BIVŠE MJESNE ZAJEDNICE;ULICA NARET BR. 1;133;47;47;44;3;27;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;BRELA;002;BRELA;DJEÈJI VRTIÆ BRELA;ULICA SV. JURJA BR. 1 B;1468;292;292;281;11;158;123
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;CISTA PROVO;001;ARŽANO;OSNOVNA ŠKOLA;ARŽANO;360;144;144;142;2;140;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;CISTA PROVO;002;BIORINE;PODRUÈNA ŠKOLA;BIORINE;147;118;118;118;0;118;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;CISTA PROVO;003;CISTA PROVO;STARA PODRUÈNA ŠKOLA CISTA PROVO;CISTA PROVO;386;196;196;190;6;186;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;CISTA PROVO;004;CISTA VELIKA;OSNOVNA ŠKOLA;CISTA VELIKA;610;163;163;153;10;149;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;CISTA PROVO;005;DOBRANJE;KULTURNO UMJETNIÈKO ŠPORTSKO DRUŠTVO;DOBRANJE;119;82;82;82;0;78;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;CISTA PROVO;006;SVIB;PODRUÈNA ŠKOLA;SVIB;429;90;90;87;3;86;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;CISTA PROVO;007;SVIBIÆ;PODRUÈNA ŠKOLA;SVIBIÆ;112;51;51;50;1;49;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;DICMO;001;BIRAÈKO MJESTO 1. ERCEGOVCI;PODRUÈNA ŠKOLA ERCEGOVCI;DICMO ERCEGOVCI 22;110;34;34;34;0;23;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;DICMO;002;BIRAÈKO MJESTO 2. KRUŠVAR;PODRUÈNA ŠKOLA KRUŠVAR;DICMO KRUŠVAR 113A;404;102;102;99;3;85;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;DICMO;003;BIRAÈKO MJESTO 3.  KRAJ-OSOJE-SUŠCI;O. Š. A. STARÈEVIÆ  DICMO;DICMO KRAJ 42;903;294;294;288;6;251;37
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;DICMO;004;BIRAÈKO MJESTO 4. PRISOJE - SIÈANE;O.Š. ANTE STARÈEVIÆA DICMO;DICMO KRAJ 42;935;231;231;227;4;215;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;DUGI RAT;001;DUÆE-GOLUBINKA;"UGOSTITELJSKI OBJEKT ""SIDRO""";POLJIÈKA CESTA - GOLUBINKA 35;791;212;212;204;8;150;54
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;DUGI RAT;002;DUÆE-ROGAÈ;TURIST BIRO DUÆE U DUÆAMA;POLJIÈKA CESTA, VAVLJE 2;766;235;235;214;21;148;66
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;DUGI RAT;003;DUGI RAT I;PROSTORIJE KUD-A DALMACIJA U DUGOM RATU;POLJIÈKA CESTA 133;1119;492;492;459;33;270;189
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;DUGI RAT;004;DUGI RAT II;PROSTORIJE OPÆINE DUGI RAT U DUGOM RATU;POLJIÈKI TRG 1;1212;521;521;474;47;299;175
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;DUGI RAT;005;ORIJ I MALI RAT;"OSNOVNA ŠKOLA ""JESENICE"" U ORIJU";ÐAÈKI PUT 10;766;289;289;259;30;165;94
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;DUGI RAT;006;SUMPETAR I SUHI POTOK;PRIZEMLJE ZGRADE DJEÈJEG VRTIÆA U SUMPETRU;PUT SV.ROKA 6;841;318;316;289;27;203;86
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;DUGI RAT;007;KRILO I BAJNICE;PROSTOR HRVATSKE UDRUGE PRIVATNIH BRODARA;SV. NIKOLA 2, KRILO JESENICE;1032;456;456;439;17;309;130
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;DUGOPOLJE;001;BIRAÈKO MJESTO 1. KOPRIVNO;OBITELJSKA KUÆA VLADE ŠAMADAN;KOPRIVNO,ULICA SVIH SVETIH 3;241;99;99;96;3;87;9
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;DUGOPOLJE;002;BIRAÈKO MJESTO 2. DUGOPOLJE;KUÆA MILJENKA BALIÆA;DOMOVINSKOG RATA 67, DUGOPOLJE;1264;414;414;396;18;305;91
17;SPLITSKO-DALMATINSKA ŽUPANIJA;opæina;DUGOPOLJE;003;BIRAÈKO MJESTO 3. DUGOPOLJE;DOM KULTURE;TRG F.TUÐMANA 1 DUGOPOLJE;814;267;267;260;7;201;59
