Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;IVAN ANUŠIĆ;IVICA MANDIĆ;VESNA VUČEMILOVIĆ
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;009;ČEPIN;VETERINARSKA STANICA - AMBULANTA;KRALJA TOMISLAVA 26;619;319;319;300;19;236;33;31
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;010;ČEPIN;"PROSTORIJE NK ""KLAS""";NERETVANSKA 10;714;364;364;349;15;259;37;53
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;011;ČEPIN;"OSNOVNA ŠKOLA ""VLADIMIR NAZOR""";KALNIČKA 17;854;469;468;446;22;321;46;79
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;012;ČEPIN;"OSNOVNA ŠKOLA ""VLADIMIR NAZOR""";KALNIČKA 17;813;378;378;352;26;246;31;75
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;013;ČEPIN;"OSNOVNA ŠKOLA ""VLADIMIR NAZOR""";KALNIČKA 17;867;462;462;428;34;308;50;70
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;014;ČEPIN;"OSNOVNA ŠKOLA ""MIROSLAV KRLEŽA""";KRALJA ZVONIMIRA 100;1145;575;573;554;19;397;58;99
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;001;DARDA;DOM KULTURE;SVETOG IVANA KRSTITELJA 100;712;255;255;229;26;157;28;44
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;002;DARDA;DOM KULTURE;SVETOG IVANA KRSTITELJA 100;711;251;251;227;24;179;20;28
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;003;DARDA;SREDNJA ŠKOLA BELI MANASTIR, PODRUČNI ODJEL DARDA;SVETOG IVANA KRSTITELJA 109;606;238;238;223;15;152;22;49
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;004;DARDA;SREDNJA ŠKOLA BELI MANASTIR, PODRUČNI ODJEL DARDA;SVETOG IVANA KRSTITELJA 109;603;238;238;216;22;150;24;42
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;005;DARDA;OSNOVNA ŠKOLA DARDA, UČIONICA BROJ 12;ŠKOLSKA 9;871;295;295;267;28;201;20;46
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;006;DARDA;OSNOVNA ŠKOLA DARDA, UČIONICA BROJ 3;ŠKOLSKA 9;741;295;295;241;54;195;13;33
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;007;MECE;DOM MEĐUGENERACIJSKE SOLIDARNOSTI I KLUB MLADIH;BELJSKA 48;725;269;269;244;25;171;29;44
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;008;UGLJEŠ;OSNOVNA ŠKOLA DARDA, PODRUČNI ODJEL UGLJEŠ;BARANJSKA ULICA 11;400;231;230;188;42;120;36;32
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DONJA MOTIČINA;001;DONJA MOTIČINA;"OSNOVNA ŠKOLA ""VLADIMIR NAZOR""";MATIJE GUPCA 46;543;266;266;264;2;186;13;65
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DONJA MOTIČINA;002;DONJA MOTIČINA;OSNOVNA ŠKOLA ''VLADIMIR NAZOR'';MATIJE GUPCA 46;370;202;202;195;7;138;11;46
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DONJA MOTIČINA;003;GORNJA MOTIČINA;DRUŠTVENI DOM;MLADENA VIDOVIĆA BB;28;8;8;8;0;8;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DONJA MOTIČINA;004;SEONA;DRUŠTVENI DOM;ZRINSKIH I FRANKOPANA BB;338;159;159;155;4;100;18;37
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRAŽ;001;DRAŽ;OMLADINSKI DOM;VLADIMIRA NAZORA BB;380;255;255;246;9;204;9;33
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRAŽ;002;BATINA;DOM KULTURE;TRG SLOBODE 8;688;352;352;311;41;211;42;58
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRAŽ;003;GAJIĆ;NOVI DOM KULTURE;MATIJE GUPCA BB;244;166;166;159;7;118;17;24
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRAŽ;004;DUBOŠEVICA;DOM KULTURE;DR.FRANJE TUĐMANA 2;429;237;237;231;6;174;11;46
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRAŽ;005;TOPOLJE;DOM KULTURE;REPUBLIKE 25;296;177;177;175;2;141;9;25
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRAŽ;006;PODOLJE;DOM KULTURE;GLAVNA 139;92;56;56;51;5;44;2;5
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;001;BUČJE GORJANSKO;MJESNI ODBOR BUČJE;GLAVNA ULICA 15;52;27;27;26;1;18;2;6
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;002;PODGORJE BRAČEVAČKO;MJESNI DOM;BOROVIČKA ULICA 102;60;37;37;37;0;32;2;3
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;003;SLATINIK DRENJSKI;DVD SLATINIK DRENJSKI;B.RADIĆA 2;205;127;127;123;4;91;14;18
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;004;BRAČEVCI;MJESNI ODBOR;ULICA VUKOVARSKA 4;154;75;75;70;5;43;14;13
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;005;PALJEVINA;MJESNI DOM;VLADIMIRA  NAZORA 52;142;76;76;74;2;56;9;9
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;006;POTNJANI;MJESNI DOM;BRAĆE RADIĆA 39;396;224;224;214;10;165;25;24
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;007;DRENJE;ZGRADA OPĆINE DRENJE;LJUDEVITA GAJA 25;465;285;285;274;11;168;53;53
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;008;KUĆANCI ĐAKOVAČKI;PROSTORIJE PODRUČNE ŠKOLE KUĆANCI ĐAKOVAČKI;BRAĆE RADIĆA 28;125;65;65;62;3;49;4;9
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;009;PRESLATINCI;DVD PRESLATINCI;K. TOMISLAVA 18;110;72;72;64;8;59;5;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;010;MANDIĆEVAC;PROSTORIJE PODRUČNE ŠKOLE MANDIĆEVAC;ŠKOLSKA 1;224;136;136;125;11;98;14;13
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;011;PRIDVORJE;PROSTORIJE PODRUČNE ŠKOLE PRIDVORJE;BRAĆE RADIĆA 17;134;71;71;67;4;45;13;9
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;001;ĐURĐENOVAC;PROSTORIJA ŠAH KLUBA;IVANA GUNDULIĆA 2;633;223;223;210;13;128;27;55
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;002;ĐURĐENOVAC;RADNIČKI DOM;KARDINALA ALOJZIJA STEPINCA 10;380;167;167;153;14;89;19;45
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;003;ĐURĐENOVAC;OSNOVNA ŠKOLA JOSIPA JURJA STROSSMAYERA;KARDINALA ALOJZIJA STEPINCA BB;331;165;165;159;6;97;16;46
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;004;ĐURĐENOVAC;DOM KULTURE (MONTAŽNA ŠKOLA);TRG DR. FRANJE TUĐMANA 3;625;296;296;284;12;197;25;62
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;005;ĐURĐENOVAC;SREDNJA ŠKOLA JOSIPA KOZARCA;TRG DR. FRANJE TUĐMANA 4;579;246;246;232;14;153;19;60
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;006;BELJEVINA;OSNOVNA ŠKOLA;LJUDEVITA GAJA 70;329;156;156;154;2;113;7;34
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;007;BELJEVINA;PROSTORIJA NK ZAGORAC;MATIJE GUPCA;205;114;114;111;3;76;5;30
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;008;NAŠIČKO NOVO SELO;DRUŠTVENI DOM;BRAĆE RADIĆA;258;112;112;106;6;83;11;12
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;009;BOKŠIĆ;DRUŠTVENI DOM;OSJEČKA 1;321;140;140;136;4;96;12;28
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;010;BOKŠIĆ LUG;OSNOVNA ŠKOLA;BRAĆE RADIĆA;192;107;107;99;8;74;5;20
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;011;ŠAPTINOVCI;OSNOVNA ŠKOLA;BANA JOSIPA JELAČIĆA;131;68;68;63;5;42;4;17
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;012;ŠAPTINOVCI;PROSTORIJE DVD-A;ŠAPTINOVCI;294;146;146;139;7;91;11;37
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;013;KLOKOČEVCI;OSNOVNA ŠKOLA;BRAĆE RADIĆA;383;143;143;139;4;116;5;18
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;014;SUŠINE;DRUŠTVENI DOM;GORANA POTNEŠILA 29;262;119;119;112;7;75;8;29
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;015;PRIBIŠEVCI;OSNOVNA ŠKOLA;MATIJE GUPCA;309;163;163;157;6;98;18;41
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;001;DALJ;OSNOVNA ŠKOLA DALJ;ZAGREBAČKA 2B;702;246;246;192;54;94;50;48
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;002;DALJ;SREDNJA ŠKOLA;BRAĆE RADIĆA 7;922;363;362;317;45;228;29;60
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;003;DALJ;"PROSTORIJE NK ""RADNIČKI""";30. SVIBNJA BB;720;337;337;231;106;111;54;66
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;004;DALJ;DRUŠTVENI DOM;BANA J. JELAČIĆA 12;583;292;292;211;81;97;55;59
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;005;BIJELO BRDO;OSNOVNA ŠKOLA;NIKOLE TESLE 71;919;303;303;179;124;76;52;51
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;006;BIJELO BRDO;OSNOVNA ŠKOLA;NIKOLE TESLE 71;633;203;203;129;74;66;39;24
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;007;ALJMAŠ;PROSTORIJE MO;MLADENA PALINKAŠA 5;574;198;198;192;6;135;21;36
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;008;ERDUT;DRUŠTVENI DOM ERDUT (BIVŠI MO ERDUT);ERDUT;660;215;215;198;17;139;24;35
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;009;DALJ;PROSTORIJA KUD ŠANDOR PETEFI;DALJSKA PLANINA;144;47;47;45;2;34;4;7
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERNESTINOVO;001;ERNESTINOVO;OSNOVNA ŠKOLA ERNESTINOVO;ŠKOLSKA 1;911;556;556;533;23;455;26;52
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERNESTINOVO;002;LASLOVO;OSNOVNA ŠKOLA LASLOVO;ŠKOLSKA 1;893;451;451;440;11;391;29;20
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;FERIČANCI;001;FERIČANCI;OSNOVNA ŠKOLA VLADIMIRA NAZORA;TRG MATIJE GUPCA 9;642;283;283;262;21;195;21;46
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;FERIČANCI;002;FERIČANCI;OSNOVNA ŠKOLA VLADIMIRA NAZORA;TRG MATIJE GUPCA 9;678;256;256;237;19;162;33;42
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;FERIČANCI;003;VALENOVAC;DOM DVD-A;BRAĆE RADIĆA BB;136;59;59;52;7;44;3;5
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;FERIČANCI;004;VUČJAK FERIČANAČKI;MJESNI DOM;ĐURĐENOVAČKA BB;221;112;112;106;6;79;17;10
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;FERIČANCI;005;GAZIJE;MJESNI DOM;VLADIMIRA NAZORA BB;28;11;11;10;1;3;4;3
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;GORJANI;001;GORJANI;OPĆINA GORJANI;KULA 1;800;477;477;457;20;363;48;46
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;GORJANI;002;TOMAŠANCI;DOM KULTURE;UL.STJEPANA RADIĆA 1;488;345;345;334;11;212;63;59
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;JAGODNJAK;001;JAGODNJAK;"DOM KULTURE PRIZEMLJE (BIVŠI ""SAJRIĆ"")";BORISA KIDRIČA 100;512;224;224;190;34;147;25;18
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;JAGODNJAK;002;JAGODNJAK;DOM KULTURE VELIKA SALA;BORISA KIDRIČA 100;439;214;214;189;25;162;13;14
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;JAGODNJAK;003;BOLMAN;SALA DOMA KULTURE;SAVE KOVAČEVIĆA 74;496;298;298;258;40;203;28;27
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;001;KNEŽEVI VINOGRADI;DOM KULTURE;GLAVNA 82;660;451;451;412;39;337;19;56
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;002;KNEŽEVI VINOGRADI;OSNOVNA ŠKOLA KNEŽEVI VINOGRADI;KNEŽEVI VINOGRADI;640;426;426;387;39;286;25;76
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;003;KARANAC;HRVATSKI DOM KULTURE;PETEFI ŠANDORA 68;676;435;433;380;53;267;44;69
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;004;ZMAJEVAC;DOM KULTURE;MARŠALA TITA 90;626;380;380;321;59;194;59;68
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;005;SUZA;DOM KULTURE;MARŠALA TITA 105;411;277;277;234;43;138;36;60
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;006;KOTLINA;DOM KULTURE;GLAVNA 48;189;139;139;114;25;75;12;27
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;007;KAMENAC;DOM KULTURE;GLAVNA 49;130;77;77;72;5;44;6;22
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;008;MIRKOVAC;SJEDIŠTE RESTORANA POLJOPRIVREDE MIRKOVAC;MIRKOVAC 21;79;54;54;50;4;32;8;10
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;001;KOŠKA;ŠUMARIJA KOŠKA;UL. NIKOLE ŠUBIĆA ZRINSKOG 65;718;344;344;331;13;216;24;91
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;002;KOŠKA;"OSNOVNA ŠKOLA ""IVANE BRLIĆ MAŽURANIĆ""";TRG DR. FRANJE TUĐMANA 5;595;303;303;293;10;193;24;76
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;003;BREZNICA NAŠIČKA;PODRUČNA ŠKOLA;OSJEČKA BB;492;183;183;176;7;118;13;45
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;004;NIZA;PODRUČNA ŠKOLA;KOLODVORSKA 52;353;150;150;145;5;106;17;22
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;005;NORMANCI;DRUŠTVENI DOM;ALOJZIJA STEPINCA BB;252;73;73;71;2;55;6;10
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;006;TOPOLINE;DRUŠTVENI DOM;KOLODVORSKA 20;117;87;87;85;2;62;6;17
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;007;LUG SUBOTIČKI;DRUŠTVENI DOM;BRAĆE RADIĆA 41;254;101;101;97;4;71;10;16
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;008;LEDENIK;DRUŠTVENI DOM;KRALJA ZVONIMIRA 18;137;61;61;55;6;36;9;10
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;009;ANDRIJEVAC;DRUŠTVENI DOM;BRAĆE RADIĆA 2;93;41;41;39;2;29;6;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;010;BRANIMIROVAC;DRUŠTVENI DOM;BANA JELAČIĆA 3;68;15;15;13;2;7;4;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;001;MAJAR;DRUŠTVENI DOM;MAJAR;117;69;69;69;0;55;9;5
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;002;OVČARA;DRUŠTVENI DOM;OVČARA 33;19;6;6;6;0;5;0;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;003;LEVANJSKA VAROŠ;OPĆINSKO POGLAVARSTVO;LEVANJSKA VAROŠ;194;137;137;129;8;97;13;19
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;004;SLOBODNA VLAST;DRUŠTVENI DOM;SLOBODNA VLAST;123;63;63;61;2;42;7;12
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;005;MUSIĆ;DRUŠTVENI DOM;MUSIĆ;55;38;38;37;1;36;1;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;006;RATKOV DOL;DRUŠTVENI DOM;RATKOV DOL;16;12;12;11;1;11;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;007;BREZNICA ĐAKOVAČKA;DRUŠTVENI DOM;BREZNICA ĐAKOVAČKA;187;151;151;149;2;111;13;25
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;008;PAUČJE;DRUŠTVENI DOM;PAUČJE;37;22;22;21;1;18;2;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;009;MILINAC;DRUŠTVENI DOM;MILINAC;25;22;22;22;0;17;2;3
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MAGADENOVAC;001;MAGADENOVAC;MJESNI DOM;RUŽINA 1;88;53;53;51;2;26;7;18
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MAGADENOVAC;002;BENIČANCI;MJESNI DOM;IVE LOLE RIBARA 41A;381;214;214;200;14;120;45;35
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MAGADENOVAC;003;KUĆANCI;MJESNI DOM;KRALJA ZVONIMIRA 88;379;164;164;155;9;111;17;27
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MAGADENOVAC;004;MALINOVAC;MJESNI DOM;BRAĆE RADIĆA 13;71;51;51;51;0;39;8;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MAGADENOVAC;005;LACIĆI;MJESNI DOM;ANDRIJE KAČIĆA 73;269;117;117;112;5;86;11;15
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MAGADENOVAC;006;ŠLJIVOŠEVCI;MJESNI DOM;VLADIMIRA NAZORA 49;261;125;125;115;10;60;22;33
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MARIJANCI;001;ČRNKOVCI;"OSNOVNA ŠKOLA ""HRVATSKI SOKOL"", PODRUČNA ŠKOLA";KARDINALA ALOJZIJA STEPINCA 51;612;373;373;357;16;198;56;103
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MARIJANCI;002;BOČKINCI;MJESNI DOM;MATIJE GUPCA 25;149;101;101;96;5;54;13;29
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MARIJANCI;003;ČAMAGAJEVCI;HRVATSKI DOM;GLAVNA 101;172;72;72;70;2;51;9;10
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MARIJANCI;004;MARIJANCI;MJESNI DOM;TRG SVETOG PETRA I PAVLA 4;669;392;392;373;19;298;13;62
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MARIJANCI;005;KUNIŠINCI;VATROGASNI DOM;KRALJA ZVONIMIRA 61;249;152;152;141;11;105;8;28
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MARIJANCI;006;BREZOVICA;MJESNI DOM;BANA JELAČIĆA 23;39;27;27;26;1;17;6;3
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETLOVAC;001;PETLOVAC;OSNOVNA ŠKOLA;RADE KONČARA 29;601;316;316;302;14;199;43;60
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETLOVAC;002;BARANJSKO PETROVO SELO;OSNOVNA ŠKOLA;KOLODVORSKA 74E;413;288;288;276;12;231;14;31
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETLOVAC;003;LUČ;OSNOVNA ŠKOLA;ŠKOLSKA 1;336;209;209;204;5;136;20;48
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETLOVAC;004;NOVI BEZDAN;DOM KULTURE;SREDNJA ULICA 8;224;114;114;110;4;74;17;19
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETLOVAC;005;TORJANCI;DOM KULTURE;GRANIČARSKA 1B;184;134;134;112;22;95;10;7
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETLOVAC;006;NOVO NEVESINJE;DOM KULTURE;ALEKSA ŠANTIĆ 20B;33;17;17;16;1;6;7;3
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETRIJEVCI;001;PETRIJEVCI;ZGRADA OPĆINE;REPUBLIKE 114;587;291;291;276;15;223;19;34
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETRIJEVCI;002;PETRIJEVCI;VATROGASNI DOM;REPUBLIKE 120;737;366;366;343;23;266;26;51
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETRIJEVCI;003;PETRIJEVCI;LOVAČKI DOM;KOLODVORSKA 1;548;268;268;258;10;214;22;22
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETRIJEVCI;004;SATNICA;ZGRADA DOMA;TRG SVETE KATARINE 1;415;220;220;216;4;163;15;38
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;001;PODGORAČ;OSNOVNA ŠKOLA HINKA JUHNA;PODGORAČ;282;124;124;115;9;61;7;47
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;002;PODGORAČ;OPĆINA PODGORAČ;PODGORAČ;400;193;193;187;6;102;7;78
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;003;OSTROŠINCI;DRUŠTVENI DOM;OSTROŠINCI;93;57;57;57;0;29;6;22
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;004;RAZBOJIŠTE;VATROGASNI DOM;RAZBOJIŠTE;214;135;135;130;5;77;3;50
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;005;STIPANOVCI;VATROGASNI DOM;STIPANOVCI;330;181;181;177;4;109;5;63
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;006;KRŠINCI;STARA ŠKOLA;KRŠINCI;93;61;61;59;2;28;2;29
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;007;KELEŠINKA;VATROGASNI DOM;KELEŠINKA;43;25;25;24;1;11;4;9
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;008;BIJELA LOZA;DRUŠTVENI DOM;BIJELA LOZA;102;56;56;52;4;17;7;28
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;009;BUDIMCI;OSNOVNA ŠKOLA HINKA JUHNA;BUDIMCI;477;227;227;211;16;114;12;85
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;010;POGANOVCI;OSNOVNA ŠKOLA HINKA JUHNA;POGANOVCI;167;80;80;77;3;32;4;41
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODRAVSKA MOSLAVINA;001;PODRAVSKA MOSLAVINA;OSNOVNA ŠKOLA;J.J.STROSSMAYERA 87;610;199;199;180;19;151;11;18
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODRAVSKA MOSLAVINA;002;KRČENIK;MJESNI DOM;KOLODVORSKA 100;284;114;114;111;3;93;3;15
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;POPOVAC;001;POPOVAC;DOM KULTURE;VLADIMIRA NAZORA 32;719;449;449;426;23;353;28;45
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;POPOVAC;002;KNEŽEVO;DOM KULTURE;OSJEČKA 7;553;264;264;226;38;161;23;42
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;POPOVAC;003;BRANJINA;DOM KULTURE;DAVORA KOKANOVIĆA 12;239;114;114;107;7;89;7;11
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PUNITOVCI;001;PUNITOVCI;OPĆINA PUNITOVCI, OPĆINSKA VIJEĆNICA;STJEPANA RADIĆA 58;550;444;444;432;12;369;37;26
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PUNITOVCI;002;JOSIPOVAC PUNITOVAČKI;DOM KULTURE;ŠTROSMAJEROVA 5;634;503;503;478;25;295;129;54
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PUNITOVCI;003;JURJEVAC PUNITOVAČKI;DRUŠTVENI DOM;GLAVNA BB;241;146;146;136;10;117;7;12
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;SATNICA ĐAKOVAČKA;001;SATNICA ĐAKOVAČKA;VATROGASNI DOM;ANTE STARČEVIĆA 24;478;267;267;253;14;147;82;24
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;SATNICA ĐAKOVAČKA;002;SATNICA ĐAKOVAČKA;OSNOVNA ŠKOLA SATNICA ĐAKOVAČKA, UČIONICA 1.;JOSIPA BANA JELAČIĆA 6;739;384;383;364;19;224;97;43
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;SATNICA ĐAKOVAČKA;003;GAŠINCI;OSNOVNA ŠKOLA SATNICA ĐAKOVAČKA PODRUČNA ŠKOLA GAŠINCI, UČIONICA 1.;STJEPANA RADIĆA 62;595;320;319;305;14;213;54;38
