Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;VOJISLAV BOJANIĆ;RADOMIR ČVARKOVIĆ;BOŠKO GVERO
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;009;ČEPIN;VETERINARSKA STANICA - AMBULANTA;KRALJA TOMISLAVA 26;8;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;010;ČEPIN;"PROSTORIJE NK ""KLAS""";NERETVANSKA 10;32;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;011;ČEPIN;"OSNOVNA ŠKOLA ""VLADIMIR NAZOR""";KALNIČKA 17;20;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;012;ČEPIN;"OSNOVNA ŠKOLA ""VLADIMIR NAZOR""";KALNIČKA 17;15;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;013;ČEPIN;"OSNOVNA ŠKOLA ""VLADIMIR NAZOR""";KALNIČKA 17;15;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;014;ČEPIN;"OSNOVNA ŠKOLA ""MIROSLAV KRLEŽA""";KRALJA ZVONIMIRA 100;15;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;001;DARDA;DOM KULTURE;SVETOG IVANA KRSTITELJA 100;139;45;45;43;2;6;28;9
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;002;DARDA;DOM KULTURE;SVETOG IVANA KRSTITELJA 100;128;53;53;51;2;6;38;7
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;003;DARDA;SREDNJA ŠKOLA BELI MANASTIR, PODRUČNI ODJEL DARDA;SVETOG IVANA KRSTITELJA 109;117;43;43;43;0;4;37;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;004;DARDA;SREDNJA ŠKOLA BELI MANASTIR, PODRUČNI ODJEL DARDA;SVETOG IVANA KRSTITELJA 109;143;50;50;49;1;5;37;7
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;005;DARDA;OSNOVNA ŠKOLA DARDA, UČIONICA BROJ 12;ŠKOLSKA 9;125;28;28;28;0;2;24;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;006;DARDA;OSNOVNA ŠKOLA DARDA, UČIONICA BROJ 3;ŠKOLSKA 9;118;37;37;35;2;1;29;5
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;007;MECE;DOM MEĐUGENERACIJSKE SOLIDARNOSTI I KLUB MLADIH;BELJSKA 48;71;19;19;18;1;2;14;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;008;UGLJEŠ;OSNOVNA ŠKOLA DARDA, PODRUČNI ODJEL UGLJEŠ;BARANJSKA ULICA 11;302;196;196;183;13;32;119;32
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DONJA MOTIČINA;001;DONJA MOTIČINA;"OSNOVNA ŠKOLA ""VLADIMIR NAZOR""";MATIJE GUPCA 46;2;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DONJA MOTIČINA;002;DONJA MOTIČINA;OSNOVNA ŠKOLA ''VLADIMIR NAZOR'';MATIJE GUPCA 46;1;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DONJA MOTIČINA;003;GORNJA MOTIČINA;DRUŠTVENI DOM;MLADENA VIDOVIĆA BB;12;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DONJA MOTIČINA;004;SEONA;DRUŠTVENI DOM;ZRINSKIH I FRANKOPANA BB;4;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRAŽ;001;DRAŽ;OMLADINSKI DOM;VLADIMIRA NAZORA BB;14;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRAŽ;002;BATINA;DOM KULTURE;TRG SLOBODE 8;36;11;11;10;1;4;4;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRAŽ;003;GAJIĆ;NOVI DOM KULTURE;MATIJE GUPCA BB;3;1;1;1;0;1;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRAŽ;004;DUBOŠEVICA;DOM KULTURE;DR.FRANJE TUĐMANA 2;12;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRAŽ;005;TOPOLJE;DOM KULTURE;REPUBLIKE 25;5;1;1;0;1;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRAŽ;006;PODOLJE;DOM KULTURE;GLAVNA 139;1;1;1;1;0;0;1;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;001;BUČJE GORJANSKO;MJESNI ODBOR BUČJE;GLAVNA ULICA 15;10;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;002;PODGORJE BRAČEVAČKO;MJESNI DOM;BOROVIČKA ULICA 102;17;8;8;7;1;2;5;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;003;SLATINIK DRENJSKI;DVD SLATINIK DRENJSKI;B.RADIĆA 2;2;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;004;BRAČEVCI;MJESNI ODBOR;ULICA VUKOVARSKA 4;17;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;005;PALJEVINA;MJESNI DOM;VLADIMIRA  NAZORA 52;0;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;006;POTNJANI;MJESNI DOM;BRAĆE RADIĆA 39;1;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;007;DRENJE;ZGRADA OPĆINE DRENJE;LJUDEVITA GAJA 25;4;1;1;1;0;1;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;008;KUĆANCI ĐAKOVAČKI;PROSTORIJE PODRUČNE ŠKOLE KUĆANCI ĐAKOVAČKI;BRAĆE RADIĆA 28;2;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;009;PRESLATINCI;DVD PRESLATINCI;K. TOMISLAVA 18;0;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;010;MANDIĆEVAC;PROSTORIJE PODRUČNE ŠKOLE MANDIĆEVAC;ŠKOLSKA 1;0;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;011;PRIDVORJE;PROSTORIJE PODRUČNE ŠKOLE PRIDVORJE;BRAĆE RADIĆA 17;0;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;001;ĐURĐENOVAC;PROSTORIJA ŠAH KLUBA;IVANA GUNDULIĆA 2;26;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;002;ĐURĐENOVAC;RADNIČKI DOM;KARDINALA ALOJZIJA STEPINCA 10;10;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;003;ĐURĐENOVAC;OSNOVNA ŠKOLA JOSIPA JURJA STROSSMAYERA;KARDINALA ALOJZIJA STEPINCA BB;6;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;004;ĐURĐENOVAC;DOM KULTURE (MONTAŽNA ŠKOLA);TRG DR. FRANJE TUĐMANA 3;32;2;2;2;0;0;2;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;005;ĐURĐENOVAC;SREDNJA ŠKOLA JOSIPA KOZARCA;TRG DR. FRANJE TUĐMANA 4;8;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;006;BELJEVINA;OSNOVNA ŠKOLA;LJUDEVITA GAJA 70;2;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;007;BELJEVINA;PROSTORIJA NK ZAGORAC;MATIJE GUPCA;2;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;008;NAŠIČKO NOVO SELO;DRUŠTVENI DOM;BRAĆE RADIĆA;3;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;009;BOKŠIĆ;DRUŠTVENI DOM;OSJEČKA 1;2;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;010;BOKŠIĆ LUG;OSNOVNA ŠKOLA;BRAĆE RADIĆA;2;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;011;ŠAPTINOVCI;OSNOVNA ŠKOLA;BANA JOSIPA JELAČIĆA;1;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;012;ŠAPTINOVCI;PROSTORIJE DVD-A;ŠAPTINOVCI;2;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;013;KLOKOČEVCI;OSNOVNA ŠKOLA;BRAĆE RADIĆA;4;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;014;SUŠINE;DRUŠTVENI DOM;GORANA POTNEŠILA 29;22;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;015;PRIBIŠEVCI;OSNOVNA ŠKOLA;MATIJE GUPCA;4;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;001;DALJ;OSNOVNA ŠKOLA DALJ;ZAGREBAČKA 2B;337;152;152;145;7;44;72;29
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;002;DALJ;SREDNJA ŠKOLA;BRAĆE RADIĆA 7;250;95;95;85;10;20;60;5
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;003;DALJ;"PROSTORIJE NK ""RADNIČKI""";30. SVIBNJA BB;513;275;275;248;27;73;140;35
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;004;DALJ;DRUŠTVENI DOM;BANA J. JELAČIĆA 12;422;238;238;223;15;53;134;36
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;005;BIJELO BRDO;OSNOVNA ŠKOLA;NIKOLE TESLE 71;718;259;259;237;22;104;114;19
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;006;BIJELO BRDO;OSNOVNA ŠKOLA;NIKOLE TESLE 71;502;177;177;164;13;76;78;10
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;007;ALJMAŠ;PROSTORIJE MO;MLADENA PALINKAŠA 5;15;1;1;1;0;1;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;008;ERDUT;DRUŠTVENI DOM ERDUT (BIVŠI MO ERDUT);ERDUT;128;44;44;42;2;10;31;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;009;DALJ;PROSTORIJA KUD ŠANDOR PETEFI;DALJSKA PLANINA;4;1;1;1;0;0;1;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERNESTINOVO;001;ERNESTINOVO;OSNOVNA ŠKOLA ERNESTINOVO;ŠKOLSKA 1;104;14;14;13;1;3;5;5
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERNESTINOVO;002;LASLOVO;OSNOVNA ŠKOLA LASLOVO;ŠKOLSKA 1;17;5;5;4;1;0;0;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;FERIČANCI;001;FERIČANCI;OSNOVNA ŠKOLA VLADIMIRA NAZORA;TRG MATIJE GUPCA 9;1;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;FERIČANCI;002;FERIČANCI;OSNOVNA ŠKOLA VLADIMIRA NAZORA;TRG MATIJE GUPCA 9;8;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;FERIČANCI;003;VALENOVAC;DOM DVD-A;BRAĆE RADIĆA BB;1;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;FERIČANCI;004;VUČJAK FERIČANAČKI;MJESNI DOM;ĐURĐENOVAČKA BB;1;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;FERIČANCI;005;GAZIJE;MJESNI DOM;VLADIMIRA NAZORA BB;14;4;4;3;1;1;1;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;GORJANI;001;GORJANI;OPĆINA GORJANI;KULA 1;6;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;GORJANI;002;TOMAŠANCI;DOM KULTURE;UL.STJEPANA RADIĆA 1;10;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;JAGODNJAK;001;JAGODNJAK;"DOM KULTURE PRIZEMLJE (BIVŠI ""SAJRIĆ"")";BORISA KIDRIČA 100;339;129;129;122;7;15;102;5
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;JAGODNJAK;002;JAGODNJAK;DOM KULTURE VELIKA SALA;BORISA KIDRIČA 100;273;63;63;63;0;2;60;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;JAGODNJAK;003;BOLMAN;SALA DOMA KULTURE;SAVE KOVAČEVIĆA 74;262;168;168;154;14;24;128;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;001;KNEŽEVI VINOGRADI;DOM KULTURE;GLAVNA 82;182;115;115;101;14;19;78;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;002;KNEŽEVI VINOGRADI;OSNOVNA ŠKOLA KNEŽEVI VINOGRADI;KNEŽEVI VINOGRADI;188;115;115;111;4;22;88;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;003;KARANAC;HRVATSKI DOM KULTURE;PETEFI ŠANDORA 68;180;105;105;85;20;25;54;6
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;004;ZMAJEVAC;DOM KULTURE;MARŠALA TITA 90;18;5;5;4;1;0;4;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;005;SUZA;DOM KULTURE;MARŠALA TITA 105;11;6;6;6;0;0;6;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;006;KOTLINA;DOM KULTURE;GLAVNA 48;5;3;3;3;0;1;2;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;007;KAMENAC;DOM KULTURE;GLAVNA 49;14;4;4;4;0;0;3;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;008;MIRKOVAC;SJEDIŠTE RESTORANA POLJOPRIVREDE MIRKOVAC;MIRKOVAC 21;13;6;6;5;1;0;5;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;001;KOŠKA;ŠUMARIJA KOŠKA;UL. NIKOLE ŠUBIĆA ZRINSKOG 65;27;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;002;KOŠKA;"OSNOVNA ŠKOLA ""IVANE BRLIĆ MAŽURANIĆ""";TRG DR. FRANJE TUĐMANA 5;17;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;003;BREZNICA NAŠIČKA;PODRUČNA ŠKOLA;OSJEČKA BB;16;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;004;NIZA;PODRUČNA ŠKOLA;KOLODVORSKA 52;7;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;005;NORMANCI;DRUŠTVENI DOM;ALOJZIJA STEPINCA BB;39;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;006;TOPOLINE;DRUŠTVENI DOM;KOLODVORSKA 20;6;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;007;LUG SUBOTIČKI;DRUŠTVENI DOM;BRAĆE RADIĆA 41;2;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;008;LEDENIK;DRUŠTVENI DOM;KRALJA ZVONIMIRA 18;35;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;009;ANDRIJEVAC;DRUŠTVENI DOM;BRAĆE RADIĆA 2;27;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;010;BRANIMIROVAC;DRUŠTVENI DOM;BANA JELAČIĆA 3;22;1;1;1;0;0;1;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;001;MAJAR;DRUŠTVENI DOM;MAJAR;27;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;002;OVČARA;DRUŠTVENI DOM;OVČARA 33;0;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;003;LEVANJSKA VAROŠ;OPĆINSKO POGLAVARSTVO;LEVANJSKA VAROŠ;0;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;004;SLOBODNA VLAST;DRUŠTVENI DOM;SLOBODNA VLAST;35;7;7;7;0;3;0;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;005;MUSIĆ;DRUŠTVENI DOM;MUSIĆ;1;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;006;RATKOV DOL;DRUŠTVENI DOM;RATKOV DOL;15;4;4;3;1;1;0;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;007;BREZNICA ĐAKOVAČKA;DRUŠTVENI DOM;BREZNICA ĐAKOVAČKA;12;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;008;PAUČJE;DRUŠTVENI DOM;PAUČJE;20;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;LEVANJSKA VAROŠ;009;MILINAC;DRUŠTVENI DOM;MILINAC;0;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MAGADENOVAC;001;MAGADENOVAC;MJESNI DOM;RUŽINA 1;10;1;1;0;1;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MAGADENOVAC;002;BENIČANCI;MJESNI DOM;IVE LOLE RIBARA 41A;4;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MAGADENOVAC;003;KUĆANCI;MJESNI DOM;KRALJA ZVONIMIRA 88;120;44;44;42;2;8;30;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MAGADENOVAC;004;MALINOVAC;MJESNI DOM;BRAĆE RADIĆA 13;3;1;1;1;0;0;0;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MAGADENOVAC;005;LACIĆI;MJESNI DOM;ANDRIJE KAČIĆA 73;1;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MAGADENOVAC;006;ŠLJIVOŠEVCI;MJESNI DOM;VLADIMIRA NAZORA 49;5;1;1;1;0;1;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MARIJANCI;001;ČRNKOVCI;"OSNOVNA ŠKOLA ""HRVATSKI SOKOL"", PODRUČNA ŠKOLA";KARDINALA ALOJZIJA STEPINCA 51;4;2;2;1;1;0;0;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MARIJANCI;002;BOČKINCI;MJESNI DOM;MATIJE GUPCA 25;0;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MARIJANCI;003;ČAMAGAJEVCI;HRVATSKI DOM;GLAVNA 101;1;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MARIJANCI;004;MARIJANCI;MJESNI DOM;TRG SVETOG PETRA I PAVLA 4;2;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MARIJANCI;005;KUNIŠINCI;VATROGASNI DOM;KRALJA ZVONIMIRA 61;1;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;MARIJANCI;006;BREZOVICA;MJESNI DOM;BANA JELAČIĆA 23;15;5;5;5;0;3;2;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETLOVAC;001;PETLOVAC;OSNOVNA ŠKOLA;RADE KONČARA 29;36;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETLOVAC;002;BARANJSKO PETROVO SELO;OSNOVNA ŠKOLA;KOLODVORSKA 74E;13;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETLOVAC;003;LUČ;OSNOVNA ŠKOLA;ŠKOLSKA 1;11;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETLOVAC;004;NOVI BEZDAN;DOM KULTURE;SREDNJA ULICA 8;8;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETLOVAC;005;TORJANCI;DOM KULTURE;GRANIČARSKA 1B;2;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETLOVAC;006;NOVO NEVESINJE;DOM KULTURE;ALEKSA ŠANTIĆ 20B;19;2;2;2;0;1;1;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETRIJEVCI;001;PETRIJEVCI;ZGRADA OPĆINE;REPUBLIKE 114;3;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETRIJEVCI;002;PETRIJEVCI;VATROGASNI DOM;REPUBLIKE 120;11;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETRIJEVCI;003;PETRIJEVCI;LOVAČKI DOM;KOLODVORSKA 1;7;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PETRIJEVCI;004;SATNICA;ZGRADA DOMA;TRG SVETE KATARINE 1;2;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;001;PODGORAČ;OSNOVNA ŠKOLA HINKA JUHNA;PODGORAČ;1;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;002;PODGORAČ;OPĆINA PODGORAČ;PODGORAČ;9;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;003;OSTROŠINCI;DRUŠTVENI DOM;OSTROŠINCI;10;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;004;RAZBOJIŠTE;VATROGASNI DOM;RAZBOJIŠTE;3;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;005;STIPANOVCI;VATROGASNI DOM;STIPANOVCI;6;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;006;KRŠINCI;STARA ŠKOLA;KRŠINCI;0;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;007;KELEŠINKA;VATROGASNI DOM;KELEŠINKA;0;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;008;BIJELA LOZA;DRUŠTVENI DOM;BIJELA LOZA;61;34;34;32;2;15;12;5
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;009;BUDIMCI;OSNOVNA ŠKOLA HINKA JUHNA;BUDIMCI;149;67;67;60;7;37;19;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODGORAČ;010;POGANOVCI;OSNOVNA ŠKOLA HINKA JUHNA;POGANOVCI;50;21;21;21;0;15;4;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODRAVSKA MOSLAVINA;001;PODRAVSKA MOSLAVINA;OSNOVNA ŠKOLA;J.J.STROSSMAYERA 87;0;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PODRAVSKA MOSLAVINA;002;KRČENIK;MJESNI DOM;KOLODVORSKA 100;24;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;POPOVAC;001;POPOVAC;DOM KULTURE;VLADIMIRA NAZORA 32;91;47;47;44;3;1;39;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;POPOVAC;002;KNEŽEVO;DOM KULTURE;OSJEČKA 7;140;73;73;61;12;9;44;8
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;POPOVAC;003;BRANJINA;DOM KULTURE;DAVORA KOKANOVIĆA 12;32;18;18;15;3;3;11;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PUNITOVCI;001;PUNITOVCI;OPĆINA PUNITOVCI, OPĆINSKA VIJEĆNICA;STJEPANA RADIĆA 58;12;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PUNITOVCI;002;JOSIPOVAC PUNITOVAČKI;DOM KULTURE;ŠTROSMAJEROVA 5;3;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;PUNITOVCI;003;JURJEVAC PUNITOVAČKI;DRUŠTVENI DOM;GLAVNA BB;2;2;2;1;1;0;0;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;SATNICA ĐAKOVAČKA;001;SATNICA ĐAKOVAČKA;VATROGASNI DOM;ANTE STARČEVIĆA 24;6;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;SATNICA ĐAKOVAČKA;002;SATNICA ĐAKOVAČKA;OSNOVNA ŠKOLA SATNICA ĐAKOVAČKA, UČIONICA 1.;JOSIPA BANA JELAČIĆA 6;3;0;0;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;SATNICA ĐAKOVAČKA;003;GAŠINCI;OSNOVNA ŠKOLA SATNICA ĐAKOVAČKA PODRUČNA ŠKOLA GAŠINCI, UČIONICA 1.;STJEPANA RADIĆA 62;0;0;0;0;0;0;0;0
