Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;AKCIJA UMIROVLJENICI ZAJEDNO - AUZ, HRVATSKA STRANKA UMIROVLJENIKA - HSU;DOMOVINSKI POKRET - DP;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS;HRVATSKA STRANKA PRAVA - HSP;MOŽEMO! - POLITIÈKA PLATFORMA, NOVA LJEVICA - NL, ZELENA ALTERNATIVA - ODRŽIVI RAZVOJ HRVATSKE - Zelena alternativa - ORaH;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, HRVATSKA SELJAÈKA STRANKA - HSS;ŽIVI ZID
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;009;BIRAÈKO MJESTO BR. 9;POSLOVNA ZGRADA, OŠTARIJE;OŠTARIJE 231;831;481;481;460;21;21;52;226;9;18;19;13;85;17
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;010;BIRAÈKO MJESTO BR. 10;"ZGRADA DOMA ""SVETI MARKO""";SKRADNIK 40;301;202;202;183;19;10;27;102;6;5;4;2;21;6
04;KARLOVAÈKA ŽUPANIJA;opæina;JOSIPDOL;011;BIRAÈKO MJESTO BR. 11;DOM MIHALJEVIÆI, OŠTARIJE;MIHALJEVIÆI 121;115;81;81;79;2;4;14;47;3;0;2;1;5;3
04;KARLOVAÈKA ŽUPANIJA;opæina;KAMANJE;001;BIRAÈKO MJESTO BR. 1 KAMANJE;OSNOVNA ŠKOLA KAMANJE;KAMANJE 111;378;252;252;239;13;8;4;43;12;4;8;1;97;62
04;KARLOVAÈKA ŽUPANIJA;opæina;KAMANJE;002;BIRAÈKO MJESTO BR. 2 ORLJAKOVO;VATROGASNI DOM ORLJAKOVO;ORLJAKOVO 12 B;227;144;144;139;5;5;0;26;5;1;7;0;60;35
04;KARLOVAÈKA ŽUPANIJA;opæina;KAMANJE;003;BIRAÈKO MJESTO BR. 3 BRLOG OZALJSKI;VATROGASNI DOM BRLOG OZALJSKI;BRLOG OZALJSKI 43;132;83;83;80;3;3;0;19;0;1;4;0;35;18
04;KARLOVAÈKA ŽUPANIJA;opæina;KRNJAK;001;BIRAÈKO MJESTO BR. 1;ZGRADA OPÆINE KRNJAK;KRNJAK BR. 5;407;258;258;245;13;10;8;58;12;1;5;135;9;7
04;KARLOVAÈKA ŽUPANIJA;opæina;KRNJAK;002;BIRAÈKO MJESTO BR. 2;LOVAÈKI DOM;HRVATSKO ŽARIŠTE BR. 5;288;156;156;145;11;6;2;43;4;3;2;79;4;2
04;KARLOVAÈKA ŽUPANIJA;opæina;KRNJAK;003;BIRAÈKO MJESTO BROJ 3;PODRUÈNA ŠKOLA;DONJI BUDAÈKI BB;315;179;179;163;16;3;8;57;6;3;1;73;7;5
04;KARLOVAÈKA ŽUPANIJA;opæina;KRNJAK;004;BIRAÈKO MJESTO BR. 4;DRUŠTVENI DOM TRUPINJAK;PERIÆI BR. 16;128;80;80;71;9;8;1;2;4;0;2;51;3;0
04;KARLOVAÈKA ŽUPANIJA;opæina;KRNJAK;005;BIRAÈKO MJESTO BR. 5;KUÆA MARKOVIÆ JOVANKE;ÈATRNJA 27;298;131;131;123;8;4;1;6;3;1;3;94;8;3
04;KARLOVAÈKA ŽUPANIJA;opæina;LASINJA;001;BIRAÈKO MJESTO BR. 1;SJENIÈAK LASINJSKI, SJENIÈAK LASINJSKI 206;"LOVAÈKI DOM LD ""FAZAN"" BANSKI KOVAÈEVAC";352;43;43;43;0;0;5;27;0;1;1;8;1;0
04;KARLOVAÈKA ŽUPANIJA;opæina;LASINJA;002;BIRAÈKO MJESTO BR. 2;LASINJA, LASINJSKA CESTA 19;ZGRADA OPÆINE SOBA BROJ 1 NA I. KATU;177;50;50;47;3;1;6;28;0;0;2;0;9;1
04;KARLOVAÈKA ŽUPANIJA;opæina;LASINJA;003;BIRAÈKO MJESTO BR. 3;LASINJA, LASINJSKA CESTA 19;ZGRADA OPÆINE SOBA BROJ 2 U PRIZEMLJU;508;185;185;178;7;10;31;110;3;0;10;1;10;3
04;KARLOVAÈKA ŽUPANIJA;opæina;LASINJA;004;BIRAÈKO MJESTO BR. 4;DESNO SREDIÈKO, DESNO SREDIÈKO 42A;ZGRADA DRUŠTVENOG DOMA;143;43;43;41;2;1;4;25;1;0;2;0;7;1
04;KARLOVAÈKA ŽUPANIJA;opæina;LASINJA;005;BIRAÈKO MJESTO BR. 5;DESNI ŠTEFANKI, DESNI ŠTEFANKI 103A;ZGRADA DRUŠTVENOG DOMA;194;51;51;47;4;7;6;31;0;0;0;0;1;2
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;001;BIRAÈKO MJESTO BR. 1;"ZGRADA OSNOVNE ŠKOLE ""NETRETIÆ"" - PRIZEMLJE";NETRETIÆ 1;109;61;61;60;1;4;5;36;3;1;2;0;4;5
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;002;BIRAÈKO MJESTO BR. 2;KUÆA TOMISLAVA MOŠKUN;ZAVRŠJE NETRETIÆKO 15A;59;29;29;28;1;0;1;19;2;0;1;0;5;0
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;003;BIRAÈKO MJESTO BR. 3;KUÆA DRAGUTINA KUŠAN;BRAJAKOVO BRDO 53;107;58;58;55;3;5;7;24;8;1;3;0;6;1
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;004;BIRAÈKO MJESTO BR. 4;ZGRADA PODRUÈNE ŠKOLE DONJE STATIVE;DONJE STATIVE 1;185;84;84;83;1;3;11;33;5;2;6;1;19;3
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;005;BIRAÈKO MJESTO BR. 5;KUÆA ROŽIÆ PEPE;LONÈAR BRDO 3;48;35;35;33;2;1;3;23;1;1;2;0;2;0
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;006;BIRAÈKO MJESTO BR. 6;VATROGASNI DOM KUNIÆI;KUNIÆI RIBNIÈKI 26A;75;42;42;42;0;0;0;24;3;1;5;0;7;2
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;007;BIRAÈKO MJESTO BR. 7;VATROGASNI DOM PRILIŠÆE;SREDNJE PRILIŠÆE 4;167;91;91;86;5;5;6;24;17;2;8;1;21;2
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;008;BIRAÈKO MJESTO BR. 8;DOM KULTURE VUKOVA GORICA;VUKOVA GORICA 26;52;33;33;31;2;3;1;2;6;0;1;0;16;2
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;009;BIRAÈKO MJESTO BR. 9;KUÆA NIKOLE MARKUŠ;VINSKI VRH 7A;68;48;48;47;1;3;1;36;1;1;1;0;2;2
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;010;BIRAÈKO MJESTO BR. 10;ZGRADA MO KUÈEVICE KOD KRIŽA;KUÈEVICE BB;87;49;49;49;0;2;5;31;8;1;0;0;1;1
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;011;BIRAÈKO MJESTO BR. 11;ZGRADA PODRUÈNE ŠKOLE NOVIGRAD;NOVIGRAD NA DOBRI 19;213;130;130;122;8;5;15;74;2;1;7;1;13;4
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;012;BIRAÈKO MJESTO BR. 12;ZGRADA PODRUÈNE ŠKOLE JARÈE POLJE;JARÈE POLJE 18;257;111;111;104;7;3;14;58;12;1;2;0;14;0
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;013;BIRAÈKO MJESTO BR. 13;ZGRADA PODRUÈNE ŠKOLE DUBRAVCI;DUBRAVÈANI 50;377;209;209;202;7;12;28;100;19;3;8;0;16;16
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;014;BIRAÈKO MJESTO BR. 14;ZGRADA DRUŠTVENOG DOMA MRAÈIN;MRAÈIN 65;217;116;116;110;6;4;7;60;6;3;9;0;16;5
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;015;BIRAÈKO MJESTO BR. 15;DRUŠTVENI DOM SKUPICA;SKUPICA 36;160;78;78;76;2;1;4;41;9;3;1;0;13;4
04;KARLOVAÈKA ŽUPANIJA;opæina;NETRETIÆ;016;BIRAÈKO MJESTO BR. 16;ZGRADA PODRUÈNE ŠKOLE ZAGRADCI;ZAGRADCI 69;183;96;96;94;2;7;7;38;20;2;5;0;9;6
04;KARLOVAÈKA ŽUPANIJA;opæina;PLAŠKI;001;BIRAÈKO MJESTO BR. 1;ZGRADA OPÆINE PLAŠKI;143. DOMOBRANSKE PUKOVNIJE BR. 5;692;410;410;360;50;16;16;122;4;4;9;57;123;9
04;KARLOVAÈKA ŽUPANIJA;opæina;PLAŠKI;002;BIRAÈKO MJESTO BR. 2;ZGRADA OSNOVNE ŠKOLE PLAŠKI IZ PLAŠKOG;143. DOMOBRANSKE PUKOVNIJE 1 A;458;248;248;222;26;11;5;58;3;1;2;54;85;3
04;KARLOVAÈKA ŽUPANIJA;opæina;PLAŠKI;003;BIRAÈKO MJESTO BR. 3;ZGRADA KNJIŽNICE I ÈITAONICE PLAŠKI;SABORÈANSKA 3;569;285;285;250;35;13;9;50;7;0;5;80;74;12
04;KARLOVAÈKA ŽUPANIJA;opæina;RAKOVICA;001;BIRAÈKO MJESTO BR. 1;VATROGASNI DOM DVD-A RAKOVICA;RAKOVICA 29 C;715;293;292;276;16;11;35;147;3;36;8;1;30;5
04;KARLOVAÈKA ŽUPANIJA;opæina;RAKOVICA;002;BIRAÈKO MJESTO BR. 2;VATROGASNI DOM DVD-A DREŽNIK GRAD;DREŽNIK GRAD 133;573;181;181;172;9;7;11;117;8;13;5;2;3;6
04;KARLOVAÈKA ŽUPANIJA;opæina;RAKOVICA;003;BIRAÈKO MJESTO BR. 3;DJEÈJI VRTIÆ U SELIŠTU DREŽNIÈKOM;SELIŠTE DREŽNIÈKO 1;460;198;198;191;7;8;20;135;1;8;4;1;10;4
04;KARLOVAÈKA ŽUPANIJA;opæina;RAKOVICA;004;BIRAÈKO MJESTO BR. 4;DRUŠTVENI DOM U NOVOJ KRŠLJI;NOVA KRŠLJA 47 A;87;37;37;37;0;0;0;20;8;1;1;2;5;0
04;KARLOVAÈKA ŽUPANIJA;opæina;RAKOVICA;005;BIRAÈKO MJESTO BR. 5;KUÆA MARICE RUPÈIÆ, GRABOVAC;GRABOVAC 225;306;109;109;105;4;1;11;62;3;8;3;2;11;4
04;KARLOVAÈKA ŽUPANIJA;opæina;RIBNIK;001;BIRAÈKO MJESTO BR. 1 RIBNIK;PROSTORIJE DVD-A RIBNIK, POTKROVLJE IZNAD GARAŽE;RIBNIK 2;129;81;81;78;3;6;8;15;2;0;5;0;26;16
04;KARLOVAÈKA ŽUPANIJA;opæina;RIBNIK;002;BIRAÈKO MJESTO BR. 2 LIPNIK;PROSTORIJE DVD-A LIPNIK, STARA ŠKOLA U LIPNIKU;LIPNIK BB;110;79;79;74;5;5;4;25;4;5;4;0;22;5
04;KARLOVAÈKA ŽUPANIJA;opæina;RIBNIK;003;BIRAÈKO MJESTO BR. 3 VESELIÆI;"PROSTORIJE LOVAÈKOG DRUŠTVA ""SRNJAK"" U VESELIÆIMA";VESELIÆI 26;77;57;57;51;6;5;4;19;4;0;4;0;10;5
04;KARLOVAÈKA ŽUPANIJA;opæina;RIBNIK;004;BIRAÈKO MJESTO BR. 4 GORNJA STRANICA;PRIVATNA KUÆA U VLASNIŠTVU MIRE STEPIÆ;GORNJA STRANICA 21;55;30;30;27;3;2;2;5;3;0;1;0;10;4
04;KARLOVAÈKA ŽUPANIJA;opæina;SABORSKO;001;BIRAÈKO MJESTO BR. 1;PROSTORIJE OSNOVNE ŠKOLE PLAŠKI, PODRUÈNE ŠKOLE U SABORSKOM;SABORSKO, ULICA CENTAR 54;534;230;230;220;10;16;11;128;1;7;0;47;7;3
04;KARLOVAÈKA ŽUPANIJA;opæina;TOUNJ;001;BIRAÈKO MJESTO BR. 1;"PROSTORIJE KULTURNO-UMJETNIÈKOG DRUŠTVA ""TOUNJÈICA""";TOUNJ 26;317;233;233;215;18;24;30;93;11;5;10;2;27;13
04;KARLOVAÈKA ŽUPANIJA;opæina;TOUNJ;002;BIRAÈKO MJESTO BR. 2;"OSNOVNA ŠKOLA ""KAMENICA SKRADNIÈKA""";KAMENICA 55;197;136;136;124;12;12;17;73;1;3;6;0;5;7
04;KARLOVAÈKA ŽUPANIJA;opæina;TOUNJ;003;BIRAÈKO MJESTO BR. 3;"OSNOVNA ŠKOLA ""LUCIJA CAPAN""";ZDENAC 45;226;157;157;145;12;14;21;59;3;10;3;2;18;15
04;KARLOVAÈKA ŽUPANIJA;opæina;TOUNJ;004;BIRAÈKO MJESTO BR. 4;"OBJEKT ""BOÆARA""";BRLETIÆI BB;160;81;81;73;8;10;7;34;4;2;6;1;2;7
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;001;BIRAÈKO MJESTO BR. 1;UTINJA VRELO - KUÆA RADE BASARA;PODSEDLO 36;272;139;139;128;11;18;2;26;9;2;3;46;19;3
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;002;BIRAÈKO MJESTO BR. 2;KNEŽEVIÆ KOSA - KUÆA MILE MIHANOVIÆ;KNEŽEVIÆ KOSA 34;259;141;141;131;10;11;12;52;7;1;4;30;10;4
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;003;BIRAÈKO MJESTO BR. 3;BUKOVICA UTINJSKA - KUÆA JEKE BIJELIÆ;BUKOVICA UTINJSKA 27;99;50;50;43;7;0;7;5;0;0;0;28;3;0
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;004;BIRAÈKO MJESTO BR. 4;VOJIŠNICA - KUÆA DRAGANA VUKOBRATOVIÆ;VOJIŠNICA 99A;421;241;241;217;24;17;4;96;20;1;3;47;25;4
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;005;BIRAÈKO MJESTO BR. 5;RADONJA - KUÆA PAJIÆ NENADA;GORNJI VOJNIÆ 26;291;181;181;155;26;8;12;60;11;0;3;27;24;10
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;006;BIRAÈKO MJESTO BR. 6;VOJNIÆ - DOM KULTURE VOJNIÆ;ANDRIJE HEBRANGA 2;922;510;510;487;23;31;10;295;32;6;12;44;37;20
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;007;BIRAÈKO MJESTO BR. 7;KUPLJENSKO - KUÆA NAPIJALO MILANA;KUPLJENSKO 108;264;139;139;129;10;4;5;51;4;0;5;50;6;4
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;008;BIRAÈKO MJESTO BR. 8;KRSTINJA - ZGRADA POLJOPRIVREDNE ZADRUGE;KRSTINJA B.B.;230;102;102;100;2;5;5;18;11;1;3;42;11;4
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;009;BIRAÈKO MJESTO BR. 9;MIHOLJSKO - KUÆA MIRKO PAVLOVIÆ;MIHOLJSKO 60;148;65;65;61;4;4;4;19;6;0;1;19;8;0
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;010;BIRAÈKO MJESTO BR. 10;SVINICA KRSTINJSKA -  ZGRADA BIVŠE PODRUÈNE ŠKOLE;SVINICA KRSTINJSKA B.B.;387;155;155;141;14;12;7;53;8;0;3;21;32;5
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;011;BIRAÈKO MJESTO BR. 11;ŠIROKA RIJEKA - KUÆA HUSEIN DELIÆ;ŠIROKA RIJEKA 9;174;82;82;73;9;1;1;42;9;0;1;4;12;3
04;KARLOVAÈKA ŽUPANIJA;opæina;VOJNIÆ;012;BIRAÈKO MJESTO BR. 12;KESTENOVAC - ZGRADA BIVŠE ŠKOLE;KESTENOVAC B.B.;106;34;34;34;0;1;2;10;0;0;1;19;1;0
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;001;BIRAÈKO MJESTO BR. 1 BUBNJARCI;VATROGASNI DOM BUBNJARCI;BUBNJARCI;166;129;129;121;8;9;8;47;8;5;13;1;20;10
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;002;BIRAÈKO MJESTO BR. 2 JUROVSKI BROD;VATROGASNI DOM JUROVSKI BROD;JUROVSKI BROD;363;227;227;208;19;9;15;87;2;3;13;0;33;46
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;003;BIRAÈKO MJESTO BR. 3 JUROVO;VATROGASNI DOM JUROVO;JUROVO;73;66;66;66;0;2;0;39;1;2;2;0;9;11
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;004;BIRAÈKO MJESTO BR. 4 MIŠINCI;VATROGASNI DOM MIŠINCI;MIŠINCI;102;76;76;72;4;3;13;36;1;2;0;0;9;8
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;005;BIRAÈKO MJESTO BR. 5 BRIHOVO;VATROGASNI DOM BRIHOVO;BRIHOVO;138;96;96;90;6;5;12;36;2;1;3;0;16;15
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;006;BIRAÈKO MJESTO BR. 6 ŽAKANJE;VATROGASNI DOM ŽAKANJE;ŽAKANJE;189;126;126;119;7;4;17;57;4;1;7;0;15;14
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;007;BIRAÈKO MJESTO BR. 7 BREZNIK ŽAKANJSKI;KUÆA MIJE BOLDIN;BREZNIK ŽAK. KBR. 13;23;18;18;18;0;1;1;8;0;1;1;1;3;2
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;008;BIRAÈKO MJESTO BR. 8 KOHANJAC;VATROGASNI DOM KOHANJAC;KOHANJAC;79;56;56;55;1;1;9;25;1;0;1;0;10;8
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;009;BIRAÈKO MJESTO BR. 9 ZALUKA LIPNIÈKA;VATROGASNI DOM ZALUKA LIPNIÈKA;ZALUKA LIPNIÈKA;102;77;77;74;3;2;3;50;0;1;2;2;13;1
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;010;BIRAÈKO MJESTO BR. 10 PRAVUTINA;VATROGASNI DOM PRAVUTINA;PRAVUTINA;183;122;122;118;4;4;6;68;4;3;6;0;16;11
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;011;BIRAÈKO MJESTO BR. 11 VELIKA PAKA;VATROGASNI DOM VELIKA PAKA;VELIKA PAKA;107;79;79;76;3;5;19;36;1;3;3;0;4;5
04;KARLOVAÈKA ŽUPANIJA;opæina;ŽAKANJE;012;BIRAÈKO MJESTO BR. 12 MOŠANCI;VATROGASNI DOM MOŠANCI;MOŠANCI;51;25;25;23;2;1;8;9;0;0;0;0;1;4
